Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,83.83000,42.36900,41.46100,7.73500,25.32000,39.51700,1.94400,-4.40900,-2.46500,7.34400,-9.80900,-9.80900,-9.41000,8.51300,1.94400,14.32300,14.32300,-0.66000,-0.66000,1.79640,0.50100,1.02100,49.45840,2.31900,2.31900,-2.94050,-11.22510,0.20880,45.85390,1.35620,66.36250,-5.68150,12.29830,-2.44290,-2.83510,11.56610,0.7053,0.6374
2024-06-30,84.73000,43.34200,41.38800,8.20700,26.69300,44.40700,-3.01900,-4.15100,-7.17000,-2.12100,-5.04900,-5.04900,-5.04900,6.59300,-3.01900,14.31300,14.31300,-0.34000,-0.34000,1.77110,0.49420,0.99410,48.84690,-3.56310,-3.56310,-8.46220,-5.95890,0.20550,54.65570,1.32930,67.70450,-2.78790,6.78350,-1.22460,-1.41010,12.11710,0.9624,0.9535
2024-03-31,83.24700,41.75900,41.48800,10.68900,25.98800,42.94600,-1.45800,-2.65000,-4.10800,-1.59200,-2.51600,-2.51600,-2.51600,4.91800,-1.45800,14.23400,14.23400,-0.17000,-0.17000,1.94860,0.49600,1.00070,49.83720,-1.75140,-1.75140,-4.93470,-3.02230,0.19990,42.61120,1.22630,73.39290,-1.36240,3.40060,-0.60420,-0.68670,12.34530,-0.14290,-0.15530
2023-12-31,85.86800,43.69500,42.17300,10.34700,27.82400,83.95300,-41.78000,-3.94100,-45.72100,-3.24700,-42.47400,-42.47400,-41.52600,4.09200,-41.78000,14.18700,14.18700,-2.92000,-2.92000,2.31090,0.51130,1.06320,49.11380,-48.65610,-48.65610,-53.24570,-48.36030,0.19770,91.98950,1.34760,66.78630,-22.75990,57.00900,-9.77710,-11.12210,12.82690,-0.863,-0.864
2023-09-30,82.71200,43.86300,38.84900,9.77800,27.77900,44.06200,-5.21300,-2.84700,-8.06000,-4.49800,-3.56200,-3.56200,-3.48000,1.38100,-5.21300,14.20500,14.20500,-0.24000,-0.24000,1.43820,0.37830,0.62240,46.96900,-6.30260,-6.30260,-9.74470,-4.20740,0.19260,46.61320,1.30720,68.85040,-1.56240,5.91440,-0.82930,-0.97130,15.67000,0.22,0.2018
2023-06-30,84.62200,44.13300,40.48900,8.76900,27.18900,42.39500,-1.90600,-2.58600,-4.49200,-1.65500,-2.83700,-2.83700,-2.83700,4.62100,-1.90600,14.20000,14.20000,-0.20000,-0.20000,1.72680,0.38020,0.62700,47.84690,-2.25240,-2.25240,-5.30830,-3.35260,0.19460,45.87630,1.42080,63.34420,-1.23050,4.60000,-0.65250,-0.76270,15.86830,0.0475,0.0435
2023-03-31,86.23300,44.17700,42.05600,8.35200,21.41000,35.76100,6.29500,-2.40200,3.89300,0.80900,3.08400,3.08400,3.08400,12.38400,6.29500,14.13600,14.13600,0.21000,0.21000,1.67450,0.36730,0.59400,48.77020,7.30000,7.30000,4.51450,3.57640,0.19740,37.37480,1.45770,61.73910,1.32040,-4.92020,0.70600,0.83540,16.07310,0.67010,0.66900
2022-12-31,83.22400,44.51400,38.71000,7.74000,17.93600,34.44400,4.26600,-2.43800,1.82800,-0.68900,2.51700,2.51700,2.41400,10.59600,4.26600,14.35600,14.35600,0.17000,0.17000,1.67720,0.37050,0.60220,46.51300,5.12600,5.12590,2.19650,2.90060,0.19310,56.77810,1.49190,60.32690,1.08630,-3.67220,0.58400,0.68380,16.05760,0.1521,0.1425
2022-09-30,82.82700,43.29300,39.53400,7.98700,20.47200,34.59100,4.94300,-2.00500,2.93800,0.77700,2.16100,2.16100,2.11900,11.16500,4.94300,14.36500,14.36500,0.15000,0.15000,1.77990,0.37060,0.60230,47.73080,5.96790,5.96790,3.54720,2.55830,0.18910,24.68240,1.63510,55.04180,0.92760,-2.99670,0.49340,0.58380,15.99990,0.7828,0.7796
2022-06-30,82.72600,42.05300,40.67300,8.10700,23.22000,36.08500,4.58800,-0.74900,3.83900,0.76300,3.07600,3.07600,3.07600,10.84900,4.58800,14.46900,14.46900,0.21000,0.21000,1.78520,0.37200,0.60570,49.16590,5.54600,5.54600,4.64060,3.71830,0.18570,37.28100,1.53430,58.66000,1.32060,-4.01430,0.69050,0.82940,15.63620,0.4986,0.4944
