Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,47.65100,2.55100,45.10000,16.77600,37.57300,56.10000,-11.00000,4.75600,-6.24400,-0.92000,-5.32400,-5.32400,-5.32400,-11.01000,-11.00000,58.26200,58.26200,-0.09000,-0.09000,4.85340,94.64650,-23.08450,-23.08450,-13.10360,-11.17290,0.07390,1.58050,1.11460,80.74900,-0.98370,-1.25160,-0.82530,-0.98370,9.28250,-0.2503,-0.253
2024-06-30,50.47400,2.73300,47.74100,16.66100,39.47400,57.88700,-10.14600,4.63000,-5.51600,-0.99800,-4.51800,-4.51800,-4.51800,-10.21400,-10.14600,58.22100,58.22100,-0.08000,-0.08000,4.68250,94.58530,-20.10140,-20.10140,-10.92840,-8.95110,0.07750,1.86040,1.20570,74.64750,-0.83280,-1.06330,-0.69360,-0.83280,9.30770,-0.12,-0.1477
2024-03-31,47.46200,3.44000,44.02200,21.15400,30.08500,53.25700,-9.23500,4.57100,-4.66400,-0.51800,-4.14600,-4.14600,-4.14600,-8.47700,-9.23500,57.76100,57.76100,-0.07000,-0.07000,4.70770,92.75210,-19.45770,-19.45770,-9.82680,-8.73540,0.07270,2.28570,1.29280,69.61720,-0.76210,-0.97630,-0.63520,-0.76210,9.34750,0.13100,0.08410
2023-12-31,45.27100,3.46000,41.81100,24.33900,23.61300,48.90500,-7.09400,5.43300,-1.66100,0.73900,-2.40000,-2.40000,-2.40000,-7.68200,-7.09400,57.38100,57.55800,-0.05000,-0.05000,4.93680,92.35710,-15.67010,-15.67010,-3.66900,-5.30140,0.06980,2.54970,1.32550,67.90110,-0.44040,-0.56670,-0.37010,-0.44040,9.47110,-0.0647,-1.818
2023-09-30,38.81500,3.06300,35.75200,16.60000,24.76700,41.74700,-5.99500,5.87500,-0.12000,-0.25700,0.13700,0.13700,0.13700,-8.22700,-5.99500,57.51900,57.59500,0.00000,0.00000,6.32470,92.10870,-15.44510,-15.44510,-0.30920,0.35300,0.06050,3.04470,1.32600,67.87270,0.02520,0.02610,0.02140,0.02520,9.44050,-0.0359,-0.0363
2023-06-30,46.05600,3.49900,42.55700,16.64700,28.39900,45.42400,-2.86700,5.45900,2.59200,1.07200,1.52000,1.52000,1.52000,-4.21800,-2.86700,57.45400,57.53600,0.03000,0.03000,6.10440,92.40270,-6.22500,-6.22500,5.62790,3.30030,0.07180,3.23980,1.36990,65.70020,0.28150,0.29110,0.23690,0.28150,9.39000,-0.2311,-0.2321
2023-03-31,62.49800,4.77400,57.72400,19.23700,36.10400,55.72000,2.00400,3.52400,5.52800,2.27600,3.25200,3.25200,3.25200,0.38600,2.00400,57.01100,57.40000,0.06000,0.06000,5.69020,92.36140,3.20650,3.20650,8.84510,5.20340,0.09700,4.32040,2.54960,35.29990,0.60700,0.62830,0.50460,0.60700,9.32680,0.55410,0.55320
2022-12-31,64.48200,6.23800,58.24400,18.45400,32.78200,51.61500,6.62900,2.98400,9.61300,2.75200,6.86100,6.86100,6.86100,5.48900,6.62900,56.46200,56.98300,0.11000,0.11000,5.67930,90.32600,10.28040,10.28040,14.90800,10.64020,0.10170,5.22450,1.92410,46.77400,1.30140,1.34890,1.08180,1.30140,9.28430,0.1652,0.1606
2022-09-30,65.31800,6.32000,58.99800,24.85700,29.85400,55.09000,3.90800,1.55300,5.46100,2.19100,3.27000,3.27000,3.27000,3.42800,3.90800,56.57500,56.96900,0.06000,0.06000,5.47490,90.32430,5.98300,5.98300,8.36060,5.00630,0.10500,3.97480,2.22530,40.44340,0.63410,0.65830,0.52590,0.63410,9.11230,0.2248,0.2223
2022-06-30,64.39000,6.05900,58.33100,21.49000,33.00100,54.87000,3.46100,0.32900,3.79000,1.21600,2.57400,2.57400,2.57400,4.07200,3.46100,56.50900,56.82100,0.05000,0.05000,5.62100,90.59020,5.37510,5.37510,5.88600,3.99750,0.10570,4.05010,2.23540,40.26170,0.50610,0.52610,0.42260,0.50610,8.99260,0.0992,0.0957
