Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,295.28200,260.35700,34.92500,-1.89600,1.89600,33.02900,-0.12400,32.90500,7.01600,25.88900,25.88900,25.77800,36.02900,33.02900,14.83900,14.86500,1.74000,1.73000,,0.03520,11.18560,11.18560,11.14360,8.73000,0.13000,3.04060,3.13280,1.14020,3.04060,57.38250,4.9628,4.6359
2024-06-30,269.78300,246.66300,23.12000,-1.74700,1.74700,21.37300,-0.13800,21.23500,4.59900,16.63600,16.63600,16.56300,23.80000,21.37300,14.69900,14.72200,1.13000,1.13000,,0.03700,7.92230,7.92230,7.87110,6.13940,0.12480,2.05340,2.11670,0.76950,2.05340,54.60900,1.7405,1.9928
2024-03-31,268.23300,240.66600,27.56700,-1.83700,1.83700,25.73000,-0.12300,25.60700,5.52900,20.07800,20.07800,19.99000,27.94900,25.73000,14.66700,14.69700,1.36000,1.36000,,0.03720,9.59240,9.59240,9.54660,7.45250,0.12810,2.48780,2.56540,0.95910,2.48780,54.39580,-1.43800,-1.64670
2023-12-31,258.39600,240.85300,17.54310,-1.63800,1.63800,15.90500,-0.12100,15.78400,3.52200,12.26200,12.26200,12.34900,17.65900,15.90500,14.66400,14.71000,0.84000,0.84000,0.03600,0.03730,6.15530,6.15530,6.10850,4.77910,0.12340,1.52460,1.57280,0.58560,1.46980,54.37180,2.3806,2.5844
2023-09-30,229.35800,224.73800,4.62000,-2.00500,2.00500,2.61500,-0.13900,2.47600,0.52700,1.94900,1.94900,1.94000,4.35400,2.61500,14.64600,14.68200,0.13000,0.13000,0.03750,0.03900,1.14010,1.14010,1.07950,0.84580,0.11180,0.25320,0.26150,0.09500,0.24370,52.03820,2.075,1.8531
2023-06-30,229.44300,206.10500,23.33800,-1.52300,1.52300,21.81500,-0.34800,21.46700,4.46600,17.00100,17.00100,16.92300,23.34400,21.81500,14.68100,14.72100,1.15000,1.15000,0.04220,0.04410,9.50780,9.50780,9.35610,7.37570,0.11380,2.14190,2.21020,0.84330,2.05140,53.66080,-0.0395,0.1232
2023-03-31,213.75900,227.18600,-13.42700,-1.67000,1.67000,-15.09700,-0.21000,-15.30700,-2.97000,-12.33700,-12.33700,-12.33700,-13.48000,-15.09700,14.68300,14.76200,-0.84000,-0.84000,0.05310,0.05600,-7.06260,-7.06260,-7.16090,-5.77150,0.10740,-1.53650,-1.58530,-0.62000,-1.45500,54.01080,-0.87330,-0.90960
2022-12-31,226.60300,194.33500,32.26800,,0.33000,31.93800,-0.13200,31.80600,7.17600,24.63000,24.63000,24.65700,34.25200,31.93800,14.60700,14.71100,1.68000,1.67000,0.04130,0.04310,14.09430,14.09430,14.03600,10.88110,0.11490,3.03330,3.12940,1.24860,2.90790,54.87960,1.4249,1.5085
2022-09-30,192.34800,184.44200,7.90600,,0.00000,7.90600,-0.13200,7.77400,1.58200,6.19200,6.19200,6.16500,10.07000,7.90600,14.59900,14.71200,0.42000,0.42000,0.03680,0.03820,4.11030,4.11030,4.04160,3.20510,0.09940,0.78940,0.78940,0.32010,0.76030,53.22060,1.6069,1.5672
2022-06-30,183.60500,173.58700,10.01800,,0.00000,10.01800,-0.13100,9.88700,1.98600,7.90100,7.90100,7.90100,11.72800,10.01800,14.59900,14.70300,0.54000,0.53000,0.03540,0.03660,5.45630,5.45630,5.38490,4.30330,0.09430,0.96520,0.96520,0.40570,0.93100,55.53750,1.0185,1.0629
