,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-09,2024-08-31,$-0.34,$-0.52
1,2024-07-10,2024-05-31,$-0.12,$-0.19
2,2024-04-03,2024-02-29,$0.01,$-0.14
3,2024-01-25,2023-11-30,$-0.06,$0.15
4,2023-09-28,2023-08-31,$-0.59,$-0.30
5,2023-06-29,2023-05-31,$0.02,$0.15
6,2023-03-30,2023-02-28,$0.18,$0.16
7,2023-01-24,2022-11-30,$0.28,$0.61
8,2022-09-29,2022-08-31,$0.64,$0.84
9,2022-06-30,2022-05-31,$0.45,$0.81
10,2022-03-31,2022-02-28,$0.36,$0.44
11,2022-01-31,2021-11-30,$0.45,$0.52
12,2021-09-30,2021-08-31,$0.31,$0.31
13,2021-07-01,2021-05-31,$0.35,$0.60
14,2021-04-01,2021-02-28,$0.24,$0.40
15,2021-01-21,2020-11-30,$0.45,$0.65
16,2020-10-01,2020-08-31,$-0.07,$0.22
17,2020-07-09,2020-05-31,$-0.58,$-0.52
18,2020-04-02,2020-02-29,$0.02,$0.12
19,2020-01-23,2019-11-30,$0.16,$0.07
20,2019-10-03,2019-08-31,$0.19,$0.21
21,2019-07-02,2019-05-31,$0.23,$0.04
22,2019-04-04,2019-02-28,$0.09,$0.12
23,2019-01-17,2018-11-30,$0.39,$0.17
24,2018-09-27,2018-08-31,$0.39,$0.28
25,2018-06-28,2018-05-31,$0.39,$0.40
26,2018-03-28,2018-02-28,$0.35,$0.12
27,2018-01-18,2017-11-30,$0.52,$0.46
28,2017-09-28,2017-08-31,$0.38,$0.43
29,2017-06-29,2017-05-31,$0.35,$0.42
30,2017-03-30,2017-02-28,$0.29,$0.27
31,2017-01-19,2016-11-30,$0.43,$0.47
32,2016-09-29,2016-08-31,$0.41,$0.38
33,2016-06-30,2016-05-31,$0.43,$0.33
34,2016-03-31,2016-02-29,$0.19,$0.30
35,2016-01-21,2015-11-30,$0.50,$0.54
36,2015-10-01,2015-08-31,--,$0.39
37,2015-07-01,2015-05-31,$0.31,$0.36
38,2015-04-09,2015-02-28,$0.10,$0.14
39,2015-01-22,2014-11-30,$0.21,$0.35
