Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,87.17700,38.52100,48.65600,20.56800,-0.29700,36.15200,12.50400,-8.16500,4.33900,,4.33900,4.33900,2.26400,28.13700,12.50400,48.90400,49.06600,0.05000,0.05000,0.27080,0.37150,14.34320,14.34320,4.97720,2.59700,0.06730,0.54370,0.54370,0.33510,0.39640,16.31770,0.5866,0.463
2024-06-30,86.47900,36.80000,49.67900,20.38500,-0.29000,35.58900,14.09000,-7.05600,7.03400,,7.03400,7.03400,4.86100,29.35100,14.09000,48.90100,49.01400,0.10000,0.10000,0.28010,0.38900,16.29300,16.29300,8.13380,5.62100,0.06640,0.88160,0.88160,0.54000,0.63470,16.31380,0.5134,-0.5507
2024-03-31,68.44300,33.13900,35.30400,18.59200,-0.48000,34.32700,0.97700,-6.46100,-5.48400,,-5.48400,-5.48400,-7.21200,16.53300,0.97700,48.89200,48.89200,-0.15000,-0.15000,0.33080,0.49430,1.42750,1.42750,-8.01250,-10.53720,0.05130,-0.68990,-0.68980,-0.41140,-0.46160,16.25460,0.14090,0.28060
2023-12-31,72.27800,34.62400,37.65400,18.96400,-6.83200,40.43500,-2.78100,-6.55300,-9.33400,,-9.33400,-9.33400,-10.96900,12.17100,-2.78100,48.84700,48.84700,-0.23000,-0.23000,0.32910,0.49050,-3.84760,-3.84760,-12.91400,-15.17610,0.05380,-1.16050,-1.16040,-0.69450,-0.77850,16.46290,0.2115,0.0734
2023-09-30,86.74100,37.65500,49.08600,20.23900,-0.28600,35.21200,13.87400,-6.37500,7.49900,,7.49900,7.49900,5.34200,28.85000,13.87400,48.85000,49.00400,0.11000,0.11000,0.32660,0.48490,15.99470,15.99470,8.64530,6.15860,0.06350,0.91700,0.91690,0.54900,0.61750,16.73920,0.6847,0.5659
2023-06-30,84.47600,33.82600,50.65000,20.17800,-0.34800,35.19600,15.45400,-6.08900,9.36500,,9.36500,9.36500,7.15700,30.41400,15.45400,48.84700,48.96300,0.15000,0.15000,0.31610,0.46220,18.29400,18.29400,11.08600,8.47220,0.06320,1.14990,1.14980,0.70060,0.78640,16.67080,0.5714,0.4187
2023-03-31,67.61400,32.92200,34.69200,18.00200,-0.36500,32.62500,2.06700,-7.10900,-5.04200,,-5.04200,-5.04200,-6.83600,16.63400,2.06700,48.83900,48.83900,-0.14000,-0.14000,0.32770,0.48740,3.05710,3.05710,-7.45700,-10.11030,0.05080,-0.62310,-0.62300,-0.37860,-0.41890,16.56450,0.09730,-0.06860
2022-12-31,70.32000,32.56500,37.75500,18.47300,-0.16900,33.02100,4.73400,-6.86200,-2.12800,,-2.12800,-2.12800,-4.01700,19.46700,4.73400,48.79600,49.05900,-0.09000,-0.09000,0.34480,0.52640,6.73210,6.73210,-3.02620,-5.71250,0.05230,-0.26020,-0.26010,-0.15840,-0.17040,16.75950,0.4285,0.3619
2022-09-30,87.88500,33.86900,54.01600,20.07800,-0.50800,35.24400,18.77200,-6.39600,12.37600,0.00000,12.37600,12.37600,10.14100,33.81000,18.77200,48.79900,49.07300,0.21000,0.21000,0.34430,0.52500,21.35970,21.35970,14.08200,11.53890,0.06490,1.50130,1.50120,0.91360,0.98440,16.89070,0.5866,0.5256
2022-06-30,81.76100,32.68400,49.07700,19.05500,1.51200,32.82000,16.25700,-6.93500,9.32200,0.00000,9.32200,9.32200,7.16400,31.90500,16.25700,48.79500,49.01700,0.15000,0.15000,0.35630,0.55360,19.88360,19.88360,11.40150,8.76210,0.06040,1.14710,1.14700,0.68860,0.73830,16.65160,0.5286,2.0463
