Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-10-31,182.72700,84.33100,98.39600,91.84600,91.84600,6.55000,1.37800,7.92800,2.49500,5.43300,5.43300,,5.05000,8.92800,6.55000,22.28300,22.55900,0.23000,0.22000,4.26990,,,53.84860,3.58460,3.58460,4.33870,2.76370,0.23860,0.49920,1.24230,72.44500,1.07280,1.08610,0.70940,1.07280,22.87060,-0.216,-0.3256
2024-07-31,159.31300,72.94800,86.36500,83.33500,83.33500,3.03000,1.76700,4.79700,0.93600,3.86100,3.86100,,3.72100,5.32400,3.03000,22.30300,22.65800,0.17000,0.16000,4.40530,,,54.21090,1.90190,1.90190,3.01110,2.33570,0.20980,0.41350,1.29660,69.41350,0.76220,0.77230,0.50860,0.76220,22.79820,-0.7877,-0.8888
2024-04-30,136.66900,61.15600,75.51300,72.20200,72.20200,3.31100,2.05400,5.36500,2.30200,3.06300,3.06300,,2.89100,5.59900,3.31100,22.25300,22.67300,0.13000,0.13000,4.83620,,,55.25250,2.42260,2.42260,3.92550,2.11530,0.18190,0.38310,1.24180,72.47600,0.60810,0.61660,0.40760,0.60810,22.67810,-0.79720,-0.86880
2024-01-31,179.62000,82.84300,96.77700,83.31100,83.31100,13.46610,1.66400,15.13000,2.72300,12.40700,12.40700,,12.14500,15.83210,13.46600,22.22100,22.64100,0.55000,0.53000,4.80990,,,53.87870,7.49700,7.49690,8.42330,6.76150,0.23360,0.55960,1.55080,58.03550,2.39080,2.42580,1.61320,2.39080,23.41970,3.0662,2.9952
2023-10-31,187.68600,85.35800,102.32800,81.63600,81.63600,20.69200,1.49700,22.18900,4.51900,17.67000,17.67000,,17.38900,22.93100,20.69200,22.20900,22.67700,0.78000,0.77000,4.26020,,,54.52090,11.02480,11.02480,11.82240,9.26490,0.24590,0.49640,1.27980,70.32610,3.51350,3.56800,2.31470,3.51350,22.77710,-0.083,-0.171
2023-07-31,160.39000,71.10400,89.28600,79.63800,79.63800,9.64800,1.42400,11.07200,2.88500,8.18700,8.18700,,8.04900,12.13000,9.64800,22.23100,22.61600,0.36000,0.36000,4.39110,,,55.66810,6.01530,6.01530,6.90320,5.01840,0.21390,0.39190,1.47410,61.05620,1.62470,1.65240,1.09200,1.62470,22.75450,1.3561,1.2514
2023-04-30,144.90500,62.90200,82.00300,71.10400,71.10400,10.89900,0.91200,11.81100,2.53400,9.27700,9.27700,,9.12800,13.45600,10.89900,22.22600,22.67200,0.41000,0.40000,4.52870,,,56.59090,7.52150,7.52150,8.15090,6.29930,0.19540,0.32220,1.36580,65.89460,1.87450,1.90920,1.25110,1.87450,22.35280,-0.94820,-1.04770
2023-01-31,194.27300,85.01700,109.25600,83.12400,83.12390,26.13200,1.20300,27.33500,4.01400,23.32100,23.32100,,22.72600,28.72300,26.13210,22.50400,22.95500,1.02000,1.00000,3.98250,,,56.23840,13.45120,13.45120,14.07040,11.69800,0.24660,0.45660,1.84690,48.73090,4.56790,4.65580,2.96060,4.56790,23.06290,3.4048,3.3024
2022-10-31,211.39700,90.37000,121.02700,82.75600,82.75600,38.27100,0.27900,38.55000,8.43900,30.11100,30.11100,,29.28600,40.85400,38.27100,22.37900,22.79400,1.31000,1.28000,3.40520,,,57.25110,18.10390,18.10390,18.23580,13.85360,0.27250,0.42030,1.47270,61.11230,6.25860,6.38900,3.88190,6.25860,21.65520,0.0681,-0.0081
2022-07-31,182.80400,75.87700,106.92700,76.27000,76.27000,30.65700,0.09800,30.75500,6.41800,24.33700,24.33700,,24.00300,33.36000,30.65700,22.55800,22.96600,1.06000,1.05000,3.44650,,,58.49270,16.77040,16.77040,16.82400,13.13050,0.23860,0.35290,1.65600,54.34740,5.13930,5.26090,3.17660,5.13930,21.12750,-0.2186,-0.2897
