Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,,3.00000,,-3.00000,2.00000,-1.00000,,-1.00000,-1.00000,-1.00000,-3.00000,-3.00000,26.28000,26.28000,-0.04000,-0.04000,31.60000,,,,,,,,,-0.65360,-0.65360,-0.63290,-0.65360,5.82080,-0.0203,0.0624
2024-06-30,7.00000,6.00000,1.00000,4.00000,16.00000,20.00000,-19.00000,6.00000,-13.00000,,-13.00000,-13.00000,-13.00000,-19.00000,-19.00000,25.85800,25.85800,-0.50000,-0.50000,31.80000,14.28570,-271.42860,-271.42860,-185.71430,-185.71430,0.04400,,,-8.44160,-8.44160,-8.17610,-8.44160,5.87540,-0.396,-5.5395
2024-03-31,36.00000,30.00000,6.00000,22.00000,37.00000,59.00000,-53.00000,,-53.00000,6.00000,-59.00000,-59.00000,-59.00000,-52.00000,-53.00000,24.31500,24.31500,-2.43000,-2.43000,2.01830,16.66670,-147.22220,-147.22220,-147.22220,-163.88890,0.10530,4.50000,20.00000,-35.97560,-35.97560,-17.25150,-35.97560,6.72190,-3.08450,-3.08450
2023-12-31,53.00000,44.00000,9.00000,25.00000,56.00000,81.00000,-72.00000,3.00000,-69.00000,-1.00000,-68.00000,-68.00000,-68.00000,-72.00000,-72.00000,23.73200,23.73200,-2.80000,-2.80000,2.09180,16.98110,-135.84910,-135.84910,-130.18870,-128.30190,0.12530,7.57140,11.88680,-31.33640,-31.33640,-16.07570,-31.33640,8.95620,-3.2377,-3.2386
2023-09-30,60.00000,46.00000,14.00000,38.00000,56.00000,94.00000,-80.00000,3.00000,-77.00000,3.00000,-80.00000,-80.00000,-80.00000,-81.00000,-80.00000,23.89700,23.89700,-3.35000,-3.35000,2.28710,23.33330,-133.33330,-133.33330,-128.33330,-133.33330,0.12200,10.00000,9.00000,-29.41180,-29.41180,-16.26020,-29.41180,11.33000,-3.5204,-3.5191
2023-06-30,78.00000,62.00000,16.00000,38.00000,61.00000,99.00000,-83.00000,6.00000,-77.00000,3.00000,-80.00000,-80.00000,-80.00000,-86.00000,-83.00000,23.65100,23.65100,-3.38000,-3.38000,2.39410,20.51280,-106.41030,-106.41030,-98.71800,-102.56410,0.13360,19.50000,4.61540,-23.73890,-23.73890,-13.69860,-23.73890,14.17100,-3.653,-3.7798
2023-03-31,96.00000,76.00000,20.00000,51.00000,62.00000,113.00000,-93.00000,4.00000,-89.00000,,-89.00000,-89.00000,-89.00000,-92.00000,-93.00000,23.24600,23.24600,-3.83000,-3.83000,2.47600,20.83330,-96.87500,-96.87500,-92.70830,-92.70830,0.13850,19.20000,4.68750,-21.65450,-21.65450,-12.84270,-21.65450,17.60850,-3.95770,-3.95770
2022-12-31,123.00000,97.00000,26.00000,40.00000,103.00000,143.00000,-117.00000,5.00000,-112.00000,-2.00000,-110.00000,-110.00000,-110.00000,-116.00000,-117.00000,22.41500,22.41500,-4.83000,-4.83000,2.51460,21.13820,-95.12200,-95.12200,-91.05690,-89.43090,0.15390,8.78570,10.24390,-23.06080,-23.06080,-13.76720,-23.06080,20.59230,-4.8753,-4.8753
2022-09-30,125.00000,91.00000,34.00000,42.00000,120.00000,162.00000,-128.00000,6.00000,-122.00000,2.00000,-124.00000,-124.00000,-124.00000,-128.00000,-128.00000,22.43500,22.43500,-5.53000,-5.53000,2.73010,27.20000,-102.40000,-102.40000,-97.60000,-99.20000,0.13720,9.61540,9.36000,-21.60280,-21.60280,-13.61140,-21.60280,25.53670,-4.3745,-4.3738
2022-06-30,134.00000,92.00000,42.00000,46.00000,87.00000,133.00000,-91.00000,2.00000,-89.00000,1.00000,-90.00000,-90.00000,-90.00000,-88.00000,-91.00000,22.24100,22.24100,-4.05000,-4.05000,3.00300,31.34330,-67.91050,-67.91050,-66.41790,-67.16420,0.13040,11.16670,8.05970,-13.19650,-13.19650,-8.75490,-13.19650,30.56790,-2.9553,-2.9545
2022-03-31,189.00000,125.00000,64.00000,66.00000,60.00000,126.00000,-62.00000,2.00000,-60.00000,,-60.00000,-60.00000,-60.00000,-60.00000,-62.00000,22.04900,22.04900,-2.72000,-2.72000,3.06530,33.86240,-32.80420,-32.80420,-31.74600,-31.74600,0.16860,13.50000,6.66670,-7.94700,-7.94700,-5.35240,-7.94700,34.14560,-6.62160,-6.71230
2021-12-31,289.00000,169.00000,120.00000,51.00000,133.00000,184.00000,-64.00000,5.00000,-59.00000,-1.00000,-58.00000,-58.00000,-58.00000,-62.00000,-64.00000,20.94570,20.94570,-2.40240,-2.40240,2.72610,41.52250,-22.14530,-22.14530,-20.41520,-20.06920,0.22530,17.00000,5.29410,-7.09050,-7.09050,-4.52070,-7.09050,37.33220,-2.2708,-2.3185
2021-09-30,368.00000,201.00000,167.00000,54.00000,176.00000,230.00000,-63.00000,3.00000,-60.00000,4.00000,-64.00000,-64.00000,-64.00000,-61.00000,-63.00000,20.91240,20.91240,-3.00300,-3.00300,2.53860,45.38040,-17.11960,-17.11960,-16.30440,-17.39130,0.26960,13.62960,6.60330,-7.72010,-7.72010,-4.68860,-7.72010,39.20460,-16.2785,-16.2782
2021-06-30,656.00000,272.00000,384.00000,52.00000,446.00000,498.00000,-114.00000,8.00000,-106.00000,5.00000,-111.00000,-111.00000,-111.00000,-111.00000,-114.00000,20.77920,20.77920,-5.40540,-5.40540,1.96970,58.53660,-17.37810,-17.37810,-16.15850,-16.92070,0.37460,14.26090,6.31100,-12.87700,-12.87700,-6.33920,-12.87700,41.28530,-9.6799,-9.728
