Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,10.06700,2.21900,,-12.28600,0.19300,-12.09300,-12.09300,-12.09300,-12.09300,-12.27100,-12.28600,20.18600,20.18600,-0.60000,-0.60000,2.59360,,0.06450,,,,,,,,,-31.26830,-54.56880,-22.91120,-31.26830,1.74430,-0.3114,-0.3114
2024-06-30,,,7.05300,2.81200,,-9.86500,0.11900,-9.74600,-9.74600,-9.74600,-9.74600,-9.84100,-9.86500,19.30700,19.30700,-0.50000,-0.50000,2.35830,,0.13720,,,,,,,,,-26.86250,-49.30440,-18.58040,-26.86250,1.84100,-0.381,-0.381
2024-03-31,0.01400,0.01400,8.69300,2.33800,,-11.01700,-0.00800,-11.02500,-11.02500,-11.02500,-11.02500,-10.98300,-11.01700,18.02600,18.02600,-0.61000,-0.61000,1.70910,,0.26410,100.00000,-78692.86000,-78692.86000,-78750.00000,-78749.99000,0.00030,0.00520,17292.86000,-39.06250,-94.15030,-23.54110,-39.06250,1.57230,-0.41470,-0.41470
2023-12-31,0.02800,0.02800,6.00700,2.40000,,-8.37900,-0.02900,-8.40800,-8.40800,-8.40800,-8.40800,-8.33400,-8.37900,17.98100,17.98100,-0.47000,-0.47000,2.16310,,0.26570,100.00000,-29925.01000,-29925.00000,-30028.57000,-30028.57000,0.00050,0.01150,7849.28500,-22.51740,-40.37260,-14.75060,-22.51740,2.08010,-0.1899,-0.1899
2023-09-30,0.04300,0.04300,5.98500,2.58600,,-8.52800,-0.03500,-8.56300,-8.56300,-8.56300,-8.56300,-8.47400,-8.52800,18.00800,18.00800,-0.48000,-0.48000,3.17710,0.05130,0.28170,100.00000,-19832.56000,-19832.56000,-19913.95000,-19913.95000,0.00070,0.01900,4736.51200,-19.49100,-31.23020,-13.65750,-18.49100,2.44810,-0.236,-0.236
2023-06-30,0.04600,0.04600,4.14800,2.30900,,-6.41100,-0.09000,-6.50100,-6.50100,-6.50100,-6.50100,-6.35300,-6.41100,17.94600,17.94600,-0.36000,-0.36000,4.02970,0.08690,0.29260,100.00000,-13936.96000,-13936.96000,-14132.61000,-14132.61000,0.00070,0.02250,4003.04300,-12.83410,-19.04220,-9.32440,-11.71860,2.82260,-0.1768,-0.1768
2023-03-31,0.03800,0.03800,4.13300,2.32800,,-6.42300,-0.11300,-6.53600,-6.53600,-6.53600,-6.53600,-6.35600,-6.42300,17.94600,17.94600,-0.36000,-0.36000,5.53160,0.11610,0.26700,100.00000,-16902.63000,-16902.63000,-17200.00000,-17200.00000,0.00050,0.01720,5234.21100,-11.82000,-16.85320,-8.83490,-10.44760,3.08120,-0.06360,-0.06360
2022-12-31,0.09700,0.09700,3.41000,2.32900,,-5.64200,-0.19100,-5.83300,-5.83300,-5.83300,-5.83300,-5.57400,-5.64200,17.92700,17.92700,-0.32000,-0.32000,5.92370,0.13890,0.24450,100.00000,-5816.49400,-5816.49300,-6013.40000,-6013.40100,0.00120,0.01150,7850.41100,-9.70480,-13.38150,-7.13120,-8.35660,3.34920,-0.3187,-0.3187
2022-09-30,0.09800,0.09800,5.15900,2.38200,,-7.44300,-0.28200,-7.72500,-7.72500,-7.72500,-7.72500,-7.38500,-7.44300,17.94600,17.94600,-0.43000,-0.43000,9.66760,0.15990,0.22960,100.00000,-7594.89800,-7594.89800,-7882.65300,-7882.65300,0.00120,0.02160,4161.12200,-12.12600,-16.36930,-9.21840,-10.18660,3.54990,-0.1876,-0.1876
2022-06-30,0.01600,0.01600,4.18900,2.21500,,-6.38800,-0.45000,-6.83800,-6.83800,-6.83800,-6.83800,-6.33100,-6.38800,17.94600,17.94600,-0.38000,-0.38000,30.87350,0.17240,0.20840,100.00000,-39925.00000,-39925.00000,-42737.50000,-42737.50000,0.00020,0.00320,28462.50000,-9.77790,-12.80070,-7.78740,-8.09190,3.89690,-0.2631,-0.2631
2022-03-31,0.16300,0.16300,4.30900,2.33200,,-6.47800,-0.42500,-6.90300,-6.90300,-6.90300,-6.90300,-6.42200,-6.47800,17.87000,17.87000,-0.39000,-0.39000,23.88690,0.16100,0.19190,100.00000,-3974.23300,-3974.23300,-4234.96900,-4234.96900,0.00170,0.02890,3118.52800,-9.12590,-11.67470,-7.31610,-7.65670,4.21500,-0.49610,-0.49610
2021-12-31,0.16300,0.16300,7.06800,2.12500,,-9.03000,-0.64100,-9.67100,-9.67100,-9.67100,-9.67100,-8.97300,-9.03000,16.13100,16.13100,-0.57000,-0.57000,18.95070,0.15270,0.18020,100.00000,-5539.87700,-5539.87800,-5933.12900,-5933.12800,0.00160,0.02960,3039.01900,-12.05480,-15.17950,-9.67630,-10.21410,4.49620,-0.6865,-0.6865
