Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-09-30,0.01400,0.01400,6.52000,2.51500,,-9.02100,-0.43700,-9.45800,-9.45800,-9.45800,-9.45800,-8.96800,-9.02100,17.32900,17.32900,-0.55000,-0.55000,18.90460,0.14030,0.16320,100.00000,-64435.71000,-64435.71000,-67557.14000,-67557.14000,0.00010,0.00270,33081.43000,-10.71670,-13.18350,-8.78410,-9.21330,4.94620,-0.3592,-0.3592
2021-06-30,,,4.46400,2.09000,,-6.55400,-0.10100,-6.65500,-6.65500,-6.65500,-6.65500,-6.55400,-6.55400,14.97500,14.97500,-0.44000,-0.44000,14.73700,0.24920,0.33190,,,,,,,,,-15.39330,-24.90740,-10.96380,-11.55760,2.85840,-0.3658,-0.3658
2021-03-31,0.00400,0.00400,2.49100,2.06100,,-4.54800,-0.00800,-4.55600,-4.55600,-4.55600,-4.55600,-4.54800,-4.54800,14.32300,14.32300,-0.32000,-0.32000,22.41030,,,100.00000,-113700.00000,-113700.00000,-113900.00000,-113900.00000,0.00010,0.00170,,-7.16780,-9.68370,-6.91620,-7.16780,4.25650,-0.35550,-0.35550
2020-12-31,,,1.85900,1.36100,,-3.22000,0.00500,-3.20400,-3.20400,-3.20400,-3.20400,-3.22000,-3.20900,11.98800,11.98800,-0.26000,-0.26000,13.50560,,,,,,,,,,,-8.26750,-14.40650,-7.88080,-8.26750,2.87470,-0.2392,-0.2392
2020-09-30,,,2.36300,2.45700,,-4.82000,0.10300,-4.71700,-4.71700,-4.71700,-4.71700,-4.82000,-4.82000,12.92700,12.92700,-0.36000,-0.36000,17.73070,,,,,,,,,,,-11.44730,-19.10310,-11.01680,-11.44730,3.06410,-0.2427,-0.2427
2020-06-30,,,0.90300,1.20400,,-2.10700,-0.00100,-2.10800,-2.10800,-2.10800,-2.10800,-2.10700,-2.10700,10.80100,10.80100,-0.20000,-0.20000,5.22400,,,,,,,,,,,-9.72110,-40.76690,-9.14630,-9.72110,1.98980,-0.1678,-0.1678
2020-03-31,,,0.79300,1.29900,,-2.09200,0.02200,-2.07000,-2.07000,-2.07000,-2.07000,-2.09200,-2.09200,10.74700,10.74700,-0.19000,-0.19000,6.25060,,,,,,,,,,,-9.23830,-35.12790,-8.74230,-9.23830,2.08490,-0.09630,-0.09630
2019-12-31,,,0.86660,1.46580,,-2.33230,0.01410,-2.31820,-2.31820,-2.31820,-2.31820,-2.33230,-2.33230,10.27300,10.27300,-0.23000,-0.23000,11.08650,,,,,,,,,,,-9.81890,-32.67040,-9.47360,-9.81890,2.19200,-0.0641,-0.0641
2019-09-30,,,1.16800,1.91620,,-3.08420,0.01720,-3.06700,-3.06700,-3.06700,-3.06700,-3.08420,-3.08420,10.76200,10.76200,-0.28000,-0.28000,16.84390,,,,,,,,,,,-12.41220,-37.42340,-12.07640,-12.41220,2.29600,-0.164,-0.164
2019-06-30,,,0.63470,1.33570,1.54200,-0.42840,0.03630,-0.39210,-0.39210,-0.39210,-0.39210,-0.42840,-0.42840,10.15100,10.15100,-0.04000,-0.04000,20.95770,,,,,,,,,,,-1.46100,-3.79810,-1.42420,-1.46100,2.49370,-0.1483,-0.1483
2019-03-31,,,0.61270,1.29840,,-1.91110,0.01000,-1.90100,-1.90100,-1.90100,-1.90100,-1.91110,-1.91110,9.38900,9.38900,-0.20000,-0.20000,9.13160,,,,,,,,,,,-8.31470,-29.93940,-8.04010,-8.31470,2.34740,-0.14780,-0.14780
2018-12-31,,,0.05900,-0.42900,,0.37000,,-1.88000,-1.88000,-1.88000,-1.88000,0.37000,0.37000,8.67700,8.67700,-0.21000,-0.21000,1.03100,,,,,,,,,,,-11.36670,-7350.74600,-10.82740,-11.36670,1.89700,-0.0542,-0.0542
2018-09-30,,,0.65470,0.88520,,-1.53980,,-1.53980,-1.53980,-1.53980,-1.53980,-1.53980,-1.53980,8.71900,8.71900,-0.18000,-0.18000,,,,,,,,,,,,,,,,,-0.0516,-0.0516
2018-06-30,,,0.28730,5.88650,,-6.17390,,-6.17390,-6.17390,-6.17390,-6.17390,-6.17390,-6.17390,8.71900,8.71900,-0.71000,-0.71000,,,,,,,,,,,,,,,,,-0.093,-0.093
2018-03-31,,,0.10400,2.74240,,-2.84640,,-2.84640,-2.84640,-2.84640,-2.84640,-2.84640,-2.84640,8.54600,8.54600,-0.33000,-0.33000,,,,,,,,,,,,,,,,,-0.03850,-0.03850
2017-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
