Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.69910,0.30200,-0.31960,-2.39250,-1.01370,-3.40630,-0.14220,-3.26400,-3.26400,-3.26400,-2.34160,-2.39250,151.47060,151.47060,-0.02200,-0.02200,4.42780,,0.00060,-2.50840,-2.50840,-2.41880,-2.50840,0.85890,-0.0158,-0.0131
2024-06-30,1.23120,0.45520,-0.53490,-2.28560,-0.26890,-2.55450,,-2.55450,-2.55450,-2.55450,-2.23240,-2.28560,146.51480,146.51480,-0.01460,-0.01460,4.09710,,0.00080,-1.92300,-1.92300,-1.84730,-1.92300,0.87710,-0.0088,-0.0087
2024-03-31,0.58640,0.35730,-0.36180,-1.37510,0.68640,-0.69240,,-0.69240,-0.69240,-0.69240,-1.31280,-1.37510,145.94200,145.94200,-0.00740,-0.00740,10.35870,0.00010,0.00100,-0.51220,-0.51220,-0.49670,-0.51210,0.92540,-0.00690,-0.02220
2023-12-31,2.04180,0.58160,-0.45330,-3.14940,-0.45690,-3.60630,-0.22750,-3.37880,-3.37880,-3.37880,-3.08760,-3.14940,144.18400,144.18400,-0.02200,-0.02200,5.45320,0.00040,0.00120,-2.49410,-2.49410,-2.41100,-2.49310,0.92950,-0.0224,-0.0155
2023-09-30,2.86120,0.33170,-0.55450,-3.81070,-1.14550,-4.95620,,-4.95620,-4.95620,-4.95620,-3.74640,-3.81070,145.54700,145.54700,-0.03730,-0.03730,3.20810,0.00060,0.00140,-3.55140,-3.55140,-3.40090,-3.54930,0.95880,-0.022,-0.022
2023-06-30,1.35820,0.38450,-0.48570,-2.31690,-0.11900,-2.43590,0.01340,-2.44930,-2.44930,-2.44930,-2.25330,-2.31690,145.54800,145.54800,-0.01490,-0.01490,3.80750,0.00080,0.00150,-1.69920,-1.69920,-1.62410,-1.69790,0.99040,-0.0132,-0.0132
2023-03-31,0.63650,0.65050,-0.37400,-1.72090,-0.24620,-1.96700,,-1.96700,-1.96700,-1.96700,-1.65650,-1.72090,140.01100,140.01100,-0.01480,-0.01480,3.81680,0.00100,0.00170,-1.35180,-1.35180,-1.28920,-1.35050,0.99980,-0.00950,-0.00950
2022-12-31,0.98160,0.66250,-0.27440,-2.00110,-1.09390,-3.09500,0.00370,-3.09870,-3.09870,-3.09870,-1.95800,-2.00110,139.47100,139.48100,-0.05340,-0.05340,9.06880,0.00120,0.00200,-2.06810,-2.06810,-2.00820,-2.06570,1.07430,-0.0156,-0.0155
2022-09-30,2.90010,0.42910,-0.34860,-3.73450,-5.67450,-9.40890,,-9.40890,-9.40890,-9.40890,-3.66100,-3.73450,139.47100,139.47100,-0.06900,-0.06900,6.99310,0.00130,0.00220,-6.21930,-6.21930,-6.04090,-6.21100,1.08470,-0.0275,-0.035
2022-06-30,2.20360,0.77060,-0.78000,-3.81370,-0.57090,-4.38460,-0.01720,-4.36730,-4.36730,-4.36730,-3.73590,-3.81370,139.42500,139.42500,-0.03130,-0.03130,3.56240,0.00140,0.00220,-2.66330,-2.66330,-2.57030,-2.65970,1.17580,-0.0173,-0.0203
2022-03-31,1.00440,0.59850,-0.56540,-2.27560,38.17950,35.90390,-0.13030,36.03420,36.03420,36.03420,-2.20770,-2.27560,125.72100,125.75200,0.29220,0.29220,1.57750,0.00160,0.00210,22.42670,22.42670,21.55070,22.39080,1.27800,-0.01690,0.01120
2021-12-31,1.11910,0.55160,-0.67120,-2.41720,0.47560,-1.94160,-1.70390,-0.23780,-0.23780,-0.23780,-2.34280,-2.41720,119.70100,119.70100,-0.00440,-0.00440,0.91630,0.00230,0.00290,-0.18940,-0.18940,-0.17840,-0.18890,0.99870,-0.0191,-0.019
2021-09-30,5.33600,0.64190,-0.70620,-6.80400,0.84050,-5.96360,,-5.96360,-5.96360,-5.96360,-6.73470,-6.80400,117.94100,117.94100,-0.04770,-0.04770,0.43220,0.00250,0.00320,-4.94110,-4.94110,-4.48940,-4.92860,1.02060,-0.0358,-0.036
2021-06-30,2.88390,0.75800,-0.74010,-4.51230,1.20660,-3.30570,,-3.30570,-3.30570,-3.30570,-4.43110,-4.51230,117.89300,117.89300,-0.02800,-0.02800,1.14870,0.00260,0.00320,-2.55390,-2.55390,-2.37690,-2.54730,1.09750,-0.0343,-0.0344
2021-03-31,2.91280,0.99590,-1.38930,-5.45590,0.21010,-5.24590,-1.35610,-3.88980,-3.88980,-3.88980,-5.38490,-5.45590,117.83000,117.83000,-0.03160,-0.03160,1.47300,0.00270,0.00320,-3.03500,-3.03500,-2.80210,-3.02680,1.08770,-0.02590,-0.02630
2020-12-31,-0.23310,1.74230,-0.44320,-2.14070,0.73430,-1.40630,,-1.40600,-1.40600,-4.01130,-2.09140,-2.14070,80.39700,80.39700,-0.04240,-0.04240,1.73950,0.00120,0.00150,-1.13280,-1.13280,-1.03460,-1.13150,1.05350,-0.0144,-0.0015
2020-09-30,1.62450,0.53070,-0.45120,-2.72050,-0.10130,-2.82190,0.04280,-2.86470,-2.86470,-2.86470,-2.67040,-2.72050,70.39300,70.39300,-0.03750,-0.03750,5.46570,,,-7.20460,-7.20460,-6.64380,-7.20460,0.53610,-0.0586,-0.0715
2020-06-30,0.64430,0.61260,-0.59090,-1.93070,0.07290,-1.85790,,-1.85790,-1.85790,-1.85790,-1.88820,-1.93070,70.72750,70.72750,-0.02140,-0.02140,2.90550,,,-5.41870,-5.41870,-4.74660,-5.41870,0.48460,-0.0172,-0.0172
2020-03-31,0.69500,0.33850,-0.49370,-1.63980,-0.30870,-1.94850,-0.04250,-1.90600,-1.90600,-1.90600,-1.59360,-1.63980,67.66080,67.66080,-0.03310,-0.03310,3.86540,,0.05970,-5.11160,-5.11160,-4.56810,-5.11160,0.52720,-0.02750,-0.02750
2019-12-31,0.87690,0.54190,-0.55880,-2.06340,-0.24690,-2.31030,0.00020,-2.31060,-2.31060,-2.31060,-2.01670,-2.06340,63.48490,63.48490,-0.15550,-0.15550,0.42750,,0.07960,-8.32640,-8.32640,-7.13660,-8.32640,0.43130,-0.0292,-0.0306
2019-09-30,2.52660,0.63560,-0.30610,-3.53270,0.52350,-3.00920,-0.04090,-2.96830,-2.96830,-2.96830,-3.48450,-3.53270,64.25020,64.25020,-0.04480,-0.04480,0.95850,,0.07140,-9.96740,-9.96740,-8.51780,-9.96740,0.46310,-0.0406,-0.0464
2019-06-30,1.81320,1.39670,-0.55700,-3.86640,0.09420,-3.77210,,-3.77210,-3.77210,-3.77210,-3.82110,-3.86640,63.85080,63.85080,0.05530,0.05530,2.58230,,,-12.29170,-12.29170,-11.37360,-12.29170,0.48050,-0.0352,-0.0393
2019-03-31,0.58300,0.40100,-0.37770,-1.45190,0.00300,-1.44890,,-1.44890,-1.44890,-1.44890,-1.40230,-1.45190,61.46680,61.46680,-0.02230,-0.02230,5.24090,,,-4.35210,-4.35210,-4.06100,-4.35210,0.52140,-0.02080,-0.02090
2018-12-31,0.97020,0.29030,-0.50650,-1.89790,0.11650,-1.77600,,-1.77600,-1.77600,-1.77600,-1.84500,-1.89790,58.11170,58.11170,-0.04510,-0.04510,2.26630,,,-5.68680,-5.68680,-5.28900,-5.68680,0.51140,-0.0524,-0.0566
2018-09-30,5.98620,0.45620,-0.39270,-6.90770,1.17640,-5.73130,,-5.73130,-5.73130,-5.73130,-6.85850,-6.90770,59.65890,59.65890,-0.09060,-0.09060,2.27420,,,-17.72060,-17.72060,-15.88900,-17.72060,0.53050,-0.0898,-0.0909
2018-06-30,2.53580,0.67740,-0.45960,-3.76810,0.38520,-3.38830,,-3.38830,-3.38830,-3.38830,-3.71870,-3.76810,58.05100,58.05100,-0.05740,-0.05740,5.20850,,,-9.88720,-9.88720,-9.24860,-9.88720,0.59020,-0.0572,-0.0713
2018-03-31,1.81260,0.41850,-0.43040,-2.73680,-0.00320,-2.73990,,-2.73990,-2.73990,-2.73990,-2.68610,-2.73680,53.63050,53.63050,-0.04680,-0.04680,5.87470,,,-7.20390,-7.20390,-6.66970,-7.20390,0.65570,-0.03750,-0.03790
2017-12-31,,0.44480,-0.68350,-1.15870,0.33570,-0.31390,,-0.31390,-0.31390,-0.31390,-1.15870,-1.15870,51.79750,51.79750,-0.00150,-0.00150,3.80530,,,-0.40860,-0.40860,-0.39700,-0.40860,1.44390,-0.0246,-0.1997
2017-09-30,,0.48190,-0.32870,-0.96790,2.43680,1.46890,,1.46890,1.46890,1.46890,-0.96790,-0.96790,52.14960,53.88920,0.02370,0.02370,1.80950,,,1.83770,1.83770,1.64890,1.83770,1.50770,-0.0212,-0.2143
2017-06-30,,0.94940,-0.53120,-1.62140,1.33520,-0.28620,,-0.28620,-0.28620,-0.28620,-1.62140,-1.62140,51.82260,51.82260,-0.01100,-0.01100,4.56170,,,-0.40240,-0.40240,-0.36910,-0.40240,1.36930,-0.0316,-0.1552
2017-03-31,,0.67110,-0.30410,-1.11190,0.49750,-0.61430,,-0.61430,-0.61430,-0.61430,-1.11190,-1.11190,50.04910,50.04910,-0.01120,-0.01120,5.52470,,,-0.85390,-0.85390,-0.78010,-0.85390,1.39000,-0.01670,-0.06800
2016-12-31,,,,,,,,,-3.02100,-3.02100,,,44.96200,44.96200,-0.07400,-0.07400,4.68850,,,-6.45790,-6.45790,-6.20200,-6.45790,,-0.085,-0.3483
2016-09-30,,,,,,,,,0.11100,0.11100,,,41.56100,44.30900,0.00000,0.00000,,,,,,,,,0,0
2016-06-30,,,,,,,,,-0.79200,-0.79200,,,37.03800,37.03800,-0.01480,-0.01480,,,,,,,,,0,0
2016-03-31,,,,,,,,,-1.53400,-1.53400,,,33.11900,33.11900,-0.04440,-0.04440,,,,,,,,,0.00000,
