Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,186.65900,91.00900,95.65000,6.34400,,42.64200,53.00800,-20.66900,32.33900,32.33900,32.33900,24.47900,53.00800,53.00800,29.50600,29.50600,0.83000,0.83000,,,,51.24320,28.39830,28.39830,17.32520,13.11430,,,,,,,,,,-8.761,-10.0158
2023-06-30,221.45400,91.29200,130.16200,12.33600,,47.60000,82.56200,-20.45000,62.11200,62.11200,62.11200,48.71200,82.56200,82.56200,29.50600,29.50600,1.65000,1.65000,1.54480,0.45570,0.94070,58.77610,37.28180,37.28180,28.04740,21.99640,0.06420,4.35010,4.94750,18.19110,3.82550,3.79860,1.80070,2.06740,55.41690,8.761,10.0158
2023-03-31,261.21200,100.96500,160.24700,7.15700,81.19800,-38.90200,199.14900,-21.69100,177.45800,177.45800,177.45800,167.87700,199.14900,199.14900,29.50600,29.50600,5.69000,5.69000,,,,61.34750,76.24040,76.24040,67.93640,64.26850,,,,,,,,,,0.00000,
2022-12-31,270.25500,102.81300,167.44200,7.61600,0.00000,45.02600,122.41600,-19.54100,102.87500,102.87500,102.87500,91.92400,122.41600,122.41600,27.97100,28.18800,3.35000,3.34000,1.38800,0.47480,1.05450,61.95700,45.29650,45.29650,38.06590,34.01380,0.08170,3.92160,3.10330,29.00160,6.82240,6.75510,3.10930,3.54770,51.61390,10.2359,-0.4713
2022-09-30,223.74200,112.04900,111.69300,8.06000,-0.73900,44.69300,67.00000,-14.65300,52.34700,52.34700,52.34700,42.33800,67.00000,67.00000,28.67700,28.93600,1.48000,1.48000,,,,49.92040,29.94520,29.94520,23.39610,18.92270,,,,,,,,,,-2.5624,2.4597
2022-06-30,216.69900,118.07900,98.62000,7.38300,0.29900,41.25200,57.36800,-10.41700,46.95100,46.95100,46.95100,37.15100,57.36800,57.36800,28.39800,28.70500,1.31000,1.31000,0.90110,0.48060,1.07090,45.51010,26.47360,26.47360,21.66650,17.14410,0.07070,3.58350,2.76640,32.53310,3.44590,3.40720,1.53230,1.76970,48.13050,2.5624,-2.4597
2022-03-31,149.70400,99.99100,49.71300,6.79500,,40.14400,9.56900,-3.27600,6.29300,6.29300,6.29300,-3.15300,9.56900,9.56900,25.57200,25.57200,-0.12000,-0.12000,,,,33.20750,6.39190,6.39190,4.20360,-2.10620,,,,,,,,,,0.00000,
2021-12-31,139.13000,102.37400,36.75600,7.19500,,43.24200,-6.48600,-94.75200,-101.23800,-101.23800,-101.23800,-110.63000,-6.48600,-6.48600,19.65000,19.65000,-5.52000,-5.52000,0.72170,0.48160,1.06300,26.41840,-4.66180,-4.66190,-72.76500,-79.51560,0.04810,4.46700,2.40000,37.49950,-7.93200,-7.83700,-3.49720,-4.06250,52.58450,2.7029,2.2955
2021-09-30,131.56200,104.07700,27.48500,7.46400,,43.82000,-16.33500,-7.90400,-24.23900,-24.23900,-24.23900,-34.02000,-16.33500,-16.33500,19.79100,19.79100,-1.72000,-1.72000,,,,20.89130,-12.41620,-12.41620,-18.42400,-25.85850,,,,,,,,,,-1.6391,-2.7413
2021-06-30,136.41500,100.06100,36.35400,7.62700,-5.81700,49.24200,-12.88800,-7.40500,-20.29300,-20.29300,-20.29300,-27.89400,-12.88800,-12.88800,18.66000,18.66000,-1.49000,-1.49000,0.69390,0.47390,1.03420,26.64960,-9.44760,-9.44760,-14.87590,-20.44790,0.04490,4.04760,2.80420,32.09490,-1.49960,-1.48310,-0.66850,-0.78020,69.24360,1.6391,2.7413
2021-03-31,139.01300,94.89900,44.11400,6.84400,,41.89600,2.21800,-7.02900,-4.81100,-4.81100,-4.81100,-14.63100,2.21800,2.21800,18.20300,18.20300,-0.80000,-0.80000,,,,31.73370,1.59550,1.59550,-3.46080,-10.52490,,,,,,,,,,0.00000,
2020-09-30,142.83400,87.95900,54.87500,6.59100,,39.73500,15.14000,-13.59700,1.54300,1.54300,1.54300,-10.27700,15.14000,15.14000,18.60600,18.60600,-0.55000,-0.55000,,,,38.41870,10.59970,10.59970,1.08030,-7.19510,,,,,,,,,,-7.4435,-8.2872
2020-06-30,190.77000,83.53800,107.23200,7.66500,-4.68800,46.85600,60.37600,-27.10300,33.27300,33.27300,33.27300,20.40400,60.37600,60.37600,19.08760,19.08760,1.07000,1.07000,1.20600,0.46320,0.98720,56.21010,31.64860,31.64860,17.44140,10.69560,0.06040,5.61980,3.10440,28.99140,2.27770,2.24900,1.05430,1.20710,,2.6228,5.3379
2019-06-30,144.02000,83.96100,60.05900,6.79700,,41.05700,19.00200,-19.49100,-0.48900,-0.48900,-0.48900,-12.64900,54.33000,19.00200,17.55000,17.55000,-0.72000,-0.72000,1.08220,0.48140,1.06180,41.70190,13.19400,13.19400,-0.33950,-8.78280,0.04550,4.80850,2.75620,32.65420,-0.03430,-0.03390,-0.01550,-0.01760,82.09510,2.5812,1.8987
2019-03-31,147.04600,77.55900,69.48700,6.43600,,41.72100,27.76600,-16.84800,10.91800,10.91800,10.91800,1.02500,64.12100,27.76600,17.52100,17.52100,0.05000,0.05000,1.05930,0.48120,1.04020,47.25530,18.88250,18.88250,7.42490,0.69710,0.04610,4.28290,2.55330,35.24880,0.73700,0.72810,0.34220,0.37770,,2.23950,1.05060
2018-06-30,123.92700,76.27400,47.65300,6.81200,-0.36400,43.79700,3.85600,-14.39200,-10.53600,-10.53600,-10.53600,-16.26600,41.73800,3.85600,17.38840,17.38840,-0.95000,-0.95000,0.98270,0.46980,1.04710,38.45250,3.11150,3.11150,-8.50180,-13.12550,0.03650,4.26560,3.10050,29.02760,-0.66710,-0.65980,-0.31010,-0.34980,91.41910,0.8013,1.1959
2018-03-31,125.72500,77.48900,48.23600,6.83100,,42.64200,5.59400,-17.95900,-12.36500,-12.36500,-12.36500,-18.55700,42.21800,5.59400,17.26480,17.26480,-1.05000,-1.05000,0.64590,0.48690,1.15370,38.36630,4.44940,4.44940,-9.83500,-14.76000,0.03790,4.16120,3.80300,23.66520,-0.84080,-0.83400,-0.37290,-0.42790,85.80330,1.42380,1.39830
2017-06-30,132.18000,72.01500,60.16500,6.55700,,40.85500,19.31000,-15.36100,3.94900,3.94900,3.94900,-2.94900,54.36100,19.31000,16.85680,16.85680,-0.15000,-0.15000,1.02970,0.50380,1.19210,45.51750,14.60890,14.60890,2.98760,-2.23100,0.03790,4.71150,3.80960,23.62480,0.25980,0.25780,0.11340,0.12790,90.77790,3.3368,-1.0549
2017-03-31,138.24200,70.09400,68.14800,6.11000,,38.40100,29.74700,-11.89100,17.85600,17.85600,17.85600,13.51000,62.74800,29.74700,16.79340,16.79340,0.80000,0.80000,,,,49.29620,21.51810,21.51810,12.91650,9.77270,,,,,,,,,,3.24260,-5.48920
2016-06-30,119.85100,61.21800,58.63300,7.45600,,34.33100,24.30200,-7.89200,16.41000,16.41000,16.41000,12.44500,51.51900,24.30200,17.10200,17.10200,0.75000,0.75000,1.02120,0.46670,1.09410,48.92160,20.27680,20.27680,13.69200,10.38370,0.03920,4.02640,2.72190,33.06510,1.16670,1.16060,0.53670,0.61900,84.01000,2.3534,-7.0399
2016-03-31,122.09100,57.35100,64.74000,5.43200,,31.60100,33.13900,-7.82400,25.31500,25.31500,25.31500,21.45600,59.64100,33.13900,17.32660,17.32660,1.25000,1.25000,1.11180,0.44310,0.99790,53.02600,27.14290,27.14290,20.73450,17.57380,0.04170,4.23880,2.83540,31.74190,1.79180,1.78250,0.86450,0.99270,81.30370,3.09990,-2.48310
2015-12-31,143.09200,63.31700,79.77500,5.13000,,31.70300,48.07210,-8.36200,39.71000,39.71000,39.71000,35.67000,75.00210,48.07200,17.16560,17.16560,2.00000,2.00000,1.12890,0.43160,0.98410,55.75080,33.59520,33.59520,27.75140,24.92800,0.04950,4.39400,2.88320,31.21560,2.82100,2.80620,1.37250,1.59520,81.01030,4.0299,-0.8598
2015-09-30,141.73600,67.75700,73.97900,4.80100,2.07800,28.83800,45.14100,-4.98300,40.15800,40.15800,40.15800,36.04200,71.58700,45.14100,17.29640,17.29640,2.10000,2.10000,0.90000,0.42810,0.99600,52.19490,31.84870,31.84870,28.33300,25.42900,0.04980,3.91550,2.82810,31.82350,2.93370,2.91800,1.41220,1.66890,78.78800,3.8699,3.1033
2015-06-30,154.02000,72.39200,81.62800,5.30200,,32.45700,49.17100,-7.87500,41.29600,41.29600,41.29600,37.89600,76.61200,49.17100,16.94250,16.94250,2.25000,2.25000,1.08830,0.45490,1.06170,52.99830,31.92510,31.92510,26.81210,24.60460,0.05450,3.78760,2.36080,38.12230,3.13930,3.12180,1.46120,1.70170,78.07830,2.4852,0.5496
2015-03-31,148.86700,70.52900,78.33800,6.55400,,32.64200,45.69600,-8.43700,37.25900,37.25900,37.25900,35.17200,72.07800,45.69600,16.94250,16.94250,2.10000,2.10000,0.76670,0.48350,1.16900,52.62280,30.69590,30.69590,25.02840,23.62650,0.05480,4.19690,3.03840,29.62070,3.10080,3.09050,1.37060,1.59630,71.15800,3.27070,0.68220
