Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.12100,,0.12100,10.24800,2.96400,,,-13.09100,0.93400,-12.15700,,-12.15700,-12.15700,,-12.15700,-13.59700,-13.09100,42.58700,42.58700,-0.29000,-0.29000,5.80800,,,100.00000,-10819.01000,-10819.01000,-10047.11000,-10047.11000,0.00160,,,,-19.13370,-19.13370,-15.95450,-19.13370,4.30730,-0.1998,-0.1998
2024-06-30,0.19800,,0.19800,7.30600,3.28800,,,-10.39600,1.00100,-9.39500,0.00000,-9.39500,-9.39500,-0.01100,-9.40600,-11.01200,-10.39600,42.58600,42.58600,-0.22000,-0.22000,7.12740,,,100.00000,-5250.50500,-5250.50500,-4744.95000,-4750.50500,0.00230,,,,-12.54860,-12.54860,-10.84270,-12.54860,5.15060,-0.1991,-0.1991
2024-03-31,0.09800,,0.09800,3.70800,3.77000,,,-7.38000,1.13900,-6.24100,0.00000,-6.24100,-6.24100,-0.00800,-6.24900,-8.15700,-7.38000,42.58100,42.58100,-0.15000,-0.15000,13.01920,,,100.00000,-7530.61200,-7530.61200,-6368.36800,-6376.53100,0.00110,,,,-7.48590,-7.48590,-6.80770,-7.48590,5.82930,-0.18750,-0.18750
2023-12-31,0.07600,,0.07600,3.02200,3.88500,,,-6.83100,0.68000,-6.15100,,-6.15100,-6.15100,-0.03700,-6.18800,-6.83100,-6.83100,10.27300,10.27300,4.06000,4.06000,12.73060,,,100.00000,-8988.15700,-8988.15600,-8093.41900,-8142.10600,0.00080,,,,-6.93190,-6.93190,-6.29680,-6.93190,6.29370,3.6892,3.6892
2023-09-30,0.11400,,0.11400,3.31800,3.03000,,,-6.23400,0.16300,-6.07100,,-6.07100,-6.07100,-0.51300,-6.58400,-6.23400,-6.23400,3.28200,3.28200,-2.01000,-2.01000,2.71530,,,100.00000,-5468.42100,-5468.42100,-5325.43800,-5775.43800,0.00590,,0.45600,197.36840,-52.76830,-52.76840,-31.50980,-52.76840,3.48110,-1.5586,-1.5586
2023-06-30,0.13500,,0.13500,7.23300,3.22000,,,-10.31800,0.28000,-10.03800,0.00000,-10.03800,-10.03800,-0.02000,-10.05800,-10.31800,-10.31800,3.27400,3.27400,-3.09000,-3.09000,3.60200,,,100.00000,-7642.96300,-7642.96300,-7435.55500,-7450.37000,0.00540,,0.57690,156.00000,-58.11730,-58.11720,-40.21800,-58.11720,5.26260,-2.9145,-2.9145
2023-03-31,0.09900,,0.09900,2.73400,3.24000,,,-5.87500,0.26300,-5.61200,0.00000,-5.61200,-5.61200,-0.01000,-5.62200,-5.87500,-5.87500,3.25500,3.25500,-1.74000,-1.74000,4.39180,,,100.00000,-5934.34300,-5934.34300,-5668.68700,-5678.78800,0.00280,,0.94290,95.45450,-21.23260,-21.23260,-15.91470,-21.23260,8.08040,-1.68290,-1.68290
2022-12-31,0.00600,,0.00600,4.27900,3.71100,,,-7.98400,0.23600,-7.74800,,-7.76100,-7.76100,-2.18400,-9.94500,-8.13900,-7.98400,3.18600,3.18600,-3.22000,-3.22000,4.09580,,,100.00000,-133066.70000,-133066.70000,-129133.40000,-165750.10000,0.00010,,,,-24.87340,-24.87340,-19.04170,-24.87340,9.66010,-1.5862,-1.5862
2022-09-30,0.16700,,0.16700,5.54600,3.95400,,,-9.33300,0.07800,-9.25500,0.00000,-9.25500,-9.25500,-0.20400,-9.45900,-9.16200,-9.33300,3.21800,3.21800,-2.94000,-2.94000,6.44040,,,100.00000,-5588.62300,-5588.62300,-5541.91700,-5664.07200,0.00360,,0.35460,253.83230,-23.09760,-23.09770,-19.73010,-23.09770,12.41760,-2.2141,-2.2141
2022-06-30,0.12600,,0.12600,4.10800,4.30500,,,-8.28700,0.05200,-8.23500,0.00000,-8.23500,-8.23500,-0.24100,-8.47600,-8.27500,-8.28700,3.21800,3.21800,-2.63000,-2.63000,7.92910,,,100.00000,-6576.98300,-6576.98300,-6535.71400,-6726.98300,0.00230,,0.41450,217.14280,-17.02960,-17.02960,-14.92060,-17.02960,14.99380,-2.4272,-2.4272
