Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,23.40900,14.53600,8.87300,2.46700,10.10500,,12.57200,-3.69900,0.97900,-2.72000,0.07900,-2.79900,-2.79900,,-2.63500,-3.69900,-3.69900,12.01080,12.01080,-0.22000,-0.22000,2.74700,0.01650,0.01680,37.90420,-15.80160,-15.80160,-11.61950,-11.25640,0.09750,0.50490,178.24680,-1.76970,-1.79310,-1.16570,-1.74060,13.16830,0,0
2024-06-30,23.16100,14.16200,8.99900,2.43200,7.79700,,10.22900,-1.23000,0.65100,-0.57900,0.01300,-0.59200,-0.59200,,-0.75300,-1.23000,-1.23000,12.01080,12.01080,-0.06000,-0.06000,2.86410,0.01610,0.01640,38.85410,-5.31070,-5.31070,-2.49990,-3.25120,0.09960,0.55870,161.07980,-0.37920,-0.38470,-0.25450,-0.37310,12.99730,0,0
2024-03-31,21.18900,15.09100,6.09800,2.43100,8.72700,,11.15800,-5.06000,1.34500,-3.71500,0.02900,-3.74400,-3.74400,,-3.60300,-5.06000,-5.06000,12.03400,12.03400,-0.30000,-0.30000,2.90910,0.01610,0.01630,28.77910,-23.88030,-23.88030,-17.53270,-17.00410,0.09080,0.51700,174.06630,-2.37600,-2.41310,-1.60520,-2.33780,12.98820,0.00000,
2023-12-31,30.56640,17.37370,13.19270,2.62470,7.29000,,9.91470,3.27800,0.31350,3.59160,2.49650,1.09510,1.09510,,1.20030,3.27800,3.27800,12.13000,12.13000,0.09600,0.09600,2.80580,0.01570,0.01600,43.16090,10.72430,10.72420,11.75000,3.92690,0.12300,0.73620,122.25640,0.66600,0.67770,0.44060,0.65550,13.60080,-0.7086,-0.7778
2023-09-30,21.05300,13.87700,7.17600,2.51100,9.94900,,12.46000,-5.28400,1.82400,-3.46000,-0.50600,-2.95400,-2.95400,,-2.94700,-5.28400,-5.28400,12.27900,12.27900,-0.24000,-0.24000,2.72480,0.01720,0.01750,34.08540,-25.09860,-25.09860,-16.43470,-13.99800,0.08700,0.49550,181.65010,-1.85680,-1.89260,-1.22080,-1.82480,13.11370,0,0
2023-06-30,24.85100,17.13800,7.71300,2.89400,9.73900,,12.63300,-4.92000,0.61200,-4.30800,0.05900,-4.36700,-4.36700,,-4.32100,-4.92000,-4.92000,12.13200,12.13200,-0.36000,-0.36000,2.66990,0.01690,0.01720,31.03700,-19.79800,-19.79800,-17.33530,-17.38760,0.09880,0.58320,154.33020,-2.67450,-2.72770,-1.73700,-2.62930,13.45890,0,0
2023-03-31,21.31200,17.19500,4.11700,3.65000,11.30200,,14.95200,-10.83500,1.42700,-9.40800,-0.21600,-9.19200,-9.19200,,-8.41500,-10.83500,-10.83500,12.13200,12.13200,-0.69000,-0.69000,2.51490,0.01670,0.01700,19.31780,-50.83990,-50.83990,-44.14420,-39.48480,0.07670,0.40180,223.98230,-5.25920,-5.37060,-3.30820,-5.17150,14.40650,0.00000,
2022-12-31,33.09910,19.80780,13.29120,3.44950,2.14890,,5.59850,7.69270,-8.28820,-0.59540,-8.59560,8.00020,8.00020,,7.16470,7.69270,7.69270,12.13100,12.13100,0.57680,0.57680,2.50130,0.01580,0.01610,40.15590,23.24160,23.24160,-1.79880,21.64630,0.10970,0.51970,173.17480,4.25510,4.35540,2.65100,4.18780,15.49720,-3.8269,-4.2429
2022-09-30,27.38100,18.05000,9.33100,4.69000,9.78100,,14.47100,-5.14000,8.59800,3.45800,0.43200,3.02600,3.02600,,3.41900,-5.14000,-5.14000,12.21000,12.21000,0.28000,0.28000,2.39290,0.02260,0.02310,34.07840,-18.77210,-18.77210,12.62920,12.48680,0.09620,0.49670,181.19320,1.75910,1.79800,1.06360,1.71930,,0,0
2022-06-30,28.61100,21.20000,7.41100,5.91900,15.64100,,21.56000,-14.14900,-3.14000,-17.28900,-1.64600,-15.64300,-15.64300,,-14.30600,-14.14900,-14.14900,12.13200,12.13200,-1.18000,-1.18000,1.99420,0.02330,0.02390,25.90260,-49.45300,-49.45300,-60.42780,-50.00180,0.08860,0.43560,206.61530,-8.83550,-9.04100,-4.84640,-8.62930,,0,0
