Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,56.24800,25.01900,31.22900,17.88700,17.88700,13.34200,-0.12900,13.21300,2.14000,11.07300,11.07300,,11.07300,25.12900,25.25900,0.44000,0.44000,0.35600,0.55280,42.39560,35.52910,0.00860,2.82120,3.27160,0.30620,1.81690,15.60900,1.1923,1.1698
2024-03-31,55.52800,23.24600,32.28200,17.02400,17.02400,15.25800,-0.08800,15.17000,2.65800,12.51200,12.51200,,12.51200,25.04000,25.19940,0.50000,0.50000,0.34520,0.52710,45.99760,37.93810,0.00920,3.27320,3.81730,0.34840,2.14340,15.23170,0.40070,0.38680
2023-12-31,50.16600,22.16700,27.99900,17.27700,17.27700,10.72200,-0.36500,10.35700,1.97700,8.38000,8.38000,,8.38000,21.94220,22.07260,0.29000,0.29000,0.38720,0.63200,36.60620,29.61860,0.00780,2.25940,2.65260,0.23220,1.38440,14.85500,2.1315,2.0894
2023-09-30,50.11100,21.32400,28.78700,23.10800,23.10800,5.67900,-7.02800,-1.34900,-0.07800,-1.27100,-1.27100,,-1.27100,23.90200,23.90200,-0.05000,-0.05000,0.34290,0.52180,-6.09390,-5.74150,0.00620,-0.35200,-0.41610,-0.03570,-0.23130,14.48380,3.562,3.5559
2023-06-30,38.04900,14.79300,23.25600,14.03000,14.03000,9.22600,-0.24100,8.98500,2.18600,6.79900,6.79900,,6.79900,19.33300,19.43500,0.35000,0.35000,0.34240,0.52070,39.47720,29.87260,0.00790,2.31130,2.47350,0.23650,1.51990,15.44880,0.3526,0.3256
2023-03-31,34.97600,11.21700,23.75900,14.11500,14.11500,9.64400,-0.47900,9.16500,2.17600,6.98900,6.98900,,6.98900,19.50300,19.66720,0.36000,0.36000,0.46250,0.86050,40.43140,30.83200,0.00800,2.37540,2.54240,0.24810,1.27680,15.03510,0.47040,0.40440
2022-12-31,32.96000,7.76300,25.19700,12.70300,12.70300,12.49400,-0.02600,12.01600,2.91600,9.10000,9.10000,,9.10000,19.50380,19.71670,0.47000,0.46000,0.29410,0.41670,49.08300,37.17170,0.00900,3.14270,3.36840,0.33300,2.21830,14.88600,0.2455,0.2075
2022-09-30,28.94200,3.43500,25.50700,11.88100,11.88100,13.62600,-0.07200,13.55400,3.34800,10.20600,10.20600,,10.20600,19.45100,19.66800,0.52000,0.52000,0.32200,0.47500,53.59220,40.35430,0.00960,3.63530,3.90810,0.38690,2.46460,14.43660,0.8153,0.7947
2022-06-30,26.32600,1.95300,24.37300,12.59300,12.59300,11.78000,-0.11400,11.66600,2.84300,8.82300,8.82300,,8.82300,19.58600,19.79500,0.45000,0.45000,0.27490,0.37920,50.55690,38.23620,0.00900,3.21180,3.46090,0.34360,2.32890,14.09960,0.4354,0.4058
2022-03-31,24.15300,1.73700,22.41600,11.68100,11.68100,10.73500,-0.08300,10.65200,2.49400,8.15800,8.15800,,8.15800,19.53300,19.76800,0.42000,0.41000,0.27720,0.38350,48.92070,37.46670,0.00850,3.00960,3.24740,0.31700,2.17530,13.80540,0.37430,0.36580
2021-12-31,24.72700,1.87500,22.85200,12.08400,12.08400,10.76800,-0.56600,10.20200,2.36300,7.83900,7.83900,,7.83900,19.61140,19.81580,0.41000,0.39000,0.31900,0.46840,46.31590,35.58810,0.00870,2.93960,3.17760,0.31060,2.00200,13.69480,0.3111,0.3088
2021-09-30,24.83000,2.14800,22.68200,10.51900,10.51900,12.16300,-0.16100,12.00200,2.96600,9.03600,9.03600,,9.03600,19.62900,19.84300,0.46000,0.46000,0.30960,0.44850,53.28540,40.11720,0.00920,3.47300,3.72990,0.37060,2.39760,13.36720,0.2574,0.294
2021-06-30,24.16000,2.39700,21.76300,9.96300,9.96300,11.80000,-0.03000,11.77000,2.87700,8.89300,8.89300,,8.89300,19.67700,19.88300,0.45000,0.45000,0.34850,0.53490,53.68300,40.56100,0.00900,3.49330,3.75860,0.36400,2.27590,12.93620,0.3248,0.3214
2021-03-31,25.15100,2.80400,22.34700,9.54600,9.54600,12.80100,-0.05100,12.75000,3.08900,9.66100,9.66100,,9.66100,19.67200,19.83400,0.49000,0.49000,0.41030,0.69580,54.48720,41.28630,0.00970,3.92730,4.23780,0.40160,2.31600,12.51070,0.52180,0.51890
2020-12-31,24.39900,3.36300,21.03600,12.61200,12.61200,8.42400,-0.07300,8.35100,2.15600,6.19500,6.19500,,6.19500,19.88600,20.00500,0.31000,0.30000,0.44460,0.80070,43.03970,31.92810,0.00830,2.60180,2.81450,0.26400,1.44490,12.08240,0.4301,0.4265
2020-09-30,23.86700,4.29100,19.57600,11.87700,11.87700,7.69900,0.22700,7.92600,2.02300,5.90300,5.90300,,5.90300,19.54200,19.60400,0.30000,0.30000,0.49280,0.97150,45.08790,33.57980,0.00760,2.54110,2.75590,0.25560,1.28890,11.79490,0.3776,0.3724
2020-06-30,23.85900,5.65100,18.20800,12.65000,12.65000,5.55800,-0.09400,5.46400,1.34700,4.11700,4.11700,,4.11700,19.65200,19.74500,0.21000,0.21000,0.37240,0.59340,35.87420,27.03040,0.00660,1.81810,1.97690,0.17900,1.14100,11.53590,0.1459,0.1367
2020-03-31,23.42800,6.34300,17.08500,12.73000,12.73000,4.35500,-0.11700,4.23800,1.00500,3.23300,3.23300,,3.23300,20.31800,20.56600,0.16000,0.16000,0.35460,0.54950,29.94420,22.84320,0.00680,1.42890,1.55420,0.15450,0.92220,11.23380,0.27150,0.27150
2019-12-31,24.52800,6.84400,17.68400,9.65600,9.65600,8.02800,0.00700,8.03500,2.78900,5.24600,5.24600,,5.24600,19.09800,19.39200,0.26000,0.25000,0.36020,0.56290,46.32730,30.24680,0.00860,2.31720,2.52140,0.26080,1.48260,11.06570,0.0769,0.0684
2019-09-30,21.71700,6.83600,14.88100,10.02200,10.02200,4.85900,-3.46400,1.39500,0.30600,1.08900,1.08900,,1.08900,18.69500,18.97700,0.06000,0.06000,0.40090,0.66910,10.47060,8.17380,0.00650,0.48770,0.53860,0.05320,0.29220,10.91410,0.2995,0.2733
2019-06-30,21.40400,6.31600,15.08800,10.69400,10.69400,4.39400,-0.15400,4.24000,1.40000,2.84000,2.84000,,2.84000,18.67000,18.95400,0.15000,0.15000,0.45400,0.83150,31.71990,21.24640,0.00730,1.40430,1.53650,0.15510,0.76670,10.78160,0.2511,0.2499
2019-03-31,20.51600,5.80800,14.70800,9.17800,9.17800,5.53000,-0.18700,5.34300,1.07300,4.27000,4.27000,,4.27000,18.63700,18.95600,0.23000,0.23000,0.35610,0.55300,37.25160,29.77060,0.00810,2.14210,2.34780,0.24030,1.37930,10.63980,0.20030,0.18330
2018-12-31,20.48600,5.35000,15.13600,10.14400,10.14400,4.99200,-0.07200,4.92000,0.82300,4.09700,4.09700,,4.09700,18.21300,18.57200,0.23000,0.21000,0.37160,0.59130,34.86890,29.03620,0.00820,2.10280,2.31090,0.23940,1.32140,10.43240,0.4591,0.4509
2018-09-30,20.55400,4.81100,15.74300,8.82600,8.82600,6.91700,-0.10900,6.80800,1.37200,5.43600,5.43600,,5.43600,18.60900,18.94900,0.29000,0.29000,,,45.32020,36.18690,,,,,,,1.0928,1.049
2018-06-30,18.43600,4.04300,14.39300,8.56800,8.56800,5.82500,-0.78700,5.03800,1.01900,4.01900,4.01900,,4.01900,18.17600,18.51800,0.22000,0.22000,,,36.79520,29.35290,,,,,,,0.2016,0.1643
2018-03-31,16.71400,3.59000,13.12400,8.01400,8.01400,5.11000,-0.24100,4.86900,0.83200,4.03700,4.03700,,4.03700,17.42700,17.80200,0.23000,0.23000,,,40.15670,33.29490,,,,,,,0.23450,0.22730
2015-12-31,-159.00400,-8.87600,-150.12800,-111.78400,-111.78400,-38.34400,0.70900,-24.79000,-6.42400,-18.36600,-18.36600,,-18.32900,,,,0.00000,0.39840,0.66220,15.46500,11.43440,-0.18720,-26.70910,-26.82070,-2.14530,-16.06880,7.26110,0,0
2015-09-30,63.09200,5.50900,57.58300,44.53900,44.53900,13.04400,-1.76400,11.28000,4.44000,6.84000,6.84000,,6.83000,,,,0.00000,0.39950,0.72470,19.58910,11.86110,0.00970,1.31720,1.28420,0.11530,0.77120,22511.26000,0,0
2015-06-30,68.52500,5.22900,63.29600,36.65100,36.65100,26.64500,-12.35900,14.28600,1.55600,12.73000,12.73000,,12.71200,,,,0.00000,0.40160,0.75760,20.17910,17.95580,0.01160,2.47400,2.41130,0.20880,1.44290,22311.99000,0,0
2015-03-31,59.79400,5.07900,54.71500,50.18700,50.18700,4.52800,-0.23200,4.29600,1.61300,2.68300,2.68300,,2.67400,,,,0.00000,0.40550,0.78040,7.85160,4.88710,0.00900,0.53020,0.51660,0.04440,0.30710,21950.51000,0.00000,
2014-12-31,56.25400,5.16800,51.08600,42.07100,42.07100,9.01500,-0.91600,8.09900,3.11200,4.98700,4.98700,,4.97700,,,,0.00000,0.40880,0.81800,15.25640,9.37540,0.00900,0.99930,0.97320,0.08460,0.57540,21657.75000,0,0
2014-09-30,55.61600,5.09800,50.51800,39.22800,39.22800,11.29000,-2.06800,9.22200,3.21200,6.01000,6.01000,,6.04200,,,,0.00000,0.41050,0.78030,16.61080,10.88300,0.00940,3.28620,1.18150,0.10210,0.69640,21499.22000,0,0
2014-06-30,56.42400,5.06300,51.36100,42.57200,42.57200,8.78900,-0.63900,8.15000,2.91800,5.23200,5.23200,,5.23100,,,,0.00000,0.41170,0.81350,15.86810,10.18480,0.00870,2.89990,1.03350,0.08890,0.60800,21395.04000,0,0
2014-03-31,56.47400,5.84900,50.62500,41.65900,41.65900,8.96600,-0.69900,8.26700,2.91700,5.35000,5.35000,,5.40500,,,,0.00000,0.44010,0.78610,16.32990,10.67650,0.00860,3.11950,1.07580,0.09080,0.60230,21017.96000,0.00000,
2013-12-31,56.83600,6.02800,50.80800,43.78200,43.78200,7.02600,-108.20700,-96.18100,-288.45600,192.27500,192.27500,27.50200,217.76500,0.02370,0.02370,9203.51000,9203.51000,0.42040,0.81380,-172.34270,390.20400,0.00940,118.35950,39.38000,3.24840,22.82290,20635.48000,839.736,727.695
2013-09-30,57.89500,5.95200,51.94300,43.33900,43.33900,8.60400,-1.96600,6.63800,-0.06500,6.70300,6.70300,-0.88100,-0.07200,0.02370,0.02370,-3.04000,-3.04000,0.59250,1.45400,12.77940,-0.13860,0.00830,-12.01470,4.14200,0.10750,1.01500,11373.06000,1678.035,1612.316
2013-06-30,62.67500,5.97500,56.70000,42.88400,42.88400,13.81600,-1.25900,12.55700,-0.34500,12.90200,12.90200,-3.33400,3.60800,0.02370,0.02370,152.49000,152.49000,0.58980,1.43800,22.14640,6.36330,0.00910,-24.26560,7.88960,0.20750,1.95430,11444.95000,467.31,383.922
2013-03-31,59.38100,6.14900,53.23200,42.53600,42.53600,10.69600,-1.51100,9.18500,0.36500,8.82000,8.82000,-2.06400,0.93100,0.02370,0.02370,39.35000,39.35000,0.56830,1.31620,17.25470,1.74890,0.00830,-33.92960,5.13390,0.13790,1.28180,12555.09000,2211.86700,2154.64300
2012-12-31,62.23100,6.51800,55.71300,42.24600,42.24600,13.46700,-7.46800,5.99900,-0.21700,6.21600,6.21600,-2.88500,-2.31100,0.02370,0.02370,-97.67000,-97.67000,0.55900,1.26740,10.76770,-4.14800,0.00860,-27.99500,3.55830,0.09550,0.91400,12677.36000,408.774,330.417
2012-09-30,66.76500,7.19300,59.57200,45.91700,45.91700,13.65500,-2.92200,10.73300,-0.13800,10.87100,10.87100,-2.18200,2.82700,0.02370,0.02370,119.48000,119.48000,0.56120,1.27910,18.01690,4.74550,0.00910,-48.89360,6.13940,0.16690,1.59510,12638.31000,607.92,578.335
2012-06-30,66.99700,7.61500,59.38200,45.13300,45.13300,14.24900,-4.73200,9.51700,0.12100,9.39600,9.39600,-2.27300,1.93500,0.02370,0.02370,81.78000,81.78000,0.57800,1.36970,16.02670,3.25860,0.00900,-27.43920,5.72350,0.14310,1.38580,12093.02000,1253.2863,1186.6789
2012-03-31,69.44500,8.28500,61.16000,49.19600,49.19600,11.96400,-3.55000,8.41400,0.09500,8.31900,8.31900,-1.48100,1.38700,0.02370,0.02370,58.63000,58.63000,0.58690,1.42070,14.22250,2.34450,0.00890,-19.01010,5.41020,0.12460,1.24640,11653.44000,104.47570,29.83810
2011-12-31,69.50700,9.80300,59.70400,64.94200,65.68800,-5.98400,-10.01300,-15.99700,0.80300,-16.80000,-16.80000,-0.49900,-21.31900,0.02370,0.02370,-901.03990,-901.03990,0.60580,1.53690,-37.46020,-49.92270,0.00650,30.57990,-12.13840,-0.25420,-2.51160,11143.70000,1169.815,1112.97
2011-09-30,73.44100,10.02100,63.42000,71.49600,72.20800,-8.78800,-2.55100,-11.33900,-11.58100,0.24200,0.24200,-2.98400,-7.45400,0.02370,0.02370,-315.01000,-315.01000,0.57980,1.38000,-25.52680,-16.78070,0.00650,-1.06590,0.14380,0.00360,0.03450,12469.13000,278.686,221.462
2011-06-30,73.96100,11.30700,62.65400,71.57600,72.35900,-9.70500,-5.49300,-15.19800,0.07200,-15.27000,-15.27000,-2.70600,-22.36000,0.02370,0.02370,-945.00000,-945.00000,0.56710,1.31020,-38.32650,-56.38780,0.00570,202.43940,-8.39640,-0.22070,-2.13690,13072.95000,1139.217,1082.287
2011-03-31,76.07400,12.50700,63.56700,60.68400,61.46700,2.10000,-4.92600,-2.82600,0.05200,-2.87800,-2.87800,-3.20500,-11.39100,0.02370,0.02370,-481.41000,-481.41000,0.56740,1.31150,-5.27560,-21.26500,0.00740,17.95830,-1.67600,-0.03990,-0.41510,12677.91000,2329.78300,2282.27900
2010-12-31,81.50000,13.74000,67.76000,179.22300,179.99300,-112.23300,-12.71700,-49.76000,-1.22000,-48.54000,-48.54000,-8.32000,-51.42000,0.02370,0.02370,-2391.76000,-2391.76000,0.55660,1.25530,-58.91550,-60.88090,0.01140,618.50100,-27.23280,-0.65790,-7.00400,12987.41000,249.82,183.298
2010-09-30,94.71400,18.99500,75.71900,110.14600,110.94600,-35.22700,-14.43900,-49.66600,5.19300,-54.85900,-54.85900,6.43000,-52.93600,0.02370,0.02370,-2237.26000,-2237.26000,,,-128.27290,-136.71840,,,,,,,329.149,286.209
2010-06-30,101.84300,20.80100,81.04200,138.68100,139.48100,-58.43900,-9.59900,-68.03800,0.04800,-68.08600,-68.08600,3.11100,-70.00800,0.02370,0.02370,-2958.79000,-2958.79000,,,3474.87200,3575.48500,,,,,,,1137.653,1133.976
2010-03-31,100.17900,22.49900,77.68000,99.09200,100.01700,-22.33700,-7.90700,-30.24400,0.10500,-30.34900,-30.34900,2.34300,-32.56300,0.02370,0.02370,-1376.26000,-1376.26000,,,-84.76460,-91.26400,,,,,,,1223.65900,1166.89900
2009-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,0,0
