Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,241.84300,54.86700,186.97600,20.92600,,90.16700,96.80900,-26.08700,70.72200,70.72200,70.72200,,65.06100,162.19900,96.80900,218.76000,219.13300,0.30000,0.30000,0.28360,0.39580,40.02970,40.02970,29.24290,26.90220,0.01950,0.85110,0.85680,0.56940,0.59860,38.56330,0.5721,0.0305
2024-06-30,237.57300,51.90500,185.66800,19.30700,,87.20300,98.46500,-12.44800,86.01700,86.01700,86.01700,,79.75200,161.87100,98.46500,217.38890,217.38890,0.37000,0.37000,0.28470,0.39790,41.44620,41.44620,36.20660,33.56950,0.01920,1.04140,1.05030,0.69550,0.73120,38.63010,0.4591,0.0727
2024-03-31,214.09600,47.48200,166.61400,19.98000,,86.25800,80.35600,-16.07900,64.27700,64.27700,64.27700,,58.63900,140.37000,80.35600,214.40200,214.43800,0.27000,0.27000,0.28470,0.39800,37.53270,37.53270,30.02250,27.38910,0.01730,0.77820,0.78520,0.51920,0.54640,38.63370,0.62380,0.25110
2023-12-31,210.42500,49.25900,161.16600,19.98800,,85.82710,75.33900,-8.01800,67.32100,67.32100,67.32100,,61.67900,134.32690,75.33900,202.88400,203.11100,0.29000,0.29000,0.21470,0.27330,35.80320,35.80320,31.99290,29.31160,0.01930,0.84280,0.84310,0.61590,0.64920,38.35210,0.5885,0.0902
2023-09-30,205.39900,48.08500,157.31400,18.57500,,79.02400,78.29000,-16.50000,61.79000,61.79000,61.79000,,56.33800,132.84100,78.29000,205.27970,205.44750,0.27000,0.27000,0.22120,0.28400,38.11610,38.11610,30.08290,27.42860,0.01940,0.80380,0.80410,0.58420,0.61350,37.98510,0.5064,0.1512
2023-06-30,195.76600,44.31000,151.45600,18.26700,,77.06000,74.39600,-17.48600,56.91000,56.91000,56.91000,,51.56000,128.29500,74.39600,200.61090,200.66730,0.26000,0.26000,0.22770,0.29480,38.00250,38.00250,29.07040,26.33760,0.01910,0.76910,0.76890,0.55660,0.58180,37.57830,0.3997,0.1667
2023-03-31,186.23600,42.82500,143.41100,18.19700,,77.62600,65.78500,-2.21500,63.57000,63.57000,63.57000,,57.87200,117.97500,65.78500,195.36700,195.77900,0.30000,0.30000,0.22790,0.29510,35.32350,35.32350,34.13410,31.07460,0.01820,0.85870,0.86000,0.62090,0.64940,37.64400,0.61040,0.38450
2022-12-31,178.58700,42.05500,136.53200,19.73300,,76.30100,60.23100,-14.52300,45.70800,45.70800,45.70800,,40.72200,104.87200,60.23100,170.46700,170.97800,0.22000,0.22000,0.21860,0.27970,33.72640,33.72640,25.59430,22.80230,0.01930,0.67540,0.67730,0.49360,0.51590,36.60940,0.4068,0.1389
2022-09-30,162.74700,39.61400,123.13300,14.95100,,66.09700,57.03600,-15.38800,41.64800,41.64800,41.64800,,36.76500,102.10700,57.03600,171.90890,172.83120,0.21000,0.21000,0.22810,0.29540,35.04580,35.04580,25.59060,22.59030,0.01830,0.65170,0.65430,0.46800,0.49110,35.85510,0.5237,0.3357
2022-06-30,149.11800,35.40500,113.71300,14.86300,,61.47200,52.24100,-11.34000,40.90100,40.90100,40.90100,,36.09300,93.44200,52.24100,164.89600,165.20100,0.22000,0.22000,0.22100,0.28380,35.03330,35.03330,27.42860,24.20430,0.01890,0.71810,0.71990,0.51910,0.54450,34.20770,0.4174,0.2525
