Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,1.30700,2.29700,,,-3.60400,0.19300,-3.41100,-3.41100,-3.41100,-3.41100,-3.60400,-3.60400,2.23400,2.23400,-1.53000,-1.53000,1.44980,,,,,,,,,,,,-162.73790,-162.66100,-50.46610,-162.66090,0.93870,-0.1743,-0.1743
2024-06-30,,,,1.78400,2.12200,,,-3.90600,0.19600,-3.71000,-3.71000,-3.71000,-3.71000,-3.90600,-3.90600,1.71200,1.71200,-2.17000,-2.17000,2.46530,,,,,,,,,,,,-67.36860,-67.35660,-40.03450,-67.35660,2.46550,-1.4826,-1.4826
2024-03-31,,,,0.77700,2.31400,,,-3.09100,0.82500,-2.26600,-2.26600,-2.26600,-2.26600,-3.09100,-3.09100,1.38100,1.38100,-1.64000,-1.64000,2.14890,,,,,,,,,,,,-42.66640,-42.65810,-22.86120,-42.65810,3.84650,-3.01450,-3.01450
2023-12-31,,,,1.35700,1.81100,,,-3.16800,0.20600,-2.96200,-2.96200,-2.96200,-2.96200,-3.16800,-3.16800,1.34800,1.34800,-2.17000,-2.17000,2.11910,,,,,,,,,,,,-39.62560,-39.62010,-20.99370,-39.62010,5.41350,-1.5887,-1.5887
2023-09-30,,,,1.36400,1.75800,,,-3.12200,0.70600,-2.41600,-2.41600,-2.41600,-2.41600,-3.12200,-3.12200,1.36700,1.36700,-1.77000,-1.77000,3.15360,,,,,,,,,,,,-24.15040,-24.14790,-14.96160,-24.14790,7.25410,-1.3627,-1.3627
2023-06-30,,,,2.09500,1.52600,,,-3.62100,1.62900,-1.99200,-1.99200,-1.99200,-1.99200,-3.62100,-3.62100,1.33900,1.33900,-1.49000,-1.49000,3.72100,,,,,,,,,,,,-16.93590,-16.93450,-10.97880,-16.93450,8.69220,-0.9321,-0.9321
2023-03-31,,,,1.65000,2.01500,,,-3.66500,3.43800,-0.22700,-0.22700,-0.22700,-0.22700,-3.66500,-3.66500,1.08300,1.08300,-0.21000,-0.21000,4.89130,,,,,,,,,,,,-1.73920,-1.73910,-1.13010,-1.73910,10.62770,-2.68330,-2.68330
2022-12-31,,,,2.84200,2.93600,,,-5.77800,0.19400,-5.58400,-5.58400,-5.58400,-5.58400,-5.77800,-5.77800,1.06200,1.06200,-4.94530,-4.94530,3.35400,,,,,,,,,,,,-47.59210,-47.58820,-33.36520,-47.58820,10.75530,-3.8797,-3.8797
2022-09-30,,,,2.74300,4.28000,,,-7.02300,0.14200,-6.88100,-6.88100,-6.88100,-6.88100,-7.02300,-7.02300,1.04500,1.04500,-6.60660,-6.60660,4.15360,,,,,,,,,,,,-43.13280,-43.13030,-32.65630,-43.13030,14.73790,-2.7573,-2.7573
2022-06-30,,,,1.13900,1.87500,,,-3.01400,0.03500,-2.97900,-2.97900,-2.97900,-2.97900,-3.01400,-3.01400,1.04020,1.04020,-3.00300,-3.00300,2.78130,,,,,,,,,,,,-19.29530,-19.29400,-12.32520,-19.29400,15.10600,-2.8709,-2.8709
