,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-14,2024-09-30,$0.02,$0.05
1,2024-08-06,2024-06-30,$-0.15,$-0.13
2,2024-05-13,2024-03-31,$-0.05,$-0.03
3,2024-04-01,2023-12-31,$-0.26,$-0.03
4,2023-11-14,2023-09-30,$-0.24,$-0.01
5,2023-08-14,2023-06-30,$-0.04,$-0.22
6,2023-05-11,2023-03-31,$-0.16,$-0.06
7,2023-04-24,2022-12-31,--,$-0.24
8,2022-11-10,2022-09-30,$0.14,$-0.18
9,2022-08-10,2022-06-30,$-0.06,$0.51
10,2022-05-12,2022-03-31,$-0.08,$-0.14
11,2022-03-30,2021-12-31,$-0.06,$0.00
12,2021-11-15,2021-09-30,$0.03,$0.05
13,2021-08-09,2021-06-30,$0.08,$-0.07
14,2021-05-10,2021-03-31,$0.01,$-0.03
15,2021-03-08,2020-12-31,$0.01,$-0.05
16,2020-11-09,2020-09-30,--,$-0.02
17,2020-08-10,2020-06-30,--,$-0.04
18,2020-05-06,2020-03-31,--,$-0.06
19,2020-03-02,2019-12-31,--,$-0.09
20,2019-11-04,2019-09-30,--,$0.04
21,2019-08-12,2019-06-30,--,$-0.05
22,2019-05-07,2019-03-31,--,$-0.01
23,2019-03-11,2018-12-31,--,$-0.36
24,2018-11-05,2018-09-30,--,$-0.56
25,2018-08-06,2018-06-30,--,$-0.48
26,2018-05-14,2018-03-31,--,$-0.55
27,2018-03-08,2017-12-31,--,$-0.87
28,2017-11-14,2017-09-30,--,$-0.44
29,2017-08-11,2017-06-30,--,$-0.40
30,2017-05-15,2017-03-31,--,$-0.30
31,2017-03-31,2016-12-31,--,$-0.77
32,2016-11-14,2016-09-30,--,$-0.60
33,2016-08-15,2016-06-30,--,$-0.70
34,2016-05-16,2016-03-31,--,$-0.50
35,2016-03-30,2015-12-31,--,$-0.70
36,2015-11-16,2015-09-30,--,$-0.40
37,2015-08-14,2015-06-30,--,$-0.40
38,2015-05-15,2015-03-31,--,$-0.40
