Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1906.00000,1223.00000,683.00000,1189.00000,1189.00000,-506.00000,,-506.00000,-95.00000,-411.00000,-411.00000,1.00000,-446.00000,948.97900,948.97900,-0.47000,-0.47000,0.48190,1.07290,-86.05440,-75.85030,0.00310,-2.86370,-2.92190,-0.21660,-1.26350,17.00070,-1.2715,-1.2871
2024-06-30,2715.00000,1201.00000,1514.00000,1179.00000,1179.00000,335.00000,,335.00000,62.00000,273.00000,273.00000,1.00000,238.00000,931.72600,938.48700,0.25000,0.25000,0.53290,1.50020,23.69170,16.83170,0.00750,2.22150,2.27580,0.14560,0.86230,15.67960,-0.2318,-0.2361
2024-03-31,2679.00000,1157.00000,1522.00000,1244.00000,1244.00000,278.00000,,278.00000,59.00000,219.00000,219.00000,,183.00000,929.69200,937.01100,0.20000,0.20000,0.58820,1.62910,19.56370,12.87830,0.00760,1.81790,1.86430,0.11680,0.62000,15.43000,0.38310,0.37140
2023-12-31,2660.00000,1129.00000,1531.00000,1474.00000,1474.00000,57.00000,,57.00000,-8.00000,65.00000,65.00000,,30.00000,927.21700,932.75900,0.03000,0.02000,0.57190,1.54710,3.98880,2.09940,0.00760,0.53560,0.54950,0.03450,0.19010,15.62840,1.1096,1.0636
2023-09-30,2686.00000,1128.00000,1558.00000,1191.00000,1191.00000,367.00000,,367.00000,65.00000,302.00000,302.00000,1.00000,267.00000,927.13100,931.74400,0.29000,0.29000,0.61460,1.85800,24.84770,18.07720,0.00790,2.78190,2.86550,0.16080,0.87130,14.26680,0.6055,0.582
2023-06-30,2619.00000,1032.00000,1587.00000,1243.00000,1243.00000,344.00000,,344.00000,58.00000,286.00000,286.00000,1.00000,251.00000,926.74100,930.45400,0.27000,0.27000,0.61450,2.21920,24.22540,17.67610,0.00730,2.52120,2.59600,0.14660,0.79630,14.79480,0.6283,0.5755
2023-03-31,2432.00000,725.00000,1707.00000,1315.00000,1315.00000,392.00000,,392.00000,81.00000,311.00000,311.00000,1.00000,276.00000,926.49000,933.80400,0.30000,0.30000,0.61370,2.38710,25.00000,17.60200,0.00790,2.63070,2.70790,0.15750,0.83880,15.31390,0.76890,0.74430
2022-12-31,2366.00000,475.00000,1891.00000,1421.00000,1421.00000,470.00000,,470.00000,76.00000,394.00000,394.00000,,356.00000,924.36300,933.05900,0.38000,0.39000,0.58930,2.13840,28.90530,21.89420,0.00860,3.59690,3.71420,0.20760,1.20260,14.41510,1.6967,1.6625
2022-09-30,2127.00000,248.00000,1879.00000,1215.00000,1215.00000,664.00000,,664.00000,124.00000,540.00000,540.00000,2.00000,515.00000,924.59400,932.45500,0.55000,0.55000,0.57870,2.03590,37.51410,29.09610,0.00930,5.00460,5.17640,0.28410,1.71170,14.24530,2.2311,2.2129
2022-06-30,1881.00000,96.00000,1785.00000,1123.00000,1123.00000,662.00000,,662.00000,132.00000,530.00000,530.00000,3.00000,507.00000,924.30200,931.80800,0.55000,0.54000,0.53530,1.57070,38.04600,29.13790,0.00930,4.23090,4.58600,0.28340,1.70730,15.46890,-0.0818,-0.1033
2022-03-31,1756.00000,66.00000,1690.00000,1153.00000,1153.00000,537.00000,,537.00000,90.00000,447.00000,447.00000,1.00000,421.00000,922.94100,933.63400,0.46000,0.45000,0.41400,0.89070,33.41630,26.19790,0.00890,3.33380,3.57710,0.24670,1.71120,16.41790,0.94360,0.93180
2021-12-31,2012.00000,70.00000,1942.00000,1174.00000,1174.00000,768.00000,,768.00000,141.00000,627.00000,627.00000,2.00000,603.00000,947.06500,957.41400,0.64000,0.64000,0.40870,0.73480,39.62850,31.11460,0.01040,4.03920,4.29450,0.33650,2.12790,18.75760,-0.0167,-0.0489
2021-09-30,1884.00000,71.00000,1813.00000,1005.00000,1005.00000,808.00000,,808.00000,165.00000,643.00000,643.00000,2.00000,618.00000,942.44600,952.52300,0.66000,0.65000,0.42920,0.80870,42.08330,32.18750,0.01030,4.11920,4.37620,0.34380,2.09620,18.81700,0.9646,0.9651
2021-06-30,1840.00000,73.00000,1767.00000,854.00000,854.00000,913.00000,,913.00000,189.00000,724.00000,724.00000,5.00000,703.00000,957.42300,967.16300,0.73000,0.73000,0.42410,0.78840,45.90250,35.34440,0.01100,4.51340,4.79180,0.39970,2.32410,18.68320,0.4668,0.446
2021-03-31,1825.00000,82.00000,1743.00000,978.00000,978.00000,765.00000,,765.00000,147.00000,618.00000,618.00000,4.00000,595.00000,964.87800,974.29700,0.62000,0.61000,0.41480,0.76690,41.66670,32.40740,0.01040,3.92780,4.17910,0.35070,2.05090,18.13100,-0.21040,-0.22270
2020-12-31,1927.00000,90.00000,1837.00000,1198.00000,1198.00000,639.00000,,689.00000,114.00000,575.00000,575.00000,7.00000,556.00000,967.78300,974.80700,0.58000,0.57000,0.43260,0.81690,37.91970,30.59990,0.01070,3.57560,3.80060,0.33760,1.81450,18.42740,0.9698,0.9514
2020-09-30,1800.00000,119.00000,1681.00000,1182.00000,1197.00000,484.00000,,484.00000,60.00000,424.00000,424.00000,4.00000,401.00000,967.80400,973.98800,0.41000,0.41000,0.41720,0.77400,31.82120,26.36420,0.00890,2.67980,2.85430,0.24860,1.39440,18.15400,0.6384,0.62
2020-06-30,1882.00000,172.00000,1710.00000,1477.00000,1495.00000,215.00000,,215.00000,30.00000,185.00000,185.00000,2.00000,161.00000,967.14700,972.14100,0.17000,0.17000,0.43910,0.89600,17.50810,13.11080,0.00720,1.18270,1.26190,0.10810,0.59150,17.97430,0.2852,0.2697
2020-03-31,1728.00000,270.00000,1458.00000,1273.00000,1290.00000,168.00000,,168.00000,23.00000,145.00000,145.00000,1.00000,119.00000,967.44600,976.11000,0.12000,0.12000,0.44090,1.19360,15.28660,10.82800,0.00700,0.93480,0.99920,0.09280,0.46560,17.85160,-0.17720,-0.18950
2019-12-31,1936.00000,306.00000,1630.00000,1103.00000,1122.00000,508.00000,,541.00000,75.00000,466.00000,466.00000,3.00000,442.00000,992.09100,1002.25400,0.46000,0.45000,0.42220,0.79470,35.56870,29.05980,0.01050,3.07830,3.30010,0.32140,1.58040,17.43570,0.9833,0.9575
2019-09-30,1967.00000,345.00000,1622.00000,1113.00000,1139.00000,483.00000,,483.00000,70.00000,413.00000,413.00000,3.00000,386.00000,988.31900,998.32800,0.39000,0.39000,0.45810,0.89690,33.96620,27.14490,0.00970,2.71420,2.91260,0.28150,1.30750,17.31450,1.192,1.1876
