Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,33.71400,11.99300,21.72100,20.18600,20.18600,1.53500,1.53500,0.39800,1.13700,1.13700,,0.75200,4.13420,4.13420,0.18000,0.18000,0.07260,0.17600,8.25310,4.04320,0.01490,1.31350,1.31710,0.09130,1.03090,24.74430,21.9643,21.8881
2024-06-30,32.08000,11.24500,20.83500,19.61000,19.61000,1.22500,1.22500,0.34900,0.87600,0.87600,-0.01000,0.48000,4.13460,4.13460,0.12000,0.12000,0.07440,0.62510,6.86850,2.69130,0.01460,1.02780,1.02830,0.07190,0.80310,24.42240,19.0178,18.9236
2024-03-31,33.45500,10.44500,23.01000,21.83100,21.83100,1.17900,1.17900,0.29600,0.88300,0.88300,-0.05900,0.43900,4.13050,4.13050,0.11000,0.11000,0.07560,0.23080,6.22100,2.31640,0.01660,1.04010,1.04020,0.07720,0.81120,24.33590,29.90810,29.66510
2023-12-31,33.54500,9.97700,23.56800,21.20300,21.20300,2.36500,2.36500,0.70400,1.66100,1.66100,-0.00600,1.31400,4.10010,4.58180,0.32000,0.29000,0.07650,0.18210,11.35330,6.30790,0.01860,1.95460,1.93710,0.14860,1.52320,24.50290,24.0622,23.8306
2023-09-30,32.29900,9.22700,23.07200,20.42800,20.42800,2.64400,2.64400,0.67400,1.97000,1.97000,-0.04700,1.71500,4.10500,4.35570,0.42000,0.41000,0.08230,0.08970,13.17320,8.54470,0.01770,2.37220,2.46410,0.17370,1.91980,22.90560,30.074,29.9963
2023-06-30,28.72900,7.68400,21.04500,19.16700,19.16700,1.87800,1.87800,0.46100,1.41700,1.41700,-0.03200,1.17700,4.10380,4.26550,0.29000,0.29000,0.08590,0.42350,10.27350,6.43870,0.01680,1.73270,1.81100,0.13030,1.42230,22.18930,29.1457,28.5042
2023-03-31,23.69900,5.19800,18.50100,17.35400,17.35400,1.14700,1.14700,0.28000,0.86700,0.86700,-0.12800,0.53100,4.08070,4.08070,0.13000,0.13000,0.08810,0.37330,6.92670,3.20670,0.01550,1.06960,1.10150,0.08100,0.87520,22.03930,15.97940,15.27540
2022-12-31,20.92400,3.94600,16.97800,14.19300,14.19300,2.78500,2.78500,0.67200,2.11300,2.11300,-0.79100,1.11400,4.02090,4.22060,0.28000,0.30000,0.08770,0.36820,17.10900,6.84360,0.01730,2.55810,2.60940,0.22510,2.09790,22.73230,39.0181,38.2443
2022-09-30,21.08800,2.11400,18.97400,14.90800,14.90800,4.06600,4.06600,0.98300,3.08300,3.08300,-4.48500,-1.61000,4.02820,4.34110,-0.40000,-0.35000,0.08990,0.40760,22.31120,-8.83450,0.01960,3.78970,3.82010,0.33140,3.09580,22.47940,27.0272,26.5819
2022-06-30,15.43600,1.17200,14.26400,13.94000,13.94000,0.32400,0.32400,-0.06800,0.39200,0.39200,-0.67400,-0.49000,4.01440,4.01440,-0.12000,-0.12000,0.08850,0.52590,2.31200,-3.49650,0.01520,0.46660,0.45930,0.04250,0.38300,23.21350,11.8579,11.6215
2022-03-31,12.66800,1.33400,11.33400,11.47100,11.47100,-0.13700,-0.13700,-0.02700,-0.11000,-0.11000,0.12300,-0.19500,4.00350,4.00350,-0.05000,-0.05000,0.08820,0.09670,-0.99750,-1.41980,0.01550,-0.12850,-0.12600,-0.01240,-0.10570,23.64290,26.40620,25.95110
2021-12-31,-44.87600,1.41600,-46.29200,-32.17600,-32.17600,-14.11600,-14.11600,-3.93600,-10.18000,-10.18000,12.99100,2.60300,3.80290,4.07120,0.56000,0.85000,0.08790,0.81980,32.23420,-5.94400,-0.04780,-11.70030,-11.32580,-1.11000,-9.64250,24.18740,88.7403,87.5516
2021-09-30,9.41500,1.52900,7.88600,9.56600,9.56600,-1.68000,-1.68000,-0.36200,-1.31800,-1.31800,2.59800,1.05000,3.91350,3.91350,0.26000,0.26000,0.09060,1.63310,-15.43270,9.64540,0.01150,-1.57010,-1.49530,-0.13970,-1.27100,24.05560,11.0738,9.925
2021-06-30,53.20900,2.09300,51.11600,33.66800,33.66800,17.44800,17.44800,4.43200,13.01600,13.01600,,12.78100,3.82200,4.31500,3.34000,2.98000,,,34.13410,25.00390,,,,,,,21.3269,20.5921
2021-03-31,48.05100,2.26200,45.78900,35.72100,35.72100,10.06800,10.06800,2.55700,7.51100,7.51100,,7.17900,3.50910,4.03900,2.05000,1.82000,,,22.99210,16.39450,,,,,,,0.54000,0.39090
2020-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,16.7736,17.1624
2020-09-30,44.81400,2.53800,42.27600,35.20800,35.20800,7.06800,7.06800,1.81500,5.25300,5.25300,,5.05100,3.44400,3.70620,1.47000,1.37000,,,20.03630,14.31850,,,,,,,-16.7736,-17.1624
