Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,7.60900,4.85700,,-12.46600,-0.04600,-12.51200,,-12.51200,-12.51200,-12.51200,-12.40000,-12.46600,34.35500,34.35500,-0.36000,-0.36000,6.77920,0.23840,0.31380,,,,,,,,,-39.87510,-42.68270,-26.11180,-30.36820,0.91240,-0.3016,-0.3016
2024-06-30,,,5.11300,3.31800,,-8.43100,-0.03000,-8.46100,,-8.46100,-8.46100,-8.46100,-8.37400,-8.43100,34.31900,34.31900,-0.25000,-0.25000,4.56280,0.17230,0.41730,,,,,,,,,-20.00950,-21.06560,-13.05890,-16.56130,1.23130,-0.0864,-0.0864
2024-03-31,,,2.79900,3.18300,,-5.98200,-0.51200,-6.49400,,-6.49400,-6.49400,-6.49400,-5.92500,-5.98200,25.04800,25.04800,-0.26000,-0.26000,3.29120,,0.34770,,,,,,,,,-13.13090,-13.73490,-9.27330,-13.13090,1.44390,-0.21110,-0.21110
2023-12-31,,,2.11400,2.27200,,-4.38600,-1.09000,-5.47600,,-5.47600,-5.47600,-5.47600,-4.32900,-4.38600,19.82700,19.82700,-0.23000,-0.23000,0.81590,-0.00420,-11.55460,,,,,,,,,378.17390,148.84480,-28.26910,379.75040,-0.06840,-0.2825,-0.2829
2023-09-30,,,3.58100,2.99100,,-6.57200,-0.53600,-7.10800,,-7.10800,-7.10800,-7.10800,-6.51400,-6.57200,21.12700,21.12700,-0.34000,-0.34000,5.36430,0.80060,4.03120,,,,,,,,,-176.02790,-405.70770,-29.20660,-35.09260,0.19080,-0.1658,-0.1665
2023-06-30,,,4.58500,3.12900,,-7.71400,-0.52500,-8.23900,,-8.23900,-8.23900,-8.23900,-7.65900,-7.71400,19.04900,19.04900,-0.43000,-0.43000,7.65270,0.61920,1.63200,,,,,,,,,-84.94700,-111.98860,-28.49390,-32.35040,0.45950,-0.3229,-0.3229
2023-03-31,,,5.53400,3.04400,,-8.57800,-0.41400,-8.99200,,-8.99200,-8.99200,-8.99200,-8.52000,-8.57800,17.91800,17.91800,-0.50000,-0.50000,0.89770,0.10870,37.20770,,,,,,,,,-2029.74800,460.18440,-43.23490,-1809.25600,0.02470,-0.46340,-0.46340
2022-12-31,,,8.61400,2.24800,,-10.86200,-0.37000,-11.23200,,-11.23200,-11.23200,-11.23200,-10.79700,-10.86200,10.59300,10.59300,-0.77000,-0.77000,1.26530,0.00820,1.95090,,,,,,,,,-135.27650,-191.96710,-37.47620,-134.16150,0.46390,-0.8206,-0.8206
2022-09-30,,,9.86900,2.77000,,-12.63900,-0.43800,-13.07700,,-13.07700,-13.07700,-13.07700,-12.58400,-12.63900,9.69400,9.69400,-1.35000,-1.35000,3.03020,0.93790,15.12070,,,,,,,,,-1252.58500,892.62710,-55.12370,-77.80690,0.10750,-1.1589,-1.1589
2022-06-30,,,7.20700,2.86600,,-10.07300,-0.39500,-10.46800,,-10.46800,-10.46800,-10.46800,-10.01700,-10.07300,9.64800,9.64800,-1.08000,-1.08000,5.81230,0.54010,1.17740,,,,,,,,,-79.50780,-98.73610,-30.80180,-36.56820,1.35980,-0.8504,-0.8504
2022-03-31,,,4.38800,2.83800,,-7.22600,-0.34700,-7.57300,,-7.57300,-7.57300,-7.57300,-7.16600,-7.22600,9.45900,9.45900,-0.80000,-0.80000,9.39950,0.41450,0.71060,,,,,,,,,-35.33340,-40.25410,-18.64630,-20.68900,2.26230,-0.71670,-0.71670
2021-12-31,,,4.50600,2.60900,,-7.11500,-0.03600,-7.15100,,-7.15100,-7.15100,-7.15100,-7.05300,-7.11500,8.12000,8.12000,-0.54000,-0.54000,9.80090,0.34730,0.53470,,,,,,,,,-25.50100,-28.19020,-15.04970,-16.64340,2.96650,-1.063,-1.063
2021-09-30,,,4.59100,2.10200,,-6.69300,0.00200,-6.69100,,-6.69100,-6.69100,-6.69100,-6.63200,-6.69300,9.45200,9.45200,-0.71000,-0.71000,11.29160,0.00070,0.00270,,,,,,,,,-19.28240,-20.92970,-17.70150,-19.26970,3.67040,-0.4617,-0.4617
2021-06-30,,,9.22700,2.07500,,-11.30200,-0.00900,-11.31100,,-11.31100,-11.31100,-11.31100,-11.23900,-11.30200,7.39100,7.39100,-1.53000,-1.53000,9.08590,0.00100,0.00270,,,,,,,,,-27.68640,-29.71260,-24.82390,-27.65860,4.32230,-1.0487,-1.0487
2021-03-31,,,5.64200,2.34200,,-7.98400,-0.01500,-7.99900,,-7.99900,-7.99900,-7.99900,-7.92000,-7.98400,6.13200,6.13200,-1.30000,-1.30000,8.65970,0.00200,0.00420,,,,,,,,,-26.58540,-29.35950,-23.76270,-26.53330,4.89240,-1.05220,-1.05220
2020-12-31,,,2.34700,2.37400,,-4.72100,-0.00300,-4.72400,,-4.72400,-4.72400,-4.72400,-4.65700,-4.72100,2.71900,2.71900,-0.45000,-0.45000,12.59800,0.00210,0.00450,,,,,,,,,-12.66960,-13.73740,-11.72270,-12.64350,6.10050,-1.6128,-1.614
2020-09-30,,,1.89100,1.86300,,-3.75400,-0.01000,-3.76400,,-3.76400,-3.76400,-3.76400,-3.68900,-3.75400,3.28900,3.28900,-1.14000,-1.14000,13.02060,0.00360,0.00870,,,,,,,,,-14.66020,-16.56620,-13.62930,-14.60670,7.10040,0.4755,0.4785
2020-06-30,,,1.10300,1.81500,,-2.91800,-0.00400,-2.92200,,-2.92200,-2.92200,-2.92200,-2.85300,-2.91800,1.74400,1.74400,-1.68000,-1.68000,6.99230,0.00750,0.01890,,,,,,,,,-20.09900,-25.34700,-17.75430,-19.94810,7.50150,-0.9346,-0.9414
2020-03-31,,,1.54100,1.81600,,-3.35700,0.03700,-3.32000,,-3.32000,-3.32000,-3.32000,-3.29600,-3.35700,1.54700,1.54700,-2.15000,-2.15000,8.35620,0.00780,0.02100,,,,,,,,,-22.15550,-27.85240,-19.94350,-21.98240,9.55890,-2.88360,-2.88490
2019-12-31,,,1.76300,1.44600,,-3.20900,0.01500,-3.19400,,-3.19400,-3.19400,-3.19400,-3.14700,-3.20900,0.41200,0.41200,-3.01000,-3.01000,6.04180,0.00870,0.02010,,,,,,,,,-17.69530,-21.39460,-15.15320,-17.54080,12.24560,-7.7913,-7.7916
2019-09-30,,,1.82400,1.89300,,-3.71700,0.04400,-3.67300,,-3.67300,-3.67300,-3.67300,-3.65500,-3.71700,0.40500,0.40500,-9.07000,-9.07000,2.43360,0.02540,0.05040,,,,,,,,,-45.11730,-73.99280,-31.96140,-43.97220,20.09380,-4.8559,-4.8396
2019-06-30,,,2.03200,1.63000,,-3.66200,0.03800,-3.62400,,-3.62400,-3.62400,-3.62400,-3.59700,-3.66200,0.35950,0.35950,-10.08000,-10.08000,3.61510,0.00170,0.00310,,,,,,,,,-31.50210,-43.81570,-24.56120,-31.44740,28.41200,-9.7364,-9.7204
2019-03-31,,,4.05500,1.88500,,-5.94000,0.03600,-5.90400,,-5.90400,-5.90400,-5.90400,-5.87500,-5.94000,0.33610,0.33610,-17.60000,-17.60000,2.63340,0.00230,0.00390,,,,,,,,,-57.94480,-85.55280,-40.71440,-57.80870,30.31990,-14.54840,-14.70910
2018-12-31,,,2.08100,1.62800,,-3.70900,0.07200,-3.63700,,-3.63700,-3.63700,-3.63700,-3.64700,-3.70900,0.17550,0.17550,26.91000,26.91000,4.75140,0.00080,0.00150,,,,,,,,,-23.01610,-29.19410,-19.05790,-22.99860,47.02280,-29.2866,-29.377
2018-09-30,,,1.54100,1.75300,,-3.29400,0.05400,-3.24000,,-3.24000,-3.24000,-3.24000,-3.22800,-3.29400,0.22670,0.22670,-14.20000,-14.20000,4.56410,0.00110,0.00180,,,,,,,,,-22.87490,-30.09750,-18.90210,-22.85070,57.80050,22.3683,22.5935
2018-06-30,,,1.04500,1.75100,,-2.79600,0.00800,-2.78800,,-2.78800,-2.78800,-2.78800,-2.72800,-2.79600,0.07650,0.07650,-36.40000,-36.40000,5.64200,0.00110,0.00180,,,,,,,,,-16.95660,-21.46760,-14.50570,-16.93800,77.57490,-17.6786,-18.1794
2018-03-31,,,1.20100,1.81300,,-3.01400,-0.00800,-3.02200,,-3.02200,-3.02200,-3.02200,-2.92800,-3.01400,0.06220,0.06220,-48.60000,-48.60000,2.04750,,,,,,,,,,,-49.20220,-114.86130,-35.72100,-49.20220,96.36020,-35.92920,-35.76830
2017-12-31,,,2.15300,1.62800,,-3.78100,0.04200,-3.73900,-0.12300,-3.61600,-3.61600,-3.74000,-3.69000,-3.78100,0.02400,0.02400,3243.00000,3243.00000,2.93490,,0.00340,,,,,,,,,-45.89420,-83.83960,-36.55480,-45.89420,131.86610,-228.5493,-228.5493
2017-09-30,,,0.82500,1.55000,,-2.37500,-7.02500,-9.40000,-2.92800,-6.47200,-6.47200,-6.47200,-2.29500,-2.37500,0.03620,0.03620,-179.20000,-179.20000,3.70060,0.00150,0.00440,,,,,,,,,-60.58790,-91.67140,-49.67380,-60.49730,186.04890,-137.8778,-137.8778
