Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1995.30600,1502.42500,492.88120,308.07010,-66.03380,374.10400,118.77730,-326.14160,-207.36430,-71.98240,-135.38190,,-135.38190,,-151.51280,443.39810,118.77730,1326.09400,1326.09400,-0.11430,-0.11430,1.33660,0.73500,3.38900,24.70200,5.95280,5.95280,-10.39260,-7.59350,0.11420,0.79100,2.57930,34.89350,-4.92860,-15.58750,-0.77510,-1.30600,2.07140,0.6938,0.2266
2024-06-30,2084.94100,1512.24100,572.70000,299.81890,21.76710,282.38200,290.31810,-267.68660,22.63140,65.28390,-42.65250,,-42.65250,,-42.65250,289.28050,290.31810,,,,0.00000,1.28650,0.71890,3.09540,27.46840,13.92450,13.92450,1.08550,-2.04570,0.11650,0.79360,2.49380,36.08980,-1.35470,-3.72710,-0.23830,-0.38080,2.37430,0,0
2024-03-31,1961.05300,1518.68500,442.36780,280.32320,-59.76080,343.51500,98.85330,-208.20070,-109.34740,-12.50370,-96.84380,,-96.84380,,-96.84380,279.73590,98.85330,,,,0.00000,1.29280,0.65420,2.34770,22.55770,5.04080,5.04080,-5.57600,-4.93840,0.10580,0.78190,2.12150,42.42320,-2.42760,-5.17670,-0.52230,-0.83950,3.00830,0.00000,
2023-12-31,2424.16800,1680.43400,743.73400,248.84670,-158.47970,402.19900,341.53470,-94.66320,246.87180,83.70150,163.17030,,163.17030,,38.92140,510.08820,341.53470,1326.09400,1326.09400,-0.07610,-0.07610,1.32220,0.65420,2.27890,30.68000,14.08870,14.08870,10.18380,1.60560,0.13220,0.87780,2.41390,37.28470,4.13840,10.53000,0.89000,1.43090,2.97330,1.1015,0.4357
2023-09-30,2278.40600,1703.87900,574.52650,237.55650,-23.20770,263.89700,310.62980,-223.78580,86.84400,68.24940,18.59460,,18.59460,,18.59460,492.71590,310.62980,,,,0.00000,1.53320,0.65120,2.16780,25.21620,13.63370,13.63370,3.81160,0.81610,0.12580,0.89620,2.12940,42.26540,0.45170,0.45170,0.10270,0.15760,3.10430,-0.2542,-0.0021
2023-06-30,2219.80100,1766.62300,453.17720,218.50970,-25.86770,244.37800,208.79990,-217.87860,-9.07890,-66.30510,57.22620,,57.22620,,37.08780,380.42440,208.79990,1325.98500,1325.98500,0.02800,0.02800,1.52570,0.63620,2.02090,20.41520,9.40620,9.40620,-0.40900,1.67080,0.13100,0.91980,2.35920,38.14810,1.37390,3.24230,0.33780,0.49990,3.14090,0.2542,0.0021
2023-03-31,2178.84800,1554.14400,624.70370,194.43080,-320.66800,517.09400,107.60990,-224.86270,-117.25290,41.08760,-158.34050,,-158.34050,,-158.34050,262.18770,107.60990,,,,0.00000,1.59820,0.63140,1.95260,28.67130,4.93880,4.93880,-5.38140,-7.26720,0.13070,0.78890,2.08610,43.14290,-3.79180,-8.37010,-0.94990,-1.39770,3.14900,0.00000,
2022-12-31,2114.03800,1489.21000,624.82740,238.85330,-181.13030,413.63700,211.19030,-210.34100,0.84930,-37.58680,38.43610,,38.43610,,-45.47410,211.19030,211.19010,1327.02900,1327.02900,0.19660,0.19660,1.36210,0.62090,1.87560,29.55610,9.98990,9.98990,0.04020,-2.15110,0.12790,0.68100,2.14050,42.04620,0.90960,1.98780,0.23250,0.34490,3.18660,0.2982,-0.1911
2022-09-30,2079.15700,1594.88500,484.27230,150.11090,-134.73110,287.06900,197.20310,-42.95540,154.24770,108.90750,45.34020,,45.34020,,45.34020,197.20310,197.20310,,,,0.00000,1.45490,0.57510,1.56280,23.29180,9.48480,9.48480,7.41880,2.18070,0.13190,0.80150,2.65860,33.85240,0.99890,1.56780,0.28760,0.42440,,0.1507,0.3865
2022-06-30,2146.99500,1536.28200,610.71370,130.16630,-129.59180,261.84500,348.86840,-169.79510,179.07330,104.02520,75.04810,,75.04810,,40.09660,348.86840,348.86840,1326.38300,1326.38300,0.03020,0.03020,1.68200,0.55560,1.45660,28.44500,16.24920,16.24920,8.34060,1.86760,0.13750,0.71570,2.57280,34.98200,1.54810,2.38120,0.48070,0.68800,3.65580,-0.1507,-0.3865
