Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,6374.98800,5963.51300,411.47560,196.80340,-14.40540,211.20800,200.26710,-18.84870,181.41790,55.49240,125.92550,,125.92550,,117.48020,271.34990,200.26710,1103.87200,1119.90700,0.10640,0.10490,1.57070,0.43110,0.99930,6.45450,3.14150,3.14150,2.84580,1.84280,0.89920,6.97450,6.22420,14.45970,4.55040,5.29640,1.77620,2.58880,2.53680,0.1183,-0.109
2024-06-30,6197.10000,5793.19000,403.91020,221.80210,-9.80400,231.60600,172.30370,-41.27890,131.02550,36.90910,94.11640,,94.11640,,83.90450,253.56080,172.30370,1103.37100,1119.41000,0.07610,0.07500,1.55120,0.43380,1.01850,6.51770,2.78040,2.78040,2.11430,1.35390,0.84360,7.57860,5.19120,17.33690,3.30700,3.81400,1.28120,1.87230,2.55150,0.2281,0.3214
2024-03-31,6136.93300,5720.77400,416.15870,203.87860,-20.38770,224.26600,191.89260,-57.71370,134.17870,42.22420,91.95450,,91.95450,,87.11460,275.16280,191.89260,1099.01900,1111.62600,0.07930,0.07840,1.67740,0.41840,1.00380,6.78120,3.12680,3.12680,2.18640,1.41950,0.83020,6.48100,4.55260,19.76910,3.16810,3.64250,1.24390,1.84250,2.60220,-0.10410,-0.14710
2023-12-31,6736.02000,6123.68100,612.33890,238.49100,-14.66630,253.15700,359.18160,-34.68100,324.50220,103.64970,220.85250,,220.85250,,217.91840,450.01490,359.18360,1095.46900,1104.94200,0.19880,0.19670,1.66070,0.43920,0.94740,9.09050,5.33230,5.33230,4.81740,3.23510,0.87920,7.12410,4.98710,18.04640,7.85900,9.60800,2.88250,4.40740,2.57930,0.3106,0.2827
2023-09-30,6652.62800,6066.02400,586.60400,230.73480,-32.60480,263.34000,323.26420,-61.62780,261.63670,79.11020,182.52660,,182.52660,,177.12210,336.58590,323.26420,1095.19000,1104.25600,0.16170,0.16040,1.81440,0.46060,1.05030,8.81760,4.85920,4.85920,3.93280,2.66240,0.89220,7.56760,4.99420,18.02100,6.72970,8.11880,2.44790,3.62980,2.48950,0.3531,0.3374
2023-06-30,5977.69300,5639.89500,337.79830,200.59020,-33.57580,234.16600,103.63230,-43.46110,60.17160,11.95600,48.21560,,48.21560,,43.20300,274.77110,103.63230,1095.03700,1104.11000,0.03950,0.03950,1.96560,0.47570,1.12820,5.65100,1.73370,1.73370,1.00660,0.72270,0.86330,7.57290,5.11620,17.59120,1.89340,2.26560,0.69630,0.99270,2.33740,0.1581,0.1497
2023-03-31,5881.21200,5551.51400,329.69820,185.74230,-15.48340,201.22600,128.47270,-57.97060,70.50220,17.79090,52.71130,,52.71130,,50.44750,206.15550,128.47270,1095.17500,1104.64800,0.04610,0.04570,1.87160,0.47880,1.08200,5.60600,2.18450,2.18450,1.19880,0.85780,0.90370,7.62420,5.34990,16.82290,2.21370,2.65820,0.80990,1.15370,2.13520,-0.12390,-0.16250
2022-12-31,6800.98800,6335.87500,465.11330,188.69450,-8.80070,197.49400,267.61870,-39.65480,227.96310,67.45450,160.50860,,160.50860,-1.57040,156.29120,355.64990,267.61910,1091.99000,1098.69200,0.14290,0.14200,1.45420,0.44310,1.09030,6.83890,3.93500,3.93500,3.35190,2.29810,0.96350,6.66720,5.64990,15.92960,6.80610,8.07910,2.27390,3.79010,2.16550,0.2689,0.7536
2022-09-30,7497.43500,7194.81200,302.62350,171.23120,-23.98810,195.21900,107.40430,-64.08630,43.31790,8.91490,34.40300,,34.40300,-18.64840,13.94770,172.86270,107.40430,1091.25400,1097.33100,0.01280,0.01270,1.53080,0.47000,1.21050,4.03640,1.43250,1.43250,0.57780,0.18600,1.15340,8.70130,6.95910,12.93280,1.58560,1.89870,0.52930,0.84040,1.99230,0.2339,-0.2537
2022-06-30,7493.89000,7117.59100,376.29880,194.01880,-16.51940,210.53800,165.76030,-99.75210,66.00850,-14.66960,80.67810,,80.67810,12.78070,92.02260,244.82250,165.76030,1090.92000,1096.83900,0.08430,0.08390,1.56710,0.48450,1.28660,5.02140,2.21190,2.21190,0.88080,1.22800,1.01610,5.82770,6.82530,13.18620,3.51600,4.16130,1.09390,1.81240,2.05770,0.057,0.4335
