Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1315.87000,1014.17500,301.69470,166.90100,,189.93900,111.75560,-19.08700,92.66900,20.16500,72.50400,72.50400,,72.50400,145.23960,111.75590,61.04900,61.48400,1.20000,1.18000,1.48670,0.37210,0.61430,22.92740,8.49290,8.49290,7.04240,5.51000,0.31850,1.48720,60.51640,3.93440,-12.70610,1.75490,2.47050,30.53450,2.6551,2.1376
2024-06-30,1314.92900,982.61500,332.31400,167.03300,,190.57500,141.73900,-21.36400,120.37500,30.62300,89.75200,89.75200,,89.75200,174.50800,141.73900,61.07900,61.38100,1.47000,1.46000,1.58560,0.37700,0.62720,25.27240,10.77920,10.77920,9.15450,6.82560,0.32870,1.52910,58.85740,4.93490,-14.59450,2.24390,3.07430,30.09770,3.2571,2.6889
2024-03-31,1348.35700,1030.76800,317.58910,168.45400,,190.09500,127.49410,-19.54400,107.95000,27.44000,80.51000,80.51000,,80.51000,157.94110,127.49410,61.37100,61.62200,1.31000,1.31000,1.53480,0.38530,0.67620,23.55380,9.45550,9.45550,8.00600,5.97100,0.33370,1.44960,62.08700,4.49990,-12.05380,1.99230,2.76620,29.31240,2.1171,1.707
2023-12-31,1327.04100,1026.98700,300.05400,169.19500,,192.54400,107.51000,-21.99500,85.51500,21.36700,64.14800,64.14800,,64.14800,139.87100,107.51000,61.32200,61.53500,1.05000,1.04000,1.68540,0.41570,0.76420,22.61080,8.10150,8.10150,6.44400,4.83390,0.33040,1.51440,59.42790,3.73430,-8.62670,1.59700,2.18190,28.14650,0.35110,-0.01040
2023-09-30,1259.95300,969.05910,290.89390,167.77800,,191.76990,99.12420,-20.94900,78.17500,19.02900,59.14600,59.14600,,59.14600,141.35010,99.12400,61.12500,61.45000,0.98000,0.96000,1.45980,0.41090,0.74950,23.08770,7.86730,7.86730,6.20460,4.69430,0.31610,1.49380,60.24720,3.54630,-7.25690,1.48390,2.08920,27.34250,2.3572,1.8377
2023-06-30,1188.67700,924.31300,264.36400,182.54500,,205.97600,58.38790,-22.03100,36.35700,5.49400,30.86300,30.86300,,30.86300,93.19100,58.38790,61.14100,61.54400,0.50000,0.50000,1.45770,0.42830,0.80230,22.24020,4.91200,4.91200,3.05860,2.59640,0.30150,1.42710,63.06590,1.89010,-3.52320,0.78270,1.08060,26.86320,-0.0934,-0.4999
2023-03-31,1206.85200,978.24900,228.60300,142.44800,,166.09800,62.50500,-20.18100,42.32400,10.53600,31.78800,31.78800,,31.78800,100.79700,62.50500,61.12000,61.38300,0.52000,0.52000,1.39740,0.42930,0.80510,18.94210,5.17920,5.17920,3.50700,2.63400,0.30950,1.59940,56.26940,1.98460,-3.41930,0.81530,1.13260,26.35110,5.0521,4.7587
2022-12-31,1249.24600,1004.49900,244.74690,146.45200,,169.97000,74.77700,-21.34000,53.43700,13.44200,39.99500,39.99500,,39.99500,111.60900,74.77700,61.11700,61.19600,0.65000,0.65000,1.68330,0.48470,0.98950,19.59160,5.98580,5.98580,4.27750,3.20150,0.29500,1.22650,73.37860,2.52970,-4.06020,0.94440,1.30360,26.01450,-2.20050,-2.45700
2022-09-30,1177.03100,904.04800,272.98270,146.99100,,158.45900,114.52380,-16.84000,97.68400,28.61700,69.06700,69.06700,,69.06700,150.55880,114.52400,61.77400,61.96900,1.12000,1.13000,1.33300,0.45480,0.87520,23.19250,9.72990,9.72990,8.29920,5.86790,0.29480,1.45440,61.87950,4.45770,-6.67350,1.72980,2.43040,25.49400,1.9281,1.8367
2022-06-30,1125.78500,915.56400,210.22100,132.97400,,155.66400,54.55700,-13.28800,41.26900,9.93400,31.33500,31.33500,,31.33500,86.57200,54.55700,61.60700,61.75600,0.51000,0.51000,1.46750,0.48330,0.97460,18.67330,4.84610,4.84610,3.66580,2.78340,0.27740,1.27410,70.64010,2.05940,-2.87090,0.77220,1.06410,24.98300,0.9559,0.7735
2022-03-31,1177.32600,948.87500,228.45100,130.30700,,153.16300,75.28800,-8.72300,66.56500,16.46900,50.09600,50.09600,,50.09600,108.62600,75.28800,62.22700,62.38100,0.81000,0.80000,1.44770,0.47160,0.93120,19.40420,6.39480,6.39480,5.65390,4.25510,0.28660,1.30750,68.83380,3.22320,-4.64830,1.21960,1.70300,25.22670,1.8399,1.5742
