Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,844.00000,32.00000,812.00000,507.00000,241.00000,,748.00000,64.00000,,64.00000,-43.00000,107.00000,107.00000,107.00000,108.00000,64.00000,1049.00000,1063.00000,0.10000,0.10000,4.52060,96.20850,7.58290,7.58290,7.58290,12.67770,0.10440,0.83900,107.27490,1.77980,2.55550,1.32330,1.77980,5.72030,0.0064,-0.0434
2024-06-30,939.00000,33.00000,906.00000,485.00000,239.00000,,724.00000,182.00000,62.00000,244.00000,21.00000,223.00000,223.00000,223.00000,225.00000,182.00000,1044.00000,1060.00000,0.21000,0.21000,3.60560,96.48560,19.38230,19.38230,25.98510,23.74870,0.11920,1.16790,77.06070,3.93780,5.74890,2.82990,3.93780,5.40360,-0.27360,-0.30090
2024-03-31,928.00000,41.00000,887.00000,584.00000,281.00000,,865.00000,22.00000,36.00000,58.00000,-166.00000,224.00000,224.00000,224.00000,60.00000,22.00000,1027.44300,1044.49700,0.23000,0.22000,2.78870,95.58190,2.37070,2.37070,6.25000,24.13790,0.11710,1.18820,75.74350,4.23040,6.36730,2.82580,4.23040,5.09130,0.6403,0.6294
2023-12-31,824.00000,36.00000,788.00000,432.00000,216.00000,-6.00000,654.00000,134.00000,12.00000,146.00000,59.00000,87.00000,87.00000,87.00000,176.00000,134.00000,1026.89400,1048.88800,0.08000,0.08000,4.18940,95.63110,16.26210,16.26210,17.71850,10.55830,0.11580,1.03130,87.26940,1.73860,2.70780,1.22280,1.73860,4.86740,0.2931,0.2744
2023-09-30,806.00000,46.00000,760.00000,626.00000,290.00000,,916.00000,-156.00000,37.00000,-119.00000,-9.00000,-110.00000,-110.00000,-110.00000,-115.00000,-156.00000,1025.00000,1025.00000,-0.11000,-0.11000,4.32960,94.29280,-19.35480,-19.35480,-14.76430,-13.64760,0.11840,0.93290,96.47640,-2.30460,-3.65330,-1.61530,-2.30460,4.65550,0.221,0.1878
2023-06-30,675.00000,31.00000,644.00000,337.00000,196.00000,,533.00000,111.00000,16.00000,127.00000,22.00000,105.00000,105.00000,105.00000,152.00000,111.00000,1025.00000,1029.00000,0.10000,0.10000,3.42180,95.40740,16.44440,16.44440,18.81480,15.55560,0.10070,0.75250,119.60000,2.48760,4.32810,1.56720,2.48760,4.11710,-0.11080,-0.13610
2023-03-31,633.00000,27.00000,606.00000,381.00000,275.00000,-1.00000,656.00000,-50.00000,55.00000,5.00000,2.00000,3.00000,3.00000,3.00000,-10.00000,-50.00000,1025.23400,1027.50500,0.00000,0.00000,2.59500,95.73460,-7.89890,-7.89890,0.78990,0.47390,0.09220,0.63360,142.03790,0.07410,0.13080,0.04370,0.07410,3.95130,0.4702,0.4545
2022-12-31,724.00000,29.00000,695.00000,286.00000,163.00000,-2.00000,451.00000,244.00000,-16.00000,228.00000,46.00000,182.00000,182.00000,182.00000,287.00000,244.00000,1025.23400,1027.91900,0.18000,0.18000,,95.99450,33.70170,33.70170,31.49170,25.13810,,,,,,,,,0.3999,0.3903
2022-09-30,630.00000,25.00000,605.00000,248.00000,172.00000,-2.00000,422.00000,183.00000,-31.00000,152.00000,38.00000,114.00000,114.00000,114.00000,228.00000,183.00000,1025.23400,1027.04800,0.11000,0.11000,,96.03180,29.04760,29.04760,24.12700,18.09520,,,,,,,,,0.0743,0.049
2022-06-30,692.00000,25.00000,667.00000,218.00000,153.00000,-2.00000,373.00000,294.00000,-8.00000,286.00000,61.00000,225.00000,225.00000,225.00000,336.00000,294.00000,1025.23400,1025.90200,0.22000,0.22000,,96.38730,42.48560,42.48560,41.32950,32.51450,,,,,,,,,-0.22520,-0.23690
2022-03-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
