,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2025-03-04,2025-01-31,$0.01,$-0.05
1,2024-11-26,2024-10-31,$0.01,$0.08
2,2024-08-28,2024-07-31,$0.23,$0.24
3,2024-06-04,2024-04-30,$0.21,$0.20
4,2024-03-05,2024-01-31,$0.18,$0.24
5,2023-11-28,2023-10-31,$0.09,$0.16
6,2023-08-30,2023-07-31,$-0.01,$0.06
7,2023-05-31,2023-04-30,$-0.10,$0.03
8,2023-03-07,2023-01-31,$-0.16,$-0.17
9,2022-11-29,2022-10-31,$-0.23,$-0.20
10,2022-08-30,2022-07-31,$-0.17,$-0.19
11,2022-06-02,2022-04-30,$-0.19,$-0.13
12,2022-03-09,2022-01-31,$-0.15,$-0.09
13,2021-12-01,2021-10-31,$-0.13,$-0.19
14,2021-08-31,2021-07-31,$-0.14,$-0.21
15,2021-06-03,2021-04-30,$-0.15,$-0.14
16,2021-03-16,2021-01-31,$-0.07,$-0.08
17,2020-12-02,2020-10-31,$-0.15,$-0.10
18,2020-09-02,2020-07-31,$-0.12,$-0.13
19,2020-06-02,2020-04-30,$-0.15,$-0.09
20,2020-03-19,2020-01-31,$-0.18,$-0.14
21,2019-12-05,2019-10-31,$-0.19,$-0.17
22,2019-09-05,2019-07-31,$-0.43,$-0.41
23,2019-07-18,2019-04-30,$-0.53,$-0.55
