Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.62740,5.37870,,-6.00620,0.01540,-5.99070,-5.99070,-5.99070,-5.99070,-6.00620,-6.00620,29.61000,29.61000,-0.20000,-0.20000,1.73690,,-1355.14300,-1355.14200,-574.93470,-1355.14300,0.01490,-0.0339,-0.0339
2024-06-30,0.59480,0.87970,,-1.47450,0.02550,-1.44900,-1.44900,-1.44900,-1.44900,-1.47450,-1.47450,29.61000,29.61000,-0.05000,-0.05000,3.93470,,-92.43640,-92.43640,-68.94360,-92.43640,0.05290,-0.0471,-0.0471
2024-03-31,0.80400,0.74150,-0.37050,-1.91610,-4.33850,-6.25460,-6.25460,-6.25460,-6.25460,2.42250,-1.91610,27.76800,27.76800,-0.23000,-0.23000,7.19990,,-207.34160,-207.34170,-178.54380,-207.34170,0.10190,-0.06980,-0.06980
2023-12-31,0.20380,0.39530,-0.47950,-1.07860,-8.24860,-9.32720,-9.32720,-9.32720,-9.32720,-0.33530,-1.07860,27.30500,29.01800,-0.34000,-0.31000,0.32590,0.02940,-271.28160,-271.28160,-195.38480,-271.28160,0.12020,-0.0307,-0.0307
2023-09-30,0.26260,0.10220,-0.58940,-0.95420,-0.75720,-1.71130,-1.71130,-1.71130,-1.71130,-0.21040,-0.95420,27.09700,27.09700,-0.06000,-0.06000,,,,,,,,-0.0739,-0.0739
2023-06-30,0.66760,0.06010,-0.69860,-1.42630,-0.12410,-1.55040,-1.55040,-1.55040,-1.55040,-1.42630,-1.42630,27.09700,27.09700,-0.06000,-0.06000,,,,,,,,-0.001,-0.001
2023-03-31,0.44030,0.04260,,-0.48290,,-0.48290,-0.48290,-0.48290,-0.48290,-0.48290,-0.48290,26.89300,26.89300,-0.02000,-0.02000,,,,,,,,-0.02740,-0.02740
2022-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,0,0
