Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,82.43350,20.29250,62.14100,16.45870,-9.21560,43.04490,19.09610,-9.66750,9.42860,9.42860,9.42860,9.42860,52.71070,19.09610,42.49200,42.60100,0.22000,0.22000,4.22460,0.32550,0.53210,75.38320,23.16550,23.16550,11.43780,11.43780,0.04430,8.34830,1.33010,67.66430,0.86640,0.86640,0.50660,0.58440,25.42400,1.3108,1.2749
2024-06-30,114.35300,21.28530,93.06780,10.42410,-9.99920,37.59420,55.47350,-4.18540,51.28810,51.28810,51.28810,51.28810,72.96200,55.47350,40.90520,41.11570,1.25000,1.25000,4.59890,0.32470,0.52870,81.38640,48.51080,48.51080,44.85070,44.85070,0.05980,8.96210,1.42990,62.93960,4.57990,4.57990,2.68270,3.09290,26.27620,1.00270,0.97220
2024-03-31,141.39150,20.82780,120.56380,8.54790,-12.05290,38.18480,82.37900,-3.13880,79.24020,79.24020,79.24020,79.24020,108.11400,82.37900,40.27500,40.45100,1.96000,1.96000,3.62310,0.35020,0.59120,85.26950,58.26300,58.26300,56.04310,56.04310,0.07690,8.70230,2.66710,33.74410,7.74180,7.74180,4.31200,5.03090,25.19840,3.8211,3.2052
2023-12-31,163.06450,19.96900,143.09550,7.65950,-7.71440,32.75460,110.34090,-10.36800,99.97290,99.97290,99.97290,99.97290,135.73790,110.34090,40.35000,40.50800,2.48000,2.47000,3.31210,0.36460,0.62810,87.75390,67.66700,67.66700,61.30880,61.30880,0.08960,7.76060,1.43870,62.55620,10.15930,10.15930,5.49200,6.45510,24.23310,1.7336,1.7193
2023-09-30,144.69850,22.19840,122.50010,13.57870,-11.38750,42.01200,80.48810,-3.97540,76.51270,76.51270,76.51270,76.51270,111.41220,80.48810,40.28200,40.40500,1.90000,1.89000,2.63400,0.38510,0.68390,84.65890,55.62470,55.62470,52.87730,52.87730,0.08110,8.26870,2.15980,41.67030,8.28680,8.28680,4.28880,5.09580,22.73710,2.4814,2.3575
2023-06-30,111.56290,20.14080,91.42210,9.21810,-9.92640,35.79980,55.62230,-3.90120,51.72110,51.72110,51.72110,51.72110,72.59220,55.62230,40.13770,40.37880,1.29000,1.28000,2.49880,0.40030,0.72770,81.94670,49.85740,49.85740,46.36050,46.36050,0.06550,8.47130,1.54710,58.17310,5.84020,5.84020,3.03590,3.50220,21.92540,1.56680,1.50870
2023-03-31,133.63500,20.00400,113.63100,7.54930,-6.61100,29.84950,83.78160,-7.76050,76.02100,76.02100,76.02100,76.02100,103.53090,83.78160,40.02600,40.21200,1.90000,1.89000,2.49800,0.40880,0.75230,85.03090,62.69430,62.69430,56.88710,56.88710,0.07820,7.57040,1.75020,51.42150,8.69960,8.69960,4.44850,5.14310,21.63900,2.4409,0.9822
2022-12-31,103.32230,18.34340,84.97890,6.94800,-4.57710,27.48480,57.49410,-6.23040,51.26370,51.26370,51.26370,51.26370,76.05350,57.49410,40.09100,40.25500,1.28000,1.27000,2.71920,0.40810,0.75160,82.24640,55.64540,55.64540,49.61540,49.61540,0.06750,7.02030,1.19850,75.09610,6.12230,6.12230,3.34970,3.62410,20.75110,1.0575,1.0366
2022-09-30,75.96820,18.92230,57.04590,8.17600,-4.79460,28.90810,28.13780,-7.82640,20.31150,20.31150,20.31150,20.31150,50.52570,28.13780,40.02100,40.15900,0.51000,0.51000,2.93320,0.41680,0.77780,75.09180,37.03900,37.03900,26.73680,26.73680,0.05100,8.08050,1.36940,65.72020,2.46090,2.46090,1.36460,1.43510,20.46390,1.2239,1.213
2022-06-30,76.82370,17.84350,58.98030,9.41310,-4.81030,30.03320,28.94700,-4.09930,24.84770,24.84770,24.84770,24.84770,48.11340,28.94700,39.89800,40.12500,0.62000,0.62000,3.21330,0.41750,0.77820,76.77350,37.67980,37.67980,32.34380,32.34380,0.05040,8.14930,1.23010,73.16500,2.94280,2.94280,1.63100,1.71430,21.03670,0.84970,0.62960
2022-03-31,79.58410,18.41210,61.17190,6.96880,-1.06550,23.69520,37.47680,-2.09360,35.38320,35.38320,35.38320,35.38320,58.22240,37.47680,40.20400,40.36500,0.88000,0.88000,3.24650,0.39100,0.72030,76.86460,47.09080,47.09080,44.46020,44.46020,0.04950,8.12410,1.35730,66.31020,3.84540,3.84540,2.20130,2.34200,22.89790,0.7226,1.8632
2021-12-31,68.59980,18.98550,49.61430,5.86750,-4.33660,27.06330,22.55100,-5.97010,16.58090,16.58090,16.58090,16.58090,43.67750,22.55100,39.89100,40.02500,0.42000,0.41000,2.29250,0.35410,0.62350,72.32430,32.87320,32.87320,24.17050,24.17050,0.04490,8.04080,1.44460,62.30160,1.79410,1.79410,1.08500,1.15880,23.02480,0.3809,0.1415
2021-09-30,63.08690,19.49340,43.59350,9.35170,1.64260,24.47820,19.11530,-5.01350,14.10180,14.10180,14.10180,14.10180,38.94810,19.11530,40.01200,40.11500,0.35000,0.35000,1.51560,0.35560,0.62500,69.10080,30.30000,30.30000,22.35300,22.35300,0.04170,10.94950,2.09220,43.01640,1.55490,1.55490,0.93290,1.00200,22.59470,0.9122,1.9157
2021-06-30,62.95070,21.63800,41.31280,8.03880,-2.87520,28.05690,13.25590,-7.38680,5.86910,5.86910,5.86910,5.86910,33.44890,13.25590,40.94500,41.16500,0.14000,0.14000,2.05250,0.35970,0.61710,65.62720,21.05760,21.05760,9.32330,9.32330,0.04020,10.97020,1.43460,62.73500,0.62530,0.62530,0.37510,0.40040,23.18090,0.92480,0.68680
2021-03-31,99.58420,21.17550,78.40870,11.12670,-3.87560,32.11810,46.29060,-2.25720,44.03340,44.03340,44.03340,44.03340,66.43850,46.29060,49.72900,49.82700,0.90000,0.90000,1.86820,0.36300,0.62470,78.73620,46.48390,46.48390,44.21730,44.21730,0.06300,10.54840,1.76590,50.96620,4.65060,4.65060,2.78410,2.96230,22.81890,1.6847,1.6787
2020-12-31,88.47900,19.95470,68.52430,5.54850,-3.84680,26.64880,41.87550,-6.05030,35.82530,35.82530,35.82530,35.82530,62.18550,41.87550,50.25600,50.36800,0.71000,0.71000,2.81430,0.35210,0.59450,77.44700,47.32820,47.32820,40.49010,40.49010,0.05310,9.36710,1.16420,77.30680,3.52690,3.52690,2.15160,2.28500,20.36150,0.6219,0.5814
2020-09-30,54.71030,22.29480,32.41550,5.91280,-3.88620,27.00170,5.41380,-4.87580,0.53800,0.53800,0.53800,0.53800,25.77960,5.41380,50.71170,50.75450,0.01000,0.01000,2.14190,0.36320,0.64120,59.24930,9.89530,9.89530,0.98330,0.98330,0.03270,10.25030,0.98790,91.09810,0.05440,0.05440,0.03210,0.03460,19.44880,0.0721,-0.0002
2020-06-30,73.16530,18.20460,54.96080,11.30300,-4.24760,32.44090,22.51980,-10.35180,12.16800,12.16800,12.16800,12.16800,44.07250,22.51980,50.55400,50.67900,0.24000,0.24000,2.49130,0.37510,0.65410,75.11860,30.77930,30.77930,16.63080,16.63080,0.04310,8.49770,1.51120,59.55360,1.22920,1.22920,0.71710,0.76810,19.39910,1.04510,0.97300
2020-03-31,95.20180,19.70370,75.49810,5.68670,-3.22790,25.72690,49.77110,-20.34580,29.42540,29.42540,29.42540,29.42540,69.16280,49.77110,53.88100,54.11500,0.56000,0.56000,1.64230,0.37330,0.64990,79.30320,52.27960,52.27960,30.90850,30.90850,0.05690,9.87060,1.40690,63.97120,3.01160,3.01170,1.75990,1.88750,19.22270,1.0864,0.9472
2019-12-31,85.43780,20.30980,65.12800,5.03780,-1.62100,23.36930,41.75880,-6.12980,35.62890,35.62890,35.62890,35.62890,59.18920,41.75880,53.94500,54.17700,0.66000,0.66000,1.67140,0.37380,0.66220,76.22850,48.87620,48.87620,41.70160,41.70160,0.05150,9.13810,1.22090,73.71520,3.62810,3.62810,2.14910,2.27180,18.19000,0.927,0.7742
2019-09-30,91.62490,18.24870,73.37620,5.89540,-1.74090,24.10970,49.26640,-8.55450,40.71190,40.71190,40.71190,40.71190,66.47500,49.26640,54.64600,54.76400,0.75000,0.74000,1.51770,0.38660,0.63070,80.08320,53.76970,53.76970,44.43320,44.43320,0.05580,7.85910,1.32350,68.00310,4.26580,4.26580,2.47910,2.61650,17.46530,0.9519,0.902
2019-06-30,61.16560,16.45910,44.70650,6.73580,-1.43170,24.43390,20.27250,-14.19750,6.07510,6.07510,6.07510,6.07510,37.28320,20.27250,54.55300,54.88100,0.11000,0.11000,1.16320,0.40160,0.74080,73.09100,33.14370,33.14370,9.93220,9.93220,0.03780,7.70000,0.93300,96.46720,0.66100,0.66100,0.37520,0.39550,16.69110,0.15840,0.13020
2019-03-31,34.46740,16.92150,17.54590,5.66530,0.39600,21.33730,-3.79140,-12.16210,-15.95360,-15.95360,-15.95360,-15.95360,13.02880,-3.79140,54.51310,54.51310,-0.29000,-0.29000,1.04060,0.40920,0.76270,50.90580,-11.00010,-11.00010,-46.28600,-46.28600,0.02120,8.01340,0.75190,119.69520,-1.74800,-1.74800,-0.98150,-1.03270,16.54370,0.2438,0.2197
2018-12-31,55.11330,17.06090,38.05240,5.15660,-7.15220,28.73910,9.31330,-15.53190,-6.21870,-6.21870,-6.21870,-6.21870,26.53040,9.31330,54.44100,54.44100,-0.11000,-0.11000,1.16810,0.41110,0.76700,69.04400,16.89850,16.89850,-11.28340,-11.28340,0.03320,7.94800,0.96970,92.81170,-0.67050,-0.67050,-0.37470,-0.39490,16.80910,0.0891,0.0607
2018-09-30,40.80750,17.81050,22.99700,5.69210,-1.18600,23.31570,-0.31870,-7.85840,-8.17710,-8.17710,-8.17710,-8.17710,16.92300,-0.31870,54.43180,54.43180,-0.15000,-0.15000,1.15190,0.41540,0.77920,56.35490,-0.78100,-0.78100,-20.03830,-20.03830,0.02430,8.29620,0.96280,93.47710,-0.87690,-0.87690,-0.48700,-0.51270,16.90260,0.0248,0.0046
2018-06-30,27.64430,16.78560,10.85870,7.92030,0.16150,24.02390,-13.16520,-7.43140,-20.59660,-20.59660,-20.59660,-20.59660,3.89310,-13.16520,54.23700,54.23700,-0.38000,-0.38000,1.25000,0.41910,0.78960,39.27990,-47.62350,-47.62350,-74.50570,-74.50570,0.01630,5.92670,0.84240,106.84370,-2.19270,-2.19270,-1.21070,-1.27380,17.02990,-0.19470,-0.19580
2018-03-31,39.03470,16.20470,22.83000,6.69430,0.64350,22.15650,0.67350,-4.13940,-3.46600,-3.46600,-3.46600,-3.46600,19.70010,0.67350,54.04000,54.04000,-0.07000,-0.07000,1.64870,0.41980,0.79120,58.48640,1.72530,1.72530,-8.87930,-8.87930,0.02250,8.05040,1.43420,62.75240,-0.36130,-0.36130,-0.19960,-0.20960,17.41540,0.3045,0.302
2017-12-31,44.54560,16.18100,28.36460,5.53600,0.63390,21.36850,6.99610,-5.32570,1.67040,1.67040,1.67040,1.67040,25.14970,6.99610,54.08600,54.24300,0.03000,0.03000,0.64730,0.38450,0.75620,63.67540,15.70550,15.70550,3.74990,3.74990,0.02610,8.01390,1.38880,64.80530,0.17360,0.17360,0.09790,0.10690,17.45050,0.1572,0.1587
2017-09-30,34.72900,17.01600,17.71310,5.42110,0.63810,21.24770,-3.53470,-8.38040,-11.91510,-11.91510,-11.91510,-11.91510,14.72950,-3.53470,54.07630,54.07630,-0.22000,-0.22000,0.56490,0.38190,0.74950,51.00360,-10.17800,-10.17800,-34.30890,-34.30890,0.02050,6.69260,1.28580,69.99400,-1.24240,-1.24240,-0.70170,-0.76800,17.40020,0.3673,0.3654
2017-06-30,41.02550,17.12470,23.90070,8.53490,0.63390,24.19420,-0.29340,-6.39650,-6.69000,-6.69000,-6.69000,-6.69000,17.09850,-0.29340,53.87530,53.87530,-0.12000,-0.12000,1.21490,0.41030,0.74280,58.25830,-0.71530,-0.71530,-16.30690,-16.30690,0.02400,6.96580,1.09570,82.14290,-0.68990,-0.68990,-0.39130,-0.40680,17.59820,0.23040,0.22520
2017-03-31,47.58520,17.10950,30.47570,5.75140,0.63390,21.23080,9.24490,-7.28810,1.95530,1.95530,1.95530,1.95530,26.24720,9.24490,54.07910,54.07910,0.03000,0.03000,0.74590,0.41200,0.76840,64.04450,19.42800,19.42800,4.10900,4.10900,0.02730,6.62970,1.12050,80.32170,0.20030,0.20030,0.11200,0.11780,17.75360,0.0503,0.0475
2016-12-31,35.73500,18.30760,17.42740,5.16620,0.67080,20.88140,-3.45400,8.49360,5.03960,5.03960,5.03960,5.03960,13.85920,-3.45400,53.84580,53.87930,0.09000,0.09000,0.73030,0.41870,0.78810,48.76840,-9.66550,-9.66550,14.10280,14.10280,0.02030,6.34310,1.37040,65.67270,0.51800,0.51800,0.28630,0.30110,17.69870,0.0826,0.0751
2016-09-30,33.61120,16.80560,16.80570,5.20390,0.55290,21.01650,-4.21080,-2.93630,-7.14560,-7.14560,-7.14560,-7.14560,13.09940,-4.21080,53.87900,53.87900,-0.13000,-0.13000,0.95850,0.42520,0.80800,50.00020,-12.52810,-12.52810,-21.25950,-21.25950,0.01880,8.11610,1.03620,86.85350,-0.73910,-0.73910,-0.40010,-0.42480,17.58680,0.2865,0.284
2016-06-30,50.51580,16.85140,33.66440,5.61130,0.55290,21.25110,12.41330,-13.70440,-1.29110,-1.29110,-1.29110,-1.29110,29.55440,12.41330,54.74100,54.74100,-0.02000,-0.02000,1.12020,0.42900,0.81920,66.64140,24.57310,24.57310,-2.55590,-2.55590,0.02780,7.90390,1.13110,79.57190,-0.13260,-0.13260,-0.07100,-0.07570,17.67440,0.54410,0.52140
2016-03-31,85.33520,17.29370,68.04160,9.83350,1.56180,24.16580,43.87580,-23.71490,20.16090,20.16090,20.16090,20.16090,60.71530,43.87580,56.65800,56.70700,0.36000,0.36000,1.19780,0.43090,0.82450,79.73440,51.41580,51.41580,23.62560,23.62560,0.04630,7.55820,1.56260,57.59700,2.04560,2.04550,1.09440,1.16410,17.56080,1.197,0.2841
2015-12-31,93.28370,18.61240,74.67130,7.50670,0.38360,20.66000,54.01130,0.65000,54.66130,54.66130,54.66130,54.66130,68.46740,54.01130,56.55400,56.59400,0.97000,0.97000,1.11630,0.43420,0.83460,80.04750,57.90000,57.90000,58.59690,58.59690,0.05120,8.76390,1.33150,67.59550,5.60420,5.60420,2.99840,3.17120,17.04420,0.6457,-5.8206
2015-09-30,74.94640,13.00140,61.94500,5.28150,,13.58510,48.35990,-7.14660,41.21330,41.21330,41.21330,41.21330,57.07420,48.35990,57.08200,57.08200,0.72000,0.72000,2.31620,0.34430,0.57080,82.65240,64.52600,64.52600,54.99030,54.99030,0.05040,4.01420,1.42360,63.22220,4.45300,4.45300,2.76960,2.91990,16.03890,0.5249,-4.267
2015-06-30,35.64250,10.27720,25.36530,7.21430,,12.07170,13.29360,0.35930,13.65290,13.65290,13.65290,13.65290,18.37480,13.29360,57.12800,57.12800,0.24000,0.24000,3.98140,0.25230,0.36600,71.16600,37.29710,37.29710,38.30510,38.30510,0.02870,4.33510,1.29270,69.62360,1.53790,1.53790,1.10030,1.14990,15.29120,0.29570,-3.27750
