Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,4.39200,-1.28900,-5.68100,-2.38200,-8.06300,-8.06300,-8.06300,-8.06300,-5.60300,-5.68100,218.03900,218.03900,-0.04000,-0.04000,13.87540,0.00190,-1.22410,-1.22410,-1.16350,-1.22410,3.01740,0.0043,-0.1326
2024-06-30,,4.78000,-1.36100,-6.14100,-0.13500,-6.27600,-6.27600,-6.27600,-6.27600,-6.06200,-6.14100,204.46500,204.46500,-0.03000,-0.03000,20.14480,0.00180,-0.94440,-0.94440,-0.90660,-0.94440,3.04970,-0.0106,-0.1017
2024-03-31,,4.31400,-1.23400,-5.54800,-0.46000,-6.00800,-6.00800,-6.00800,-6.00800,-5.54000,-5.54800,162.04200,162.04200,-0.04000,-0.04000,6.94210,0.00190,-1.47800,-1.47800,-1.37630,-1.47800,2.50690,-0.00950,-0.29650
2023-12-31,,,,,,,,-12.90000,-12.90000,,,161.25000,161.25000,-0.08000,-0.08000,8.38180,0.00210,-3.16590,-3.16590,-2.93520,-3.16590,2.51860,-0.0245,-0.4786
2023-09-30,,2.66700,-0.52000,-3.18700,2.98700,-0.20000,-0.20000,-0.20000,-0.20000,-3.18700,-3.18700,160.04800,160.04800,0.00000,0.00000,,,,,,,,-0.0408,-0.4112
2023-06-30,,3.74300,-1.36200,-5.10500,15.98900,10.88400,10.88400,10.88400,10.88400,-5.10500,-5.10500,160.04800,160.04800,0.07000,0.07000,,,,,,,,-0.0551,-0.3462
2023-03-31,3.76400,1.61500,-0.19500,-5.57400,3.85700,-1.71700,-1.71700,-1.71700,-1.71700,-5.37800,-5.57400,160.04800,160.04800,-0.01000,-0.01000,,,,,,,,-0.11500,-0.17670
2022-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,0,0
