Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,2398.80500,1721.32800,677.47710,84.48720,-7.10640,91.59300,585.88340,-86.06640,499.81680,120.01920,379.79760,,379.79760,379.79760,725.64260,585.88340,551.00000,552.00000,0.63960,0.63960,0.54960,0.41170,0.76530,28.24230,24.42400,24.42400,20.83610,15.83280,0.09680,9.60350,2.97260,30.27650,4.01100,5.80080,1.53300,1.95070,20.74990,0.93690,0.68090
2021-12-31,1970.23000,1345.35400,624.87660,57.10380,-375.66540,432.76800,192.10790,-85.17320,106.93420,42.59230,64.34190,,64.34190,-50.55580,337.63040,192.10770,550.00000,550.00000,0.07270,0.06470,0.52090,0.41620,0.78250,31.71590,9.75050,9.75050,5.42750,-2.56600,0.07850,4.48440,3.04100,29.59580,0.68070,0.99250,0.25640,0.32780,20.83680,1.0287,0.7517
2021-09-30,1707.16600,1165.38400,541.78130,54.01920,247.05840,-193.03880,734.82050,-114.39360,620.42640,153.31920,467.10720,,467.10720,467.10720,870.62510,734.82050,550.00000,551.00000,0.80230,0.80230,0.54270,0.41130,0.76000,31.73570,43.04330,43.04330,36.34250,27.36160,0.06770,4.73230,2.60170,34.59280,4.85030,7.03520,1.85260,2.36430,21.14840,1.2789,1.0047
2021-06-30,1590.94700,1143.13700,447.80980,64.32180,-39.08160,103.40300,344.40650,-77.34900,267.05760,60.25080,206.80680,,206.80680,206.80680,501.74610,344.40650,550.00000,551.00000,0.31800,0.31800,0.68920,0.43460,0.79670,28.14740,21.64790,21.64790,16.78610,12.99900,0.06220,5.08700,2.60190,34.59060,2.15530,3.16350,0.80900,1.00370,21.17960,0.882,0.661
2021-03-31,1615.14100,1117.56700,497.57430,68.71260,-12.63680,81.34900,416.22490,-82.13920,334.08540,81.34940,252.73600,,252.73600,252.73600,554.43980,416.22490,550.00000,550.00000,0.40280,0.40280,0.67190,0.42100,0.75440,30.80680,25.77020,25.77020,20.68460,15.64790,0.06530,7.69020,2.64550,34.01960,2.67560,3.79780,1.02160,1.25750,21.15660,0.65480,0.47240
2020-12-31,1041.72600,836.55000,205.17630,53.54360,-1317.10300,1370.64700,-1165.47000,-43.42260,-1208.89300,-317.58740,-891.30590,,-891.30590,-981.66360,-1042.29300,-1165.47000,550.00000,550.00000,-1.67930,-1.67930,0.55530,0.40630,0.72430,19.69580,-111.87880,-111.87870,-116.04710,-94.23430,0.04440,5.07070,2.10800,42.69500,-9.89290,-13.76350,-3.80050,-4.72100,20.37950,1.0283,0.815
2020-09-30,1224.39100,801.74760,422.64340,42.03920,3.00280,39.03640,383.60700,-62.30810,321.29960,82.57700,238.72260,,238.72260,238.72260,528.28990,383.60700,550.00000,550.00000,0.38290,0.38290,0.71230,0.39040,0.65520,34.51870,31.33040,31.33040,26.24160,19.49730,0.04800,4.92170,2.56040,35.15020,2.30130,3.07130,0.93540,1.15610,22.88820,0.6483,0.3726
2020-06-30,961.75950,633.47710,328.28250,42.56850,14.43000,28.13840,300.14400,-51.94800,248.19600,65.65650,182.53950,,182.53950,182.53950,422.84460,300.14400,550.00000,550.00000,0.28140,0.28140,0.51410,0.37850,0.63630,34.13350,31.20780,31.20780,25.80650,18.97970,0.03940,5.01710,2.48690,36.18900,1.80990,2.41740,0.74870,0.92870,22.21040,0.8231,0.5687
2020-03-31,1401.91600,859.04640,542.86960,45.48770,-12.67690,58.16450,484.70510,-155.85130,328.85370,94.70390,234.14980,,234.14980,205.06750,616.69400,484.70510,549.00000,549.00000,0.37300,0.37300,0.60590,0.37460,0.61760,38.72340,34.57450,34.57450,23.45750,14.62770,0.05510,7.89040,3.52720,25.51600,2.19430,2.91790,0.92060,1.13760,23.40690,0.55690,-0.09640
2019-12-31,1383.47500,927.03030,456.44450,62.08380,-9.81460,71.89850,384.54590,-271.55090,112.99510,0.87850,112.11650,,112.11650,112.11650,487.80830,384.54600,512.00000,514.00000,0.17150,0.16350,0.67740,0.37540,0.60540,32.99260,27.79570,27.79570,8.16750,8.10400,0.05540,9.76300,2.65290,33.92490,1.07700,1.43870,0.44880,0.55410,23.06180,1.0481,0.4335
2019-09-30,1389.43800,925.02960,464.40880,48.48640,1.51520,46.97120,417.43760,-58.33520,359.10240,78.79040,280.31200,,280.31200,280.31200,515.33060,417.43760,512.00000,513.00000,0.50000,0.50000,0.90430,0.35010,0.56170,33.42420,30.04360,30.04360,25.84520,20.17450,0.06490,9.25000,3.16210,28.46240,2.98580,3.54640,1.30850,1.62340,21.91710,0.8146,0.1776
2019-06-30,1436.33200,966.02840,470.30330,56.82520,-0.74770,57.57260,412.73040,-58.32060,354.40980,-142.06300,496.47280,,496.47280,496.47280,502.62710,412.73040,511.00000,513.00000,0.91970,0.91970,0.68490,0.33670,0.53080,32.74340,28.73500,28.73500,24.67470,34.56530,0.06970,13.45830,3.59740,25.01820,5.40360,6.43040,2.40840,2.99410,21.52240,0.9545,0.336
2019-03-31,1533.18700,1090.83500,442.35240,55.67020,-2.25690,57.92700,384.42530,-59.43170,324.99360,89.52370,235.46990,,235.46990,235.46990,478.46280,384.42530,509.00000,511.00000,0.41380,0.41380,0.60090,0.32960,0.52420,28.85180,25.07360,25.07360,21.19730,15.35820,0.07490,9.66670,3.52600,25.52500,2.60860,3.12190,1.15000,1.45510,21.27240,0.89510,0.36360
2018-12-31,1428.24000,791.61450,636.62510,55.23430,-14.62990,69.86440,566.76070,-176.65170,390.11020,111.52280,278.58730,,278.58730,182.14990,651.96770,566.76070,505.00000,509.00000,0.40320,0.41320,0.67990,0.32880,0.52330,44.57420,39.68250,39.68250,27.31410,12.75350,0.06940,5.18220,3.06500,29.36390,3.01390,3.61280,1.35430,1.68260,21.87540,1.0406,0.4906
2018-09-30,1649.43700,1201.67800,447.75940,49.75100,-3.82700,53.57800,394.18140,-52.04720,342.13380,86.49020,255.64360,,255.64360,255.64360,475.69000,394.18140,506.00000,509.00000,0.45900,0.45900,0.69990,0.33670,0.53720,27.14620,23.89790,23.89790,20.74250,15.49880,0.08250,5.62720,3.65250,24.64040,2.86890,3.46540,1.27800,1.57520,21.27540,0.6992,0.2818
2018-06-30,1464.75000,1143.12500,321.62500,62.00000,,62.00000,259.62500,,259.62500,68.97500,190.65000,,190.65000,190.65000,337.87860,259.62500,504.00000,508.00000,0.43000,0.42000,0.58210,0.33320,0.53190,21.95770,17.72490,17.72490,17.72490,13.01590,0.07300,5.97170,3.69140,24.38100,2.11760,2.55900,0.95020,1.16830,21.59080,0.9041,0.5254
2018-03-31,1462.92900,1073.65800,389.27040,48.26320,-2.37360,50.63700,338.63350,13.45040,352.08400,90.98800,261.09600,,261.09600,261.09600,415.37990,338.63350,503.00000,508.00000,0.46680,0.46680,0.94850,0.34940,0.55510,26.60900,23.14760,23.14760,24.06710,17.84750,0.07130,10.12690,3.50850,25.65170,2.85270,3.55450,1.27230,1.53470,22.00570,0.77560,0.27100
2017-12-31,1332.25900,987.10370,345.15500,50.76420,-11.89750,62.66130,282.49350,34.67640,317.16930,-30.10000,347.26930,,347.26930,280.92890,362.95720,282.49310,426.00000,432.00000,0.71770,0.71000,0.89490,0.34520,0.54560,25.90750,21.20410,21.20410,23.80690,21.08670,0.06760,7.61680,3.26480,27.56700,3.94030,4.92810,1.76090,2.12860,21.23880,0.7464,0.4859
2017-09-30,781.94200,566.50900,215.43300,39.09710,-11.96850,51.06560,164.36740,-40.69290,123.67450,38.29920,85.37530,,85.37530,85.37530,245.75670,164.36740,403.00000,404.00000,0.18000,0.18000,0.78280,0.38140,0.61740,27.55100,21.02040,21.02040,15.81630,10.91840,0.06030,4.86300,2.24260,40.13270,1.56800,1.93530,0.65790,0.79440,16.49650,0.6857,-0.151
2017-06-30,870.87270,665.61150,205.26120,46.85310,,46.85310,158.40810,-24.54210,133.86600,41.64720,92.21880,,92.21880,92.21880,215.41710,158.40810,401.00000,403.00000,0.19000,0.19000,0.70980,0.36290,0.57030,23.56960,18.18960,18.18960,15.37150,10.58920,0.07350,8.95000,3.03370,29.66700,1.78800,2.20330,0.77840,0.93570,15.58080,0.6538,-0.19
2017-03-31,1131.88900,844.00520,287.88360,45.33600,2.26680,43.06920,244.81440,-22.66800,222.14640,59.69240,162.45400,,162.45400,162.45400,308.28480,244.81440,398.00000,400.00000,0.37020,0.37020,0.73190,0.34690,0.53200,25.43390,21.62880,21.62880,19.62620,14.35250,0.09590,9.08130,3.23540,27.81710,3.10780,3.83860,1.37600,1.66620,15.91860,0.61580,-0.72350
2016-12-31,902.67790,700.65010,202.02780,37.06780,4.61740,32.45040,169.57750,-28.46200,141.11520,43.29000,97.82520,,97.82520,43.45080,225.92460,169.57730,388.00000,389.00000,0.21660,0.20960,0.86110,0.33320,0.50040,22.38090,18.78600,18.78600,15.63300,4.81350,0.07960,5.12580,2.65030,33.95850,1.90860,2.37160,0.86260,1.04120,15.78120,0.5469,-0.3193
2016-09-30,744.08700,555.38040,188.70660,32.21820,-1.53420,33.75240,154.95420,-26.08140,128.87280,36.82080,92.05200,,92.05200,92.05200,212.79270,154.95420,392.00000,393.00000,0.19180,0.19180,0.80400,0.31620,0.46310,25.36080,20.82480,20.82480,17.31960,12.37110,0.06640,4.61150,2.44330,36.83510,1.77860,2.21650,0.82160,0.99380,16.07600,0.4616,-0.4859
2016-06-30,779.88000,587.43200,192.44800,35.69600,-2.32800,38.02400,154.42400,-31.81600,122.60800,34.92000,87.68800,,87.68800,87.68800,213.39800,154.42400,389.00000,390.00000,0.19400,0.19400,0.88380,0.30540,0.44040,24.67660,19.80100,19.80100,15.72140,11.24380,0.07100,6.69910,2.56380,35.10450,1.68410,2.10390,0.79890,0.95490,16.31390,0.557,-0.2182
2016-03-31,740.66400,567.89100,172.77300,42.28200,,42.28200,130.49100,-28.43100,102.06000,27.70200,74.35800,,74.35800,74.35800,178.60500,130.49100,376.00000,376.00000,0.16770,0.16770,1.34060,0.29310,0.41540,23.32680,17.61810,17.61810,13.77950,10.03940,0.07560,9.16470,2.21350,40.65950,1.52830,1.98910,0.75850,0.90810,14.95670,0.52540,-0.20160
2015-12-31,930.63100,759.39000,171.24100,52.39000,,52.39000,118.85100,-8.85000,116.58000,77.91000,38.67000,0.00000,97.40900,97.40900,184.06100,118.85100,406.25000,406.25000,0.24000,0.24000,1.05790,0.30890,0.44760,19.10420,12.77100,12.77100,12.52700,10.46700,0.09180,8.07600,2.31060,38.95130,1.96570,2.70120,0.96100,1.15720,,0.4,0.0105
2015-09-30,777.40000,635.44000,141.96000,22.20000,,22.20000,119.76000,-22.19000,109.48000,22.96000,86.52000,0.00000,85.62000,85.62000,167.09000,119.76000,345.00000,345.00000,0.22000,0.22000,0.83380,0.34080,0.53900,19.79420,15.40520,15.40520,14.08280,11.01360,0.08130,7.90540,2.10670,42.72050,1.97380,2.84490,0.89490,1.08960,,0.3648,-0.5611
2015-06-30,986.41200,823.97000,162.44200,28.46000,,28.46000,133.98200,-21.14000,113.06000,18.70000,94.36000,0.00000,33.34100,33.34100,181.46200,133.98200,342.00000,343.00000,0.07000,0.07000,1.32470,0.34870,0.53610,16.49210,13.58280,13.58280,11.46170,3.38000,0.09970,11.25640,2.67700,33.61910,0.74510,1.08750,0.33690,0.40440,,0.5216,-0.5039
2015-03-31,950.51500,761.23000,189.28500,38.78000,,38.78000,150.50500,-10.50000,134.95000,36.36000,98.59000,0.00000,98.84000,98.84000,196.56500,150.50500,375.00000,375.00000,0.26000,0.26000,1.01780,0.33820,0.51160,19.38320,15.83410,15.83410,14.19760,10.39860,0.10020,8.80440,2.65520,33.89550,2.21380,3.43090,1.04200,1.26410,,0.25860,-0.81460
2014-12-31,1011.07800,961.91000,49.16800,26.73000,,26.73000,22.43810,-2.79000,110.01000,34.42000,75.59000,0.00000,67.45900,67.45900,79.18810,22.43810,381.81800,381.81800,0.18000,0.18000,0.97590,0.31080,0.45150,13.79810,2.21920,2.21920,10.88050,6.67200,0.09910,7.74920,2.49640,36.05240,1.36460,2.13020,0.66110,0.80990,,0.4177,-0.6555
2014-09-30,1278.83000,1142.81000,136.01990,64.35000,,64.35000,71.66990,-14.71000,106.65000,19.30000,87.35000,0.00000,66.38000,66.38000,121.58990,71.66990,375.00000,375.00000,0.18000,0.18000,1.67310,0.28140,0.39240,14.52190,5.60430,5.60430,8.33970,5.19070,0.13620,6.15370,3.30400,27.24010,1.39890,2.04880,0.70680,0.85850,,0.3072,-0.32
2014-06-30,1463.86600,1276.32000,187.54600,33.00000,,33.00000,154.54600,-45.83000,117.36000,46.76000,70.60000,0.00000,70.18500,70.18500,203.63600,154.54600,323.00000,325.00000,0.19000,0.19000,1.68960,0.29690,0.42290,13.40360,10.55740,10.55740,8.01710,4.79450,0.16140,7.21250,3.78330,23.78890,1.50410,2.39730,0.77380,0.94010,,0.5136,-0.4136
2014-03-31,1615.00800,1324.33000,290.67810,33.58000,,33.58000,257.09810,-54.46000,184.26000,50.83000,133.43000,0.00000,134.96700,134.96700,306.10820,257.09810,334.07600,358.95400,0.40000,0.38000,0.90110,0.25070,0.38110,16.86120,15.91930,15.91930,11.40920,8.35700,0.18730,10.80820,4.11870,21.85180,2.98160,4.84020,1.56550,1.98150,,0.66000,-0.06320
2013-12-31,1175.02400,972.97000,202.05410,41.00000,,41.00000,161.05410,-53.88000,129.77000,39.75000,90.02000,0.00000,85.80100,85.80100,205.40410,161.05410,292.00000,293.00000,0.29000,0.29000,0.79220,0.28020,0.44000,19.11880,13.70650,13.70650,11.04400,7.30210,0.13230,6.29960,2.78720,32.29060,1.84780,3.38810,0.96620,1.22950,,0.8139,-0.3231
2013-09-30,1247.02100,1080.88000,166.14100,28.68000,,28.68000,137.46090,-34.65000,107.22000,38.50000,68.72000,0.00000,68.95900,68.95900,183.06090,137.46090,326.81800,326.81800,0.21000,0.21000,0.74580,0.28760,0.45660,13.67660,11.02310,11.02310,8.59810,5.52990,0.14720,7.80420,3.27590,27.47300,1.52120,3.01370,0.81390,1.03020,,0.1771,-0.4658
2013-06-30,1142.92800,981.21000,161.71800,26.19000,,26.19000,135.52800,-23.85000,122.78000,30.69000,92.09000,0.00000,91.33700,91.33700,168.89790,135.52800,308.30000,309.20000,0.30000,0.30000,0.68930,0.30670,0.49810,15.12170,11.85800,11.85800,10.74260,7.99150,0.13680,9.36360,3.11270,28.91360,1.99320,4.45500,1.09340,1.38190,,0.4012,-0.2777
2013-03-31,1280.04300,1081.73000,198.31300,32.35000,,32.35000,165.96300,-49.83000,120.10000,29.97000,90.13000,0.00000,89.90300,89.90300,208.74300,165.96300,295.90000,296.70000,0.30000,0.30000,1.09130,0.32330,0.48030,15.80340,12.96540,12.96540,9.38250,7.02340,0.15370,11.44810,3.50050,25.71030,1.95030,4.44510,1.07930,1.31990,,0.76610,0.30740
2012-12-31,1234.81700,1083.00000,151.81700,25.97000,,25.97000,125.84700,-34.43000,109.61000,27.41000,82.20000,0.96000,79.31600,79.31600,174.86710,125.84700,291.90000,292.50000,0.27000,0.27000,1.15230,0.37290,0.59750,13.76640,10.19160,10.19160,8.87660,6.42330,0.14910,10.01390,3.72070,24.18920,1.85410,4.79620,0.95780,1.16260,,0.4669,-0.1629
2012-09-30,821.97400,715.62000,106.35400,28.50000,,28.50000,77.85400,-33.26000,41.61000,10.20000,31.41000,-0.57000,30.80300,30.80300,132.37400,77.85400,289.20000,289.70000,0.11000,0.11000,1.26720,0.36390,0.57480,12.57700,9.47160,9.47160,5.06220,3.74740,0.09970,5.06280,2.78170,32.35390,0.72110,1.90660,0.37380,0.45870,,0.4542,-0.0277
2012-06-30,878.35700,754.93000,123.42700,25.53000,,25.53000,97.89700,-26.98000,107.13000,26.92000,80.21000,-0.56000,81.05300,81.05300,151.37700,97.89700,285.30000,286.00000,0.28000,0.28000,1.30880,0.35520,0.55330,18.17710,11.14550,11.14550,12.19660,9.22780,0.10970,7.45540,3.06600,29.35390,1.91600,5.07240,1.01240,1.23530,,-0.0764,-0.3198
2012-03-31,482.84200,368.38000,114.46200,17.54000,,17.54000,96.92200,-45.29000,43.17000,10.85000,32.32000,0.17000,33.07100,33.07100,119.39200,96.92200,168.30000,168.90000,0.20000,0.20000,0.79080,0.62980,1.76190,21.95540,20.07320,20.07320,8.94080,6.84920,0.14430,150.97540,3.20850,28.05080,3.45840,4.67140,0.98840,1.28030,,0.38610,-0.12940
2011-12-31,469.42000,,469.42000,,,,469.42000,,469.42000,,469.42000,,45.23500,45.23500,469.42000,469.42000,167.04100,167.04100,0.27000,0.27000,0.33930,0.57510,1.69090,100.00000,100.00000,100.00000,100.00000,9.63640,0.13890,,3.12860,28.76660,4.64830,6.22790,1.33860,1.97520,,0,0
2011-09-30,309.84900,,309.84900,,,,309.84900,,309.84900,,309.84900,,30.79100,30.79100,309.84900,309.84900,167.60000,168.20000,0.18000,0.18000,,,,100.00000,100.00000,100.00000,100.00000,9.93740,,,,,,,,,,0,0
2011-06-30,528.61200,,528.61200,,,,528.61200,,528.61200,,528.61200,,49.65100,49.65100,528.61200,528.61200,167.30000,168.00000,0.30000,0.30000,,,,100.00000,100.00000,100.00000,100.00000,9.39270,,,,,,,,,,0,0
2011-03-31,399.87900,,399.87900,,,,399.87900,,399.87900,,399.87900,,43.10100,43.10100,399.87900,399.87900,167.00000,167.60000,0.26000,0.26000,,,,100.00000,100.00000,100.00000,100.00000,10.77850,,,,,,,,,,0.00000,
2010-12-31,292.69900,,292.69900,,,,292.69900,,292.69900,,292.69900,,50.84000,50.84000,292.69900,292.69900,166.12900,166.12900,0.31000,0.31000,,,,100.00000,100.00000,100.00000,100.00000,17.36940,,,,,,,,,,0,0
