Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,103.95400,70.63800,33.31600,93.47100,95.20800,-61.89200,-61.89200,-13.72800,-48.16400,-48.16400,-48.16400,33.78500,33.78500,-1.43000,-1.43000,0.14530,1.18350,-432.32740,-336.43470,0.00140,-5.33440,-5.45030,-0.46520,-4.55920,21.44420,0.1246,0.0767
2024-06-30,165.82900,67.05400,98.77500,90.80000,92.45200,6.32300,6.32300,1.36000,4.96300,4.96300,4.96300,33.58200,33.78100,0.15000,0.15000,0.17280,1.25060,7.94100,6.23300,0.00820,0.67580,0.69400,0.05090,0.55910,21.87950,-0.0693,-0.1141
2024-03-31,159.11300,66.65700,92.45600,77.51700,78.99400,13.46200,13.46200,2.89400,10.56800,10.56800,10.56800,33.53800,33.82200,0.32000,0.31000,0.17200,1.17640,16.81570,13.20080,0.00820,1.43180,1.47000,0.10760,1.18560,21.89580,0.08250,-0.02050
2023-12-31,165.18190,63.89200,101.28990,120.72200,122.20200,-20.91210,-20.91200,-2.97200,-17.94000,-17.94000,-17.12300,33.51100,33.67500,-0.51000,-0.52000,0.17220,1.08440,-23.55220,-19.28480,0.00910,-2.43730,-2.50250,-0.18460,-2.01750,21.90480,-0.4228,-0.4848
2023-09-30,161.30400,60.80600,100.49800,70.62500,72.42000,28.07800,28.07800,6.33700,21.74100,21.74100,22.11900,33.49000,33.69700,0.66000,0.66000,0.17530,1.03920,30.35530,23.91300,0.00990,3.02050,3.10910,0.23260,2.49090,21.43240,1.4488,1.4169
2023-06-30,165.11600,54.62000,110.49600,99.30200,101.57700,8.91900,8.91900,1.87300,7.04600,7.04600,7.30800,33.56500,33.71800,0.22000,0.22000,0.17500,1.28010,10.95450,8.97580,0.00860,0.97730,1.00600,0.07400,0.80630,21.37050,0.3227,0.2182
2023-03-31,144.47300,42.79700,101.67600,75.14100,76.43300,25.24300,25.24300,5.30100,19.94200,19.94200,20.18600,33.56000,33.85600,0.60000,0.60000,0.17330,1.65260,28.05530,22.43490,0.00950,2.73530,2.81460,0.21000,2.26140,21.56080,-0.55520,-0.66560
2022-12-31,137.73900,31.19600,106.54300,77.14200,79.09800,27.44500,27.44500,5.62700,21.81800,21.81800,21.97300,33.86200,34.14300,0.66000,0.64000,0.17790,1.50080,30.60120,24.49990,0.00980,3.09160,3.17940,0.23900,2.54170,20.87020,-0.4875,-0.5608
2022-09-30,105.09300,19.24000,85.85300,61.94600,63.42700,22.42600,22.42600,4.93600,17.49000,17.49000,17.53400,33.47600,33.74700,0.52000,0.52000,0.17980,1.62940,28.55400,22.32520,0.00900,2.51400,2.58650,0.20010,2.06190,20.59920,0.4849,0.3794
2022-06-30,84.09800,12.22200,71.87600,59.99600,61.29000,10.58600,10.58600,2.23400,8.35200,8.35200,8.42400,33.67600,33.91500,0.25000,0.25000,0.17640,1.38160,14.53580,11.56710,0.00890,1.17390,1.20700,0.10250,0.96680,21.07380,-1.0921,-1.17
2022-03-31,79.12300,9.45300,69.67000,50.39100,51.54300,18.12700,18.12700,3.82400,14.30300,14.30300,15.37900,34.82000,35.11400,0.44000,0.44000,0.16890,1.51100,22.96160,19.48070,0.01010,1.90860,1.95960,0.18320,1.58620,21.81580,-0.34510,-0.39970
2021-12-31,142.21900,9.14900,133.07000,47.06800,48.58800,84.48200,84.48200,20.17200,64.31000,64.31000,65.46900,37.16900,37.52800,1.77000,1.76000,0.12890,1.12110,60.53020,46.90760,0.01830,7.73070,7.91640,0.84190,6.73440,23.18290,0.7261,4.1983
2021-09-30,74.84700,9.59200,65.25500,41.31300,43.40400,21.85100,21.85100,5.45400,16.39700,16.39700,17.03100,37.13400,37.51800,0.46000,0.45000,0.13150,1.14700,31.10240,24.24170,0.00940,2.01770,2.06730,0.21890,1.75250,21.67850,0.2212,0.1617
2021-06-30,76.90700,11.20200,65.70500,44.25300,46.12500,19.58000,19.58000,4.43500,15.14500,15.14500,15.96200,37.33000,37.69300,0.43000,0.42000,0.13330,1.16580,27.69250,22.57550,0.00940,1.89530,1.94280,0.20110,1.64270,21.27270,0.664,0.625
2021-03-31,74.49200,12.76000,61.73200,41.83900,43.62500,18.10700,18.10700,3.64800,14.45900,14.45900,14.45900,37.61800,37.84600,0.38000,0.38000,0.13530,1.49400,29.33160,23.42220,0.00800,1.84190,1.88880,0.18650,1.59270,20.70080,0.18550,0.16430
2020-12-31,74.67000,14.50300,60.16700,48.15600,51.62900,8.53800,8.53800,0.06500,8.47300,8.47300,8.47300,41.73700,41.73700,0.21000,0.21000,0.13550,1.49700,14.19050,14.08250,0.00770,1.08150,1.10920,0.10900,0.93500,20.70240,0.1756,0.4565
2020-09-30,82.20900,16.56900,65.64000,61.50700,63.50000,2.14000,2.14000,0.43800,1.70200,1.70200,1.70200,41.72200,42.06500,0.04000,0.04000,0.12880,1.41370,4.49200,3.57260,0.00600,0.20520,0.21010,0.02130,0.17870,19.68240,0.5495,0.5379
2020-06-30,83.92000,17.84400,66.07600,83.40000,85.36000,-19.28400,-19.28400,-4.00500,-15.27900,-15.27900,-15.27900,41.72000,41.72000,-0.37000,-0.37000,0.12870,1.41240,-110.47200,-87.52860,0.00210,-1.84040,-1.88470,-0.18790,-1.60360,19.69210,0.5718,0.5229
