Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,312.48830,187.37840,125.10990,63.03460,-50.12850,126.10810,-0.99830,-10.88420,-11.88240,-11.88240,-11.88240,-11.88240,12.41030,-0.99830,320.45400,320.45400,-0.03710,-0.03710,1.03730,0.08350,0.25430,40.03670,-0.31950,-0.31950,-3.80250,-3.80250,0.49190,1.08130,3.60990,24.93180,-10.57900,-33.81190,-1.87050,-9.69590,,-0.0146,-0.0562
2024-03-31,365.30110,242.43050,122.87060,61.75770,-51.76690,126.03060,-3.15990,-1.06280,-4.22270,-4.22270,-4.22270,-4.22270,9.34600,-3.15990,326.83500,326.83500,-0.01290,-0.01290,1.06710,0.04730,0.16930,33.63540,-0.86500,-0.86500,-1.15600,-1.15600,0.55660,1.55290,3.80530,23.65100,-3.53850,-8.86800,-0.64340,-3.37100,,0.14390,0.10170
2023-12-31,709.11870,493.00230,216.11640,116.56970,-91.23070,229.91440,-13.79810,-8.14010,-21.93810,-21.93810,-21.93810,-21.93810,9.24170,-13.79810,324.81000,324.81000,-0.06720,-0.06720,1.07170,0.03640,0.14010,30.47680,-1.94580,-1.94580,-3.09370,-3.09370,0.93150,2.87160,6.87390,13.09290,-15.34020,-34.96110,-2.88190,-14.78240,0.43870,0.464,0.3963
2023-09-30,300.54150,210.46260,90.07890,51.84230,-34.95630,96.19790,-6.11900,-1.00880,-7.12780,-7.12780,-7.12780,-7.12780,2.63670,-6.11900,323.88800,323.88800,-0.02200,-0.02200,1.15220,0.02490,0.11830,29.97220,-2.03600,-2.03600,-2.37170,-2.37170,0.52080,1.47570,5.22680,17.21890,-5.14840,-8.93460,-1.23520,-5.02040,,0.2595,0.2341
2023-06-30,284.66100,199.20460,85.45650,47.51590,-30.47290,87.88770,-2.43130,44.98810,42.55680,42.55680,42.55680,42.55680,7.18540,-2.43130,326.35600,326.35600,0.13040,0.13040,1.18360,0.02990,0.10170,30.02040,-0.85410,-0.85410,14.95000,14.95000,0.51420,1.56290,9.63590,9.34010,28.33280,45.95070,7.68800,27.48490,,-0.0642,-0.0891
2023-03-31,245.36280,170.68010,74.68270,40.91730,-33.38070,83.72590,-9.04320,-1.17700,-10.22030,-10.22030,-10.22030,-10.22030,0.38460,-9.04320,326.83900,326.83900,-0.03130,-0.03130,1.06310,0.05120,0.13910,30.43770,-3.68570,-3.68570,-4.16540,-4.16540,0.46040,1.64050,8.50590,10.58090,-9.11220,-18.43050,-1.91780,-8.64530,,0.00980,-0.02500
2022-12-31,428.18950,345.36680,82.82270,87.55560,-56.16930,160.99470,-78.17200,-14.54510,-92.71730,-92.71730,-92.71730,-92.71730,-64.09020,-78.17210,325.99800,325.99800,-0.28410,-0.28410,1.08160,0.05370,0.14020,19.34250,-18.25640,-18.25640,-21.65330,-21.65330,0.69500,3.15570,10.50630,8.56630,-74.16640,-126.57860,-15.04850,-70.18500,0.38350,0.218,0.1567
2022-09-30,183.08960,132.01190,51.07770,43.62370,-43.05900,92.21130,-41.13360,9.24650,-31.88710,-31.88710,-31.88710,-31.88710,-36.38610,-41.13360,325.37900,325.37900,-0.09800,-0.09800,1.19120,0.05010,0.13970,27.89770,-22.46640,-22.46640,-17.41610,-17.41610,0.36900,1.08920,11.63260,7.73690,-24.07360,-33.41940,-6.42640,-22.86760,,0.1128,0.0807
2022-06-30,190.16010,159.89860,30.26150,42.81100,-25.27580,74.56120,-44.29970,8.22740,-36.07220,-36.07220,-36.07220,-36.07220,-36.23520,-44.29970,325.56200,325.56200,-0.11080,-0.11080,1.29780,0.04120,0.19020,15.91370,-23.29600,-23.29600,-18.96940,-18.96940,0.35850,1.12700,13.74560,6.54750,-21.13330,-26.05680,-6.79970,-20.26260,,0.0244,-0.0144
2022-03-31,182.00770,132.45390,49.55380,43.59820,-30.14020,75.84660,-26.29270,9.03340,-17.25930,-17.25930,-17.25930,-17.25930,-21.80560,-26.29270,325.64800,325.64800,-0.05300,-0.05300,1.38690,0.04000,0.16500,27.22620,-14.44600,-14.44600,-9.48280,-9.48280,0.35290,0.94920,7.33590,12.26850,-9.73250,-10.92140,-3.34620,-9.34280,,-0.27470,-0.30110
2021-12-31,283.49540,217.40470,66.09070,97.18880,-52.27610,153.95580,-87.86510,168.83630,80.97120,80.97120,80.97120,80.97120,-82.79690,-87.86520,304.76400,304.76400,0.30340,0.30340,1.41680,0.03670,0.15110,23.31280,-30.99350,-30.99350,28.56170,28.56170,0.31060,1.14510,10.79070,8.34050,26.12810,28.27040,8.87200,25.16930,1.08360,0.0156,-0.0091
2021-09-30,194.19110,161.39450,32.79670,77.00560,-33.00780,114.37680,-81.58020,-9.57080,-91.15100,-91.15100,-91.15100,-91.15100,-77.34610,-81.58020,283.95900,283.95900,-0.32100,-0.32100,1.45300,0.04460,0.15200,16.88890,-42.01020,-42.01020,-46.93880,-46.93880,0.27930,1.49320,5.59030,16.09930,-38.39430,-41.54720,-13.11020,-36.68200,,-0.2447,-0.2675
2021-06-30,209.33580,151.24960,58.08620,48.72800,-31.84960,84.35590,-26.26960,-12.39090,-38.66050,-38.66050,-38.66050,-38.66050,-22.93940,-26.26960,284.26820,284.26820,-0.13600,-0.13600,0.50630,-0.10020,-0.26210,27.74790,-12.54900,-12.54900,-18.46820,-18.46820,0.88230,2.08310,9.74990,9.23090,24.59590,22.41490,-16.29460,27.05960,,0.3216,0.3052
2021-03-31,188.19640,131.10920,57.08720,43.91590,-27.25040,74.85280,-17.76560,-14.46310,-32.22870,-32.22870,-32.22870,-32.22870,-14.07910,-17.76560,284.32800,284.32800,-0.11270,-0.11270,0.52380,-0.08990,-0.57310,30.33390,-9.43990,-9.43990,-17.12510,-17.12510,0.82250,1.32310,10.46230,8.60230,23.13040,20.91510,-14.08460,25.20960,-0.49010,-0.05850,-0.07580
2020-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
