,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2025-02-12,2024-12-31,$1.12,$1.37
1,2024-11-04,2024-09-30,$0.96,$1.07
2,2024-08-05,2024-06-30,$1.01,$1.12
3,2024-05-02,2024-03-31,$0.81,$1.09
4,2024-02-14,2023-12-31,$0.85,$0.94
5,2023-11-01,2023-09-30,$0.67,$0.80
6,2023-08-02,2023-06-30,$0.71,$0.72
7,2023-05-03,2023-03-31,$0.78,$0.80
8,2023-02-15,2022-12-31,$0.78,$0.82
9,2022-11-02,2022-09-30,$0.60,$0.29
10,2022-08-03,2022-06-30,$0.66,$0.73
11,2022-05-04,2022-03-31,$0.62,$0.68
12,2022-02-16,2021-12-31,$0.66,$0.74
13,2021-11-03,2021-09-30,$0.17,$0.07
14,2021-08-04,2021-06-30,$0.50,$0.51
15,2021-05-05,2021-03-31,$0.51,$0.73
16,2021-02-24,2020-12-31,$-0.05,$-0.05
17,2020-11-10,2020-09-30,$-0.55,$-0.62
18,2020-08-04,2020-06-30,$0.48,$0.52
19,2020-05-05,2020-03-31,$0.39,$0.50
20,2020-02-18,2019-12-31,$0.49,$0.48
21,2019-11-04,2019-09-30,$0.41,$0.40
22,2019-08-12,2019-06-30,$0.30,$0.36
23,2019-05-16,2019-03-31,$0.40,$0.52
