Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,110.41300,110.41300,11.44300,,69.67200,-32.59100,37.08100,37.08100,37.08100,37.08100,101.28900,98.97000,116.94200,116.94200,0.58000,0.32000,1.26390,0.54250,1.18570,100.00000,63.10130,89.63620,33.58390,33.58390,0.03110,3.36740,26.72700,2.33790,2.33790,1.04590,1.06960,13.53760,0.912,0.912
2024-06-30,108.61700,108.61700,11.31300,,68.20100,-122.41400,-54.21300,-54.21300,-54.21300,-54.21300,99.66900,97.30400,114.36400,114.36400,-0.47000,-0.47000,1.22130,0.54910,1.21790,100.00000,62.79040,89.58450,-49.91210,-49.91210,0.02990,3.20120,28.11440,-3.39700,-3.39700,-1.49370,-1.53170,13.67000,-1.0671,-1.0671
2024-03-31,111.54300,111.54300,21.99300,,61.93600,-19.48400,42.45200,42.45200,42.45200,42.45200,91.33700,89.55000,110.07700,110.07700,0.39000,0.39000,1.24300,0.52880,1.12210,100.00000,55.52660,80.28290,38.05890,38.05890,0.03140,2.91890,30.83350,2.60190,2.60190,1.19680,1.22610,14.55450,0.06390,0.06390
2023-12-31,115.37100,115.37100,23.79100,,63.49100,-12.93900,50.55200,50.55200,50.55200,50.55200,91.58000,91.58000,108.30500,108.30500,0.27000,0.47000,1.13220,0.53280,1.14040,100.00000,55.03200,79.37870,43.81690,43.81690,0.03270,2.99400,30.06010,3.15590,3.15590,1.43500,1.47440,14.62000,0.787,0.787
2023-09-30,120.05600,120.05600,17.43000,,74.45200,-22.85700,51.59500,51.59500,51.59500,51.59500,104.19800,102.62600,109.53500,109.53500,0.67000,0.47000,1.49160,0.53990,1.17350,100.00000,62.01440,85.48180,42.97580,42.97580,0.03370,3.89450,23.10950,3.22350,3.22350,1.45000,1.48310,14.60870,1.4579,1.4579
2023-06-30,112.08300,112.08300,18.92900,,65.37900,0.28500,65.66400,65.66400,65.66400,65.66400,94.70800,93.15400,109.46300,109.46300,0.60000,0.60000,1.00280,0.55040,1.22430,100.00000,58.33090,83.11160,58.58520,58.58520,0.03080,3.49380,25.76030,4.11210,4.11210,1.80520,1.84870,14.58800,0.2228,0.2228
2023-03-31,107.40400,107.40400,33.36500,1.98600,48.76100,-20.69800,28.06300,28.06300,28.06300,28.06300,77.56100,76.02500,104.59200,104.59200,0.27000,0.27000,0.04420,,,100.00000,45.39960,70.78420,26.12850,26.12850,0.02980,3.55450,25.31970,1.77560,1.77560,0.77830,1.77560,14.43820,0.30860,0.30860
2022-12-31,106.47600,106.47600,11.25600,,69.57900,-65.91100,3.66800,3.66800,3.66800,3.66800,90.61700,95.22000,102.25900,102.25900,0.04000,0.04000,1.11060,0.57260,1.33960,100.00000,65.34710,89.42860,3.44490,3.44490,0.02960,3.35050,26.86160,0.24410,0.24410,0.10210,0.10440,14.60750,1.34,1.34
2022-09-30,95.21800,95.21800,11.22100,,62.01800,-69.51800,-7.50000,-7.50000,-7.50000,-7.50000,85.56800,83.99700,102.36700,102.36700,-0.07000,-0.07000,1.31540,0.57590,1.35810,100.00000,65.13260,88.21550,-7.87670,-7.87670,0.02570,2.14900,41.87990,-0.48580,-0.48580,-0.20220,-0.20600,15.02170,-0.5277,-0.5277
2022-06-30,77.45300,77.45300,15.01100,4.17900,50.44400,-31.76700,18.67700,18.67700,18.67700,18.67700,66.62100,66.62100,101.97000,101.97000,0.18000,0.18000,1.11400,0.56020,1.27380,100.00000,65.12850,86.01470,24.11400,24.11400,0.02110,3.48820,25.80090,1.17790,1.17790,0.50780,0.51800,15.53440,-0.9301,-0.9301
2022-03-31,78.30500,78.30500,19.20000,7.54500,50.98300,-10.82500,40.15800,40.15800,40.15800,40.15800,66.65000,66.65000,101.86600,101.86600,0.39000,0.39000,0.94240,0.53670,1.15860,100.00000,65.10820,85.11590,51.28410,51.28410,0.02210,3.73660,24.08580,2.49440,2.49440,1.13330,1.15550,15.80170,0.38610,0.38610
2021-12-31,83.76100,83.76100,18.47400,7.38600,57.63800,-18.68400,38.95400,38.95400,38.95400,38.95400,72.79200,72.67300,101.69100,101.69100,0.38000,0.38000,0.92690,0.53550,1.15300,100.00000,68.81250,86.76230,46.50610,46.50610,0.02360,3.59830,25.01190,2.41290,2.41290,1.09700,1.12070,15.85560,-3.2148,-3.2148
2021-09-30,96.68400,96.68400,19.03900,1.44100,64.63700,-26.60400,38.03300,38.03300,38.03300,38.03300,79.08600,79.08600,101.72700,101.72700,0.37000,0.37000,2.70290,0.50100,1.00380,100.00000,66.85390,81.79840,39.33740,39.33740,0.02910,4.38710,20.51450,2.34760,2.34760,1.14460,1.17150,15.92160,0.6274,0.6274
2021-06-30,83.91700,83.91700,21.08900,10.19600,58.48600,-3.51400,54.97200,54.97200,54.97200,54.97200,73.02400,73.02400,101.64900,101.64900,0.54000,0.54000,1.59980,0.49260,0.97070,100.00000,69.69510,87.01930,65.50760,65.50760,0.02540,3.87180,23.24510,3.36940,3.36940,1.66080,1.70970,16.04630,1.3098,1.3098
2021-03-31,82.61800,82.61800,22.31000,12.55500,57.89700,2.57100,60.46800,60.46800,60.46800,60.46800,70.39200,72.86300,101.58400,101.58400,0.60000,0.60000,1.18080,0.49470,0.97910,100.00000,70.07800,88.19260,73.18990,73.18990,0.02510,3.14940,28.57700,3.71890,3.71890,1.83930,1.87910,16.00360,0.98400,0.98400
2020-12-31,78.93200,78.93200,42.79400,32.44200,55.57700,117.05800,172.63500,172.63500,172.63500,172.63500,43.26900,68.58000,53.94100,53.94100,3.18000,3.18000,0.96460,0.50180,1.00740,100.00000,70.41120,86.88490,218.71360,218.71360,0.02380,3.26260,27.58540,10.68850,10.68850,5.21180,5.32460,15.90740,4.8928,4.8928
2020-09-30,31.45300,31.45300,5.72500,1.73400,18.57300,13.86700,32.44000,32.44000,32.44000,32.44000,27.46200,27.46200,40.44100,40.44100,0.80000,0.80000,1.15140,0.59270,1.45540,100.00000,59.05000,87.31120,103.13800,103.13800,0.02000,3.14000,28.66280,5.17860,5.17860,2.06700,2.10910,15.48710,0.4289,0.4289
2020-06-30,30.60200,30.60200,5.06900,2.15000,18.56900,16.24900,34.81800,34.81800,34.81800,34.81800,27.68300,27.68300,40.40200,40.40200,0.86000,0.86000,1.12230,0.59790,1.48690,100.00000,60.67900,90.46140,113.77690,113.77690,0.01970,3.57540,25.17190,5.69390,5.69390,2.24540,2.28950,15.13530,0.33,0.33
2020-03-31,31.97200,31.97200,5.13200,0.66000,18.60600,-82.38600,-63.78000,-63.78000,-63.78000,-63.78000,27.61000,27.50000,40.39600,40.39600,-1.58000,-1.58000,1.44800,0.60420,1.52650,100.00000,58.19470,86.01280,-199.48710,-199.48700,0.02080,2.41640,37.24480,-10.72190,-10.72190,-4.15920,-4.24370,14.72350,-2.57830,-2.57830
2019-12-31,35.46700,35.46700,8.32300,1.16300,19.84400,-10.94100,8.90300,8.90300,8.90300,8.90300,28.30700,28.30700,40.31400,40.31400,0.22000,0.22000,0.66720,0.53240,1.13840,100.00000,55.95060,79.81220,25.10220,25.10220,0.02400,6.12030,14.70520,1.31680,1.31680,0.60350,0.61580,16.74950,-0.6366,-0.6366
2019-09-30,36.85600,36.85600,7.52900,,19.43100,-10.53100,8.90000,8.90000,8.90000,8.90000,29.32700,29.32700,40.33300,40.33300,0.22000,0.22000,0.56520,0.51520,1.06260,100.00000,52.72140,79.57190,24.14800,24.14800,0.02530,4.80580,18.72720,1.29960,1.29960,0.61180,0.63010,16.97750,3.3295,3.3295
2019-06-30,38.40100,38.40100,8.92800,-0.43300,19.53900,-3.40900,16.13000,16.13000,16.13000,16.13000,30.23600,29.04000,40.29700,40.29700,0.40000,0.40000,1.02420,0.54860,1.21540,100.00000,50.88150,75.62300,42.00410,42.00410,0.02450,2.29950,39.13960,2.32610,2.32610,1.02890,1.05000,17.20530,-2.8905,-2.8905
