Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,9232.00000,7069.00000,2163.00000,319.00000,-229.00000,548.00000,1615.00000,-184.00000,1431.00000,-304.00000,1735.00000,1735.00000,103.00000,2423.00000,1615.00000,74.10100,74.10100,1.39000,1.39000,1.17010,0.67080,2.14600,23.42940,17.49350,17.49350,15.50040,1.11570,0.11500,2.58940,1.66940,53.91030,9.31740,-12.83950,2.16180,2.95000,260.64190,25.4412,17.5045
2024-06-30,11946.00000,10928.00000,1018.00000,307.00000,,307.00000,711.00000,-763.00000,-52.00000,-117.00000,65.00000,65.00000,-7.00000,1520.00000,711.00000,70.00000,70.00000,-0.10000,-0.10000,1.00200,0.68260,2.31390,8.52170,5.95180,5.95180,-0.43530,-0.05860,0.14650,2.80640,2.09250,43.01110,0.37220,-0.42260,0.07970,0.11330,245.06610,1.3888,-8.238
2024-03-31,12015.00000,10878.00000,1137.00000,317.00000,,317.00000,820.00000,-632.00000,188.00000,-15.00000,203.00000,203.00000,17.00000,1628.00000,820.00000,73.91300,73.91300,0.23000,0.23000,1.09630,0.68130,2.27630,9.46320,6.82480,6.82480,1.56470,0.14150,0.14760,3.12680,2.03680,44.18730,1.14950,-1.27980,0.24930,0.35160,247.70470,4.65410,-3.49060
2023-12-31,13405.00000,12209.00000,1196.00000,336.00000,,235.00000,961.00000,2442.00000,3403.00000,-81.00000,3484.00000,3484.00000,488.00000,1852.00000,961.00000,74.50000,74.50000,6.57000,6.57000,1.03690,0.68060,2.27980,8.92200,7.16900,7.16900,25.38610,3.64040,0.16270,3.33120,2.41180,37.31590,19.58180,-21.18840,4.22890,6.00440,249.48170,5.8706,-2.38
2023-09-30,14399.00000,13016.00000,1383.00000,403.00000,-101.00000,504.00000,879.00000,-913.00000,-34.00000,-83.00000,49.00000,49.00000,-15.00000,1773.00000,879.00000,75.00000,75.00000,-0.20000,-0.20000,1.05650,0.69820,2.48780,9.60480,6.10460,6.10460,-0.23610,-0.10420,0.16300,2.91840,2.25270,39.95280,0.28880,-0.25070,0.05550,0.08010,247.52210,15.02,6.6808
2023-06-30,13506.00000,12330.00000,1176.00000,398.00000,,398.00000,778.00000,-686.00000,92.00000,51.00000,41.00000,41.00000,-16.00000,1685.00000,778.00000,72.72700,72.72700,-0.22000,-0.22000,1.13020,0.69920,2.48240,8.70720,5.76040,5.76040,0.68120,-0.11850,0.14950,2.48290,2.17590,41.36160,0.23560,-0.20630,0.04540,0.06530,253.19980,5.6192,-1.4587
2023-03-31,13758.00000,12466.00000,1292.00000,401.00000,,401.00000,891.00000,-630.00000,261.00000,58.00000,203.00000,203.00000,25.00000,1791.00000,891.00000,73.52900,73.52900,0.34000,0.34000,1.17090,0.70010,2.50320,9.39090,6.47620,6.47620,1.89710,0.18170,0.15250,2.40010,2.04580,43.99260,1.17160,-1.00120,0.22490,0.32360,252.19470,2.08080,-3.84880
2022-12-31,14640.00000,13292.00000,1348.00000,395.00000,,395.00000,953.00000,-928.00000,25.00000,-10.00000,35.00000,35.00000,-5.00000,1795.00000,953.00000,75.30000,75.30000,-0.06000,-0.06000,1.09700,0.69970,2.53370,9.20770,6.50960,6.50960,0.17080,-0.03420,0.16400,2.56310,2.28710,39.35040,0.20660,-0.16660,0.03920,0.05700,246.99450,1.199,-5.5966
2022-09-30,14711.00000,13549.00000,1162.00000,361.00000,,361.00000,801.00000,-902.00000,-101.00000,-36.00000,-65.00000,-65.00000,-14.00000,1712.00000,801.00000,77.77700,77.77700,-0.18000,-0.18000,1.09930,0.11520,0.31940,7.89890,5.44490,5.44490,-0.68660,-0.09520,0.17320,2.74770,2.57640,34.93300,-0.42300,0.30000,-0.07650,-0.35650,216.20900,9.2724,5.0196
2022-06-30,14607.00000,13678.00000,929.00000,306.00000,,306.00000,623.00000,-655.00000,-32.00000,-312.00000,280.00000,280.00000,47.00000,1399.00000,623.00000,75.80640,75.80640,0.62000,0.62000,1.14450,0.72710,2.88640,6.36000,4.26510,4.26510,-0.21910,0.32180,0.18900,2.49870,2.47370,36.38320,1.99800,-1.85460,0.36220,0.54470,188.02860,6.2924,1.3432
2022-03-31,13427.00000,12591.00000,836.00000,298.00000,,298.00000,538.00000,-509.00000,29.00000,39.00000,-10.00000,-10.00000,8.00000,1232.00000,538.00000,80.00000,80.00000,0.10000,0.10000,1.13980,0.11550,0.31030,6.22630,4.00690,4.00690,0.21600,0.05960,0.20290,2.48880,2.40540,37.41570,-0.07690,0.09370,-0.01510,-0.06790,171.42970,-3.33750,-8.15000
2021-12-31,13480.00000,12469.00000,1011.00000,261.00000,,261.00000,750.00000,-654.00000,96.00000,-19.00000,115.00000,115.00000,-19.00000,1382.00000,750.00000,78.30000,78.30000,-0.25000,-0.25000,1.10830,0.67510,2.23660,7.50000,5.56380,5.56380,0.71220,-0.14090,0.20990,2.76350,2.72600,33.01560,0.88560,-1.10670,0.17910,0.28740,168.64500,3.0241,-0.5203
2021-09-30,12043.00000,11155.00000,888.00000,247.00000,,247.00000,641.00000,-353.00000,288.00000,-12.00000,300.00000,300.00000,46.00000,1197.00000,641.00000,77.96600,77.96600,0.59000,0.59000,1.06620,0.64370,1.99040,7.37360,5.32260,5.32260,2.39140,0.38200,0.22400,2.80910,2.65620,33.88360,2.70680,-5.59700,0.55800,0.96300,142.56520,8.1908,1.3397
2021-06-30,11235.00000,10549.00000,686.00000,253.00000,,253.00000,433.00000,-425.00000,8.00000,37.00000,-29.00000,-29.00000,-50.00000,986.00000,433.00000,78.60000,78.60000,-0.63000,-0.63000,1.10510,0.64670,1.99040,6.10590,3.85400,3.85400,0.07120,-0.44500,0.20990,2.67000,2.49060,36.13620,-0.25940,0.56710,-0.05420,-0.09150,142.47180,8.9461,6.5357
2021-03-31,9829.00000,8978.00000,851.00000,251.00000,,251.00000,600.00000,1326.00000,1926.00000,159.00000,1767.00000,1767.00000,281.00000,1142.00000,600.00000,78.71100,78.71100,3.57000,3.57000,1.19420,0.61040,1.77130,8.65810,6.10440,6.10440,19.59510,2.85890,0.17970,2.50920,2.18030,41.27790,13.80360,-53.95420,3.23010,5.37750,,1.46100,-2.66800
2020-12-31,10049.00000,10175.00000,-126.00000,260.00000,,-811.00000,685.00000,-194.00000,491.00000,111.00000,380.00000,380.00000,45.00000,1232.00000,685.00000,80.20000,80.20000,0.56000,0.56000,1.19450,0.66050,2.09720,-1.25390,6.81660,6.81660,4.88610,0.44780,0.18360,2.75300,2.33370,38.56500,3.35190,-7.35290,0.69410,1.13790,143.44820,15.5419,11.3269
2020-09-30,10070.00000,9269.00000,801.00000,236.00000,,236.00000,565.00000,-370.00000,195.00000,110.00000,85.00000,85.00000,-10.00000,1112.00000,565.00000,83.33000,83.33000,-0.12000,-0.12000,1.21900,0.68420,2.31580,7.95430,5.61070,5.61070,1.93640,-0.09930,0.19010,2.67040,2.30280,39.08340,0.82380,-1.60110,0.16050,0.25980,129.30310,12.6139,7.8019
2020-06-30,7370.00000,6285.00000,1085.00000,228.00000,,761.00000,324.00000,-219.00000,105.00000,-44.00000,149.00000,149.00000,-59.00000,857.00000,324.00000,80.82200,80.82200,-0.73000,-0.73000,1.22330,0.68950,2.30140,14.72180,4.39620,4.39620,1.42470,-0.80050,0.14660,1.69000,1.82070,49.43280,1.52950,-2.44300,0.29640,0.47420,121.46150,17.1645,14.3815
2020-03-31,10146.00000,8901.00000,1245.00000,244.00000,,782.00000,463.00000,-520.00000,-57.00000,-23.00000,-34.00000,-34.00000,-67.00000,1001.00000,463.00000,81.00000,81.00000,-0.84000,-0.84000,1.19130,0.70740,2.54730,12.27090,4.56340,4.56340,-0.56180,-0.66040,0.20530,2.55480,2.33240,38.58660,-0.37610,0.51620,-0.06880,-0.10990,112.46090,7.11110,1.91360
2019-12-31,11320.00000,9969.00000,1351.00000,228.00000,,746.00000,605.00000,-477.00000,128.00000,41.00000,87.00000,87.00000,-57.00000,1123.00000,605.00000,69.35500,69.35500,-0.84000,-0.84000,1.16070,0.65790,2.02650,11.93460,5.34450,5.34450,1.13070,-0.50350,0.21870,2.85640,2.35440,38.22620,0.78710,-1.51990,0.16810,0.26930,136.64070,5.132,-1.7608
2019-09-30,11794.00000,10389.00000,1405.00000,215.00000,,749.00000,656.00000,-424.00000,232.00000,50.00000,182.00000,182.00000,13.00000,1190.00000,656.00000,81.25000,81.25000,0.16000,0.16000,1.19860,0.68350,2.33080,11.91280,5.56220,5.56220,1.96710,0.11020,0.24650,3.30120,2.26290,39.77280,1.93430,-2.62020,0.38040,0.61120,116.50250,6.1815,2.8109
2019-06-30,10717.00000,9776.00000,941.00000,211.00000,,652.00000,289.00000,-273.00000,16.00000,52.00000,-36.00000,-36.00000,55.00000,730.00000,289.00000,67.07300,67.07300,0.82000,0.82000,1.21090,0.69210,2.42370,8.78040,2.69670,2.69670,0.14930,0.51320,0.22180,2.86350,2.14170,42.02300,-0.38810,0.48080,-0.07450,-0.11930,116.22090,17.5406,14.2326
2019-03-31,9201.00000,8193.00000,1008.00000,178.00000,,489.00000,519.00000,-269.00000,250.00000,49.00000,201.00000,201.00000,32.00000,830.00000,519.00000,66.00000,66.00000,0.48000,0.48000,1.14370,0.58600,1.60570,10.95530,5.64070,5.64070,2.71710,0.34780,0.32890,5.13670,2.20750,40.76950,3.12400,-22.73760,0.71860,1.29040,97.43750,2.33330,-0.57580
2018-12-31,10209.00000,9205.00000,1004.00000,209.00000,,495.00000,509.00000,-136.00000,373.00000,-21.00000,394.00000,394.00000,70.00000,795.00000,509.00000,66.66700,66.66700,1.05520,1.05520,1.08480,0.58210,1.67320,9.83450,4.98580,4.98580,3.65360,0.68570,0.37370,5.89310,2.37030,37.96940,6.06710,-27.36110,1.44230,2.53520,98.11740,14.721,12.4382
2018-09-30,9990.00000,9080.00000,910.00000,174.00000,,425.00000,485.00000,-132.00000,353.00000,68.00000,285.00000,285.00000,-1.00000,736.00000,485.00000,66.00000,66.00000,-0.01520,-0.01520,1.15030,0.59950,1.67770,9.10910,4.85490,4.85490,3.53350,-0.01000,0.36160,5.13280,2.15020,41.85590,4.40090,-20.78780,1.03160,1.76260,,2.5289,-0.1833
2018-06-30,8775.00000,8200.00000,575.00000,142.00000,,247.00000,328.00000,-7.00000,321.00000,13.00000,308.00000,308.00000,40.00000,433.00000,328.00000,66.66700,66.66700,0.60000,0.60000,1.28860,0.47440,1.02500,6.55270,3.73790,3.73790,3.65810,0.45580,0.51490,6.53910,2.38710,37.70260,6.21590,83.46880,1.80740,3.26690,,3.5767,2.622
