,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-05,2024-09-30,$0.04,$-0.04
1,2024-08-07,2024-06-30,$-0.22,$-0.26
2,2024-05-08,2024-03-31,$-0.03,$-0.41
3,2024-02-29,2023-12-31,$-0.32,$2.90
4,2023-11-08,2023-09-30,$-0.77,$-0.39
5,2023-08-10,2023-06-30,$-0.74,$-0.46
6,2023-05-08,2023-03-31,$-0.34,$-0.14
7,2023-03-13,2022-12-31,$-0.23,$-0.79
8,2022-11-04,2022-09-30,$-0.37,$-0.21
9,2022-08-10,2022-06-30,$-0.20,$-0.26
10,2022-05-10,2022-03-31,$-0.30,$-0.40
11,2022-03-01,2021-12-31,$-0.10,$-0.50
12,2021-11-03,2021-09-30,$0.00,$-0.40
13,2021-08-04,2021-06-30,$-0.10,$-0.10
14,2021-05-07,2021-03-31,$-0.20,$-0.30
15,2021-03-10,2020-12-31,$-0.20,$-0.60
16,2020-10-29,2020-09-30,$-0.20,$-0.20
17,2020-08-06,2020-06-30,$-0.20,$-0.50
18,2020-05-19,2020-03-31,$-0.20,$-0.40
19,2020-03-16,2019-12-31,$-0.20,$-0.70
20,2019-10-30,2019-09-30,$-0.10,$-0.30
21,2019-07-30,2019-06-30,$-0.10,$-0.40
22,2019-04-30,2019-03-31,$-0.20,$-0.30
23,2019-02-21,2018-12-31,$-0.30,$-0.60
24,2018-10-31,2018-09-30,$0.00,$-0.40
25,2018-07-31,2018-06-30,$0.00,$-0.20
26,2018-05-02,2018-03-31,$0.10,$-0.10
27,2018-02-21,2017-12-31,--,$0.10
28,2017-11-02,2017-09-30,--,$-0.30
29,2017-08-02,2017-06-30,--,$-0.10
30,2017-05-04,2017-03-31,--,$-0.20
31,2017-03-01,2016-12-31,--,$-0.10
32,2016-11-03,2016-09-30,--,$0.10
33,2016-08-04,2016-06-30,--,$0.30
34,2016-05-05,2016-03-31,--,$0.40
35,2016-03-11,2015-12-31,--,$-0.40
36,2015-11-05,2015-09-30,--,$0.10
37,2015-08-05,2015-06-30,--,$0.10
38,2015-05-11,2015-03-31,--,$0.10
39,2015-03-09,2014-12-31,--,$-0.30
