Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,724.70500,126.19200,598.51300,38.58400,112.32400,197.17900,401.33400,-44.39800,356.93600,76.03500,280.90100,280.90100,,280.90100,456.63900,401.33400,78.49900,78.72900,3.58000,3.57000,0.93310,1.20110,-5.97180,82.58710,55.37900,55.37900,49.25260,38.76070,0.13400,1.12570,79.95340,-37.40370,-6.10850,5.19330,7.52320,-9.58260,5.4089,5.054
2024-06-30,707.94900,128.10900,579.84000,41.07300,111.16000,197.23200,382.60800,-42.61400,339.99400,73.23600,266.75800,266.75800,,266.75800,434.91800,382.60800,79.08500,79.24500,3.37000,3.37000,0.95540,1.19460,-6.13860,81.90420,54.04460,54.04460,48.02520,37.68040,0.12970,0.99780,90.19550,-36.31920,-5.80780,4.88850,7.06780,-9.32680,4.4198,4.0739
2024-03-31,679.96500,128.51400,551.45100,40.52500,128.85900,212.06900,339.38200,-43.48900,295.89300,39.93900,255.95400,255.95400,,255.95400,389.16000,339.38200,79.19500,79.50800,3.23000,3.22000,0.99710,1.16870,-6.92940,81.09990,49.91170,49.91170,43.51590,37.64220,0.12410,0.91200,98.68890,-39.34630,-5.70120,4.67190,6.63580,-8.21110,3.77490,3.47010
2023-12-31,690.10600,122.55700,567.54900,39.22000,115.60000,196.80410,370.74490,97.13000,467.87510,64.49500,403.38000,403.38000,,403.38000,420.28990,370.74480,79.46200,79.84300,5.09000,5.06000,0.93480,1.19690,-6.09350,82.24080,53.72290,53.72290,67.79760,58.45190,0.12510,0.82200,109.49040,-54.52820,-8.80030,7.31000,10.73660,-9.35330,4.8257,4.5561
2023-09-30,625.43900,105.31100,520.12810,31.43800,103.40700,166.81900,353.30900,-35.65300,317.65600,57.99700,259.65900,259.65900,,259.65900,392.44600,353.30900,79.11600,79.50000,3.28000,3.27000,1.36080,1.30400,-4.29780,83.16210,56.48980,56.48980,50.78930,41.51630,0.12850,1.03680,86.80930,-24.75070,-6.80520,5.33670,7.52420,-13.26440,3.6974,3.4305
2023-06-30,621.15700,110.06600,511.09100,30.14000,103.64500,165.13800,345.95300,-38.79500,307.15800,60.33300,246.82500,246.82500,,246.82500,384.37200,345.95300,79.59200,79.90500,3.10000,3.09000,1.25130,1.36090,-3.77810,82.28050,55.69490,55.69490,49.44930,39.73630,0.13040,1.01350,88.80150,-20.67790,-6.21330,5.18230,7.46270,-15.08550,3.6756,3.3424
2023-03-31,592.21800,108.64700,483.57100,31.32300,107.51900,168.96900,314.60200,-38.23000,276.37200,37.64400,238.72800,238.72800,,238.72800,351.77500,314.60200,80.04100,80.48200,2.98000,2.97000,1.49810,1.25030,-5.00450,81.65420,53.12270,53.12270,46.66730,40.31080,0.11710,0.92310,97.50220,-26.48520,-6.48120,4.71920,6.62980,-11.25820,3.28200,3.01390
2022-12-31,576.20790,102.38400,473.82390,29.02600,105.77600,165.07400,308.74990,-43.08800,265.66200,50.69100,214.97100,214.97100,,214.97100,346.25490,308.74980,80.74600,81.21500,2.69000,2.67000,1.39780,1.28840,-4.47650,82.23140,53.58310,53.58310,46.10520,37.30790,0.11530,0.86880,103.59320,-21.32810,-5.66290,4.30150,6.15030,-12.60540,3.8434,3.5942
2022-09-30,560.63900,98.41800,462.22100,25.94100,96.24700,152.69000,309.53100,-40.32700,269.20400,52.61200,216.59200,216.59200,,216.59200,347.35800,309.53100,80.50000,80.87400,2.69000,2.68000,1.43070,1.31440,-4.18880,82.44540,55.21040,55.21040,48.01740,38.63310,0.11730,1.06720,84.33660,-20.10340,-5.59800,4.53360,6.32030,-13.44710,4.024,3.7992
2022-06-30,551.80600,100.76800,451.03800,23.91600,97.79700,150.65700,300.38100,-40.34900,260.03200,49.44500,210.58700,210.58700,,210.58700,336.72800,300.38100,80.92300,81.29500,2.60000,2.59000,1.32920,1.29510,-4.39560,81.73850,54.43600,54.43600,47.12380,38.16320,0.11420,0.94030,95.71000,-20.51610,-5.49270,4.35700,6.05330,-12.75150,2.6524,2.4152
2022-03-31,559.94500,102.77100,457.17400,28.32200,111.62000,168.19600,288.97800,-40.03500,248.94300,20.52000,228.42300,228.42300,,228.42300,324.92700,288.97800,81.59100,82.28600,2.80000,2.78000,1.14820,1.26780,-4.73440,81.64620,51.60830,51.60830,44.45850,40.79380,0.11930,0.94530,95.20460,-25.98110,-6.17450,4.86850,6.95720,-10.83170,2.96750,2.78110
2021-12-31,549.84190,95.90300,453.93890,30.81900,113.58100,173.35200,280.58690,-34.82400,245.76300,51.89800,193.86500,193.86500,,193.86490,317.18090,280.58690,82.50800,83.47900,2.35000,2.32000,1.71340,1.04090,-25.45730,82.55810,51.03050,51.03050,44.69700,35.25830,0.09980,0.82740,108.76940,-118.59590,-6.47690,3.52050,4.84910,-1.98290,3.3571,3.08
2021-09-30,517.09900,89.67400,427.42500,28.35200,97.92900,147.19500,280.23000,-79.58000,200.65000,30.77400,169.87600,169.87600,,169.87600,308.58800,280.23000,82.47000,83.55400,2.06000,2.03000,1.81660,1.07220,-14.85720,82.65830,54.19270,54.19270,38.80300,32.85170,0.10060,1.04100,86.45410,-60.66460,-5.46560,3.30330,4.37780,-3.39640,2.5675,2.3912
2021-06-30,498.18000,87.32700,410.85300,27.53100,88.37300,153.32000,257.53300,-61.83800,195.69500,30.27200,165.42300,165.42300,,165.42300,302.18300,257.53300,82.45400,83.29500,2.01000,1.99000,2.69130,1.10230,-10.77640,82.47080,51.69480,51.69480,39.28200,33.20550,0.10400,1.01970,88.26390,-44.97550,-7.71960,3.45270,4.60040,-4.46160,2.7081,2.5751
2021-03-31,478.42300,85.78000,392.64300,24.86200,91.19500,138.26800,254.37500,-38.34700,216.02800,19.20900,196.81900,196.81900,,196.81900,283.82100,254.37500,82.64000,83.49300,2.38000,2.36000,1.61830,1.16680,-8.02750,82.07030,53.16950,53.16950,45.15420,41.13910,0.10480,0.94390,95.34740,-40.86930,-8.64110,4.31100,6.81530,-5.84290,2.58050,2.45650
2020-12-31,443.66100,75.93500,367.72600,27.05600,84.53400,133.64090,234.08510,-38.91900,195.16600,38.95000,156.21590,156.21590,,156.21600,263.23110,234.08510,83.71600,84.51700,1.88000,1.87000,1.88460,1.15160,-7.59590,82.88450,52.76220,52.76210,43.98990,35.21070,0.10570,0.79430,113.30990,-35.24460,-6.96150,3.72060,5.34340,-5.36780,2.7884,2.5888
2020-09-30,425.33300,70.70400,354.62900,24.90100,80.28100,127.00900,227.62000,-38.57700,189.04300,6.68500,182.35800,182.35800,,182.35800,256.59800,227.62000,83.60200,84.47900,2.18000,2.16000,2.20770,1.12980,-8.70640,83.37680,53.51570,53.51570,44.44590,42.87420,0.10340,0.98960,90.94610,-47.17140,-8.32750,4.43510,6.12100,-4.65530,2.3582,2.2198
2020-06-30,409.61600,70.45600,339.16000,22.53400,79.92600,123.98500,215.17500,-76.00800,139.16700,24.04400,115.12300,115.12300,,115.12300,243.87000,215.17500,83.66600,84.34900,1.38000,1.36000,2.26020,1.10180,-10.82160,82.79950,52.53090,52.53090,33.97500,28.10510,0.09780,0.87880,102.40970,-37.02520,-5.43710,2.74930,3.76980,-3.71780,3.1322,2.9935
2020-03-31,416.78000,74.60900,342.17100,26.56200,86.38200,134.28700,207.88400,-45.03500,162.84900,14.72400,148.12500,148.12500,,148.12500,236.30500,207.88400,84.87000,85.54800,1.75000,1.73000,2.02910,1.12580,-8.94660,82.09870,49.87860,49.87860,39.07310,35.54030,0.10650,0.86470,104.08150,-41.80410,-6.83500,3.78660,5.26060,-4.23290,1.31820,1.19180
2019-12-31,406.60600,70.15400,336.45210,27.10000,89.14500,137.02300,199.42900,-52.89600,146.53300,23.75000,122.78300,122.78300,,122.78300,227.03500,199.42900,84.64400,85.53600,1.45000,1.44000,2.31110,1.02560,-40.04390,82.74640,49.04720,49.04720,36.03810,30.19700,0.09670,0.81440,110.51020,-160.05290,-6.45860,2.92030,4.09930,-0.90470,2.8493,2.6332
2019-09-30,394.25100,70.48600,323.76500,24.31000,78.66600,122.54600,201.21900,-32.47100,168.74800,31.76500,136.98300,136.98300,,136.98300,227.35000,201.21900,84.76500,85.55000,1.62000,1.60000,1.86170,1.06080,-17.43700,82.12150,51.03830,51.03830,42.80220,34.74510,0.11330,0.96270,93.48540,-92.64640,-7.01080,3.93660,5.63650,-1.74550,2.1978,2.0257
2019-06-30,385.55800,71.97500,313.58300,23.75200,78.03500,121.20500,192.37800,-32.63300,159.74500,34.05500,125.69000,125.69000,,125.69000,218.40000,192.37800,84.75000,85.39300,1.48000,1.47000,1.72510,1.09880,-11.11840,81.33220,49.89600,49.89600,41.43220,32.59950,0.11260,0.87960,102.31450,-54.22310,-6.14440,3.66970,5.35880,-2.73690,2.2219,2.0765
2019-03-31,371.38100,82.34600,289.03500,23.17200,83.54500,126.36000,162.67500,-34.38300,128.29200,-49.90000,178.19200,178.19200,,178.19200,188.88700,162.67500,84.25300,85.64900,2.11000,2.08000,1.63420,1.14010,-8.14000,77.82710,43.80270,43.80270,34.54460,47.98090,0.11270,0.86950,103.50260,-56.29940,-8.33430,5.40700,7.88500,-3.73790,1.02600,0.93100
2018-12-31,361.68800,73.75700,287.93100,20.31200,77.85700,118.11300,169.81800,17.47100,187.28900,35.15700,152.13200,152.13200,,152.13200,190.74700,169.81800,87.17900,89.70100,1.85000,1.78000,1.77390,1.06910,-15.46900,79.60760,46.95150,46.95150,51.78190,42.06170,0.10680,0.76400,117.80590,-91.37400,-7.63310,4.49040,6.31510,-1.97800,2.0202,1.7609
2018-09-30,357.93400,70.90600,287.02800,20.59100,70.90000,110.62500,176.40300,-29.55700,146.84600,23.01400,123.83200,123.83200,,123.83200,196.52300,176.40300,88.79600,91.37200,1.39000,1.36000,2.75140,0.87180,6.80320,80.19020,49.28370,49.28370,41.02600,34.59630,0.09400,0.94520,95.22270,32.72160,-8.50490,3.25330,4.19330,4.27170,1.5817,1.4378
2018-06-30,363.04600,71.36800,291.67800,19.80100,71.45200,118.16700,173.51100,-17.18800,156.32300,39.49400,116.82900,116.82900,,116.82900,201.32000,173.51100,89.11200,91.58600,1.31000,1.28000,2.65350,0.88140,7.42950,80.34190,47.79310,47.79310,43.05870,32.18020,0.09590,0.91940,97.89320,33.72450,-7.74270,3.08600,4.00080,3.89970,2.2724,2.1932
2018-03-31,351.31600,71.30400,280.01200,20.70700,72.59600,112.84600,167.16600,-27.72800,139.43800,24.34600,115.09200,115.09200,,115.09200,187.55800,167.16600,90.07500,92.58700,1.28000,1.24000,2.05580,0.83150,4.93340,79.70380,47.58280,47.58280,39.69020,32.76030,0.10500,0.75950,118.50280,27.31350,-7.89630,3.44120,4.60330,4.68920,0.95690,0.89350
