Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,41.59000,27.88100,13.70900,,3.28400,-3.69500,6.97900,6.73000,0.15500,6.88500,0.52300,6.36200,,6.36200,3.96600,12.39500,6.73000,176.53500,178.32400,0.02000,0.02000,5.04600,0.00100,0.00200,32.96230,16.18180,16.18180,16.55450,9.53590,0.05750,3.05580,8.80210,10.22480,1.02590,2.16640,0.87930,1.02490,3.50140,0.0647,0.0006
2021-12-31,59.07900,37.60300,21.47600,,3.31000,1.03000,2.28000,19.19600,-8.17100,11.02500,3.09300,7.93200,,7.93200,5.06300,26.49900,19.19600,176.79900,178.53800,0.03000,0.03000,4.61790,0.00110,0.00230,36.35130,32.49210,32.49210,18.66150,8.56990,0.08190,3.55750,21.38220,4.20910,1.28940,2.69800,1.09980,1.28790,3.47360,0.1604,0.0584
2021-09-30,58.43500,34.82300,23.61200,,3.74900,-3.00800,6.75700,16.85500,1.25800,18.11300,5.35500,12.75800,,12.75800,9.39300,24.21600,16.85500,176.28590,178.49670,0.05000,0.05000,5.06740,0.00130,0.00240,40.40730,28.84400,28.84400,30.99680,16.07430,0.08340,4.14610,14.15230,6.35940,2.12560,4.15780,1.82060,2.12290,3.40190,0.1729,0.0992
2021-06-30,58.81900,33.31500,25.50400,,3.83800,-1.88200,5.72000,19.78400,1.26500,21.04900,4.81700,16.23200,,16.23200,12.21200,26.48300,19.78400,175.95300,178.52500,0.07000,0.07000,5.25680,0.00160,0.00270,43.36010,33.63540,33.63540,35.78610,20.76200,0.08580,5.98870,9.95250,9.04300,2.75040,5.36090,2.36730,2.74600,3.35070,0.20420,0.14120
2021-03-31,35.73200,22.32800,13.40400,,3.36900,-4.79200,8.16100,5.24300,0.61700,5.86000,-4.31100,10.17100,,10.17100,7.02100,10.22700,5.24300,174.86800,177.07400,0.04000,0.03000,5.94990,0.00190,0.00310,37.51260,14.67310,14.67310,16.39990,19.64910,0.05470,2.28580,5.35230,16.81520,1.79790,3.52790,1.55840,1.79440,3.21910,0.0138,-0.0383
2020-12-31,53.29600,28.49500,24.80100,,3.52500,-2.64600,6.17100,18.63000,-0.29500,18.33500,6.04600,12.28900,,12.28900,8.39200,24.69300,18.63000,175.26200,177.51600,0.05000,0.05000,4.28290,0.00220,0.00340,46.53450,34.95570,34.95570,34.40220,15.74600,0.08130,2.92230,37.90610,2.37430,2.22690,4.48270,1.87360,2.22200,3.14710,0.1341,-0.0532
2020-09-30,56.37200,29.70000,26.67200,,2.78400,0.88900,1.89500,24.77700,0.65700,25.43400,5.87700,19.55700,,19.55700,15.47200,30.80600,24.77700,174.68800,177.11300,0.09000,0.09000,4.84650,0.00260,0.00380,47.31430,43.95270,43.95270,45.11810,27.44630,0.09330,4.42950,36.02050,2.49860,3.83040,7.32170,3.23850,3.82050,2.91440,0.1664,0.2048
2020-06-30,46.70500,27.42000,19.28500,,2.68700,6.47600,-3.78900,23.07400,0.80000,23.87400,5.38200,18.49200,,18.49200,15.49100,29.22200,23.07400,173.99750,176.41460,0.09000,0.09000,5.13040,0.00300,0.00430,41.29110,49.40370,49.40370,51.11660,33.16780,0.08430,3.62790,39.51350,2.27770,3.93170,7.68970,3.33600,3.91980,,0.17090,0.12180
2020-03-31,18.85900,16.24900,2.61000,,2.59000,4.52200,-1.93200,4.54200,-0.47400,4.06800,0.54300,3.52500,,3.52500,3.16300,8.52400,4.54200,171.71300,174.07900,0.02000,0.02000,5.68420,0.00340,0.00470,13.83950,24.08400,24.08390,21.57060,16.77180,0.03680,1.92750,7.67560,11.72540,0.80300,1.64420,0.68750,0.80030,2.52550,0.0376,-0.0039
2019-12-31,44.50800,28.73800,15.77000,,2.56800,-1.75900,4.32700,11.44300,0.98800,12.43100,3.71500,8.71600,,8.71600,6.28300,17.71100,11.44300,172.69100,174.76000,0.04000,0.04000,4.52850,0.00390,0.00530,35.43180,25.71000,25.71000,27.92980,14.11660,0.08250,2.73770,14.41790,6.24220,1.93250,3.96420,1.61530,1.92490,2.60580,0.1378,0.0828
2019-09-30,49.88600,27.21900,22.66700,,2.58300,0.03400,2.54900,20.11800,0.68200,20.80000,5.13900,15.66100,,15.66100,12.22100,26.32100,20.11800,170.84200,171.90500,0.07000,0.07000,4.70320,0.00440,0.00580,45.43760,40.32800,40.32800,41.69510,24.49790,0.09750,2.84120,8.46530,10.63160,3.64830,7.54820,3.06030,3.63230,2.49160,0.1518,0.1058
2019-06-30,45.57600,27.24900,18.32700,,2.35300,0.08500,2.26800,16.05900,0.75400,16.81300,-0.48800,17.30100,,17.30100,12.60700,22.27900,16.05900,169.99130,170.75400,0.07000,0.07000,4.15360,0.00480,0.00630,40.21200,35.23570,35.23570,36.89000,27.66150,0.09010,2.61780,5.24650,17.15440,4.08040,8.84450,3.42120,4.06080,2.49400,0.11650,0.09160
2019-03-31,34.95200,30.87400,4.07800,,-4.94100,9.69100,-14.63200,18.71000,0.70600,19.41600,3.47600,15.94000,,15.94000,12.10600,23.65200,18.71000,168.48300,170.38700,0.07000,0.07000,3.56090,,0.01080,11.66740,53.53060,53.53060,55.55050,34.63610,0.07000,2.84920,19.76920,4.55250,3.85790,9.14720,3.19390,3.85790,2.43270,0.0488,-0.0132
2018-12-31,42.35100,23.04800,19.30300,,5.33900,1.20800,4.13100,15.17200,0.81500,15.98700,5.13400,10.85300,,10.85300,8.66000,20.37900,15.17200,168.87200,170.31500,0.05000,0.05000,3.27100,,0.01110,45.57860,35.82440,35.82440,37.74880,20.44820,0.08800,1.85420,51.14860,1.75960,2.76140,6.26690,2.25520,2.76140,2.31620,0.1161,0.0556
2018-09-30,48.09100,25.39100,22.70000,,4.60500,-1.91700,6.52200,16.17800,0.66200,16.84000,5.76300,11.07700,,11.07700,8.03700,22.22600,16.17800,168.10600,170.31200,0.05000,0.05000,3.35140,,0.01120,47.20220,33.64040,33.64040,35.01700,16.71210,0.10090,2.13930,105.46270,0.85340,2.83550,6.38690,2.32490,2.83550,2.31950,0.1238,0.0859
2018-06-30,45.12500,20.27400,24.85100,,4.47200,-0.36600,4.83800,20.01300,0.66200,20.67500,6.49800,14.17700,,14.17700,10.92100,25.06600,20.01300,167.26400,170.23100,0.07000,0.06000,3.36840,,0.01160,55.07150,44.35010,44.35010,45.81720,24.20170,0.09510,1.52390,94.01040,0.95730,3.63400,8.47590,2.98700,3.63400,2.32660,0.12420,0.08340
2018-03-31,38.44900,19.34200,19.10700,,4.72700,4.99300,-0.26600,19.37300,0.67300,20.04600,5.33300,14.71300,,14.71300,12.19400,24.63900,19.37300,167.84800,171.40600,0.06000,0.07000,3.80120,,,49.69440,50.38620,50.38620,52.13660,31.71470,0.08060,1.75550,31.77600,2.83230,3.69510,8.85800,3.08520,3.69510,2.38390,0.013,-0.0208
2017-12-31,44.35200,21.18600,23.16600,,4.91500,1.40800,3.50700,19.65900,0.71000,20.36900,4.30200,16.06700,,16.06700,12.71800,24.34200,19.65900,168.07800,169.78200,0.08000,0.07000,3.80120,,,52.23210,44.32490,44.32490,45.92580,28.67510,0.09300,1.92290,36.65450,2.45540,4.03510,9.67310,3.36910,4.03510,2.37460,0.162,0.1182
2017-09-30,47.54100,21.93500,25.60600,,4.47300,-1.80600,6.27900,19.32700,0.53800,19.86500,5.26300,14.60200,,14.60200,11.14500,24.06800,19.32700,168.04000,170.01800,0.07000,0.07000,3.10500,,,53.86090,40.65330,40.65330,41.78500,23.44290,0.10810,2.21070,36.18040,2.48750,4.05750,10.20760,3.31990,4.05750,2.13970,0.1216,0.0833
2017-06-30,39.69700,19.69200,20.00500,,4.57000,1.63100,2.93900,17.06600,0.46900,17.53500,4.02100,13.51400,,13.51400,10.93700,21.81800,17.06600,167.89020,169.78460,0.07000,0.06000,3.22340,,,50.39420,42.99070,42.99070,44.17210,27.55120,0.09590,2.10740,31.25750,2.87930,4.01970,10.83040,3.26510,4.01970,2.00250,0.09950,0.05750
2017-03-31,34.06400,13.75900,20.30500,,4.35600,5.01500,-0.65900,20.96400,0.51600,21.48000,5.14600,16.33400,,16.33400,13.50700,23.06500,20.96400,167.18500,171.35000,0.08000,0.07000,2.76000,,,59.60840,61.54300,61.54300,63.05780,39.65180,0.08560,1.57970,25.98320,3.46380,5.13750,14.61850,4.10430,5.13750,1.89370,0.011,-0.0218
2016-12-31,47.83800,21.46000,26.37800,,3.95000,-0.92300,4.87300,21.50500,0.48600,21.99100,5.35300,16.63800,,16.63800,13.11500,26.96800,21.50500,167.19260,171.28440,0.08000,0.08000,2.33490,,0.01420,55.14030,44.95380,44.95380,45.96970,27.41540,0.12260,2.03490,44.29450,2.03190,5.48700,16.61820,4.26410,5.48700,1.81240,0.1658,0.0705
2016-09-30,46.29800,20.53900,25.75900,,4.12700,0.03500,4.09200,21.66700,0.27700,21.94400,5.93800,16.00600,,16.00600,12.37800,27.69600,21.66700,167.01200,171.54000,0.07000,0.07000,2.16130,,0.01500,55.63740,46.79900,46.79900,47.39730,26.73550,0.11730,2.04470,38.58170,2.33270,5.34320,18.01020,4.05550,5.34320,1.79310,0.1565,0.1195
2016-06-30,35.27100,19.52700,15.74400,,4.38500,-2.20600,6.59100,9.15300,0.16700,9.32000,2.80000,6.52000,,6.52000,4.67400,14.47300,9.15300,166.93950,169.81950,0.03000,0.03000,1.90610,,0.01580,44.63720,25.95050,25.95050,26.42400,13.25170,0.09350,2.07960,16.86800,5.33550,2.27930,8.73200,1.72840,2.27930,1.71290,0.11880,0.07530
2016-03-31,19.42600,13.24000,6.18600,0.00000,7.41000,-3.39600,7.41000,-1.22400,-0.00900,-1.20000,-0.48000,-0.72000,0.00000,-1.52000,-1.52000,1.96300,-1.22400,168.02100,168.02100,-0.01000,-0.01000,1.83600,,0.01630,31.96750,-6.30080,-6.30080,-6.17730,-7.82460,0.05220,1.49490,7.97780,11.28130,-0.53040,-2.15670,-0.40860,-0.53040,1.71750,0.0267,-0.0751
2015-12-31,29.08100,19.54300,9.53800,,3.14000,-1.26600,4.40600,5.13200,0.23700,5.36900,1.45300,3.91600,,3.91600,3.32600,11.48800,5.13200,168.97500,168.97500,0.02000,0.02000,1.92310,,,32.79810,17.64730,17.64730,18.46220,11.43700,0.07890,2.14050,8.05570,11.17220,1.38280,1.38270,1.06310,1.38280,,0.0576,0.0107
2015-09-30,27.21300,18.38500,8.82800,,4.90700,0.46200,4.44500,4.38300,0.12500,4.50800,1.52900,2.97900,,2.97900,2.23400,8.78300,4.38300,170.30700,170.30700,0.01000,0.01000,1.97600,,,32.44040,16.10630,16.10630,16.56560,8.20930,0.07170,1.85330,13.67490,6.58140,1.02930,1.02930,0.78530,1.02930,,0.0275,0.0061
2015-06-30,32.22000,20.76400,11.45600,,5.34400,-2.03100,7.37500,4.08100,-0.05500,4.02600,0.25500,3.77100,,3.77100,2.29600,9.05800,4.08100,170.88380,170.88380,0.01000,0.01000,1.96790,,,35.55560,12.66610,12.66610,12.49530,7.12600,0.08340,2.98760,17.23000,5.22350,1.27300,1.27300,0.97630,1.27300,,0.07790,0.03070
2015-03-31,20.26900,15.05000,5.21900,-2.50000,134.62000,,132.12000,-126.90100,-0.35000,-127.25000,2.81000,-130.06000,0.00000,-118.54900,-118.54900,-120.09100,-126.90100,170.88400,170.88400,-0.69000,-0.69000,1.83600,,0.01630,25.80300,-626.08420,-626.08420,-627.80600,-584.87840,0.05450,1.69920,8.32400,10.81210,-41.36980,-168.20470,-31.86640,-41.36980,1.71750,0.0282,-0.0375
2014-12-31,40.24700,24.84000,15.40700,0.86000,5.36000,,6.22000,9.18700,0.25000,9.43000,2.35000,7.08000,0.00000,5.46800,5.46800,15.95700,9.18700,170.88400,170.88400,0.03000,0.03000,2.12000,,,38.26370,22.82660,22.82660,23.43030,13.58610,0.07930,4.04560,34.99740,2.57160,1.28050,1.28050,1.07780,1.28050,,0.09,0.0426
2014-09-30,37.33300,18.89000,18.44300,0.74000,6.09000,,6.83000,11.61300,2.13000,13.73000,4.12000,9.61000,0.00000,7.22800,7.22800,16.88300,11.61300,170.88400,170.88400,0.04000,0.04000,2.07990,,,49.36650,31.10650,31.10650,36.77710,19.36090,0.07260,2.50200,10.91610,8.24470,1.69360,1.69360,1.40480,1.69360,,0.1177,0.0592
2014-06-30,30.61600,14.96000,15.65600,0.90000,4.76000,,5.66000,9.99600,-1.65000,8.32000,3.68000,4.64000,0.00000,2.74400,2.74400,13.41600,9.99600,170.88400,170.88400,0.02000,0.02000,2.46230,,,51.11710,32.64960,32.64960,27.17530,8.96260,0.06370,2.75510,8.38790,10.72970,0.65580,0.65580,0.57070,0.65580,,0.08090,0.03480
2014-03-31,16.13500,9.19000,6.94500,0.30000,2.97000,,3.27000,3.67500,-6.77000,-3.07000,1.60000,-4.67000,0.00000,-4.54100,-4.54100,5.79500,3.67500,170.88200,170.88200,-0.03000,-0.03000,2.74910,,,43.13600,22.77660,22.77660,-19.02700,-28.14380,0.03450,1.71460,4.03380,22.31170,-1.10070,-3.10370,-0.97170,-1.10070,,0.0175,-0.0678
2013-12-31,23.97000,13.50000,10.47000,0.65000,6.33000,,6.98000,3.49000,1.96000,5.44000,2.30000,3.14000,0.00000,2.16300,2.16300,6.42000,3.49000,170.87900,170.92500,0.01000,0.01000,2.40830,,,43.63790,14.55990,14.55990,22.69500,9.02380,0.04720,2.22410,3.96850,22.67840,0.49350,0.49350,0.42570,0.49350,,0.0577,0.0416
2013-09-30,28.46000,14.82000,13.64000,0.76000,7.62000,,8.38000,5.26000,-66.58000,-61.34000,-8.03000,-53.31000,0.00000,-43.02100,-43.02100,9.81000,5.26000,170.78100,170.78100,-0.25000,-0.25000,2.41320,,,47.89180,18.48210,18.48210,-215.53060,-151.16300,0.05400,2.83910,18.84770,4.77510,-9.63210,-9.63190,-8.16730,-9.63190,,0.033,-0.0773
2013-06-30,39.83500,22.48000,17.35500,1.04000,7.50000,,8.54000,8.81500,1.68000,10.48000,4.00000,6.48000,0.00000,4.56200,4.56200,12.74500,8.81500,170.78100,170.83900,0.03000,0.03000,2.43420,,,43.55470,22.12880,22.12880,26.30850,11.45220,0.06750,3.59680,27.85660,3.23080,0.91140,0.91130,0.77260,0.91140,,0.10310,-0.00920
2013-03-31,33.14700,16.41000,16.73700,0.72000,4.84000,,4.48000,12.25700,-0.15000,12.13000,3.75000,8.38000,0.00000,6.36100,6.36100,15.18700,12.25700,170.77300,170.99000,0.04000,0.04000,2.77890,,,50.53250,36.97770,36.97770,36.59460,19.19030,0.05750,2.18220,21.24810,4.23570,1.27710,3.50580,1.10390,1.27710,,0.0867,0.1358
2012-12-31,58.71700,21.24000,37.47700,1.34000,6.95000,,8.63000,28.84700,-7.93000,20.89000,10.26000,10.63000,0.00000,5.23600,5.23600,33.30700,28.84700,170.74800,171.07200,0.03000,0.03000,2.85350,,,63.81460,49.12890,49.12890,35.57740,8.91740,0.09790,2.73360,22.49690,4.00050,1.00680,2.42720,0.87260,1.00680,,0.1627,0.1752
2012-09-30,45.20900,16.44000,28.76900,0.88000,6.70000,,7.91000,20.85900,-0.06000,20.78000,7.27000,13.51000,0.00000,9.50000,9.50000,23.97900,20.85900,170.72000,171.06300,0.06000,0.06000,3.70000,,,63.61570,46.13910,46.13910,45.96430,21.01350,0.07700,2.14620,14.17210,6.35050,1.83150,4.11950,1.61790,1.83140,,0.1398,0.0108
2012-06-30,44.54900,18.99000,25.55900,0.96000,7.24000,,8.61000,16.94900,0.50000,17.44000,7.92000,9.52000,0.00000,6.11400,6.11400,21.01900,16.94900,170.69300,171.08200,0.04000,0.04000,4.64760,,,57.35260,38.04580,38.04580,39.14790,13.72420,0.07830,2.61570,5.73350,15.69730,1.20600,2.57410,1.07460,1.20600,,0.11250,-0.01570
2012-03-31,44.31200,14.34000,29.97200,0.26000,8.06000,,9.57000,20.40200,1.28000,21.73000,7.66000,14.07000,0.00000,9.70000,9.70000,24.16200,20.40200,170.65100,171.16300,0.06000,0.06000,4.48420,,,67.65660,46.04170,46.04170,49.03860,21.89020,0.07700,2.04860,4.48960,20.04650,1.89890,3.84450,1.68570,1.89890,,0.074,-0.0413
2011-12-31,61.87600,18.32000,43.55600,0.44000,7.63000,,8.07000,35.48600,3.19000,38.65000,11.63000,27.02000,0.00000,20.02500,20.02500,39.54600,35.48600,170.61300,171.27900,0.12000,0.12000,4.08680,,,70.38270,57.35020,57.35020,62.46360,32.36310,0.10910,2.55510,6.79960,13.23620,4.01230,7.94710,3.53160,4.01210,,0.1913,0.1522
2011-09-30,62.05500,14.43000,47.62500,1.20000,8.49000,,9.69000,37.93500,1.77000,39.68000,13.78000,25.90000,0.00000,18.47100,18.47100,41.23500,37.93500,173.66500,174.28300,0.11000,0.11000,4.64850,,,76.73840,61.13130,61.13130,63.94330,29.76550,0.11460,3.58060,18.86170,4.77160,3.88540,7.19810,3.40970,3.88540,,0.2038,-0.0243
2011-06-30,69.71900,14.05000,55.66900,1.79000,6.08000,,7.87000,47.79900,-0.96000,46.81000,12.57000,34.24000,0.00000,25.64200,25.64200,50.37900,47.79900,175.02900,176.04900,0.15000,0.15000,7.32680,,,79.83480,68.55950,68.55950,67.14100,36.77910,0.12800,3.71690,40.77140,2.20740,5.19340,8.73630,4.70840,5.19320,,0.19270,0.16300
2011-03-31,42.42200,11.72000,30.70200,0.83000,5.78000,,5.28000,25.42200,-1.33000,24.11000,7.10000,17.01000,-4.46000,12.56200,12.56200,27.23200,25.42200,174.72600,176.22400,0.07000,0.07000,5.87190,,,72.41530,59.92650,59.92650,56.83370,29.61200,0.08260,3.01290,11.19310,8.04060,2.83390,5.13570,2.44630,2.83390,,0.1766,0.1597
2010-12-31,51.83800,11.80000,40.03800,0.05000,4.00000,,4.20000,35.83800,6.16000,41.98000,5.10000,36.88000,-7.14000,29.73500,29.73500,37.80800,35.83800,166.96600,168.53600,0.18000,0.18000,8.71080,,,77.22130,69.13460,69.13460,80.98310,57.36140,0.10910,2.87800,6.36050,14.14990,7.00090,11.15380,6.25590,7.00080,,0.1864,0.1775
2010-09-30,36.33800,8.23000,28.10800,1.11000,3.73000,,6.52000,21.58800,1.03000,22.61000,5.61000,17.00000,-4.54000,12.45100,12.45100,23.26800,21.58800,164.93500,165.70400,0.08000,0.08000,4.23910,,,77.32950,59.40890,59.40890,62.22140,34.26440,0.11480,2.68080,13.16590,6.83580,4.66820,10.32170,3.93320,4.66780,,0.0885,0.1011
2010-06-30,36.72900,10.19000,26.53900,1.32000,4.54000,,6.00000,20.53900,1.31000,21.83000,3.25000,18.58000,-4.48000,14.10100,14.10100,22.20900,20.53900,164.67400,165.56400,0.09000,0.09000,5.49510,,,72.23180,55.92040,55.92040,59.43530,38.39200,0.12590,3.76010,15.30380,5.88090,5.65580,12.34010,4.83520,5.65530,,0.14000,0.09950
2010-03-31,28.22400,10.71000,17.51400,0.71000,2.74000,,1.86000,15.65400,-0.32000,15.37000,2.14000,13.23000,-6.15000,9.76000,9.76000,16.91400,15.65400,167.20500,167.96400,0.06000,0.06000,4.81330,,0.00620,62.11030,55.46340,55.46340,54.45720,34.58050,0.10100,3.37850,11.42670,7.87630,4.12300,9.43090,3.49260,4.12300,,0.1352,-0.0155
2009-12-31,31.28300,7.05000,24.23300,0.94000,3.02000,,4.36000,19.87300,-0.87000,18.98000,2.68000,16.30000,-3.89000,12.40900,12.40900,21.32300,19.87300,162.37900,163.91300,0.08000,0.08000,4.86990,,0.01370,77.45420,63.52650,63.52650,60.67190,39.66690,0.12290,1.11550,17.18850,5.23610,5.81930,12.27880,4.87370,5.81930,,0.0966,0.0932
2009-09-30,25.08500,5.17000,19.91500,0.95000,2.58000,,4.52000,15.39500,-0.83000,14.54000,2.35000,12.19000,-3.29000,8.89300,8.89300,16.38500,15.39500,161.59000,163.36000,0.06000,0.05000,3.78460,,0.01500,79.37010,61.37130,61.37130,57.96290,35.45150,0.10470,1.30890,10.32300,8.71840,4.55580,10.09540,3.71010,4.55540,,0.0973,0.1088
2009-06-30,22.57100,4.97000,17.60100,2.30000,3.37000,,6.80000,10.80100,0.76000,11.55000,1.39000,10.16000,0.00000,7.48700,7.48700,11.93100,10.80100,161.58700,162.91500,0.05000,0.05000,3.18160,,0.01760,77.93190,47.85340,47.85340,51.17190,33.17090,0.10110,1.94900,9.89960,9.09130,4.52390,10.85540,3.35330,4.52360,,0.06370,0.04800
2009-03-31,17.39200,,17.39200,,,,,17.39200,,17.39200,,17.39200,,1.23800,1.23800,17.39200,17.39200,153.87000,154.99600,0.01000,0.01000,3.03070,,0.00430,100.00000,100.00000,100.00000,100.00000,7.11820,0.08480,,5.93580,15.16210,0.81210,0.81210,0.60330,0.81210,,0.3031,-0.013
