,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-17,2024-09-30,$1.00,$1.07
1,2024-07-18,2024-06-30,$0.90,$1.07
2,2024-04-16,2024-03-31,$0.80,$0.86
3,2024-01-18,2023-12-31,$0.82,$0.84
4,2023-10-18,2023-09-30,$0.89,$0.91
5,2023-07-19,2023-06-30,$0.89,$0.97
6,2023-04-18,2023-03-31,$0.88,$0.90
7,2023-01-19,2022-12-31,$0.97,$0.99
8,2022-10-18,2022-09-30,$0.94,$0.93
9,2022-07-21,2022-06-30,$0.86,$0.87
10,2022-04-19,2022-03-31,$0.81,$0.88
11,2022-01-19,2021-12-31,$0.85,$0.85
12,2021-10-19,2021-09-30,$0.86,$0.91
13,2021-07-22,2021-06-30,$0.88,$1.19
14,2021-04-15,2021-03-31,$0.83,$0.96
15,2021-01-20,2020-12-31,$0.82,$0.96
16,2020-10-20,2020-09-30,$0.58,$0.91
17,2020-07-21,2020-06-30,$0.44,$0.28
18,2020-04-28,2020-03-31,$0.41,$0.36
19,2020-01-22,2019-12-31,$0.72,$0.77
20,2019-10-16,2019-09-30,$0.73,$0.77
21,2019-07-16,2019-06-30,$0.74,$0.75
22,2019-04-11,2019-03-31,$0.71,$0.67
23,2019-01-17,2018-12-31,$0.74,$0.75
24,2018-10-11,2018-09-30,$0.72,$0.77
25,2018-07-12,2018-06-30,$0.66,$0.75
26,2018-04-12,2018-03-31,$0.60,$0.69
27,2018-01-18,2017-12-31,$0.53,$0.55
28,2017-10-12,2017-09-30,$0.53,$0.50
29,2017-07-13,2017-06-30,$0.50,$0.53
30,2017-04-13,2017-03-31,$0.46,$0.48
31,2017-01-18,2016-12-31,$0.48,$0.48
32,2016-10-14,2016-09-30,$0.47,$0.46
33,2016-07-13,2016-06-30,$0.46,$0.47
34,2016-04-13,2016-03-31,$0.43,$0.44
35,2016-01-20,2015-12-31,$0.43,$0.43
36,2015-10-14,2015-09-30,$0.46,$0.43
37,2015-07-14,2015-06-30,$0.43,$0.48
38,2015-04-13,2015-03-31,$0.37,$0.39
39,2015-01-27,2014-12-31,$0.42,$0.40
