Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,13.34000,6.44800,-19.78800,1.35600,-18.43200,,-18.43200,-18.43200,-18.43200,-20.04300,-19.78800,38.90350,38.90350,-0.47000,-0.47000,9.90140,,,,,,,,,-19.29930,-19.29930,-16.99350,-19.29930,2.73630,-0.4516,-0.4521
2024-06-30,,,22.64000,6.69000,-29.33000,1.66700,-27.66300,,-27.66300,-27.66300,-27.66300,-29.77300,-29.33000,38.86680,38.86680,-0.71000,-0.71000,8.14110,,,,,,,,,-25.32780,-25.32780,-21.75110,-25.32780,3.12920,-0.72,-0.72
2024-03-31,,,24.78100,7.73700,-32.51800,1.99700,-30.52100,,-30.52100,-30.52100,-30.52100,-33.18700,-32.51800,38.62540,38.62540,-0.79000,-0.79000,7.00870,,,,,,,,,-23.32790,-23.32790,-19.58760,-23.32790,3.75960,-0.70120,-0.70390
2023-12-31,,,26.76400,6.45300,-33.21700,2.34100,-30.87600,,-30.87600,-30.87600,-30.87600,-34.11800,-33.21700,38.33820,38.33820,-0.81000,-0.81000,7.40900,,,,,,,,,-20.99910,-20.99910,-17.81350,-20.99910,4.27450,-0.7249,-0.7266
2023-09-30,,,27.02200,6.89700,-33.91900,2.54800,-31.37100,,-31.37100,-31.37100,-31.37100,-35.15800,-33.91900,38.35800,38.35800,-0.82000,-0.82000,8.56510,,,,,,,,,-18.15450,-18.15450,-15.70740,-18.15450,5.02910,-0.5696,-0.5713
2023-06-30,,,21.64200,6.72200,-28.36400,3.08400,-25.28000,,-25.28000,-25.28000,-25.28000,-29.60200,-28.36400,38.32870,38.32870,-0.66000,-0.66000,13.45640,,,,,,,,,-12.66050,-12.66050,-11.45160,-12.66050,5.81270,-0.751,-0.757
2023-03-31,,,25.57400,5.98800,-31.56200,2.29100,-29.27100,,-29.27100,-29.27100,-29.27100,-32.70400,-31.56200,38.28050,38.28050,-0.76000,-0.76000,10.85650,,,,,,,,,-13.27660,-13.27660,-11.78730,-13.27660,6.42960,-0.48590,-0.50580
2022-12-31,,,19.45400,4.97700,-24.43100,1.48000,-22.95100,,-22.95100,-22.95100,-22.95100,-24.83400,-24.43100,32.54040,32.54040,-0.64000,-0.64000,17.76530,,,,,,,,,-9.36140,-9.36140,-8.62140,-9.36140,7.15730,-0.7522,-0.7545
2022-09-30,,,16.59900,5.07900,-21.67800,0.44300,-21.23500,,-21.23500,-21.23500,-21.23500,-21.56600,-21.67800,33.68430,33.68430,-0.63000,-0.63000,14.27090,,,,,,,,,-11.21730,-11.21730,-10.13660,-11.21730,6.33430,-0.4345,-0.4351
2022-06-30,0.88600,0.88600,14.35900,5.43600,-18.90900,-0.27500,-19.18400,,-19.18400,-19.18400,-19.18400,-18.46900,-18.90900,31.14030,31.14030,-0.62000,-0.62000,15.96900,100.00000,-2134.19900,-2134.19900,-2165.23700,-2165.23700,0.00400,,,-9.49080,-9.49080,-8.64160,-9.49080,6.81750,-0.4614,-0.4794
2022-03-31,0.64100,0.64100,16.67000,4.74800,-20.77700,0.30900,-20.46800,,-20.46800,-20.46800,-20.46800,-20.17500,-20.77700,29.57250,29.57250,-0.69000,-0.69000,14.21230,100.00000,-3241.34100,-3241.34100,-3193.13600,-3193.13600,0.00340,,,-12.19530,-12.19530,-10.91350,-12.19530,5.67140,-0.52680,-0.53180
2021-12-31,0.75600,0.75600,14.29900,4.49100,-18.03400,0.10500,-17.92900,,-17.92900,-17.92900,-17.92900,-17.37300,-18.03400,27.39030,27.39030,-0.61000,-0.61000,20.11180,100.00000,-2385.45000,-2385.45000,-2371.56100,-2371.56100,0.00380,,,-9.61960,-9.61960,-9.02610,-9.61960,6.30620,-0.86,-0.8754
2021-09-30,0.96600,0.96600,15.72500,3.77400,-18.53300,-0.11800,-18.65100,,-18.65100,-18.65100,-18.65100,-17.89400,-18.53300,29.49190,29.49190,-0.63000,-0.63000,16.89600,100.00000,-1918.53000,-1918.53000,-1930.74500,-1930.74500,0.00440,,,-9.23900,-9.23900,-8.57670,-9.23900,6.83990,-0.2806,-0.2814
2021-06-30,0.86900,0.86900,13.19000,3.76000,-16.08100,-0.02900,-16.11000,,-16.11000,-16.11000,-16.11000,-15.61300,-16.08100,25.59000,25.59000,-0.63000,-0.63000,21.93140,100.00000,-1850.51800,-1850.51800,-1853.85500,-1853.85500,0.00380,,,-7.40420,-7.40420,-6.97160,-7.40420,7.38160,-0.5275,-0.5298
2021-03-31,1.22200,1.22200,13.77100,4.01200,-16.56100,0.04700,-16.51400,,-16.51400,-16.51400,-16.51400,-16.06300,-16.56100,24.84500,24.84500,-0.66000,-0.66000,9.20810,100.00000,-1355.23700,-1355.23700,-1351.39100,-1351.39100,0.01150,,,-18.02030,-18.02030,-15.59040,-18.02030,3.68600,-0.55990,-0.56900
2020-12-31,1.30200,1.30200,10.90400,3.48300,-13.08500,0.54900,-12.53600,0.19900,-12.73500,-12.73500,-12.73500,-12.59100,-13.08500,24.13430,24.13430,-0.52000,-0.52000,9.84480,100.00000,-1004.99200,-1004.99300,-962.82640,-978.11030,0.01090,,,-12.22420,-12.22420,-10.70450,-12.22420,4.20530,-0.6501,-0.6574
2020-09-30,1.52800,1.52800,12.91200,3.19700,-14.58100,0.23700,-14.34400,0.28700,-14.63100,-14.63100,-14.63100,-14.10100,-14.58100,24.44910,24.44910,-0.60000,-0.60000,8.05000,100.00000,-954.25380,-954.25380,-938.74350,-957.52610,0.01180,,,-13.29520,-13.29520,-11.34450,-13.29520,4.49240,-0.4042,-0.4093
2020-06-30,1.27700,1.27700,10.98600,2.80200,-12.51100,0.39100,-12.12000,0.26700,-12.38700,-12.38700,-12.38700,-12.06000,-12.51100,24.33610,24.33610,-0.51000,-0.51000,10.40340,100.00000,-979.71810,-979.71810,-949.09940,-970.00790,0.00910,,,-10.10270,-10.10270,-8.86840,-10.10270,5.01620,-0.2475,-0.2474
2020-03-31,0.93500,0.93500,10.68300,3.28900,-13.03700,0.13500,-12.90200,0.23700,-13.13900,-13.13900,-13.13900,-12.84200,-13.03700,23.26610,23.26610,-0.56000,-0.56000,10.92800,100.00000,-1394.33200,-1394.33200,-1379.89300,-1405.24100,0.00620,0.18660,482.24600,-9.95910,-9.95910,-8.70770,-9.95910,5.42160,-0.37590,-0.38010
2019-12-31,,,10.19100,2.62000,-12.81100,0.25900,-12.55200,,-13.21200,-13.21200,-13.21200,-12.49200,-12.81100,4.34640,4.34640,30.58000,30.58000,8.69770,,,,,,,,,-18.06870,-18.06870,-15.61670,-18.06870,3.34910,28.9211,29.8015
2019-09-30,,,8.58200,1.73300,-10.31500,0.34400,-9.97100,,-9.97100,-9.97100,-9.97100,-9.97300,-10.31500,0.80320,0.80320,-12.41000,-12.41000,9.38680,,,,,,,,,7.98980,-19.66940,-17.08270,-19.66940,54.21710,-12.5399,-12.5197
2019-06-30,,,8.26700,2.69200,-10.95900,0.33300,-10.62600,,-10.62600,-10.62600,-10.62600,-10.62100,-10.95900,0.71900,0.71900,-14.78000,-14.78000,,,,,,,,,,,,,,,-12.063,-12.552
