Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2015-12-31,2828.59100,2421.29000,407.30130,-158.55600,158.55600,248.74490,-42.00200,206.74300,43.61600,163.12700,163.12700,163.12700,264.25890,248.74460,66.55300,67.29200,2.48000,2.46000,0.27240,0.37450,8.79390,8.79390,7.30900,5.76710,0.05610,2.65880,2.65880,0.32380,1.93440,94.09370,17.9035,17.916
2015-09-30,2438.63400,2115.52900,323.10500,-142.27000,142.27000,180.83500,-40.69800,140.13700,56.60300,83.53400,83.53400,83.53400,158.14200,180.83500,66.20500,66.88200,1.26000,1.25000,0.27040,0.37060,7.41540,7.41540,5.74650,3.42540,0.05120,1.33850,1.33850,0.17550,0.97650,94.92260,4.1106,4.0899
2015-06-30,2630.34000,2243.84100,386.49930,-131.60000,131.60000,254.89920,-41.10900,213.79000,83.39900,130.39100,130.39100,130.39100,237.54420,254.89920,66.35100,67.12000,1.97000,1.94000,0.26300,0.35680,9.69070,9.69070,8.12780,4.95720,0.05540,2.01120,2.01120,0.27470,1.48230,97.60670,4.4374,4.4075
2015-03-31,2520.61300,2173.17200,347.44090,-121.61800,121.61800,225.82300,-41.69800,184.12500,59.01100,125.11400,125.11400,125.11400,204.15700,225.82300,68.14100,68.94200,1.84000,1.81000,0.24450,0.32360,8.95910,8.95910,7.30480,4.96360,0.05640,1.74980,1.74980,0.28000,1.32200,107.61790,4.58660,4.27470
2014-12-31,2697.41300,2260.34000,437.07350,-166.28000,166.28000,270.79320,5.95000,276.74300,85.65200,191.09100,191.09100,191.09100,263.83120,270.79370,69.24800,69.96200,2.77000,2.74000,0.24650,0.32710,10.03900,10.03900,10.25960,7.08420,0.06040,2.72080,2.72080,0.42790,2.05010,102.12510,15.5339,15.3431
2014-09-30,2716.58800,2312.40000,404.18800,-133.73700,133.73700,270.45090,-38.63600,231.81500,73.81900,157.99600,157.99600,157.99600,241.78390,270.45090,68.64300,69.33500,2.30000,2.28000,0.25730,0.34650,9.95550,9.95550,8.53330,5.81600,0.06330,2.36520,2.36520,0.36820,1.75650,97.28250,4.8367,4.3855
2014-06-30,2833.02000,2367.22100,465.79910,-127.46200,127.46200,338.33720,-37.80200,300.53500,102.23900,198.29600,198.29600,198.29600,312.17320,338.33720,69.07600,69.71800,2.87000,2.84000,0.24870,0.34750,11.94260,11.94260,10.60830,6.99950,0.06560,2.96450,2.96450,0.45930,2.22710,97.20910,5.4265,4.8055
2014-03-31,2657.17300,2309.14400,348.02910,-110.93600,110.93600,237.09300,-37.65300,199.44000,62.77600,136.66400,136.66400,136.66400,211.73600,237.09300,70.57400,71.26400,1.94000,1.92000,0.26160,0.36230,8.92280,8.92280,7.50570,5.14320,0.06550,2.18640,2.18640,0.33710,1.61440,89.91780,7.59470,7.59470
2013-12-31,2736.79300,2347.53300,389.26050,-122.13600,122.13600,267.12450,-37.63500,229.49000,84.53100,144.95900,144.95900,144.95900,242.26450,267.12430,71.91700,72.46100,2.05000,2.05000,0.27170,0.37310,9.76050,9.76050,8.38540,5.29670,0.06900,2.44220,2.44220,0.36540,1.77870,83.87300,6.3121,6.3121
2013-09-30,2389.81500,2042.91900,346.89600,-111.67200,111.67200,235.22410,-33.52900,201.69500,63.74000,137.95500,137.95500,137.95500,208.19910,235.22410,70.86500,71.39100,1.95000,1.93000,0.27300,0.37560,9.84280,9.84280,8.43980,5.77260,0.06050,2.33990,2.33990,0.34900,1.70110,83.57530,6.3955,6.3955
2013-06-30,2590.64200,2519.42400,71.21830,-113.40800,113.40800,-42.18970,-32.56800,-74.75800,-25.14600,-49.61200,-49.61200,-49.61200,-63.35470,-42.18970,72.35000,72.35000,-0.69000,-0.69000,0.23570,0.32870,-1.62850,-1.62850,-2.88570,-1.91500,0.06680,-0.84260,-0.84260,-0.12790,-0.64400,82.96580,4.4748,4.4748
2013-03-31,2601.10200,2171.75000,429.35210,-119.50100,119.50100,309.85110,-31.02400,278.82700,93.29200,185.53500,185.53500,185.53500,287.35410,309.85110,73.83800,74.38900,2.51000,2.49000,0.20790,0.26250,11.91230,11.91230,10.71960,7.13290,0.06470,2.68300,2.68300,0.46160,2.12510,94.33820,6.65330,6.65330
2012-12-31,2723.10200,2237.40500,485.69700,-132.33400,132.33400,353.36350,-32.27400,321.08900,98.10000,222.98910,222.98910,222.98900,331.22050,353.36350,73.73700,74.15300,3.02000,2.99000,0.20800,0.26270,12.97650,12.97650,11.79130,8.18880,0.06750,3.22700,3.22700,0.55250,2.55560,93.47310,6.003,6.003
2012-09-30,2449.08100,2111.07200,338.00900,-103.78600,103.78600,234.22310,-32.74400,201.47900,57.00400,144.47500,144.47500,144.47500,241.92610,234.22310,73.77600,74.13800,1.96000,1.95000,0.21230,0.26950,9.56370,9.56370,8.22670,5.89920,0.06130,2.14540,2.14540,0.36190,1.68990,91.18290,9.5752,9.5752
2012-06-30,2375.75300,2028.08200,347.67090,-105.54100,105.54100,242.12990,-26.23800,215.89200,74.78100,141.11100,141.11100,141.11100,208.06390,242.12990,73.71800,74.05400,1.91000,1.91000,0.18470,0.22650,10.19170,10.19170,9.08730,5.93960,0.06200,2.25860,2.25860,0.36800,1.84160,84.74560,3.5585,3.5585
2012-03-31,2292.97500,1975.82500,317.15000,-110.09800,110.09800,207.05200,-26.28900,180.76300,57.44500,123.31800,123.31800,123.31800,171.77100,207.05200,73.57500,74.04300,1.68000,1.67000,0.19260,0.23860,9.02980,9.02980,7.88330,5.37810,0.07100,2.07980,2.07980,0.38200,1.67910,80.43950,7.49100,7.49100
2011-12-31,2348.21900,2004.72300,343.49560,-122.00000,122.00000,221.49610,-28.24500,193.25100,54.67200,138.57900,138.57900,138.57900,149.13610,221.49610,73.58600,74.10800,1.89000,1.88000,0.19560,0.24310,9.43250,9.43250,8.22970,5.90150,0.07420,2.38160,2.38160,0.43810,1.91580,79.30840,6.4392,6.4392
2011-09-30,1994.90700,1714.38800,280.51900,-94.02900,94.02900,186.49000,-30.09400,156.39600,21.79400,134.60200,134.60200,134.60200,153.91700,186.49000,73.85600,74.25400,1.82000,1.81000,0.19990,0.28510,9.34830,9.34830,7.83980,6.74730,0.06400,2.37690,2.37690,0.43160,1.90180,77.29110,4.0153,4.0153
2011-06-30,2203.97700,1890.72800,313.24900,-97.16100,97.16100,216.08800,-28.91900,187.16900,63.22500,123.94400,123.94400,123.94400,175.42600,216.08800,73.97100,74.53000,1.68000,1.66000,0.20990,0.30320,9.80450,9.80450,8.49230,5.62370,0.07190,2.32780,2.32780,0.40430,1.83920,71.87920,2.1285,2.1285
2011-03-31,2282.43500,1921.75900,360.67600,-106.15000,106.15000,254.52600,-27.77100,226.75500,77.83500,148.92000,148.92000,148.92000,227.43300,254.52600,73.21300,73.83600,2.03000,2.02000,0.16830,0.25330,11.15150,11.15150,9.93480,6.52460,0.07730,2.96480,2.96480,0.50460,2.46580,68.06330,5.08760,5.08760
2010-12-31,2274.12900,1927.02800,347.10180,-102.21600,102.21500,244.88600,-27.26400,217.62100,59.56900,158.05210,158.05210,158.05200,205.43000,244.88570,73.15700,74.69400,2.15000,2.11000,0.16780,0.24130,10.76830,10.76830,9.56940,6.95000,0.07820,3.13560,3.13560,0.54350,2.60940,68.70720,6.7952,6.7952
2010-09-30,1955.53900,1645.72500,309.81400,-85.40900,85.40900,224.40490,-27.23200,197.17300,68.94100,128.23200,128.23200,128.23200,184.30590,224.40490,73.16200,74.42000,1.75000,1.72000,0.19570,0.24340,11.47540,11.47540,10.08280,6.55740,0.06760,2.56580,2.56580,0.44320,2.06360,68.30220,4.0209,4.0209
2010-06-30,1931.87700,1623.55700,308.31990,-83.14700,83.14700,225.17300,-27.10100,198.07200,71.05300,127.01900,127.01900,127.01900,177.22700,225.17300,73.14100,74.72100,1.74000,1.70000,0.21490,0.27380,11.65570,11.65570,10.25280,6.57490,0.07100,2.85910,2.85910,0.46660,2.24460,60.73070,1.1424,1.1424
2010-03-31,2100.18500,1798.41600,301.76900,-91.19900,91.19900,210.57010,-17.25500,193.31500,70.87600,122.43900,122.43900,122.43900,193.73710,210.57010,73.04600,74.57800,1.68000,1.64000,0.22600,0.29200,10.02630,10.02630,9.20470,5.82990,0.07860,2.93940,2.93940,0.45820,2.27520,56.98040,12.71200,12.71200
2009-12-31,1943.83500,1678.28700,265.54810,-80.53200,80.53200,185.01620,-24.85100,160.16500,47.75600,112.40900,112.40900,112.40900,143.85120,185.01640,72.79000,73.32700,1.54000,1.52000,0.23920,0.31440,9.51810,9.51810,8.23960,5.78280,0.07700,2.90620,2.90620,0.44520,2.21100,52.99330,6.2841,6.2841
2009-09-30,1778.98100,1512.75300,266.22800,-76.40300,76.40300,189.82510,-7.27400,182.55100,64.34300,118.20800,118.20800,118.20800,156.25810,189.82510,72.78100,73.28600,1.62000,1.61000,0.17790,0.21650,10.67040,10.67040,10.26160,6.64470,0.07360,3.13330,3.13330,0.48920,2.57570,51.82890,4.928,4.928
2009-06-30,1813.16600,1504.99600,308.16990,-71.09500,71.09500,237.07500,-21.65200,215.42300,62.24400,153.17900,153.17900,153.17900,211.62500,237.07500,72.77000,72.93900,2.11000,2.10000,0.20850,0.26350,13.07520,13.07520,11.88100,8.44820,0.08010,4.94260,4.94260,0.67630,3.91190,42.58570,2.5565,2.5565
2009-03-31,1530.84000,1405.45400,125.38590,-66.74900,66.74900,58.63680,-24.43100,34.20600,10.91600,23.29000,23.29000,23.29000,24.29480,58.63680,72.71000,72.88400,0.32000,0.32000,0.27070,0.37110,3.83040,3.83040,2.23450,1.52140,0.07080,0.94170,0.94170,0.10770,0.68680,33.98970,4.83620,4.83620
