Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,26.63000,23.70700,2.92300,0.83500,15.77800,,16.61300,-13.69000,2.67800,-11.01200,,-11.01200,-11.01200,-11.01200,-12.54500,-13.69000,70.77400,70.77400,-0.16000,-0.16000,18.06690,,10.97630,-51.40820,-51.40820,-41.35190,-41.35190,0.08150,4.42430,20.34210,-3.91230,-4.50440,-3.37140,-3.91230,3.97300,-0.14220,-0.14840
2021-12-31,32.60400,27.05700,5.54700,0.93000,17.52100,,18.45100,-12.90400,11.20600,-1.69800,-0.10900,-1.58900,-1.58900,-1.58900,-12.04800,-12.90400,42.88400,42.88400,-0.16000,-0.16000,23.07320,,17.01320,-39.57800,-39.57800,-5.20800,-4.87360,0.09710,5.87670,15.31470,-0.54540,-0.62650,-0.47310,-0.54540,4.12320,-0.2781,-0.2865
2021-09-30,20.31600,15.85500,4.46100,0.84400,13.34600,,14.19000,-9.72900,-3.09800,-12.82700,-3.64300,-9.18400,-9.18400,-9.18400,-9.53800,-9.72900,69.01200,69.01200,-0.13000,-0.13000,,,21.95810,-47.88840,-47.88840,-63.13740,-45.20580,,,,,,,,,-0.0358,-0.0358
2021-06-30,12.95100,9.97600,2.97500,0.32300,10.42300,,10.74600,-7.77100,-16.51500,-24.28600,,-24.28600,-24.28600,-24.28600,-7.63100,-7.77100,51.57000,51.57000,-0.47000,-0.47000,32.46460,,22.97120,-60.00310,-60.00310,-187.52220,-187.52220,0.03740,7.56480,11.89720,-8.18540,-8.21020,-7.01610,-8.18540,4.27500,-0.1673,-0.1691
2021-03-31,9.27300,7.79700,1.47600,0.28900,5.41200,,5.70100,-4.22500,0.00400,-4.22100,,-4.22100,-4.22100,-4.22100,-4.09900,-4.22500,26.09900,26.09900,-0.16000,-0.16000,0.39560,,15.91720,-45.56240,-45.56240,-45.51920,-45.51930,0.03330,,,-84.42000,-84.42050,-1.51420,-84.41990,0.41550,-0.02320,-0.02520
2020-12-31,,,,,,-0.37270,,4.54130,-5.16250,-4.05920,0.08500,-4.14420,-4.14420,-4.13420,4.54130,1.10330,8.21500,8.21500,-0.54000,-0.54000,2.29300,,,,,,,,,,-82.88380,-82.88350,-1.49160,-82.88380,0.60690,-0.0461,-0.0002
2020-09-30,,,,,,-0.16070,,-0.16070,0.03390,-0.12680,-0.02660,-0.10020,-0.10020,-0.11020,19.83530,-0.16070,8.21800,8.21800,-0.01000,-0.01000,2.26660,0.10510,8.46670,99.19640,-42.89450,-0.63400,-72.12390,1.12880,18.31140,4.91500,-130.25200,-136.83430,-81.46720,-130.25200,0.43850,0.3427,0.3119
2020-06-30,3.43800,2.80400,0.63400,0.22000,1.89000,,2.11000,-1.47600,0.15100,-1.32500,,-1.32500,-1.32500,-1.32500,-1.47600,-1.47600,25.21100,25.21100,-0.05000,-0.05000,2.33610,,18.44100,-42.93190,-42.93190,-38.53990,-38.53990,0.01240,,,-26.50000,-26.50020,-0.47600,-26.50000,0.60840,-0.3674,-0.3825
2020-03-31,,,,,,-0.14510,,-0.14510,5.99430,5.84910,0.15210,5.69710,5.69710,5.69710,-0.14510,-0.14510,8.19400,8.19400,0.62000,0.62000,2.58820,,,,,,,,,,113.94120,113.94140,2.04660,113.94120,0.60890,-0.02590,-0.02590
2019-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0.0002,0.0002
2019-09-30,,,,,,-0.04310,,-0.04310,0.16830,0.12520,0.02610,0.09910,0.09910,-0.03630,-0.04310,-0.04310,6.52300,6.52300,-0.01000,-0.01000,784.20050,0.04630,,,,,,,,,1.98280,1.98280,0.03580,1.98280,0.61070,-0.0002,-0.0002
