Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,74.87700,55.04000,19.83700,0.80000,22.57400,,23.37400,-3.53700,1.46500,-2.07200,-0.11800,-1.95400,-1.95400,-1.95400,-8.01700,-3.53700,78.04400,78.04400,-0.03000,-0.03000,6.31910,,26.49280,-4.72380,-4.72380,-2.76720,-2.60960,0.26460,3.05860,29.42550,-0.83680,-1.10650,-0.69060,-0.83680,2.98160,0.082,-0.036
2024-06-30,67.94500,51.59100,16.35400,0.97100,27.53200,,28.50300,-12.14900,0.87500,-11.27400,0.05200,-11.32600,-11.32600,-11.32600,-4.83100,-12.14900,77.60400,77.60400,-0.15000,-0.15000,6.03950,,24.06950,-17.88060,-17.88060,-16.59280,-16.66940,0.24240,2.45090,36.72190,-4.93750,-6.43120,-4.04020,-4.93750,2.94330,0.1134,-0.0947
2024-03-31,51.51400,41.37500,10.13900,0.67000,19.33700,,20.00700,-9.86800,5.55000,-4.31800,-0.08400,-4.23400,-4.23400,-4.23400,-8.27400,-9.86800,75.79600,75.79600,-0.06000,-0.06000,8.34620,,19.68200,-19.15600,-19.15600,-8.38220,-8.21910,0.18220,2.18740,41.14420,-1.78950,-2.38790,-1.49720,-1.78950,3.06700,-0.20520,-0.21590
2023-12-31,47.47800,38.46800,9.01000,0.98800,43.65500,,44.64300,-35.63300,0.66900,-34.96400,-1.02300,-33.94100,-33.94100,-33.94100,-13.07400,-35.63300,73.52400,73.52400,-0.45390,-0.45360,5.81160,,18.97720,-75.05160,-75.05160,-73.64250,-71.48790,0.16100,2.26030,39.81740,-14.48610,-19.57290,-11.50780,-14.48610,3.11860,-0.1557,-0.1568
2023-09-30,71.44200,55.86300,15.57900,1.07600,21.95100,,23.02700,-7.44800,7.86600,0.41800,0.12900,0.28900,0.28900,0.28900,-5.60500,-7.44800,74.13900,81.00700,0.00390,0.00360,6.87470,,21.80650,-10.42520,-10.42520,0.58510,0.40450,0.22500,3.39550,26.50540,0.10990,0.15870,0.09100,0.10990,3.54240,0.0581,0.0514
2023-06-30,60.98900,50.62000,10.36900,1.44000,21.13800,,22.57800,-12.20900,-0.39900,-12.60800,-0.37600,-12.23200,-12.23200,-12.23200,-10.39900,-12.20900,73.16900,73.16900,-0.17000,-0.17000,7.13870,,17.00140,-20.01840,-20.01840,-20.67260,-20.05610,0.19050,2.70760,33.23960,-4.69080,-6.90940,-3.82030,-4.69080,3.56390,-0.1083,-0.1183
2023-03-31,45.27100,38.10700,7.16400,1.12300,18.86800,,19.99100,-12.82700,2.43900,-10.38800,-0.19600,-10.19200,-10.19200,-10.19200,-11.17500,-12.82700,71.99300,71.99300,-0.14000,-0.14000,9.01480,,15.82470,-28.33380,-28.33380,-22.94630,-22.51330,0.14040,2.75000,32.72690,-3.77200,-5.51180,-3.16100,-3.77200,3.72700,-0.23410,-0.24310
2022-12-31,38.13500,33.16000,4.97500,1.62200,23.03100,,24.65300,-19.67800,3.43500,-16.24300,-0.82800,-15.41500,-15.41500,-15.41500,-17.69400,-19.67800,71.23800,71.23800,-0.20000,-0.19000,8.19810,,13.04580,-51.60090,-51.60090,-42.59340,-40.42220,0.11730,3.50600,25.67010,-5.61590,-8.17000,-4.74270,-5.61590,3.83040,-0.129,-0.1293
2022-09-30,45.72200,36.45600,9.26600,2.02600,17.66800,,19.69400,-10.42800,1.23900,-9.18900,0.05600,-9.24500,-9.24500,-9.24500,-8.98700,-10.42800,71.46600,71.46600,-0.13000,-0.13000,11.14490,,20.26600,-22.80740,-22.80740,-20.09760,-20.22000,0.14000,4.05660,22.18600,-3.27020,-4.56950,-2.83020,-3.27020,3.95350,-0.1161,-0.1181
2022-06-30,35.63300,30.52200,5.11100,1.06200,13.78200,,14.84400,-9.73300,18.14500,8.41200,,8.41200,8.41200,8.41200,-8.57800,-9.73300,71.05200,78.49700,0.11000,0.10000,15.02940,,14.34350,-27.31460,-27.31460,23.60730,23.60730,0.10990,3.68410,24.42900,2.87800,3.28310,2.59480,2.87800,4.09390,-0.1339,-0.1357
