Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,24.47400,24.47400,53.04300,15.55400,-44.12300,0.26400,-43.85900,0.75800,-44.61700,-44.61700,-44.61700,-41.29400,-44.12300,82.10220,82.10220,-0.54000,-0.54000,6.23560,100.00000,-180.28520,-180.28520,-179.20650,-182.30370,0.02560,1.90920,47.14020,-16.67690,-16.67700,-4.67460,-16.67700,3.24980,1.64540,1.63700
2021-12-31,13.99400,13.99400,52.79000,16.93300,-55.72900,0.12100,-55.60800,,-55.60800,-55.60800,-55.60800,-51.48400,-55.72900,80.41690,80.41690,-0.66000,-0.59000,5.37220,100.00000,-398.23450,-398.23450,-397.36990,-397.36990,0.01720,1.89340,47.53390,-18.49140,-18.49140,-6.82590,-18.49140,3.66800,-0.3683,-0.377
2021-09-30,182.41300,182.41300,43.06600,13.01800,126.32900,0.26800,126.59700,,126.59700,126.59700,126.59700,127.27800,126.32900,80.96470,85.23270,1.56000,1.49000,5.93320,100.00000,69.25440,69.25440,69.40130,69.40130,0.21350,115.15970,0.78150,37.69000,37.69000,14.82010,37.69000,4.13410,5.2994,5.2901
2021-06-30,6.56800,6.56800,47.81800,14.07500,-55.32500,0.17800,-55.14700,,-55.14700,-55.14700,-55.14700,-52.70100,-55.32500,79.79000,79.79000,-0.69000,-0.69000,4.42690,100.00000,-842.34170,-842.34170,-839.63150,-839.63150,0.01650,,,-29.88760,-29.88750,-13.88700,-29.88750,2.30630,-0.5549,-0.5652
2021-03-31,4.11000,4.11000,45.73300,11.01200,-52.63500,0.46400,-52.17100,,-52.17100,-52.17100,-52.17100,-50.03900,-52.63500,79.38680,79.38680,-0.66000,-0.66000,5.84960,100.00000,-1280.65700,-1280.65700,-1269.36700,-1269.36700,0.00930,,,-22.89920,-22.89920,-11.84720,-22.89920,2.85740,-0.66370,-0.67570
2020-12-31,4.85300,4.85300,44.38300,13.22800,-52.75800,0.57900,-52.17900,,-52.17900,-52.17900,-52.17900,-50.21000,-52.75800,77.75880,77.75880,-0.67000,-0.67000,6.19070,100.00000,-1087.12100,-1087.12200,-1075.19000,-1075.19100,0.00990,,,-19.50400,-19.50400,-10.68690,-19.50400,3.37300,-0.6325,-0.6435
2020-09-30,5.90400,5.90400,43.81900,15.83400,-53.74900,1.04500,-52.70400,,-52.70400,-52.70400,-52.70400,-51.95900,-53.74900,78.77200,78.77200,-0.67000,-0.67000,6.61180,100.00000,-910.38280,-910.38280,-892.68300,-892.68290,0.01110,,,-16.99080,-16.99080,-9.91440,-16.99080,3.91240,-0.5137,-0.5183
2020-06-30,3.17000,3.17000,34.06200,15.69700,-46.58900,1.26300,-45.32600,,-45.32600,-45.32600,-45.32600,-44.82100,-46.58900,78.41520,78.41520,-0.58000,-0.58000,7.74550,100.00000,-1469.68400,-1469.68400,-1429.84200,-1429.84200,0.00550,,,-12.75600,-12.75600,-7.92370,-12.75600,4.48350,-0.5661,-0.5677
2020-03-31,7.17100,7.17100,34.60500,14.64400,-42.07800,2.05900,-40.01900,,-40.01900,-40.01900,-40.01900,-40.33500,-42.07800,74.82100,74.82100,-0.53000,-0.53000,7.74930,100.00000,-586.78010,-586.78010,-558.06720,-558.06720,0.01160,,,-10.21590,-10.21590,-6.46590,-10.21590,4.95770,-0.43190,-0.47950
2019-12-31,6.00100,6.00100,25.76200,12.58100,-32.34200,1.81500,-30.52700,,-30.52700,-30.52700,-30.52700,-30.67500,-32.34200,61.73450,61.73450,-0.46000,-0.46000,5.76790,100.00000,-538.94360,-538.94350,-508.69870,-508.69880,0.01420,,,-15.67550,-15.67550,-7.23540,-15.67550,2.82020,-0.5655,-0.6102
2019-09-30,2.69600,2.69600,28.51900,8.32600,-34.14900,2.41100,-31.73800,,-31.73800,-31.73800,-31.73800,-32.57800,-34.14900,67.57200,67.57200,-0.47000,-0.47000,6.56500,100.00000,-1266.65400,-1266.65400,-1177.22600,-1177.22500,0.00600,,,-14.51960,-14.51960,-7.05710,-14.51960,3.17150,-0.425,-0.4583
2019-06-30,6.91700,6.91700,25.64000,8.42900,-27.15200,2.59200,-24.56000,,-24.56000,-24.56000,-24.56000,-25.88200,-27.15200,67.32800,67.32800,-0.36000,-0.36000,6.17860,100.00000,-392.54010,-392.54010,-355.06730,-355.06720,0.01450,,,-9.99530,-9.99530,-5.14610,-9.99530,3.56980,-0.0804,-0.2034
2019-03-31,5.60500,5.60500,20.60700,5.75900,-20.76100,2.20100,-18.56000,,-18.56000,-18.56000,-18.56000,-19.69500,-20.76100,43.82800,43.82800,-0.42000,-0.42000,7.91840,100.00000,-370.40150,-370.40150,-331.13290,-331.13290,0.01130,,,-6.97260,-6.97260,-3.74160,-6.97260,3.86490,-0.53770,-0.58400
2018-12-31,9.14500,9.14500,24.09700,4.06500,-19.01700,1.64400,-17.37300,0.00000,-17.37300,-17.37300,-17.37300,-18.74100,-19.01700,11.74200,11.74200,-1.48000,-1.48000,6.11450,100.00000,-207.94970,-207.94970,-189.97260,-189.97260,0.02970,,,17.83710,-15.35780,-5.63400,-15.35780,8.21810,-1.8283,-1.8606
2018-09-30,6.50300,6.50300,20.39200,2.92600,-16.81500,1.49800,-15.31700,,-15.31700,-15.31700,-15.31700,-16.53600,-16.81500,11.44130,11.44130,-1.34000,-1.34000,,100.00000,-258.57300,-258.57300,-235.53750,-235.53750,,,,,,,,,-2.3272,-2.338
2018-06-30,7.10900,7.10900,16.81800,2.52200,-12.23100,1.11000,-11.12100,,-11.12100,-11.12100,-11.12100,-11.97900,-12.23100,11.15700,11.15700,-1.00000,-1.00000,,100.00000,-172.04950,-172.04950,-156.43550,-156.43550,,,,,,,,,-1.9835,-2.0444
2018-03-31,4.92000,4.92000,11.72400,2.42100,-9.22500,0.78800,-8.43700,,-8.43700,-8.43700,-8.43700,-9.01300,-9.22500,10.85800,10.85800,-0.78000,-0.78000,,100.00000,-187.50000,-187.50000,-171.48370,-171.48370,,,,,,,,,16.99440,16.93790
2017-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
2016-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
