,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-07,2024-09-30,--,$0.60
1,2024-08-08,2024-06-30,--,$0.14
2,2024-05-09,2024-03-31,--,$0.03
3,2023-11-07,2023-09-30,--,$0.13
4,2023-08-07,2023-06-30,--,$0.15
5,2023-05-04,2023-03-31,--,$0.04
6,2022-08-12,2022-06-30,--,$0.06
7,2022-06-06,2022-03-31,--,$0.32
8,2022-03-18,2021-12-31,--,$0.08
9,2021-11-16,2021-09-30,$0.10,$0.11
10,2021-05-07,2020-12-31,--,$0.18
11,2020-11-12,2020-09-30,--,$0.01
12,2020-08-12,2020-06-30,--,$0.53
13,2020-05-28,2020-03-31,--,$0.04
14,2019-11-11,2019-09-30,--,$0.12
15,2019-08-12,2019-06-30,--,$0.06
16,2019-05-14,2019-03-31,--,$0.27
17,2018-11-14,2018-09-30,--,$-0.30
18,2018-08-15,2018-06-30,--,$0.58
19,2018-05-16,2018-03-31,--,$0.01
20,2018-03-27,2017-12-31,--,$-0.91
21,2017-11-14,2017-09-30,--,$0.12
22,2017-08-10,2017-06-30,--,$0.07
23,2017-05-22,2017-03-31,--,$0.33
24,2017-05-01,2016-12-31,--,$-1.44
25,2016-11-09,2016-09-30,--,$0.20
26,2016-07-15,2016-06-30,--,$2.68
27,2016-05-11,2016-03-31,--,$-0.74
28,2016-03-31,2015-12-31,--,$-1.99
29,2015-11-13,2015-09-30,--,$-0.87
30,2015-08-17,2015-06-30,--,$-0.33
31,2015-05-18,2015-03-31,--,$0.31
32,2015-03-31,2014-12-31,--,$-0.27
