Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,507.63200,157.97900,349.65300,33.85000,0.17600,178.36200,171.29100,-53.93400,117.35700,0.12800,117.22900,,138.42600,,128.02200,315.97900,171.29100,671.23100,671.57700,0.19000,0.19000,0.43760,0.77820,33.74310,33.74310,23.11850,25.21950,0.02520,1.29750,1.29750,0.68770,0.72970,15.82760,0.4404,0.2994
2024-06-30,500.23100,158.15700,342.07400,33.09000,-0.12600,181.36400,160.71000,-67.68600,93.02400,0.21700,92.80700,,122.05200,,111.77700,308.85800,160.71000,671.19800,671.38400,0.17000,0.17000,0.41710,0.71550,32.12720,32.12720,18.59620,22.34510,0.02560,1.13780,1.13780,0.62580,0.66330,15.91220,0.4375,0.3195
2024-03-31,503.75400,153.41300,350.34100,36.29800,-28.62900,219.64600,130.69500,-90.16200,40.53300,72.01000,-31.47700,,-9.03800,,-18.91600,285.41400,130.69500,670.11800,670.11800,-0.03000,-0.03000,0.41360,0.70520,25.94420,25.94420,8.04620,-3.75500,0.02590,-0.08390,-0.08390,-0.04640,-0.04920,15.97330,0.26280,0.29400
2023-12-31,451.60300,144.70000,306.90300,35.62700,21.58400,138.32510,168.57790,-43.29700,125.28100,-0.17500,125.45600,,142.11300,,133.36000,292.85990,168.57790,616.94700,618.19900,0.22000,0.22000,0.44100,0.78900,37.32880,37.32880,27.74140,29.53040,0.02470,1.47210,1.47210,0.77770,0.82290,15.57330,0.3055,0.216
2023-09-30,446.06500,138.41800,307.64700,33.69700,-5.98700,167.12100,140.52600,-38.82200,101.70400,-0.72900,102.43300,,120.79000,,111.95400,267.96300,140.52600,617.09000,617.27100,0.18000,0.18000,0.42310,0.73330,31.50350,31.50350,22.80030,25.09810,0.02480,1.24240,1.24240,0.67290,0.71680,15.68440,0.4554,0.0753
2023-06-30,442.84000,136.83900,306.00100,32.73400,13.17000,148.80900,157.19200,-38.54200,118.65000,31.02700,87.62300,,109.27000,,100.42600,286.43700,157.19200,617.07700,617.25700,0.16000,0.16000,0.42240,0.73140,35.49640,35.49640,26.79300,22.67770,0.02470,1.12010,1.12010,0.60950,0.64690,15.73740,0.4153,0.377
2023-03-31,442.89200,136.76100,306.13100,34.74900,27.40000,133.65000,172.48100,125.79800,298.27900,30.82900,267.45000,,293.77600,,283.51200,298.78200,172.48100,616.48900,619.62800,0.46000,0.46000,0.42230,0.73090,38.94430,38.94430,67.34800,64.01380,0.02470,3.00200,3.00200,1.63560,1.73440,15.78650,0.55720,0.44780
2022-12-31,439.83400,142.62000,297.21400,31.92800,4.02100,152.58290,144.63110,-151.28300,-6.65200,57.75000,-64.40200,,-47.06900,,-56.08600,269.30710,144.63100,615.52800,617.85800,-0.08000,-0.08000,0.42590,0.74200,32.88310,32.88310,-1.51240,-12.75160,0.02470,-0.48790,-0.48790,-0.26400,-0.28010,15.59770,0.2517,-0.018
2022-09-30,433.40300,130.73800,302.66500,29.67700,-3.24600,158.34200,144.32300,-122.08400,22.23900,-1.03900,23.27800,,56.37100,,51.64700,269.74200,144.32300,615.83200,618.01800,0.08000,0.08000,0.42290,0.73270,33.30000,33.30000,5.13130,11.91660,0.02420,0.57290,0.57290,0.31460,0.33060,15.91020,0.4235,0.3001
2022-06-30,427.19800,129.92900,297.26900,27.98100,-11.47500,164.06700,133.20200,-311.34800,-178.14600,0.09600,-178.24200,,-130.72700,,-125.75100,257.81300,133.20200,615.64200,615.64200,-0.21000,-0.21000,0.42610,0.74240,31.18040,31.18040,-41.70100,-29.43620,0.02350,-1.31100,-1.31100,-0.71840,-0.75240,16.12290,0.4031,0.3585
2022-03-31,427.24900,127.62000,299.62900,29.94800,3.92100,156.32100,143.30800,63.55500,206.86300,-0.15300,207.01600,,235.95900,,230.94800,273.60200,143.30800,614.76700,616.75800,0.37000,0.37000,0.42300,0.73320,33.54200,33.54200,48.41740,54.05470,0.02300,2.30990,2.30990,1.27250,1.33280,16.52930,0.31540,0.25110
2021-12-31,424.65400,133.60100,291.05300,28.98500,-2.64300,165.26110,125.79190,-86.85000,38.94200,0.48300,38.45900,,81.94900,,75.32700,259.42490,125.79190,506.24800,511.38500,0.15000,0.14000,0.42510,0.73940,29.62220,29.62220,9.17030,17.73840,0.02300,0.81060,0.81060,0.44390,0.46600,16.39510,0.4498,0.1378
