Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,205.89300,59.71500,146.17800,13.66900,86.41000,-1.65800,101.73700,44.44100,1.66400,46.10500,7.68500,38.42000,38.42000,38.42000,44.44100,44.44100,53.16800,53.16800,0.72000,0.72000,2.03590,,70.99710,21.58450,21.58450,22.39270,18.66020,0.27540,,0.43330,207.68980,,9.46420,5.13810,9.46420,,0,0
2024-06-30,203.14900,83.68500,119.46400,12.77200,75.89600,0.44900,88.21900,31.24500,9.62600,40.87100,8.08400,32.78700,32.78700,32.78700,31.24500,31.24500,53.08300,53.08300,0.60000,0.60000,1.87270,,58.80610,15.38030,15.38030,20.11870,16.13940,0.26670,,0.44390,202.72580,,8.67060,4.30400,8.67060,,0,0
2024-03-31,204.33200,92.37500,111.95700,11.53300,56.23500,-0.36200,68.13000,43.82700,0.34600,44.17300,6.35500,37.81800,37.81800,37.81800,43.82700,43.82700,53.03250,53.03250,0.72000,0.72000,1.83640,,54.79170,21.44890,21.44890,21.61830,18.50810,0.28590,,0.48520,185.49830,,10.92810,5.29120,10.92810,,0.00000,
2023-12-31,229.39500,119.72400,109.67100,13.24400,56.67900,-6.20400,76.12700,33.54400,27.62700,61.17100,8.81000,52.36100,52.63400,52.65100,33.54400,33.54390,53.49910,53.49910,0.97000,0.97000,1.65120,,47.80880,14.62280,14.62280,26.66620,22.95210,0.28850,,0.52610,171.06580,15.69850,15.69850,6.62020,15.69850,6.32220,1.0257,0.9448
2023-09-30,200.97900,74.59600,126.38300,9.66700,63.20500,-1.16400,74.03600,52.34700,0.75700,53.10400,8.47100,44.63300,44.39500,44.38000,52.34700,52.34700,53.68500,53.68500,0.83000,0.83000,1.58880,,62.88370,26.04600,26.04600,26.42270,22.08190,0.28780,,0.45280,198.76940,15.82270,15.82270,6.35660,15.82270,5.22640,0,0
2023-06-30,176.22000,49.06900,127.15100,9.39200,64.92500,-1.90500,76.22200,50.92900,0.64000,51.56900,6.28500,45.28400,45.00400,45.00600,50.92900,50.92900,53.50650,53.50650,0.84000,0.84000,1.61650,,72.15470,28.90080,28.90080,29.26400,25.53970,0.28040,,0.43970,204.68640,17.48430,17.48430,7.16070,17.48430,4.79460,0,0
2023-03-31,163.39900,39.93200,123.46700,9.43200,62.20400,-0.97600,72.61200,50.85500,1.21700,52.07200,11.31000,40.76200,40.72700,40.72900,50.85500,50.85500,53.43180,53.43180,0.76000,0.76000,1.49590,,75.56170,31.12320,31.12320,31.86800,24.92610,0.26830,,0.42550,211.51670,18.31960,18.31960,6.68720,18.31960,4.16070,0.00000,
2022-12-31,146.79400,27.19600,119.59800,8.82500,60.86000,-2.13000,71.81500,47.78300,19.96000,67.74300,-7.84000,75.58300,75.53400,75.42300,47.78300,47.78300,53.81500,53.81500,1.39800,1.39800,1.58000,,81.47340,32.55110,32.55110,46.14840,51.38020,0.33520,,0.49570,181.54510,41.96310,41.96310,17.24580,41.96310,3.36880,0.3599,0.3128
2022-09-30,125.71800,20.86800,104.85000,7.92300,52.71600,-0.83200,61.47100,43.37900,2.01700,45.39600,10.92000,34.47600,34.87300,34.88300,43.37900,43.37900,53.77400,53.77400,0.64000,0.64000,1.32420,,83.40100,34.50500,34.50500,36.10940,27.74700,0.42270,,0.61420,146.53870,35.71300,35.71300,11.72450,35.71300,1.83060,0,0
2022-06-30,121.16200,19.15200,102.01000,8.08100,41.45000,-1.05100,50.58200,51.42800,-1.61000,49.81800,12.28900,37.52900,37.89400,37.90400,51.42800,51.42800,54.01700,54.01700,0.72000,0.72000,1.17530,,84.19310,42.44570,42.44570,41.11690,31.28370,0.48780,,0.70360,127.91880,58.28410,58.28410,15.25750,58.28410,1.20850,0,0
