Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,2.05800,1.32700,0.73100,1.36900,8.71000,10.07900,-9.34800,0.28400,-9.18400,-1.50500,-7.67900,-7.67900,-7.67900,-8.74000,-9.34800,30.55210,30.55210,-0.25000,-0.25000,0.15960,0.37700,35.51990,-454.22740,-454.22740,-446.25850,-373.12920,0.04990,0.69620,1.39240,64.63560,-89.96010,30.42390,-18.60360,-89.96020,0.27910,-0.083,-0.0831
2024-03-31,1.14500,0.95200,0.19300,1.39700,7.35800,8.75500,-8.56200,6.79300,-1.76900,-0.01600,-1.75300,-1.75300,-2.41400,-8.04600,-8.56200,28.04600,29.19930,-0.09000,-0.21000,0.24670,0.76160,16.85590,-747.77290,-747.77290,-154.49780,-210.82970,0.03880,2.63710,2.48370,36.23580,-42.21050,9.87220,-5.94300,-42.21050,0.16060,-0.2461,-0.2473
2023-12-31,0.28500,0.32900,-0.04400,1.56200,15.66300,17.22500,-17.26900,16.92400,-0.34500,-1.28000,0.93500,0.93500,0.93500,-16.91900,-17.26900,18.61770,23.31610,0.04000,0.04000,0.74000,1.13420,-15.43860,-6059.29900,-6059.29900,-121.05260,328.07020,0.00690,0.77960,0.94370,95.36840,21.41550,-5.21090,2.25540,21.41550,0.16920,-0.15420,-0.15440
2023-09-30,,,,,0.23940,,-0.23940,0.23350,-0.00590,,-0.00590,-0.00590,-0.00590,-0.23940,-0.23940,2.00000,2.00000,-0.08000,-0.08000,0.04060,-0.95090,,,,,,,,,,0.11000,0.03710,-0.03130,0.11000,-0.32000,0.6803,0.72
2023-06-30,0.08000,0.28500,-0.20500,3.15900,6.37500,9.53400,-9.73900,-0.27900,-10.01800,-0.01400,-10.00400,-10.00400,-10.00400,-9.41700,-9.73900,15.33540,15.33540,-0.65000,-0.65000,0.02090,-0.34470,-256.25000,-12173.75000,-12173.75000,-12522.50000,-12505.00000,0.00860,,,,312.94010,312.94020,-106.96820,312.94010,-1.59840,-0.231,-0.2696
2023-03-31,0.03200,0.20900,-0.17700,2.63300,9.02900,11.66200,-11.83900,-1.30200,-13.14100,0.00100,-13.14200,-13.14200,-13.14200,-11.51700,-11.83900,14.02530,14.02530,-0.94000,-0.94000,0.06820,-0.35380,-553.12500,-36996.88000,-36996.88000,-41065.62000,-41068.75000,0.00350,,,,483.37880,483.37880,-142.88570,483.37880,-1.35940,-0.621,-0.6221
2022-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.00000,
2022-09-30,,,,,,,-0.29290,,-0.06310,,,,-0.06310,,,2.00000,2.00000,-0.05000,-0.05000,0.09900,-0.57430,,,,,,,,,,,,,,-0.31510,-0.0845,-0.0845
2022-06-30,,,,,0.42650,,-0.42650,0.46130,0.03480,,0.03480,0.03480,0.03480,-0.42650,-0.42650,2.00000,2.00000,0.00000,0.00000,0.27470,-0.35630,,,,,,,,,,-8.26160,-8.26150,0.04340,-8.26160,-0.21050,-0.0688,-0.0688
2022-03-31,,,,,0.38490,,-0.38490,0.98920,0.60440,,0.60440,0.60440,0.60440,-0.38490,-0.38490,2.00000,2.00000,0.06000,0.06000,0.43680,,,,,,,,,,,-132.58400,-132.58330,0.75200,-132.58400,-0.22790,-0.0608,-0.0608
2021-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.00000,
2021-09-30,,,,,,,-0.36220,,0.79450,,,,0.79450,,,2.00000,2.00000,-0.73000,-0.73000,0.58610,,,,,,,,,,,,,,,-0.33730,-0.4835,-0.4835
2021-06-30,,,,,0.04620,,-0.04620,,-0.04620,,-0.04620,-0.04620,-0.04620,-0.04620,-0.04620,2.00000,2.00000,-0.02000,-0.02000,0.17910,-5.63810,,,,,,,,,,201.00490,201.00490,-43.33820,201.00490,-0.01000,-0.0352,-0.0352
