Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,93.16600,47.42200,45.74400,16.96000,23.39800,40.35800,5.38600,3.71300,9.09900,-2.45500,11.55400,11.55400,11.55200,10.12700,5.38600,45.11700,45.17400,0.26000,0.26000,6.40640,49.09950,5.78110,5.78110,9.76640,12.39940,0.14720,0.44840,1.59190,56.53620,2.08230,2.08230,1.82600,2.08230,12.29410,0.4969,0.3119
2024-06-30,85.85400,43.08300,42.77100,16.93900,23.31800,42.55700,0.21400,2.80700,3.02100,4.21600,-1.19500,-1.19500,-1.19600,4.87500,0.21400,44.85500,44.85500,-0.03000,-0.03000,6.41750,49.81830,0.24930,0.24930,3.51880,-1.39310,0.14000,0.39500,1.56510,57.50610,-0.22230,-0.22230,-0.19490,-0.22230,11.93600,0.3466,0.2109
2024-03-31,83.87200,38.74900,45.12300,18.03900,25.99900,61.23800,-16.11500,2.72400,-13.39100,1.07100,-14.46200,-14.46200,-14.47300,-11.50100,-16.11500,44.51600,44.51600,-0.33000,-0.33000,6.68320,53.79980,-19.21380,-19.21380,-15.96600,-17.25610,0.13860,0.34500,1.45600,61.81280,-2.71820,-2.71820,-2.39000,-2.71820,11.94450,0.05800,-0.10530
2023-12-31,92.65200,45.30800,47.34400,17.30100,22.69400,39.99500,7.34900,3.24300,10.59200,1.92800,8.66400,8.66400,8.66800,11.38700,7.34900,44.32000,45.00400,0.20000,0.19000,9.51720,51.09870,7.93180,7.93180,11.43200,9.35540,0.15570,0.42510,1.76040,51.12450,1.60120,1.60120,1.45640,1.60120,12.22810,0.4832,0.3217
2023-09-30,107.84400,51.96600,55.87800,17.75200,22.42200,40.17400,15.70400,1.91700,17.62100,1.03800,16.58300,16.58300,16.58200,20.25800,15.70400,44.43300,45.18700,0.37000,0.37000,8.57390,51.81370,14.56180,14.56180,16.33930,15.37590,0.18460,0.49690,1.72170,52.27380,3.13610,3.13610,2.83890,3.13610,11.89620,0.5236,0.3566
2023-06-30,106.74700,51.57400,55.17300,16.93500,20.37500,37.31000,17.86300,1.77600,19.63900,2.53700,17.10200,17.10200,17.10100,22.31200,17.86300,44.23000,44.90600,0.39000,0.38000,7.57940,51.68580,16.73400,16.73400,18.39770,16.02010,0.19040,0.48380,1.67270,53.80590,3.41340,3.41340,3.05030,3.41340,11.32220,0.424,0.2339
2023-03-31,97.81600,51.28200,46.53400,15.86900,20.22300,36.09200,10.44200,1.95000,12.39200,1.14100,11.25100,11.25100,11.24400,14.64100,10.44200,44.16200,44.90700,0.25000,0.25000,6.82610,47.57300,10.67520,10.67520,12.66870,11.49510,0.17970,0.47760,1.60190,56.18190,2.34070,2.34070,2.06720,2.34070,10.87150,0.22520,0.00050
2022-12-31,105.49300,56.35400,49.13900,16.07800,24.94200,41.02000,8.11900,1.80800,9.92700,1.86600,8.06100,8.06100,8.06200,11.67400,8.11900,44.00500,44.89400,0.19000,0.18000,5.61750,46.58040,7.69620,7.69620,9.41010,7.64220,0.19650,0.55570,1.61230,55.81990,1.73600,1.73600,1.50140,1.73600,10.53280,0.0208,-0.262
2022-09-30,103.11800,56.14800,46.97000,14.74700,22.71900,43.96600,3.00400,-0.56800,2.43600,0.64100,1.79500,1.79500,1.79200,7.61600,3.00400,44.03100,44.89800,0.04000,0.04000,5.56490,45.54980,2.91320,2.91320,2.36230,1.73780,0.19560,0.59520,1.83200,49.12650,0.39640,0.39640,0.34050,0.39640,10.28130,0.1468,-0.1734
2022-06-30,102.18600,55.33700,46.84900,15.51600,20.03500,35.55100,11.29800,0.08400,11.38200,0.80200,10.58000,10.58000,10.59300,14.66700,11.29800,43.97300,44.86600,0.24000,0.24000,5.92620,45.84680,11.05630,11.05630,11.13850,10.36640,0.19910,0.66630,1.87370,48.03240,2.37700,2.37700,2.06090,2.37700,10.12090,0.2414,-0.0759
