Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,33.02300,17.39900,15.62400,6.22400,6.22400,9.40000,,9.40000,1.89200,7.50800,7.50800,7.50300,11.96000,12.15300,0.63000,0.62000,0.12730,0.63500,59.62580,47.59280,0.00760,2.53530,2.53260,0.36350,2.21010,24.95030,0.769,0.7675
2024-06-30,31.39000,15.87700,15.51300,6.71800,6.71800,8.79500,,8.79500,2.34000,6.45500,6.45500,6.45000,11.96200,12.11900,0.54000,0.53000,0.12860,0.74520,58.51630,42.91420,0.00740,2.20700,2.20460,0.31840,1.92110,24.46120,0.7354,0.7325
2024-03-31,30.53900,15.42300,15.11600,6.73900,6.73900,8.37700,,8.37700,2.22600,6.15100,6.15100,6.14500,11.95900,12.13900,0.51000,0.51000,0.13020,0.47910,56.17620,41.20840,0.00740,2.13570,2.13290,0.30620,1.85530,24.10650,0.68790,0.68640
2023-12-31,31.77800,14.78400,16.99400,5.83400,5.83400,11.16000,,11.16000,2.98700,8.17300,8.17300,8.16800,11.94600,12.13700,0.68000,0.68000,0.13170,0.59130,63.97250,46.82140,0.00860,2.87840,2.87460,0.40390,2.49610,23.78030,0.7438,0.743
2023-09-30,30.94900,13.43100,17.51800,16.14900,16.14900,1.36900,,1.36900,0.34000,1.02900,1.02900,1.02200,11.94600,12.13200,0.09000,0.08000,0.13410,0.55480,7.95100,5.93560,0.00870,0.37080,0.37020,0.05190,0.32050,23.26770,-0.0616,-0.0627
2023-06-30,28.86300,11.40000,17.46300,6.87200,6.87200,10.59100,,10.59100,2.46100,8.13000,8.13000,8.12300,11.94500,12.11900,0.68000,0.67000,0.13350,0.82100,62.43590,47.88660,0.00860,2.91720,2.91250,0.41010,2.52360,23.36490,0.3469,0.3465
2023-03-31,27.80600,8.87500,18.93100,4.36100,4.36100,14.57000,,14.57000,3.44000,11.13000,11.13000,11.12300,11.94400,12.16100,0.93000,0.92000,0.13590,0.76200,68.30440,52.14480,0.01090,4.08200,4.07530,0.56660,3.52130,22.85980,0.86740,0.87840
2022-12-31,26.76900,6.04700,20.72200,7.00200,7.00200,13.72000,,13.72000,3.26600,10.45400,10.45400,10.44800,11.91800,12.17500,0.88000,0.86000,0.13890,0.47390,69.04190,52.57650,0.01000,3.93620,3.92960,0.52670,3.38370,22.27900,0.7506,0.7456
2022-09-30,24.36600,3.04200,21.32400,6.89200,6.89200,14.43200,,14.43200,3.89200,10.54000,10.54000,10.53300,11.91900,12.17000,0.88000,0.87000,0.14280,0.45090,69.63910,50.82510,0.01080,4.10300,4.09590,0.54800,3.51100,21.58250,1.0207,1.018
2022-06-30,23.01900,2.53100,20.48800,6.06100,6.06100,14.42700,,14.42700,3.68900,10.73800,10.73800,10.73100,11.91400,12.18500,0.90000,0.88000,0.14670,0.48560,71.64070,53.28730,0.01010,4.31810,4.31040,0.53950,3.67810,20.90790,1.0858,1.0843
2022-03-31,21.71100,2.53600,19.17500,5.67800,5.67800,13.49700,,13.49700,3.40600,10.09100,10.09100,10.08400,11.90500,12.18000,0.85000,0.83000,0.15110,0.50330,70.38850,52.58930,0.00930,4.20750,4.19970,0.49120,3.56500,20.16950,0.71170,0.70860
2021-12-31,21.83800,2.81900,19.01900,5.58500,5.58500,13.43400,,13.43400,3.35200,10.08200,10.08200,10.06600,11.88800,12.12100,0.86000,0.82000,0.15530,0.52020,70.63470,52.92600,0.00890,4.34730,4.33890,0.47190,3.66490,19.52940,0.7553,0.754
2021-09-30,22.77500,3.09900,19.67600,5.42800,5.42800,14.24800,,14.24800,3.70500,10.54300,10.54300,10.49400,11.89300,12.12600,0.88000,0.87000,0.15900,0.59300,72.41310,53.33400,0.00910,4.68130,4.67150,0.48910,3.92850,18.97490,0.8712,0.8696
2021-06-30,23.46000,3.28300,20.17700,5.72000,5.72000,14.45700,,14.45700,3.63300,10.82400,10.82400,10.75000,11.89200,12.11200,0.90000,0.89000,0.16420,0.66490,71.65090,53.27850,0.00960,4.99860,4.98780,0.51510,4.16870,18.24700,0.6488,0.6485
2021-03-31,22.79800,3.75500,19.04300,6.27000,6.27000,12.77300,,12.77300,3.24700,9.52600,9.52600,9.42200,11.87200,12.10900,0.79000,0.78000,0.16860,0.68700,68.88310,50.81160,0.00880,4.54760,4.53740,0.45290,3.77220,17.66760,0.91260,0.91060
2020-12-31,23.19300,4.55000,18.64300,7.58300,7.58300,11.06000,,11.06000,2.84000,8.22000,8.22000,8.12500,11.85000,11.99000,0.69000,0.67000,0.17350,0.87460,65.86080,48.38330,0.00810,4.06700,4.05730,0.39550,3.35320,17.09390,1.1675,1.5184
2020-09-30,21.61400,5.43300,16.18100,7.23200,7.23200,8.94900,,8.94900,2.30600,6.64300,6.64300,6.53600,11.85100,11.97500,0.55000,0.55000,0.41210,1.39370,64.93720,47.42760,0.00660,3.42540,3.41700,0.31990,2.00870,16.40320,0.9318,0.9288
2020-06-30,21.36900,5.55200,15.81700,6.86200,6.86200,8.95500,,8.95500,2.31100,6.64400,6.64400,6.53400,11.84900,11.97800,0.55000,0.55000,0.31260,1.16450,64.81150,47.28960,0.00710,3.51090,3.50160,0.34320,2.40690,16.01330,0.1617,0.1508
2020-03-31,22.54500,6.35800,16.18700,6.26500,6.26500,9.92200,,9.92200,2.55400,7.36800,7.36800,7.20400,11.84900,12.00800,0.61000,0.60000,0.06760,0.80080,67.08130,48.70530,0.00810,3.99630,3.98550,0.40580,3.71610,15.60220,0.78460,0.77840
2019-12-31,21.80500,6.27000,15.53500,5.46000,5.46000,10.07500,,10.07500,2.43700,7.63800,7.63800,7.54100,11.83800,12.01100,0.64000,0.62000,0.06950,0.82520,67.68560,50.66170,0.00890,4.26890,4.25700,0.45430,3.96110,15.14380,0.7667,0.7424
2019-09-30,21.70800,5.92700,15.78100,5.36500,5.36500,10.41600,,10.41600,2.55100,7.86500,7.86500,7.75600,11.84700,12.01400,0.65000,0.65000,0.07170,0.68020,69.99530,52.12020,0.00930,4.54510,4.53200,0.49200,4.20710,14.64740,0.7771,0.7728
2019-06-30,20.59000,5.53300,15.05700,4.96700,4.96700,10.09000,,10.09000,2.48100,7.60900,7.60900,7.46000,11.83700,12.01100,0.63000,0.62000,0.07420,0.70580,69.07650,51.07140,0.00940,4.56440,4.54930,0.49100,4.21180,14.12450,0.4371,0.4312
2019-03-31,19.27600,4.92500,14.35100,4.86000,4.86000,9.49100,,9.49100,2.31600,7.17500,7.17500,7.06000,11.81900,12.00300,0.60000,0.59000,0.07680,0.73270,69.52600,51.71780,0.00880,4.46890,4.45330,0.46050,4.11130,13.61230,0.88590,0.87090
2018-12-31,18.27400,4.26500,14.00900,5.07200,5.07200,8.93700,,8.93700,2.00400,6.93300,6.93300,6.81000,10.59200,12.00200,0.58180,0.57000,0.07960,0.76170,66.64930,50.78680,0.00910,4.50860,4.47300,0.47250,4.11700,14.52770,0.8387,0.8381
2018-09-30,17.10400,3.73700,13.36700,4.53400,4.53400,8.83300,,8.83300,2.61500,6.21800,6.21800,6.10400,11.18590,12.01200,0.54550,0.50910,0.08240,0.79120,69.18620,47.81080,0.00950,4.26510,4.16740,0.46330,3.82390,13.04990,0.5465,0.5459
