,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-31,2024-09-30,$1.92,$2.16
1,2024-07-25,2024-06-30,$1.73,$1.82
2,2024-04-25,2024-03-31,$1.24,$1.45
3,2024-02-01,2023-12-31,$0.11,$0.42
4,2023-10-26,2023-09-30,$0.40,$0.55
5,2023-07-27,2023-06-30,$-0.46,$0.35
6,2023-04-27,2023-03-31,$-0.54,$-0.45
7,2023-02-02,2022-12-31,$0.08,$0.00
8,2022-10-27,2022-09-30,$0.72,$0.96
9,2022-07-28,2022-06-30,$0.48,$1.07
10,2022-04-28,2022-03-31,$0.03,$0.35
11,2022-02-03,2021-12-31,$-0.08,$0.09
12,2021-10-28,2021-09-30,$0.94,$1.45
13,2021-07-29,2021-06-30,$0.28,$1.22
14,2021-04-29,2021-03-31,$0.89,$0.71
15,2021-02-04,2020-12-31,$-0.87,$-0.93
16,2020-10-29,2020-09-30,$0.09,$0.66
17,2020-07-30,2020-06-30,$-0.02,$-0.51
18,2020-05-07,2020-03-31,$0.88,$0.59
19,2020-01-30,2019-12-31,$1.41,$1.43
20,2019-10-30,2019-09-30,$1.73,$1.79
21,2019-07-31,2019-06-30,$1.60,$1.71
22,2019-04-25,2019-03-31,$1.18,$1.33
23,2019-01-31,2018-12-31,$1.09,$1.28
24,2018-10-30,2018-09-30,$1.41,$1.57
25,2018-07-26,2018-06-30,$1.23,$1.43
26,2018-04-26,2018-03-31,$0.84,$1.03
27,2018-02-01,2017-12-31,$0.71,$0.81
28,2017-10-25,2017-09-30,$0.98,$1.01
29,2017-07-27,2017-06-30,$0.87,$0.95
30,2017-04-27,2017-03-31,$0.52,$0.65
31,2017-02-02,2016-12-31,$0.51,$0.54
32,2016-10-27,2016-09-30,$0.81,$0.90
33,2016-07-28,2016-06-30,$0.68,$0.77
34,2016-04-28,2016-03-31,$0.25,$0.52
35,2016-02-04,2015-12-31,$0.44,$0.49
36,2015-10-27,2015-09-30,$0.66,$0.71
37,2015-07-30,2015-06-30,$0.27,$0.61
38,2015-04-30,2015-03-31,$-0.02,$0.18
39,2015-02-12,2014-12-31,$0.10,$0.31
