Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,14.92900,7.81500,7.11400,9.42200,9.42200,-2.30800,,-2.30800,24.64600,-26.95400,-26.95400,-26.95400,3.97610,3.97610,-6.78000,-6.78000,0.52400,7.56000,-37.91060,-442.73980,0.00620,-164.49410,-166.19820,-2.76710,-78.30690,4.12120,-0.6516,-0.667
2024-06-30,15.28000,8.19400,7.08600,11.09100,11.09100,-4.00500,,-4.00500,-0.92400,-3.08100,-3.08100,-3.08100,3.97610,3.97610,-0.77000,-0.77000,0.30780,4.61390,-100.27540,-77.14070,0.00380,-7.60230,-7.63610,-0.29650,-5.26200,10.19290,1.5208,1.5116
2024-03-31,16.24800,8.59700,7.65100,7.88400,7.88400,-0.23300,,-0.23300,0.06600,-0.29900,-0.29900,-0.29900,3.97610,3.97610,-0.08000,-0.08000,0.29220,3.69170,-3.33190,-4.27570,0.00650,-0.68520,-0.68820,-0.02790,-0.48500,10.97510,0.45250,0.44210
2023-12-31,18.10400,8.68300,9.42100,7.04200,7.04200,2.37900,,1.27200,0.36700,0.90500,0.90500,0.90500,3.96530,3.96530,0.24000,0.24000,0.28860,4.53110,12.44010,8.85090,0.00940,2.03910,2.04840,0.08280,1.45060,11.16270,-0.042,-0.0458
2023-09-30,16.23900,8.54500,7.69400,12.79700,12.79700,-5.10300,,-5.10300,-1.33300,-3.77000,-3.77000,-3.77000,3.96520,3.96520,-0.95000,-0.95000,0.31040,6.13180,-169.76050,-125.41580,0.00260,-9.43110,-9.75340,-0.33170,-6.50330,10.08170,-3.6175,-3.6596
2023-06-30,16.13800,7.59600,8.54200,9.38800,9.38800,-0.84600,,-0.84600,-0.23100,-0.61500,-0.61500,-0.61500,3.96520,3.96520,-0.16000,-0.16000,0.27930,5.10910,-11.72230,-8.52150,0.00620,-1.32510,-1.36430,-0.05310,-0.95500,11.70520,1.0108,0.9775
2023-03-31,14.48100,5.63300,8.84800,9.80400,9.80400,-0.95600,,-0.95600,-0.25700,-0.69900,-0.69900,-0.69900,3.96520,3.96520,-0.18000,-0.18000,0.26980,3.70300,-14.42370,-10.54620,0.00610,-1.43700,-1.47780,-0.06380,-1.04920,12.26840,-0.05350,-0.07820
2022-12-31,15.30500,4.39600,10.90900,8.48700,8.48700,2.42200,,2.42200,0.65200,1.77000,1.77000,1.77000,3.95710,3.96290,0.45000,0.44000,0.23170,1.93330,25.49740,18.63350,0.00910,2.97060,3.03980,0.16960,2.28240,14.75190,1.8716,1.8484
2022-09-30,12.69300,2.79600,9.89700,7.41400,7.41400,2.48300,,2.48300,0.15700,2.32600,2.32600,2.32600,3.95730,3.96370,0.59000,0.59000,0.23640,2.68250,25.60590,23.98680,0.00920,4.01010,4.10690,0.21960,3.06210,14.65860,0.4688,0.4556
2022-06-30,10.48500,1.96700,8.51800,6.77700,6.77700,1.74100,,1.74100,0.47600,1.26500,1.26500,1.26500,3.95730,3.96710,0.32000,0.32000,0.23080,2.18450,21.12100,15.34640,0.00790,2.11530,2.15520,0.12060,1.62700,15.11300,0.5244,0.4792
2022-03-31,9.13400,1.59400,7.54000,6.42900,6.42900,1.11100,,1.11100,0.31100,0.80000,0.80000,0.80000,3.95650,3.96600,0.20000,0.20000,0.22250,1.92520,14.73480,10.61010,0.00770,1.27630,1.30520,0.08200,0.99230,15.84510,-1.08930,-1.11220
2021-12-31,10.81800,1.60600,9.21200,8.57900,8.57900,0.63300,,0.63300,-1.26200,1.89500,1.89500,1.89500,3.94640,3.95270,0.47000,0.47000,0.21030,1.79260,6.72550,20.13390,0.00990,2.81390,2.87380,0.19980,2.22220,17.02330,0.9577,1.3116
2021-09-30,8.88300,1.67000,7.21300,5.41100,5.41100,1.80200,,1.80200,0.47900,1.32300,1.32300,1.32300,3.94730,3.94730,0.34000,0.34000,0.21180,2.11010,23.98510,17.60950,0.00790,1.98350,2.02650,0.13890,1.56350,16.89460,0.8415,0.7944
