,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-13,2024-09-30,$0.09,$0.15
1,2024-08-07,2024-06-30,--,$0.10
2,2024-05-07,2024-03-31,--,$0.04
3,2024-02-20,2023-12-31,--,$0.03
4,2023-11-06,2023-09-30,--,$0.05
5,2023-08-01,2023-06-30,--,$0.04
6,2023-05-01,2023-03-31,--,$0.03
7,2023-02-08,2022-12-31,--,$-0.01
8,2022-11-07,2022-09-30,$-0.01,$0.04
9,2022-08-01,2022-06-30,$-0.04,$-0.04
10,2022-05-02,2022-03-31,$-0.04,$-0.03
11,2022-02-07,2021-12-31,$-0.03,$-0.03
12,2021-11-01,2021-09-30,$-0.03,$0.00
13,2021-08-02,2021-06-30,$-0.02,$-0.02
14,2021-05-03,2021-03-31,$-0.03,$-0.01
15,2021-02-08,2020-12-31,$0.00,$-0.04
16,2020-11-02,2020-09-30,$-0.02,$0.02
17,2020-08-03,2020-06-30,$-0.09,$-0.07
18,2020-05-04,2020-03-31,$-0.03,$-0.09
19,2020-02-10,2019-12-31,$-0.01,$-0.07
20,2019-11-04,2019-09-30,$0.04,$0.00
21,2019-08-12,2019-06-30,$0.03,$0.02
22,2019-05-06,2019-03-31,$0.03,$0.03
23,2019-02-20,2018-12-31,$0.05,$0.05
24,2018-11-05,2018-09-30,$0.04,$0.06
25,2018-08-06,2018-06-30,$0.04,$0.04
26,2018-05-07,2018-03-31,$0.03,$0.04
27,2018-02-12,2017-12-31,$0.04,$0.05
28,2017-11-06,2017-09-30,$0.05,$0.05
29,2017-08-07,2017-06-30,$0.07,$0.07
30,2017-05-11,2017-03-31,$-0.01,$0.01
31,2017-02-15,2016-12-31,$0.05,$0.07
32,2016-11-14,2016-09-30,$0.03,$0.05
33,2016-08-08,2016-06-30,$-0.01,$0.02
34,2016-05-09,2016-03-31,$-0.03,$-0.01
35,2016-02-16,2015-12-31,$0.02,$0.02
36,2015-11-02,2015-09-30,$0.02,$0.04
37,2015-08-13,2015-06-30,$0.00,$0.03
38,2015-05-06,2015-03-31,$-0.04,$-0.06
39,2015-02-24,2014-12-31,$-0.05,$-0.06
