Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,193.92900,50.79000,143.13900,26.74600,78.83400,-0.92400,106.50400,36.63500,-29.34600,7.28900,-1.63900,8.92800,8.92800,1.30000,36.63500,36.63500,83.07100,83.91600,0.02000,0.02000,0.83460,-0.01620,-0.44360,73.81000,18.89090,18.89090,3.75860,0.67030,0.22050,0.72570,124.01110,-11.02560,-3.01260,1.01510,-11.20470,,-0.1526,-0.1264
2024-06-30,185.04700,51.95200,133.09500,27.13800,79.73500,,106.87300,26.22200,-14.54400,11.67800,-1.75900,13.43700,13.43700,6.00000,27.23700,26.22200,83.00400,83.51400,0.07000,0.07000,0.83460,-0.02070,-0.42070,71.92500,14.17050,14.17050,6.31080,3.24240,0.21440,0.77830,115.63720,-18.09920,-4.46410,1.55700,-18.47440,,0.1855,0.1747
2024-03-31,173.66000,51.75600,121.90400,23.36700,69.38400,-0.24400,92.99500,28.90900,-8.83200,20.07700,6.27400,13.80300,13.80300,13.80300,38.50100,28.90900,77.65000,77.71200,0.07000,0.07000,0.80050,-0.01650,-0.25430,70.19690,16.64690,16.64690,11.56110,7.94830,0.19600,0.79480,113.23180,-11.54920,-3.82210,1.55780,-11.74010,,-0.03290,-0.04830
2023-12-31,203.66000,60.31200,143.34800,30.27100,85.56100,-4.77100,120.60300,22.74500,-16.59000,6.15500,8.65600,-2.50100,-2.50100,-18.18700,22.74500,22.74500,77.17000,77.17000,-0.13000,-0.13000,0.80060,-0.01830,-0.24470,70.38590,11.16810,11.16810,3.02220,-8.93010,0.22670,1.01810,88.39980,1.98780,0.68150,-0.27840,2.02420,,1.3312,1.204
2023-09-30,178.14900,57.59900,120.55000,26.44000,77.91100,-0.94800,105.29900,15.25100,-3.21500,12.03600,12.35100,-0.31500,-0.31500,-8.20000,15.25100,15.25100,77.16600,77.16600,-0.11000,-0.11000,0.80440,-0.02130,-0.26590,67.66810,8.56080,8.56080,6.75610,-4.60290,0.19930,0.83460,107.83890,0.27300,0.08670,-0.03520,0.27880,,-0.3744,-0.3546
2023-06-30,165.52400,60.00000,105.52400,26.44800,60.09100,,86.53900,18.98500,-4.23300,14.75200,-13.25100,28.00300,28.00300,20.50000,22.84000,18.98500,77.10900,77.11200,0.25000,0.25000,0.80960,-0.02700,-0.29530,63.75150,11.46960,11.46960,8.91230,12.38490,0.18390,0.73930,121.72920,-26.92390,-7.87500,3.11100,-27.65070,,0.3072,0.3054
2023-03-31,158.70700,51.02700,107.68000,25.97100,74.56400,0.11300,100.42200,7.25800,-12.59500,-5.33700,-4.64000,-0.69700,-0.69700,-0.69700,15.78700,7.25800,77.08100,77.08100,-0.10000,-0.10000,0.78990,-0.02760,-0.19400,67.84830,4.57320,4.57320,-3.36280,-0.43920,0.19310,0.88200,102.04600,0.54470,0.18880,-0.08480,0.55970,,0.06720,0.04920
2022-12-31,145.54100,44.88600,100.65500,25.01600,72.33300,-0.19200,97.54090,3.11400,-12.54800,-9.43400,5.71700,-15.15100,-15.15100,-44.88300,3.11400,3.11400,76.82300,76.82300,-0.30000,-0.30000,0.82400,-0.04190,-0.27570,69.15920,2.13960,2.13960,-6.48200,-30.83870,0.18100,0.92070,97.75020,11.91590,4.24060,-1.88400,12.41570,-1.92490,0.4777,0.4219
2022-09-30,145.59600,50.30500,95.29100,22.83400,71.04700,-0.10500,93.98600,1.30500,-15.35900,-14.05400,-4.76700,-9.28700,-9.28700,-9.28700,1.30500,1.30500,76.60900,76.60900,-0.22000,-0.22000,0.85380,-0.07930,-0.30600,65.44890,0.89630,0.89630,-9.65270,-6.37860,0.18250,1.05680,85.16490,8.50950,2.77420,-1.16430,9.18470,,0,0
2022-06-30,134.42100,45.14900,89.27200,21.40700,69.25100,0.01600,90.64200,-1.37000,-10.52900,-11.89900,1.26600,-13.16500,-13.16500,-13.16500,-1.37000,-1.37000,77.43400,77.43400,-0.26000,-0.26000,0.90260,-0.11770,-0.34890,66.41220,-1.01920,-1.01920,-8.85200,-9.79390,0.17110,0.87680,102.64690,14.85640,4.16770,-1.67570,16.60470,,-0.4164,-0.4027
2022-03-31,112.41400,42.55800,69.85600,20.73500,54.04000,0.11700,74.65800,-4.80200,-7.02300,-11.82500,19.09300,-30.91800,-30.91800,-30.91800,5.34000,-4.80200,77.33400,77.33400,-0.50000,-0.50000,0.96340,-0.23040,-0.36960,62.14170,-4.27170,-4.27170,-10.51920,-27.50370,0.14350,0.78620,114.46910,50.31490,11.22590,-3.94550,61.90910,,0.41640,0.40270
