Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,6.73900,1.10700,-7.84600,-0.00400,-7.85000,-0.01900,-7.83100,-7.83100,-7.83100,-7.84600,-7.84600,0.14580,0.14580,-53.80000,-53.80000,0.21150,2.45120,-2.09180,315.38410,315.38460,-73.68270,-457.68560,-16.57540,270.5983,273.3427
2023-06-30,4.23400,1.64300,-5.87700,-0.10300,-5.98000,-0.14700,-5.83300,-5.83300,-5.83300,-5.87700,-5.87700,0.03670,0.03670,-159.00000,-159.00000,1.02410,0.46620,1.08160,-121.47010,-121.47020,-29.83480,-64.83990,36.76880,326.0148,326.0148
2023-03-31,3.50800,1.35200,-4.86000,-0.25300,-5.11300,,-5.11300,-5.11300,-5.11300,-4.86000,-4.86000,0.01300,0.01300,-390.39040,-390.39040,0.80370,0.62330,2.04890,-201.69640,-201.69620,-31.03490,-75.98450,94.63130,-748.71600,-748.71600
2022-12-31,3.48400,1.69600,-5.18000,0.43200,-4.74800,-0.01300,-4.73500,-4.73500,-4.73500,-5.18000,-5.18000,0.00090,0.00090,7786.56800,7786.56800,0.22690,-1.81930,-0.85030,58.82720,58.82720,-95.11850,165.84930,-230.20160,571.3659,608.6999
2022-09-30,2.32900,1.29400,-3.62300,-0.83500,-4.45800,-0.05600,-4.40200,-4.40200,-4.40200,-3.62300,-3.62300,0.00090,0.00090,-5147.20000,-5147.20000,0.22210,-1.68360,-0.82670,53.17070,53.17070,-90.44590,142.69040,-0.39860,122.9419,139.2943
2022-06-30,20.02800,1.25800,-21.28600,-0.86200,-22.14800,-0.01800,-22.13000,-22.13000,-22.13000,-21.28600,-21.28600,0.00060,0.00060,-36873.60000,-36873.60000,0.55730,14.58990,-1.41460,457.42030,457.42040,-337.50190,-6216.29300,-0.23310,-710.7018,-765.6735
2022-03-31,2.20800,1.79600,-4.00400,0.30900,-3.69500,-0.02900,-3.66600,-3.66600,-3.66600,-4.00400,-4.00400,0.00060,0.00060,-6552.55200,-6552.55200,1.76020,,,-55.70580,-55.70580,-33.06280,-55.70580,0.48980,-13.35560,-13.35560
2021-12-31,2.05300,1.27300,-3.32600,0.00000,-3.32600,0.22400,-3.55000,-3.55000,-3.55000,-3.32600,-3.32600,0.00050,0.00050,-6150.14900,-6150.14900,4.61620,,,-34.76300,-34.76300,-27.57920,-34.76300,30.42330,-24.3737,-24.3737
2021-09-30,1.28600,0.92400,-2.21000,-0.33600,-2.54600,-0.40400,-2.14200,-2.14200,-2.14200,-2.21000,-2.21000,0.00060,0.00060,-3843.84300,-3843.84300,11.01490,,,-15.91030,-15.91030,-14.47100,-15.91030,1.00320,-0.0152,-0.0152
2021-06-30,0.98500,1.24100,-2.22600,-0.15200,-2.37800,-0.19200,-2.18600,-2.18600,-2.18600,-2.22600,-2.22600,0.00040,0.00040,-5285.28500,-5285.28500,5.19740,,,-37.03830,-37.03830,-29.96570,-37.03830,0.58520,-0.1639,-0.1639
2021-03-31,1.09900,1.14900,-2.24800,-0.12500,-2.37300,-0.11600,-2.25700,-2.25700,-2.25700,-2.24800,-2.24800,0.00040,0.00040,-5525.52500,-5525.52500,6.74730,,,-29.76000,-29.76000,-25.37670,-29.76000,0.75250,-0.19890,-0.19890
2020-12-31,0.70000,0.88800,-1.58800,0.63400,-0.95400,-0.07400,-0.88000,-0.88000,-0.88000,-1.58800,-1.58800,0.00040,0.00040,-2162.16000,-2162.16000,7.14800,,,-10.41670,-10.41670,-8.96770,-10.41670,0.87500,-0.0537,-0.0537
2020-09-30,0.77300,1.22300,-1.99600,0.23600,-1.76000,-0.08900,-1.67100,-1.67100,-1.67100,-1.99600,-1.99600,0.00030,0.00030,-5045.04400,-5045.04400,,,,,,,,,-0.054,-0.054
2020-06-30,0.43400,0.67000,-1.10400,0.64500,-0.45900,-0.04000,-0.41900,-0.41900,-0.41900,-1.10400,-1.10400,0.00030,0.00030,-1441.44100,-1441.44100,,,,,,,,,-0.1247,-0.1247
2020-03-31,0.59800,0.46800,-1.06600,-0.82400,-1.89000,-0.09200,-1.79800,-1.79800,-1.79800,-1.06600,-1.06600,0.00030,0.00030,-6486.48600,-6486.48600,,,,,,,,,-0.16910,-0.16910
2019-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
