Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,90.48300,18.10900,72.37400,1.87600,20.88800,51.48600,-34.06100,17.42600,0.01800,17.40800,17.40800,17.40800,71.16400,51.48600,53.88100,54.03600,0.32000,0.32000,2.21480,0.66300,2.08630,79.98630,56.90130,56.90130,19.25890,19.23900,0.03580,3.64510,119.52840,0.75300,2.17080,2.17080,0.68810,0.73150,14.82640,0.8913,0.8912
2024-06-30,84.69700,18.55200,66.14500,2.73600,21.65100,44.49400,-22.58700,21.90700,0.07200,21.83500,21.83500,21.83500,64.01400,44.49400,53.84600,54.03200,0.41000,0.40000,2.56970,0.66790,2.13740,78.09600,52.53310,52.53310,25.86510,25.78010,0.03210,3.74710,152.33270,0.59080,2.65110,2.65110,0.82660,0.88050,15.28860,0.8781,0.8781
2024-03-31,90.23500,17.23500,73.00000,2.52500,21.06500,51.93500,-18.73100,33.20400,-0.02000,33.22400,33.22400,33.22400,71.09400,51.93500,53.73600,53.98500,0.62000,0.62000,2.79930,0.66680,2.12420,80.89990,57.55530,57.55530,36.79730,36.81940,0.03370,3.18810,92.07650,0.97740,3.95090,3.95090,1.24110,1.31660,15.64930,0.64600,0.64600
2023-12-31,97.23400,18.64300,78.59100,2.11000,20.86700,57.72400,-38.32900,19.39500,0.00400,19.39100,19.39100,19.39100,77.09800,57.72400,53.69800,53.98600,0.36000,0.35000,2.89080,0.66840,2.13780,80.82670,59.36610,59.36610,19.94670,19.94260,0.03590,3.66200,123.70740,0.72750,2.28760,2.28760,0.71570,0.75870,15.77440,1.0039,1.0039
2023-09-30,94.58400,17.35800,77.22600,2.29000,21.02600,56.20000,-11.06600,45.13400,0.03300,45.10100,45.10100,45.10100,75.41000,56.20000,53.68900,53.95800,0.84000,0.84000,2.90360,0.66470,2.10070,81.64810,59.41810,59.41810,47.71840,47.68350,0.03420,3.36530,144.40310,0.62330,5.15490,5.15490,1.62880,1.72850,16.28180,0.8551,0.8551
2023-06-30,86.72700,18.05500,68.67200,2.19800,20.44900,48.22300,-9.20200,39.02100,0.00500,39.01600,39.01600,39.01600,67.30000,48.22300,53.68200,53.94300,0.73000,0.72000,2.91150,0.66930,2.14310,79.18180,55.60320,55.60320,44.99290,44.98710,0.03100,3.23330,88.67790,1.01490,4.48600,4.48600,1.39550,1.48340,16.20150,0.7574,0.7574
2023-03-31,92.47700,15.97900,76.49800,3.86900,21.48800,55.01000,-38.44300,16.56700,0.03600,16.53100,16.53100,16.53100,73.20200,55.01000,53.68200,53.92500,0.31000,0.31000,3.23280,0.67240,2.16980,82.72110,59.48510,59.48510,17.91470,17.87580,0.03280,3.08590,101.62310,0.88560,1.89870,1.89870,0.58710,0.62200,16.21830,0.62580,0.62580
2022-12-31,97.92900,16.42100,81.50800,2.29600,20.50000,61.00800,-19.53000,41.47800,0.04400,41.43400,41.43400,41.43400,80.22300,61.00800,53.19800,53.52400,0.77000,0.76000,2.31100,0.64090,1.89040,83.23170,62.29820,62.29820,42.35520,42.31030,0.03650,3.12190,1632.15000,0.05510,4.56780,4.56780,1.54630,1.64010,16.89750,0.9957,0.9957
2022-09-30,91.26000,17.92600,73.33400,2.33400,20.53800,52.79600,-6.18200,46.61400,0.02700,46.58700,46.58700,46.58700,71.94900,52.79600,53.17100,53.50400,0.88000,0.87000,1.88870,0.64230,1.90120,80.35720,57.85230,57.85230,51.07820,51.04870,0.03450,3.65090,1140.75000,0.07890,5.22830,5.22830,1.76230,1.87000,16.72640,1.3425,1.3425
2022-06-30,84.15800,15.87900,68.27900,1.82000,19.82700,48.45200,-4.18100,44.27100,0.01100,44.26000,44.26000,44.26000,67.42400,48.45200,53.14300,53.44800,0.83000,0.83000,2.53570,0.64230,1.87850,81.13190,57.57270,57.57270,52.60460,52.59160,0.03160,3.22480,236.39890,0.38070,4.86440,4.86440,1.66040,1.74010,17.12120,0.9742,0.9741
2022-03-31,74.57000,15.70500,58.86500,2.69700,20.50600,38.35900,17.41800,55.77700,0.01600,55.76100,55.76100,55.76100,57.30500,38.35900,53.13100,53.34900,1.05000,1.05000,1.56570,0.62720,1.77300,78.93930,51.44030,51.44030,74.79820,74.77670,0.02920,3.01670,578.06210,0.15570,6.15880,6.15880,2.18440,2.29580,17.04090,0.79570,0.79570
2021-12-31,114.58900,17.05600,97.53300,1.97700,20.24900,77.28400,-7.78300,69.50100,0.07100,69.43000,69.43000,69.43000,96.81500,77.28400,53.31900,53.34000,1.30000,1.30000,1.70910,0.63570,1.83660,85.11550,67.44450,67.44450,60.65240,60.59050,0.04450,2.64310,502.58340,0.17910,7.80650,7.80650,2.69850,2.84390,16.73950,1.48,1.4949
2021-09-30,81.75600,15.52300,66.23300,1.65800,19.85800,46.37500,-13.57700,32.79800,-0.00800,32.80600,32.80600,32.80600,65.87300,46.37500,53.17800,53.17800,0.62000,0.62000,1.17860,0.63930,1.86570,81.01300,56.72370,56.72370,40.11690,40.12670,0.03240,2.62430,498.51220,0.18050,3.80820,3.80820,1.30130,1.37380,16.21380,0.8419,0.8201
2021-06-30,65.84300,16.44500,49.39800,2.52500,19.65000,29.74800,-16.97900,12.76900,0.02800,12.74100,12.74100,12.74100,48.08800,29.74800,53.30700,53.46300,0.24000,0.24000,1.19190,0.64610,1.91660,75.02390,45.18020,45.18020,19.39310,19.35060,0.02590,4.03560,126.13600,0.71350,1.49540,1.49540,0.50170,0.52920,15.99060,0.8879,-1.5409
2021-03-31,81.26000,15.54700,65.71300,1.72700,17.96300,47.75000,-0.51400,47.23600,0.00800,47.22800,47.22800,47.22800,65.15100,47.75000,53.85490,53.66890,0.88000,0.88000,1.35560,0.62760,1.77130,80.86760,58.76200,58.76200,58.12950,58.11960,0.03350,2.83860,131.70180,0.68340,5.48440,5.48440,1.94500,2.04240,16.15300,0.81800,-1.73190
2020-12-31,67.37200,15.50700,51.86500,1.59300,15.56400,36.30100,-10.46100,25.84000,0.02300,25.81700,25.81700,25.81700,51.19100,36.30100,54.10000,54.27400,0.47000,0.47000,1.19730,0.61550,1.67810,76.98300,53.88140,53.88140,38.35420,38.32010,0.02920,4.24150,405.85540,0.22180,3.09120,3.09120,1.12050,1.18850,15.49260,0.9513,-1.8352
2020-09-30,33.14700,9.66600,23.48100,1.57000,12.27400,11.20700,-7.34100,3.86600,0.04400,3.82200,3.82200,3.82200,22.52700,11.20700,54.11100,54.29700,0.07000,0.07000,0.95280,0.56950,1.38850,70.83900,33.81000,33.81000,11.66320,11.53050,0.01660,2.18540,95.52450,0.94220,0.46820,0.46820,0.19120,0.20160,15.08660,0.3618,-7.2747
