Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.17040,0.17040,11.14560,4.74040,0.00990,-15.70560,-0.94020,-16.64570,-0.00110,-16.64460,-16.64460,-16.64680,-15.18110,-15.70560,16.10000,16.10000,-1.03360,-1.03360,1.93060,0.11480,0.46900,100.00000,-9214.83900,-9214.83900,-9766.45100,-9767.09700,0.00390,0.03410,2637.87100,-88.03140,-88.10830,-37.88130,-77.92130,1.15350,-0.6765,-0.6243
2024-06-30,0.16580,0.16580,12.62880,4.34640,0.06030,-16.74900,0.11310,-16.63600,0.00320,-16.63920,-16.63920,-16.63920,-16.30440,-16.74900,15.30100,15.30100,-1.08770,-1.08770,2.71040,0.11150,0.32860,100.00000,-10099.35000,-10099.35000,-10031.17000,-10033.12000,0.00290,0.02690,3341.10400,-53.80990,-53.84380,-29.05740,-47.81080,1.97190,-1.1292,-1.1305
2024-03-31,0.16830,0.16830,16.71000,4.85960,0.19220,-21.20920,0.39090,-20.81830,,-20.81830,-20.81830,-20.81830,-18.94000,-21.20920,15.13000,15.13000,-1.37900,-1.37900,3.05970,0.10880,0.26560,100.00000,-12603.23000,-12603.23000,-12370.97000,-12370.97000,0.00220,0.02570,3505.93600,-47.15590,-47.18140,-27.17820,-42.02370,2.89930,-1.70910,-1.70920
2023-12-31,0.46390,0.46390,20.11840,6.65290,3.86820,-22.43920,0.67340,-21.76580,0.00650,-21.77230,-21.77230,-21.76590,-21.93180,-22.43920,14.94000,14.94000,-1.45150,-1.45150,3.24960,0.09850,0.21020,100.00000,-4837.05700,-4837.05800,-4691.90300,-4691.90900,0.00440,0.08050,1118.52700,-34.79980,-34.81480,-20.70540,-31.37060,4.17120,-1.8059,-1.8414
2023-09-30,2.13540,2.13540,23.39840,5.85670,-0.00650,-27.12620,0.61820,-26.50800,,-26.50800,-26.50800,-26.50800,-26.36980,-27.12620,14.93390,14.93390,-1.74100,-1.74100,3.69820,0.09110,0.17750,100.00000,-1270.28500,-1270.28500,-1241.33500,-1241.33500,0.01630,0.80210,112.20180,-31.86990,-31.88700,-20.21770,-28.96510,5.56960,-1.3214,-1.5553
2023-06-30,1.51570,1.51570,27.55770,6.84340,0.78180,-32.10360,0.05120,-32.05230,,-32.05230,-32.05230,-32.05230,-31.78460,-32.10360,14.93390,14.93390,-2.18100,-2.18100,5.05390,0.08340,0.15090,100.00000,-2118.13000,-2118.13000,-2114.74800,-2114.74800,0.01030,0.64530,139.46760,-29.71410,-29.72800,-21.82080,-27.23630,7.22310,-2.4714,-2.4717
2023-03-31,4.84100,4.84100,31.69860,7.35280,0.44010,-33.77020,-0.55710,-34.32730,-0.00320,-34.32410,-34.32410,-34.33060,-33.46000,-33.77020,14.93390,14.93390,-2.30000,-2.30000,5.21020,0.07640,0.13010,100.00000,-697.58310,-697.58310,-709.09090,-709.15740,0.02690,2.20860,40.74950,-25.56320,-25.57380,-19.03870,-23.61080,8.99110,-2.38950,-2.39000
2022-12-31,11.82030,11.82030,35.00520,8.82950,0.80000,-31.21440,-3.43430,-34.64870,-0.00010,-34.64860,-34.64860,-34.64860,-29.23370,-31.21440,14.23620,14.23620,-2.30750,-2.30750,5.65840,0.07100,0.11520,100.00000,-264.07520,-264.07520,-293.12960,-293.12840,0.05600,4.15980,21.63570,-21.50600,-21.51420,-16.40100,-19.97900,10.78830,-2.7766,-2.8077
2022-09-30,14.99520,14.99520,26.31410,8.14720,0.11880,-19.34730,2.73860,-16.60870,,-16.60870,-16.60870,-16.60870,-19.02180,-19.34730,14.93390,14.93390,-1.10790,-1.10790,5.64690,0.06710,0.09930,100.00000,-129.02340,-129.02340,-110.76030,-110.76030,0.06300,8.80430,10.22230,-9.10530,-9.18420,-6.97550,-8.49430,12.21430,-1.0203,-1.024
2022-06-30,7.76970,7.76970,22.16620,8.91160,0.25540,-23.05270,2.39760,-20.65510,,-20.65510,-20.65510,-20.65510,-22.69960,-23.05270,14.73260,14.73260,-1.38350,-1.38350,4.89910,0.06930,0.09270,100.00000,-296.69910,-296.69910,-265.84030,-265.84030,0.02800,1.32170,68.09480,-10.06590,-10.14760,-7.43910,-9.36780,13.74050,-1.3824,-1.3868
2022-03-31,8.98430,8.98430,20.62490,7.90590,0.31870,-19.22780,0.52860,-18.69920,0.00220,-18.70150,-18.70150,-18.70150,-18.83280,-19.22780,12.34440,12.34440,-1.57110,-1.57110,3.13050,0.11800,0.15120,100.00000,-214.01450,-214.01450,-208.13140,-208.15640,0.04140,1.76070,51.11540,-14.19270,-14.38620,-8.62350,-12.51760,10.67430,-2.58360,-2.59320
2021-12-31,11.79070,11.79070,32.07550,8.62360,0.70020,-28.20820,1.20310,-27.00510,0.00000,-27.00510,-27.00510,-27.00510,-27.73250,-28.20820,11.95020,11.95020,-2.27810,-2.27810,3.19760,0.11150,0.12980,100.00000,-239.24030,-239.24020,-229.03670,-229.03630,0.04430,2.07240,43.42880,-16.78960,-16.99050,-10.13870,-14.91770,13.03220,-2.7689,-2.836
2021-09-30,10.21420,10.21420,24.31630,8.06690,0.27240,-21.89660,1.73810,-20.15840,,-20.15840,-20.15840,-20.15840,-21.54590,-21.89660,11.97870,11.97870,-1.65090,-1.65090,3.06630,0.07000,0.07600,100.00000,-214.37310,-214.37310,-197.35630,-197.35630,0.03930,2.30430,39.05680,-12.77110,-12.92890,-7.75860,-11.87730,13.17600,-2.4429,-2.442
2021-06-30,11.69600,11.69600,26.26680,6.55350,0.40000,-20.72430,-1.87000,-22.59430,,-22.59430,-22.59430,-22.59430,-20.37150,-20.72430,11.96450,11.96450,-1.90000,-1.90000,3.38290,0.06230,0.06710,100.00000,-177.19170,-177.19170,-193.18020,-193.18020,0.03910,2.57960,34.88930,-12.42850,-12.56690,-7.56060,-11.65420,15.18340,-1.6976,-1.749
2021-03-31,14.05610,14.05610,13.74990,5.40830,0.17720,-4.92490,6.62960,1.70470,0.00240,1.70230,1.70230,1.70230,-4.52580,-4.92490,11.62040,11.62040,0.15000,0.15000,3.93280,0.05580,0.05960,100.00000,-35.03730,-35.03730,12.12800,12.11080,0.04310,2.79390,32.21290,0.83630,0.84470,0.52180,0.78960,17.11200,-1.66330,-1.76310
2020-12-31,11.17300,11.17300,19.78430,4.86950,0.56510,-12.91570,-4.74160,-17.65730,,-17.65840,-17.65840,-17.65840,-12.60180,-12.91570,8.34720,8.34720,-1.93140,-1.93140,2.24980,0.00320,0.00450,100.00000,-115.59750,-115.59750,-158.03590,-158.04610,0.05570,4.01030,22.44220,-21.47250,-21.99740,-8.79710,-21.40380,8.36710,2.1186,2.1074
2020-09-30,12.32710,12.32710,11.80810,4.03890,0.11920,-3.40060,-3.57360,-6.97430,,-6.97430,-6.97430,-6.97430,-3.04760,-3.40060,8.60310,8.60310,-0.81830,-0.81830,2.24420,0.00440,0.02720,100.00000,-27.58650,-27.58650,-56.57660,-56.57660,0.09770,4.13210,21.78090,-12.68930,-12.71450,-5.52720,-12.63370,6.22260,-0.3883,-0.4119
2020-06-30,3.23060,3.23060,12.87960,2.86950,0.09360,-12.42480,-1.05040,-13.47530,0.00000,-13.47530,-13.47530,-13.47530,-12.12700,-12.42480,7.91900,7.91900,-1.76180,-1.76180,2.92600,0.00570,0.03140,100.00000,-384.59450,-384.59450,-417.10980,-417.10980,0.02900,1.44750,62.17790,-30.21580,-30.29280,-12.09910,-30.04440,5.27820,-1.9911,-2.0125
2020-03-31,5.66490,5.66490,12.63050,3.88880,-0.06290,-10.91730,1.77280,-9.14440,,-9.14440,-9.14440,-9.14440,-10.60840,-10.91730,7.62500,7.62500,-1.20000,-1.20000,2.59350,0.00810,0.05310,100.00000,-192.71660,-192.71660,-161.42160,-161.42160,0.05290,2.36530,38.05060,-26.57920,-26.68280,-8.54400,-26.36450,4.51210,-2.39410,-2.39690
2019-12-31,4.21970,4.21970,13.96400,2.99850,-0.04880,-12.79160,-1.83560,-14.62720,0.00000,-14.62710,-14.62710,-14.62710,-12.49750,-12.79160,6.42420,6.42420,-2.14000,-2.14000,3.01050,0.00710,0.06160,100.00000,-303.14290,-303.14300,-346.64320,-346.64280,0.03350,2.54220,35.40230,-33.77540,-33.89550,-11.62340,-33.53430,5.67960,0.386,0.32
2019-09-30,2.33850,2.33850,13.03380,3.10250,0.05450,-13.74320,1.64020,-12.10300,0.00000,-12.10300,-12.10300,-12.10300,-13.49810,-13.74320,6.24440,6.24440,-1.89000,-1.89000,2.72800,0.01330,0.14660,100.00000,-587.68430,-587.68430,-517.54640,-517.54640,0.02460,1.77620,50.67050,-48.95430,-49.28460,-12.72240,-48.30250,3.95890,-2.0419,-2.0709
2019-06-30,4.50500,4.50500,12.97660,2.63240,0.22140,-10.88260,-0.73510,-11.61770,0.00450,-11.62220,-11.62220,-11.62220,-10.64560,-10.88260,6.24390,6.24390,-1.91100,-1.91100,3.48150,0.00970,0.11800,100.00000,-241.56690,-241.56690,-257.88420,-257.98400,0.04040,2.72470,33.03140,-31.48120,-31.64310,-10.43210,-31.17460,5.91250,-0.9749,-1.0988
2019-03-31,12.89470,12.89470,9.07160,2.76450,0.09770,1.15620,0.94730,2.10350,0.00000,2.10350,2.10350,2.10350,1.39480,1.15620,6.24300,6.24300,0.34100,0.34100,3.16740,0.02190,0.09470,100.00000,8.96680,8.96680,16.31290,16.31290,0.10290,1.36820,65.78170,4.34180,4.35270,1.67850,4.24650,7.76030,-2.43480,-2.44680
2018-12-31,26.84240,26.84240,13.74260,3.51890,2.04540,11.62640,-1.01250,10.61390,0.00000,10.61390,10.61390,10.61390,11.75000,11.62640,6.05140,6.05140,1.81500,1.81500,3.00950,0.04040,0.11890,100.00000,43.31350,43.31350,39.54150,39.54170,0.19560,15.90520,5.65850,22.39590,22.42720,7.73600,21.49080,7.59130,14.2099,14.157
2018-09-30,0.35580,0.35580,11.37930,2.77770,-0.30110,-14.10240,0.12670,-13.97570,0.00000,-13.97570,-13.97570,-13.97570,-13.98740,-14.10240,6.35300,6.35300,-2.20000,-2.20000,3.65730,0.05890,0.14860,100.00000,-3963.72500,-3963.72500,-3928.10400,-3928.10400,0.00620,0.21210,424.41170,-33.53050,-33.58950,-24.49610,-31.55520,6.67660,-1.6301,-1.6545
2018-06-30,0.17890,0.17890,8.52590,2.58080,0.05840,-10.86940,1.31190,-9.55750,,-9.55750,-9.55750,-9.55750,-10.75370,-10.86940,6.16610,6.16610,-1.55000,-1.55000,5.35410,0.05730,0.12620,100.00000,-6076.00000,-6076.00000,-5342.66600,-5342.66600,0.00250,0.14650,614.40000,-16.98570,-17.01160,-13.46550,-16.01200,9.01880,-1.3751,-1.4
2018-03-31,0.65390,0.65390,7.86200,2.50510,-0.01350,-9.72670,-0.35520,-10.08190,0.00120,-10.08310,-10.08310,-10.08310,-9.60500,-9.72670,5.46810,5.46810,-1.84400,-1.84400,6.58290,0.06030,0.12100,100.00000,-1487.40600,-1487.40600,-1541.72900,-1541.91700,0.00800,0.29360,306.54140,-15.11740,-15.13550,-12.31890,-14.20580,10.69060,-1.55630,-1.58880
2017-12-31,0.73910,0.73910,5.45470,2.26240,0.00150,-6.97660,-0.65970,-7.63630,-0.00060,-7.63570,-7.63570,-7.63570,-6.92420,-6.97660,4.37460,4.37460,-1.67850,-1.67850,5.60260,0.11460,0.22700,100.00000,-943.96300,-943.96310,-1033.22400,-1033.14600,0.01520,0.59340,151.68050,-21.39230,-21.43640,-15.65290,-18.94150,7.62830,0.0707,-0.031
