Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-09-30,4.28650,2.59700,1.68950,5.04350,0.01410,5.02940,-3.33990,-0.11320,-3.45310,-3.45310,-3.45310,-0.09120,-3.54430,-2.87590,-3.33990,0.46280,0.46280,-7.60000,-7.60000,4.00250,0.17630,0.25450,39.41400,-77.91570,-77.91570,-80.55720,-82.68500,0.11360,0.21190,2.01560,44.65170,-25.02960,392.08850,-9.15020,-20.61740,28.99240,-3.5766,-3.9662
2019-06-30,3.73930,2.33750,1.40180,4.10880,,4.10880,-2.70710,-0.11710,-2.82420,-2.82420,-2.82420,-0.12430,-2.94850,-2.34450,-2.70710,0.45720,0.45720,-6.40000,-6.40000,4.66810,0.15950,0.20960,37.48740,-72.39590,-72.39590,-75.52780,-78.85200,0.14250,0.19630,1.68850,53.30150,-18.18190,-22.49330,-10.76050,-15.28170,33.88890,-5.0672,-7.3681
2019-03-31,3.35570,2.25470,1.10100,3.81540,,3.81540,-2.71440,-0.10740,-2.82180,-2.82180,-2.82180,-0.12160,-2.94340,-2.39180,-2.71440,0.45500,0.45500,-6.40000,-6.40000,4.87830,0.14070,0.19610,32.80930,-80.88980,-80.88980,-84.09060,-87.71440,0.11520,0.19500,1.79650,50.09620,-15.71170,-18.98070,-9.68400,-13.50090,39.42510,-8.52160,-10.86830
2018-12-31,1.88940,1.53520,0.35430,3.46500,,3.46500,-3.11070,-0.08550,-3.19620,-3.19620,-3.19620,,-3.19550,-3.00430,-3.11070,0.30370,0.30370,-8.60000,-8.60000,9.90040,0.13530,0.15650,18.74910,-164.63620,-164.63620,-169.15920,-169.12550,0.07170,0.13930,1.77570,50.68530,-17.04520,-17.33540,-12.12610,-14.73890,42.79120,-12.7248,-13.975
2018-09-30,1.48900,0.88680,0.60220,2.68840,,2.68850,-2.08620,-0.54030,-2.62650,-2.62650,-2.62650,,-2.62700,-1.64480,-2.08620,0.31280,0.31280,-8.40000,-8.40000,9.76580,0.13410,0.16820,40.44330,-140.10350,-140.10350,-176.38510,-176.42090,0.08050,0.08720,2.05360,43.82550,-20.87060,-21.42630,-14.20110,-18.07290,34.94240,-6.8814,-7.2165
2018-06-30,1.52470,0.76380,0.76090,2.56230,,2.56230,-1.80140,-0.10450,-1.90590,-1.90590,-1.90590,,-1.90660,-1.67320,-1.80140,0.25980,0.25980,-7.40000,-7.40000,7.67330,0.28700,0.49240,49.90660,-118.14980,-118.14980,-125.00460,-125.05030,0.11280,0.09680,2.62430,34.29430,-39.18630,-42.12180,-14.09640,-27.94130,18.61370,-15.8715,-17.158
2018-03-31,1.22030,0.62750,0.59280,1.85550,,1.85550,-1.26270,-0.05640,-1.31910,-1.31910,-1.31910,,-1.31850,-1.18170,-1.26270,0.24610,0.24610,-5.40000,-5.40000,5.52790,,0.06150,48.57770,-103.47000,-103.47000,-108.09480,-108.04620,0.12640,0.11830,3.00870,29.91320,-27.27360,-29.41090,-13.66660,-27.27360,19.17390,-10.35180,-11.74880
2017-12-31,0.77510,0.53230,0.24290,1.65030,0.00000,1.65020,-1.40740,-0.26840,-1.67580,-1.67580,-1.67580,,-1.67130,-1.12690,-1.40740,0.18590,0.18590,-6.60000,-6.60000,4.42360,,0.05710,31.33360,-181.56320,-181.56320,-216.19260,-215.61680,0.08590,0.13140,2.45830,36.61090,-32.54930,-34.95140,-18.56040,-32.54920,21.05750,-15.7307,-17.4241
2017-09-30,0.61830,0.38430,0.23410,1.60470,,1.60470,-1.37060,-0.04050,-1.41120,-1.41120,-1.41120,,-1.41150,-1.33130,-1.37060,0.20720,0.20720,-6.80000,-6.80000,10.02770,,0.00610,37.85510,-221.66300,-221.66300,-228.21860,-228.26730,0.07290,0.15900,3.20710,28.06310,-21.91210,-24.14250,-16.62590,-21.91210,26.69470,-5.0676,-5.9731
2017-06-30,0.60500,0.39460,0.21040,1.39830,-0.00540,1.40380,-1.19340,-0.09580,-1.28910,-1.28910,-1.28910,,-1.28770,-1.15670,-1.19340,0.16270,0.16270,-8.00000,-8.00000,6.04770,,0.01960,34.77600,-197.24190,-197.24190,-213.06810,-212.82430,0.13420,0.25860,2.45190,36.70660,-62.66990,-88.93570,-28.58680,-62.66990,12.31010,-8.3028,-8.9374
2017-03-31,0.61250,0.32290,0.28960,1.11250,-0.03550,1.14810,-0.85850,-0.04330,-0.90180,-0.90180,-0.90180,,-0.90690,-0.81250,-0.85850,0.13070,0.13070,-7.00000,-7.00000,3.47840,,,47.27790,-140.16660,-140.16660,-147.24020,-148.06250,0.20780,0.32430,1.70070,52.91810,-48.82080,-59.20840,-30.59250,-47.54850,12.63140,-8.61670,-8.91990
2016-12-31,0.60560,0.38510,0.22050,1.25070,,1.25070,-1.03020,-0.40640,-1.43900,-1.43900,-1.43900,,-1.45330,-1.02480,-1.03020,0.06240,0.06240,-10.99730,-10.99730,2.43140,,0.00400,36.40750,-170.12500,-170.12500,-237.62120,-239.98510,0.23770,0.49370,1.75550,51.26630,-162.23210,-127.02590,-56.47560,-127.02590,8.90940,-40.0031,-40.0629
2016-09-30,0.55420,0.37090,0.18330,1.52990,,1.52980,-1.34660,-0.09230,-1.43640,-1.43640,-1.43640,,-1.45600,-1.34100,-1.34660,0.07940,0.07940,-18.40000,-18.40000,1.05580,,-0.02460,33.08060,-242.98240,-242.98240,-259.20260,-262.73930,0.29390,0.42060,1.44690,62.20070,99.46160,208.97180,-76.18030,208.97180,-8.65270,-6.694,-6.6336
2016-06-30,0.49380,0.26820,0.22560,1.30310,,1.30310,-1.07750,-0.23200,-1.30950,-1.30950,-1.30950,,-1.32730,-0.88600,-1.07750,0.04760,0.04760,-27.80000,-27.80000,1.15100,,0.42690,45.68130,-218.22060,-218.22060,-265.19800,-268.79450,0.21650,0.34450,1.85480,48.52190,277.73830,-458.91320,-57.41210,-458.91330,3.64860,-25.611,-25.5758
2016-03-31,0.45480,0.25620,0.19860,1.04220,,1.04220,-0.84360,-0.17110,-1.01470,-1.01470,-1.01470,,-1.01470,-0.67880,-0.84360,0.03790,0.03790,-27.00270,-27.00270,,,,43.66970,-185.50820,-185.50820,-223.12310,-223.12310,,,,,,,,,,-7.15740,-7.34070
2015-12-31,0.98200,,0.98200,,,,0.98200,,0.98200,0.98200,-0.66900,0.00000,-0.66900,0.99810,0.98200,0.03840,0.03840,-24.00200,-24.00200,0.48380,,-0.44430,100.00000,100.00000,100.00000,100.00000,-68.12630,0.76010,,6.90550,13.03310,62.89880,62.89880,-51.78590,62.89880,-27.62910,1.7994,1.6197
2015-09-30,0.35210,0.16750,0.18460,1.58730,,1.58730,-1.40270,-0.00990,-1.41260,-1.41260,-1.41260,,-1.41260,-1.39780,-1.40270,0.03820,0.03820,-37.20370,-37.20370,,,,52.41890,-398.40350,-398.40350,-401.21790,-401.21790,,,,,,,,,,-8.2711,-9.0425
2015-06-30,0.30440,0.15770,0.14680,0.83200,,0.83200,-0.68530,-0.00280,-0.68810,-0.68810,-0.68810,,-0.68810,-0.68530,-0.68530,0.03800,0.03800,-24.00240,-24.00240,,,,48.21160,-225.11320,-225.11320,-226.02770,-226.02770,,,,,,,,,,-24.2575,-24.6085
2015-03-31,424.91000,,424.91000,,,,424.91000,,424.91000,424.91000,-0.83100,0.00000,-0.83100,424.91000,424.91000,0.03790,0.03790,-24.00200,-24.00200,,,,100.00000,100.00000,100.00000,100.00000,-0.19560,,,,,,,,,,0.00000,
2014-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
