Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,7.20800,3.13600,,-10.34400,-8.49400,-18.83800,-18.83800,-18.83800,-18.83800,-10.02800,-10.34400,13.58240,13.58240,-1.39000,-1.39000,3.39760,23.36280,-1.04470,,,,,,,,,99.22050,99.22050,-49.07260,-2218.84800,-1.76060,-0.2201,-0.2194
2024-06-30,,,,8.18000,2.74400,,-10.92400,3.69500,-7.22900,-7.22900,-7.22900,-7.22900,-10.63100,-10.92400,11.28490,11.28490,-0.64000,-0.64000,0.88190,,,,,,,,,,,437.58880,437.59060,-45.89840,437.59080,-0.16100,-0.6854,-0.6892
2024-03-31,,,,7.55900,2.68200,,-10.24100,-1.58600,-11.82700,-11.82700,-11.82700,-11.82700,-9.95100,-10.24100,10.27390,10.27390,-1.15000,-1.15000,2.37440,,,,,,,,,,,-242.85380,-242.85430,-48.31290,-242.85420,0.47650,-1.17990,-1.17960
2023-12-31,,,,6.15700,3.23500,,-9.39200,0.44300,-8.94900,-8.94900,-8.94900,-8.94900,-9.10600,-9.39200,5.05600,5.05600,21.69000,21.69000,1.67590,,,,,,,,,,,-78.68650,-78.68640,-32.96620,-78.68640,1.18420,-3.7446,-3.7471
2023-09-30,,,,7.26400,3.50700,,-10.77100,0.11300,-10.65800,-10.65800,-10.65800,-10.65800,-10.49800,-10.77100,8.37640,8.37640,-1.27000,-1.27000,1.73520,,,,,,,,,,,-80.21980,-80.21980,-34.39510,-80.21980,1.58580,3.3662,3.3579
2023-06-30,,,,4.94400,2.83300,,-7.77700,0.21800,-7.55900,-7.55900,-7.55900,-7.55900,-7.27600,-7.77700,2.89320,2.89320,-2.61000,-2.61000,3.45200,,,,,,,,,,,-32.08810,-32.08810,-20.09360,-32.08810,2.81450,19.0242,19.0811
2023-03-31,,,,5.48400,2.32100,,-7.80500,-0.22400,-8.02900,-8.02900,-8.02900,-8.02900,-7.69500,-7.80500,0.32410,0.32410,-24.77000,-24.77000,20.00350,,,,,,,,,,,-20.24150,-20.24150,-19.22330,-20.24150,13.17200,-25.11220,-25.16460
2022-12-31,,,,-3.19800,-1.20400,,4.40200,-2.22500,0.52900,0.52900,0.52900,0.52900,4.69600,2.75400,0.31600,0.31600,-38.60000,-38.60000,1.56040,,,,,,,,,,,-0.51790,5.93380,2.33410,5.93380,27.85940,-23.3219,-23.6337
2022-09-30,,,,4.59300,1.17700,,-5.77000,-1.42800,-7.19800,-7.19800,-7.19800,-7.19800,-5.47600,-5.77000,0.31800,0.31800,-22.67000,-22.67000,6.92740,0.00370,0.00500,,,,,,,,,-14.33580,-14.33580,-11.73920,-14.28290,16.67330,-16.6521,-16.6353
2022-06-30,,,,5.04100,1.19100,,-6.23200,-1.06700,-7.29900,-7.29900,-7.29900,-7.29900,-5.99100,-6.23200,0.31500,0.31500,-23.20000,-23.20000,8.46850,0.00340,0.00440,,,,,,,,,-12.21390,-12.21390,-10.30740,-12.17270,19.88490,-24.9879,-26.7625
2022-03-31,1.64800,,1.64800,11.66700,4.46600,,-14.48500,0.24500,-14.24000,-14.24000,-14.24000,-14.24000,-14.25700,-14.48500,2.99590,2.99590,-4.80000,-4.80000,7.34410,0.00320,0.00420,100.00000,-878.94410,-878.94410,-864.07760,-864.07760,0.02030,,,-21.18980,-21.18980,-17.52440,-21.12100,22.43130,-5.22480,-5.22480
2021-12-31,25.94100,,25.94100,6.66800,4.20600,,14.63400,0.25600,14.89000,14.89000,14.89000,14.89000,14.85700,14.63400,2.82450,2.82450,7.36450,7.36450,8.07780,0.00290,0.00360,98.33080,56.41260,56.41260,57.39950,57.39950,0.26880,32.18490,2.79630,18.26840,18.26840,15.42800,18.21590,27.20620,-5.8049,-5.8242
2021-09-30,1.46000,,1.46000,13.28800,3.93000,,-15.75800,0.05400,-15.70400,-15.70400,-15.70400,-15.70400,-15.54100,-15.75800,2.98300,2.98300,-5.26450,-5.26450,5.81710,,,100.00000,-1079.31500,-1079.31500,-1075.61600,-1075.61600,0.01330,,,-24.34200,-24.34200,-14.28420,-24.34200,21.55280,-5.0535,-5.0734
2021-06-30,0.54000,,0.54000,14.44400,4.34000,,-18.24400,1.17200,-17.07200,-17.07200,-17.07200,-17.07200,-18.03800,-18.24400,2.96700,2.96700,-5.80000,-5.80000,5.83230,,,100.00000,-3378.51800,-3378.51800,-3161.48100,-3161.48100,0.00430,,,-22.11710,-22.11710,-13.61850,-22.11710,25.90410,-2.426,-2.5045
2021-03-31,0.37100,,0.37100,14.29800,6.01200,,-19.93900,-16.74800,-36.68700,-36.68700,-36.68700,-36.68700,-17.90000,-19.93900,2.34440,2.34440,-15.60000,-15.60000,7.87000,,0.00970,100.00000,-5374.39400,-5374.39400,-9888.68100,-9888.68000,0.00270,,,-39.68610,-39.68610,-26.35560,-39.68610,31.16760,-5.35360,-5.37110
2020-12-31,0.45900,0.12600,0.33300,11.06500,3.11800,14.18300,-13.85000,-15.02500,-28.87500,-28.87500,-28.87500,-28.87500,-8.78300,-13.85000,1.52070,1.52070,-19.00000,-19.00000,0.39360,-0.00710,-0.57560,72.54900,-3017.42900,-3017.42900,-6290.85000,-6290.85000,0.00970,,,31.92410,31.92410,-60.98590,32.14980,-59.05140,14.2317,14.2257
