Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,39.23500,8.20900,31.02600,1.69500,-5.29900,20.33700,10.68900,1.03200,11.72100,11.72100,11.72100,,8.46700,22.83900,10.68900,43.19020,43.19020,0.20000,0.20000,0.80380,4.09740,27.24350,27.24350,29.87380,21.58020,0.03580,6.93370,16.45190,1.06910,1.36020,3.83090,0.088,0.0501
2024-06-30,37.05700,7.32300,29.73400,1.64000,-0.99500,18.65000,11.08400,-9.48400,1.60000,1.60000,1.60000,,-1.61400,25.53400,11.08400,40.71430,40.71430,-0.04000,-0.04000,0.83210,4.95500,29.91070,29.91070,4.31770,-4.35550,0.03350,1.09720,3.20730,0.14470,0.18430,3.47410,0.3313,0.0168
2024-03-31,35.72100,7.41900,28.30200,1.67700,-0.89300,15.89600,12.40600,-8.88000,3.52600,3.52600,3.52600,,0.30400,24.59100,12.40600,40.40630,40.40630,0.01000,0.01000,0.82910,4.85230,34.73030,34.73030,9.87100,0.85100,0.03230,2.37840,6.97000,0.31900,0.40640,3.66900,0.37180,0.81240
2023-12-31,35.90800,7.14500,28.76300,1.54100,-5.71900,20.99100,7.77200,-3.22100,4.55100,4.55100,4.55100,,1.32500,20.23300,7.77200,40.35310,40.35310,0.04000,0.04000,0.82730,4.78950,21.64420,21.64420,12.67410,3.69000,0.03170,2.95010,8.55160,0.40150,0.50960,3.81780,0.2935,0.3443
2023-09-30,36.46400,8.41800,28.04600,1.93000,-6.75400,21.16900,6.87700,-5.08500,1.79200,1.79200,1.79200,,-1.41900,18.16400,6.87700,40.32440,40.32440,-0.04000,-0.04000,0.80920,4.24160,18.85970,18.85970,4.91440,-3.89150,0.03120,1.01480,2.42300,0.15350,0.19360,4.37920,0.4426,0.571
2023-06-30,38.65800,8.34300,30.31500,1.61400,-6.82300,25.37300,4.94200,-9.53000,-4.58800,-4.58800,-4.58800,,-7.68500,19.93600,4.94200,40.38580,40.38580,-0.19000,-0.19000,0.80400,4.10260,12.78390,12.78390,-11.86820,-19.87950,0.03270,-2.49730,-5.78680,-0.38820,-0.48940,4.55630,0.3901,0.2673
2023-03-31,36.55400,8.33200,28.22200,1.62800,,16.33200,11.89000,-8.72300,3.16700,3.16700,3.16700,,0.04100,25.26100,11.89000,40.34290,40.34290,0.00000,0.00000,0.79680,3.92150,32.52720,32.52720,8.66390,0.11220,0.03080,1.66140,3.82260,0.26690,0.33760,4.71790,0.36980,0.32120
2022-12-31,37.21700,8.31800,28.89900,1.43900,-1.07800,17.34100,11.55800,-8.57800,2.98000,2.98000,2.98000,,-0.09400,25.13400,11.55800,39.38740,39.38740,,0.00000,0.78460,3.64230,31.05570,31.05570,8.00710,-0.25260,0.03090,1.44880,3.16780,0.24780,0.31210,5.12000,0.3316,0.0841
2022-09-30,39.83400,8.13900,31.69500,1.31400,-12.23100,29.01900,2.67600,0.11100,2.78700,2.78700,2.78700,,-0.31000,19.08700,2.67600,39.93580,39.93580,-0.01000,-0.01000,0.77340,3.41220,6.71790,6.71790,6.99650,-0.77820,0.03290,1.28210,2.66970,0.23040,0.29060,5.42950,0.5414,0.1219
2022-06-30,36.39900,8.53600,27.86300,1.35700,-2.71300,19.23700,8.62600,-7.00200,1.62400,1.62400,1.62400,,-1.44700,23.65300,8.62600,39.18110,39.18110,-0.04000,-0.04000,0.77430,3.43150,23.69850,23.69850,4.46170,-3.97540,0.03050,0.75930,1.58920,0.13610,0.17130,5.40580,0.4352,-0.5607
