Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.12120,0.76020,1.36110,1.20930,1.83930,,3.04860,-1.68750,0.15750,-1.53000,-0.02080,-1.50930,-1.50930,,-1.50930,-1.46090,-1.68750,9.22700,9.22700,-0.16000,-0.16000,3.47210,,,64.16400,-79.55440,-79.55440,-72.12860,-71.14960,0.09790,9.26030,9.71890,-8.69240,-16.86520,-6.96250,-8.69240,1.87970,-0.0845,-0.0845
2024-06-30,2.22460,0.81050,1.41410,1.21220,1.37600,,2.58820,-1.17410,0.29050,-0.88360,0.05060,-0.93420,-0.93420,,-0.93420,-0.94750,-1.17410,9.22200,9.22200,-0.10000,-0.10000,4.43010,,,63.56720,-52.77560,-52.77560,-39.71730,-41.99140,0.09900,10.74850,8.37320,-4.96890,-9.17610,-4.15650,-4.96890,2.03860,-0.0272,-0.0272
2024-03-31,2.59770,0.81910,1.77870,1.21170,1.32910,,2.54080,-0.76220,0.15200,-0.61020,-0.11790,-0.49230,-0.49230,,-0.49230,-0.53580,-0.76220,9.22200,9.22200,-0.05000,-0.05000,5.08540,,,68.46960,-29.34070,-29.34070,-23.49000,-18.95140,0.11320,12.39100,7.26340,-2.49880,-4.52630,-2.14530,-2.49880,2.13640,-0.05650,-0.05650
2023-12-31,2.69190,0.83510,1.85680,1.25500,1.09600,,2.35090,-0.49410,0.17720,-0.31690,-0.03380,-0.28310,-0.28310,,-0.28310,-0.26780,-0.49410,9.22200,9.22200,-0.03000,-0.03000,4.70460,,,68.97800,-18.35560,-18.35550,-11.77360,-10.51640,0.11270,13.00960,6.91800,-1.40600,-2.54950,-1.18510,-1.40600,2.18330,-0.0108,-0.0108
2023-09-30,2.76790,0.82670,1.94130,1.19340,1.13730,,2.33070,-0.38940,0.16990,-0.21950,-0.03790,-0.18160,-0.18160,,-0.18160,-0.16320,-0.38940,9.22200,9.22200,-0.02000,-0.02000,4.87820,,,70.13440,-14.06880,-14.06880,-7.92980,-6.56000,0.11490,10.75200,8.37050,-0.89220,-1.63340,-0.75360,-0.89220,2.20690,0.0018,0.0018
2023-06-30,2.95600,0.77400,2.18200,1.16360,1.29600,,2.45970,-0.27770,0.51440,0.23670,0.10110,0.13560,0.13560,,0.13560,-0.05160,-0.27770,9.22200,9.22200,0.01000,0.01000,4.71290,,,73.81500,-9.39440,-9.39440,8.00700,4.58830,0.12120,7.91890,11.36520,0.66240,1.22910,0.55610,0.66240,2.22040,-0.021,-0.021
2023-03-31,2.56400,0.80250,1.76150,1.24860,1.42200,,2.67050,-0.90900,0.12120,-0.78790,-0.04960,-0.73830,-0.73830,,-0.73830,-0.68310,-0.90900,9.22200,9.22200,-0.08000,-0.08000,4.43830,,,68.70240,-35.45290,-35.45290,-30.72730,-28.79460,0.10570,23.93710,3.75990,-3.63980,-6.94120,-3.04330,-3.63980,2.19950,-0.08710,-0.08710
2022-12-31,2.79490,0.73460,2.06030,1.39700,1.46490,,2.86200,-0.80170,0.10530,-0.69640,-0.20220,-0.49420,-0.49420,,-0.49420,-0.51510,-0.80170,9.63900,9.63900,-0.04000,-0.04000,4.20520,,,73.71660,-28.68270,-28.68270,-24.91660,-17.68340,0.10990,22.85350,3.93810,-2.35640,-4.44410,-1.94340,-2.35640,2.27310,-0.0368,-0.0368
2022-09-30,2.62350,0.77530,1.84810,1.48550,1.42310,,2.90860,-1.06040,0.01980,-1.04070,0.00970,-1.05040,-1.05040,,-1.05040,-0.82010,-1.06040,9.72200,9.72200,-0.11000,-0.11000,4.58850,,,70.44640,-40.41990,-40.41990,-39.66710,-40.03730,0.09990,21.81280,4.12600,-4.81120,-8.97410,-4.00110,-4.81120,2.29440,-0.1017,-0.1017
2022-06-30,2.64450,0.66150,1.98290,1.52180,1.53750,0.00730,3.05200,-1.06910,-0.04040,-1.12400,0.00480,-1.12870,-1.12870,,-1.12870,-0.94090,-1.06910,9.77200,9.77200,-0.12000,-0.12000,4.85330,,,74.98370,-40.42630,-40.42630,-42.50200,-42.68180,0.09560,24.76300,3.63450,-4.86900,-8.64530,-4.07850,-4.86900,2.38440,-0.0428,-0.0428
2022-03-31,2.92670,0.65210,2.27460,1.53010,1.45760,,2.98780,-0.71320,-0.00970,-0.72290,0.01600,-0.73890,-0.73890,,-0.73890,-0.61700,-0.71320,9.83200,9.83200,-0.08000,-0.08000,7.06170,,,77.71910,-24.36760,-24.36760,-24.70060,-25.24840,0.10620,26.82880,3.35460,-3.02050,-4.10810,-2.68250,-3.02050,2.48820,-0.12540,-0.12540
2021-12-31,3.10840,0.69830,2.41010,1.46110,0.94980,-0.00900,2.41990,-0.00980,0.00510,-0.00480,0.01280,-0.01760,-0.01760,,-0.00530,0.09430,-0.00980,7.76600,7.80900,-0.03000,-0.03000,5.99790,,,77.53420,-0.31660,-0.31660,-0.15400,-0.16960,0.10760,20.25700,4.44290,-0.07030,-0.09500,-0.06090,-0.07030,2.54790,0.0209,0.1308
2021-09-30,3.37760,0.74460,2.63310,1.33470,1.18340,-0.57150,3.08960,-0.45650,0.05370,-0.40290,-0.00620,-0.39670,-0.39670,,-0.40900,-0.34370,-0.45650,7.71800,7.71800,-0.05000,-0.05000,3.12040,,,77.95610,-13.51660,-13.51660,-11.92750,-12.11010,0.18720,28.72440,3.13320,-2.76880,-5.11310,-2.19830,-2.76880,1.73880,0.0529,0.0529
2021-06-30,3.41580,0.63060,2.78520,1.29880,0.72470,-0.18470,2.20820,0.57700,0.24690,0.82390,0.00220,0.82170,0.82170,,0.82170,0.69410,0.57700,6.90600,6.93000,0.12000,0.12000,2.10630,,,81.53930,16.89240,16.89240,24.11980,24.05540,0.23200,65.36050,1.37700,7.19990,17.12800,5.58070,7.19990,1.65250,0.0744,0.0744
2021-03-31,3.37200,0.64670,2.72530,1.29730,1.01920,,2.31640,0.40890,0.50900,0.91780,0.00110,0.91670,0.91670,,0.91670,0.51990,0.40890,6.90600,6.90600,0.13000,0.13000,2.01390,,,80.82100,12.12520,12.12520,27.21910,27.18650,0.24570,67.83620,1.32670,8.50150,22.24090,6.68030,8.50150,1.56140,0.01390,0.01390
2020-12-31,3.42220,0.63250,2.78970,1.29510,0.96280,,2.25790,0.53180,-0.00190,0.52990,-0.00790,0.53790,0.53790,,0.53130,0.67630,0.53180,6.88500,6.88800,0.07000,0.07000,1.64340,0.01680,0.05150,81.51870,15.54100,15.54100,15.48550,15.52380,0.25180,47.92330,1.87800,5.46880,17.19740,3.95810,5.37710,1.42410,0.0761,0.0761
2020-09-30,3.30930,0.63250,2.67680,1.22380,0.90920,,2.13300,0.54380,0.19980,0.74350,0.00330,0.74020,0.74020,,0.74680,0.69850,0.54380,6.88900,6.89600,0.11000,0.11000,1.69040,0.02380,0.05470,80.88810,16.43250,16.43250,22.46870,22.56850,0.25900,13.22600,6.80480,7.99870,29.69590,5.79450,7.80840,1.34010,0.0707,0.0707
2020-06-30,3.38050,0.68540,2.69500,1.25590,0.90850,,2.16440,0.53070,0.00340,0.53400,0.00250,0.53150,0.53150,,0.53150,0.71590,0.53070,6.86900,6.86900,0.08000,0.08000,1.35490,0.02920,0.06020,79.72390,15.69790,15.69790,15.79780,15.72390,0.27790,27.09020,3.32220,6.31540,33.41720,4.37010,6.13090,1.22530,0.0591,0.0591
2020-03-31,2.72070,0.62270,2.09800,1.25070,1.21090,,2.46160,-0.36360,-0.07230,-0.43590,0.00250,-0.43840,-0.43840,,-0.43840,-0.17210,-0.36360,6.87400,6.87400,-0.06000,-0.06000,1.03880,,,77.11200,-13.36410,-13.36410,-16.02080,-16.11270,0.22790,22.15570,4.06220,-5.59910,-46.66540,-3.67230,-5.59910,1.13970,0.00250,0.00250
2019-12-31,2.57910,0.65020,1.92890,1.38550,1.62910,,9.77480,-7.84590,-0.03920,-7.88510,0.01110,-7.89620,-7.89620,0.00000,-7.89610,-0.90380,-7.84590,6.87400,6.87400,-1.14000,-1.14000,1.07960,,,74.78910,-304.20730,-304.20730,-305.72590,-306.15520,0.21110,19.73530,4.56040,-96.46050,-641.04950,-64.61910,-96.46050,1.19030,-0.0261,-0.0394
2019-09-30,2.95840,0.67950,2.27890,1.69440,1.67180,,3.36620,-1.08720,-0.48460,-1.57180,-0.15720,-1.41460,-1.41460,-0.15930,-1.57390,-0.79120,-1.08720,6.87500,6.87500,-0.23000,-0.23000,1.32390,,,77.03050,-36.75070,-36.75070,-53.13010,-53.20100,0.15000,15.80530,5.69430,-8.87570,-65.49470,-7.17120,-8.87570,2.31830,-0.1336,-0.1488
2019-06-30,4.87290,0.89250,3.98040,1.71200,1.84540,,3.55730,0.42300,0.02480,0.44790,0.16350,0.28440,0.28440,0.15900,0.44340,0.57600,0.42300,6.87500,6.88700,0.06000,0.06000,1.47210,,,81.68490,8.68170,8.68170,9.19140,9.09900,0.22800,29.45370,3.05560,1.65590,8.53530,1.33100,1.65590,2.49810,-0.0797,-0.0936
2019-03-31,4.87320,0.95220,3.92100,1.77160,2.25460,,4.02620,-0.10520,0.03000,-0.07530,-0.15900,0.08370,0.08370,0.56290,0.64660,0.04750,-0.10520,6.79500,6.79500,0.09000,0.09000,1.15170,,,80.46000,-2.15940,-2.15940,-1.54470,13.26890,0.22720,22.67530,3.96910,0.51400,3.51620,0.39030,0.51400,2.36910,-0.41020,-0.42470
2018-12-31,5.13150,0.99500,4.13650,1.69340,2.58050,,4.27390,-0.13740,0.03290,-0.10450,0.00110,-0.10570,-0.10570,-0.44830,-0.55400,0.29400,-0.13740,6.72200,6.72200,-0.09000,-0.09000,0.79310,,,80.60950,-2.67760,-2.67760,-2.03700,-10.79570,0.21000,12.18060,7.38880,-0.69730,-8.93100,-0.43250,-0.69730,2.20610,-0.0729,-0.0876
2018-09-30,5.30470,0.86820,4.43660,1.66280,2.35600,,4.01880,0.41770,-0.54720,-0.12950,-0.01360,-0.11590,-0.11590,-0.45370,-0.56960,0.92500,0.41770,6.88600,6.88600,-0.08000,-0.08000,0.81490,,,83.63400,7.87390,7.87390,-2.44200,-10.73700,0.20870,12.45440,7.22640,-0.75160,35.99810,-0.45600,-0.75160,2.23860,-0.0672,-0.0802
2018-06-30,5.82520,1.00270,4.82250,1.50810,2.65050,,4.15850,0.66390,-1.94260,-1.27870,0.01550,-1.29420,-1.29420,-0.57080,-1.86500,1.47470,0.66390,6.88200,6.88200,-0.27000,-0.27000,0.75800,,,82.78750,11.39750,11.39750,-21.95150,-32.01660,0.21760,17.52420,5.13570,-8.32310,210.47940,-4.83460,-8.32310,2.25950,0.6255,0.6139
2018-03-31,4.07040,0.74560,3.32480,1.72660,2.09130,,3.81790,-0.49310,0.00290,-0.49020,,-0.49020,-0.49020,-0.31850,-0.80870,-0.25530,-0.49310,6.88180,6.88180,-0.12000,-0.12000,0.93170,,,81.68180,-12.11400,-12.11400,-12.04180,-19.86670,0.18820,7.13600,12.61220,-2.88130,-115.17890,-2.26650,-2.88130,2.47190,-0.07890,-0.09050
