Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-03-31,60.65200,25.07600,35.57600,33.72900,34.04600,1.53000,,1.53000,0.71800,0.81200,0.81200,,2.46600,24.67400,24.70700,0.10000,0.10000,0.19510,0.36750,5.26350,8.48360,0.00750,0.20580,0.27110,0.02090,0.16560,15.97760,-0.03910,-0.02400
2023-12-31,59.05200,24.40800,34.64400,52.83200,53.14900,-18.50500,,-14.92400,-4.47200,-10.45200,-16.48100,,-8.17200,24.63900,24.63900,-0.34000,-0.34000,0.19380,0.37480,-111.91600,-61.28230,0.00350,-4.14520,-5.45410,-0.42740,-3.34170,16.10140,2.6556,2.6345
2023-09-30,57.75100,23.69700,34.05400,23.51600,34.98300,-0.92900,,-4.51000,1.51900,-6.02900,0.00000,,-6.02900,24.64200,24.64200,-0.24000,-0.24000,0.20190,0.34170,-13.90350,-18.58620,0.00840,,,,,15.29590,-0.0376,-0.0375
2023-06-30,59.13700,26.86600,32.27100,34.47300,34.79100,-2.52000,,-2.52000,-0.52600,-1.99400,-1.99400,,-1.99400,24.63900,24.63900,-0.08000,-0.08000,0.19650,0.30730,-9.02610,-7.14210,0.00720,-0.51070,-0.70410,-0.05160,-0.41040,15.81300,-0.9652,-1.0036
2023-03-31,61.92800,18.93600,42.99200,31.90000,32.21700,10.77500,,10.77500,2.41200,8.36300,8.36300,,8.36300,24.62600,24.68500,0.34000,0.34000,0.19360,0.28880,28.55890,22.16600,0.00890,2.10430,2.88500,0.19820,1.69700,16.09960,-0.48320,-0.50190
2022-12-31,46.58100,9.02200,37.55900,42.52800,42.84500,-5.28600,,1.71200,-0.38600,2.09800,5.01100,,2.09800,24.56100,24.66900,0.09000,0.08000,0.19680,1.09720,5.76450,7.06420,0.00830,1.28830,1.78260,0.14050,1.03470,15.76050,-0.4299,-0.4055
2022-09-30,35.81400,5.15700,30.65700,22.60900,22.93500,7.72200,,3.88200,0.96900,2.91300,0.00000,,2.91300,24.57700,24.68800,0.12000,0.12000,0.19550,0.58730,13.98060,10.49090,0.00830,,,,,15.89470,0.4301,0.4306
2022-06-30,30.56200,3.66400,26.89800,20.60400,20.94500,5.95300,,5.95300,1.33500,4.61800,4.61800,,4.61800,24.56300,24.68100,0.19000,0.19000,0.19270,0.32660,22.48450,17.44220,0.00820,1.15840,1.59180,0.14270,0.93520,16.17190,0.3822,0.3551
2022-03-31,28.68200,3.74400,24.93800,15.65300,15.99400,8.94400,,5.78600,1.26700,4.51900,4.51900,,4.51900,24.50400,24.66300,0.18000,0.18000,0.19050,0.26310,23.29400,18.19320,0.00770,1.11800,1.51580,0.14030,0.90510,16.41530,0.12160,0.12700
2021-12-31,32.42300,4.26200,28.16100,17.25400,17.59500,10.56600,,9.76200,2.24600,7.51600,7.51600,0.00000,7.51600,24.43800,24.60100,0.30300,0.29500,0.18810,0.49990,33.13650,25.51260,0.00870,1.83300,2.47540,0.22070,1.48810,16.68520,0.2098,0.2014
2021-09-30,30.15200,4.59400,25.55800,17.30400,17.64500,7.91300,,7.91300,1.70200,6.21100,6.21100,-2.27200,3.93900,24.63400,24.63400,0.16000,0.16000,0.18930,0.51100,32.33360,16.09530,0.00710,1.52000,2.05750,0.17990,1.23220,16.62780,0.3661,0.3951
2021-06-30,29.04900,4.83100,24.21800,12.63900,12.98000,11.23800,,11.23800,2.43400,8.80400,8.80400,1.47100,10.27500,24.45100,24.61700,0.42000,0.42000,0.18990,0.51090,39.52450,36.13760,0.00840,2.16350,2.93620,0.25930,1.75260,16.58480,0.1854,0.1266
2021-03-31,32.65700,5.35300,27.30400,16.31000,16.65100,10.65300,,10.65300,2.30100,8.35200,8.35200,1.03100,9.38300,24.35000,24.50900,0.39000,0.39000,0.19330,0.53220,37.14950,32.72080,0.00860,2.09860,2.87460,0.25080,1.69290,16.22250,0.36110,0.38140
2020-12-31,32.83800,6.26500,26.57300,21.62500,21.96600,4.60700,,4.60700,1.29900,3.30800,3.30800,5.34700,8.65500,24.23900,24.36300,0.36300,0.36000,0.22800,0.59250,19.62760,36.87370,0.00760,0.84700,1.16980,0.10710,0.65390,16.02670,0.7604,0.8222
2020-09-30,31.15200,5.70900,25.44300,16.92300,17.26400,8.17900,,8.17900,1.64700,6.53200,6.53200,3.05600,9.58800,24.27000,24.37500,0.39500,0.39300,0.22880,1.32520,34.88890,40.89920,0.00740,1.67930,2.32570,0.20710,1.29510,15.96220,-0.0616,-1.4107
2020-06-30,37.06500,6.19900,30.86600,24.62800,24.96900,5.89700,,5.89700,1.18800,4.70900,4.70900,,4.70900,24.24600,24.35300,0.19000,0.19000,0.12930,1.32750,29.53370,23.58390,0.00650,1.23380,1.72360,0.15330,1.07420,15.66660,0.0609,1.4175
2020-03-31,31.30100,7.96600,23.33500,22.96100,23.30200,0.03300,,0.03300,0.00600,0.02700,0.02700,,0.02700,24.16800,24.38800,0.00000,0.00000,0.13020,0.72590,0.16600,0.13580,0.00720,0.00710,0.01000,0.00100,0.00620,15.59070,0.42200,0.41760
2019-12-31,31.52200,8.68500,22.83700,13.45500,13.79600,9.04100,,9.04100,1.08300,7.95800,7.95800,,8.96400,24.05000,24.32500,0.37000,0.37000,0.13060,0.50690,39.58930,39.25210,0.00840,2.10950,2.96830,0.29230,1.83400,15.60010,0.3917,0.3722
2019-09-30,33.44800,9.45900,23.98900,12.41200,12.76400,11.22500,,11.22500,2.36100,8.86400,8.86400,,8.86400,24.07200,24.37400,0.37000,0.36000,0.13260,0.31480,47.08670,37.18280,0.00880,2.39160,3.39430,0.32840,2.07440,15.33300,0.4927,0.4758
2019-06-30,33.58400,9.42900,24.15500,13.53000,13.89200,10.26300,,10.26300,0.94400,9.31900,9.31900,,9.31900,24.02500,24.32300,0.39000,0.38000,0.13510,0.50070,42.48810,38.58000,0.00890,2.56870,3.68410,0.34210,2.22160,15.04300,0.156,0.1548
2019-03-31,33.36500,9.35100,24.01400,16.12700,16.49000,7.52400,,7.52400,1.50400,6.02000,6.02000,,6.02000,24.01200,24.31100,0.25000,0.25000,0.13840,0.58390,31.59490,25.27930,0.00880,1.70690,2.48260,0.22260,1.47060,14.63020,0.48090,0.48210
2018-12-31,33.07900,8.34600,24.73300,13.88200,14.24400,10.48900,,10.82400,3.12000,7.70400,7.70400,,7.70400,24.01200,24.27300,0.32000,0.32000,0.13990,0.68540,44.66640,31.79140,0.00900,2.21200,3.24070,0.28520,1.90240,14.48070,0.4012,0.4131
2018-09-30,32.69200,7.46600,25.22600,13.80500,14.16500,11.06100,,11.06100,2.20000,8.86100,8.86100,,8.86100,24.04900,24.32000,0.37000,0.36000,0.02730,0.93360,45.75200,36.65210,0.00890,2.59970,3.85400,0.32790,2.52870,14.17110,0.4819,0.4749
2018-06-30,32.23600,6.50900,25.72700,14.30600,14.66700,11.06000,,11.06000,2.19300,8.86700,8.86700,,8.86700,24.03800,24.33000,0.37000,0.37000,0.02780,1.17560,44.81910,35.93220,0.00910,2.65120,3.97330,0.32530,2.57750,13.90880,0.2298,0.2965
2018-03-31,31.09900,5.52000,25.57900,14.85700,15.21900,10.36000,,10.36000,2.10100,8.25900,8.25900,,8.25900,23.96200,24.23300,0.34000,0.34000,0.14730,1.24080,43.20450,34.44260,0.00900,2.51750,3.78870,0.31160,2.14670,13.67620,0.59430,0.61760
2017-12-31,30.28000,4.99400,25.28600,15.83200,16.19300,9.09300,-0.33200,9.69200,10.85300,-1.16100,-1.16100,,-1.16100,18.39100,18.67100,-0.01000,0.00000,0.14930,1.26330,41.22330,-4.93810,0.00900,-0.35970,-0.54740,-0.04440,-0.30600,13.48480,0.8048,0.7795
2017-09-30,31.11000,4.96100,26.14900,19.15800,19.51800,6.63100,-0.16800,6.46300,2.08900,4.37400,4.37400,,4.37400,23.91300,24.21800,0.18000,0.18000,0.14810,1.05880,30.92490,20.92920,0.00800,1.34170,2.00090,0.16850,1.14300,13.63150,0.4808,0.488
2017-06-30,15.13100,3.04400,12.08700,7.21300,7.28800,4.79900,-8.60300,-3.80400,-0.96200,-2.84200,-2.84200,,-2.84200,13.23100,13.23100,-0.21000,-0.21000,0.14900,0.82360,-34.46590,-25.74980,0.00420,-0.87920,-1.33770,-0.10800,-0.74810,13.52010,-0.4852,-0.5027
2017-03-31,12.47800,2.65400,9.82400,6.23100,6.28000,3.54400,-0.32300,3.22100,1.16700,2.05400,2.05400,,2.05400,12.30700,12.61100,0.17000,0.16000,0.16890,1.10750,34.73150,22.14790,0.00790,1.60110,1.75630,0.17450,1.33060,10.40450,0.51650,0.53730
2016-12-31,12.51600,2.30800,10.20800,6.19700,6.24800,3.96000,,3.53100,1.33800,2.19300,2.19300,,2.19300,12.25200,12.42700,0.17000,0.17000,,0.75190,37.73240,23.43450,0.00820,1.73570,1.90770,0.19200,1.73570,10.30200,0.4816,0.5299
2016-09-30,13.79400,2.24600,11.54800,7.36400,7.40800,4.14000,,4.14000,1.37500,2.76500,2.76500,,2.76500,12.25800,12.42900,0.23000,0.22000,,0.67980,43.58810,29.11140,0.00840,2.21120,2.43380,0.24350,2.21120,10.19780,0.5296,0.5372
2016-06-30,13.28300,2.11700,11.16600,6.92200,6.98400,4.18200,,4.18200,1.39300,2.78900,2.78900,,2.78900,12.24900,12.39500,0.23000,0.23000,,0.71160,42.76510,28.52030,0.00870,2.26830,2.50190,0.24890,2.26830,10.03810,0.2533,0.3068
2016-03-31,12.17400,1.96200,10.21200,6.59600,6.65800,3.55400,,3.55400,0.98900,2.56500,2.56500,,2.56500,12.23700,12.40200,0.21000,0.21000,,0.80920,37.07100,26.75500,0.00880,2.11710,2.34010,0.23660,2.11710,9.89430,0.18580,0.20890
2015-12-31,12.03900,1.89600,10.14300,6.52800,6.59300,3.55000,,3.55000,1.21200,2.33800,2.33800,,2.33800,12.22400,12.33000,0.20000,0.19000,,0.70530,36.05160,23.74330,0.00950,1.95430,2.16420,0.22570,1.95430,9.77900,0.0221,0.1126
2015-09-30,12.11200,1.96500,10.14700,6.35500,6.42100,3.72600,,3.72600,1.24500,2.48100,2.48100,,2.48100,12.22200,12.34100,0.20000,0.20000,,0.50660,40.07750,26.68600,0.00910,2.06230,2.28380,0.24370,2.06230,9.85940,0.5411,0.731
2015-06-30,12.49100,1.70800,10.78300,7.02400,7.08900,3.69400,,3.69400,1.22800,2.46600,2.46600,,2.46600,12.24000,12.35900,0.20000,0.20000,,0.58820,39.79320,26.56470,0.00920,2.07100,2.29750,0.24370,2.07100,9.73450,0.1581,0.1796
2015-03-31,10.84000,1.50800,9.33200,6.28100,6.34600,2.98600,,2.98600,0.98200,2.00400,2.00400,,2.00400,12.21700,12.34100,0.16000,0.16000,,0.47650,33.90490,22.75460,0.00940,1.74060,1.93950,0.21380,1.74060,9.42300,0.26970,0.27120
2014-12-31,11.04100,1.38000,9.66100,6.67900,6.74800,2.91300,0.00000,2.91300,0.95200,1.96100,1.96100,,1.96100,11.84600,11.92700,0.16000,0.17000,,0.47420,34.02640,22.90620,0.00930,1.72050,1.92050,0.21390,1.72050,9.32950,0.2821,0.2856
2014-09-30,10.59300,1.17200,9.42100,6.13800,6.19900,3.22200,-0.06500,3.15700,1.04900,2.10800,2.10800,,2.10800,11.97100,12.06300,0.18000,0.17000,,0.53940,37.37860,24.95860,0.00960,1.81130,2.04890,0.23870,1.81130,9.54330,0.2902,0.3019
2014-06-30,9.63900,1.06700,8.57200,5.58500,5.63000,2.94200,-0.20900,2.73300,0.96100,1.77200,1.77200,,1.77200,11.60700,11.68600,0.15000,0.15000,,0.84390,32.62120,21.15060,0.01080,1.62800,1.77770,0.22870,1.62800,9.37570,0.1933,0.1489
2014-03-31,9.18200,1.05400,8.12800,5.43600,5.48100,2.64700,-0.21300,2.43400,0.79200,1.64200,1.64200,,1.64200,11.59100,11.65700,0.14000,0.14000,,0.41550,35.00650,23.61570,0.00970,1.52540,1.68030,0.23020,1.52540,9.28390,0.19730,0.42600
2013-12-31,9.09100,1.11700,7.97400,5.74900,5.84700,2.12700,,2.09200,0.69500,1.39700,1.39700,,1.39700,11.59000,11.62700,0.13000,0.13000,,0.60780,28.37000,18.94490,0.01030,1.31030,1.44560,0.19510,1.31030,9.19800,-0.1146,-0.1099
2013-09-30,9.22200,1.12300,8.09900,5.33500,5.45800,2.64100,,2.64100,0.86100,1.78000,1.78000,,1.78000,11.59000,11.63700,0.15000,0.15000,,0.47870,38.26430,25.78960,0.00970,1.67970,1.85610,0.25140,1.67970,9.14260,0.262,0.3637
2013-06-30,8.99700,1.17500,7.82200,5.40000,5.52300,2.29900,,2.29900,0.74400,1.55500,1.55500,,1.55500,11.59000,11.63400,0.13000,0.13000,,0.48390,32.39400,21.91070,0.01000,1.48190,1.64130,0.22000,1.48190,9.05400,0.1837,0.2281
2013-03-31,9.55900,1.25300,8.30600,5.92100,6.04400,2.26200,,2.26200,0.73600,1.52600,1.52600,,1.52600,11.59000,11.61600,0.13000,0.13000,,0.44030,31.36000,21.15630,0.01010,1.46520,1.62630,0.21350,1.46520,8.98620,0.17170,0.34340
