Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2025-03-31,275.03900,47.76600,227.27300,39.33300,158.42600,0.42600,200.54600,26.72700,1.90600,28.63300,-2.36000,30.99300,30.99300,30.99300,,26.72700,44.06600,45.15800,0.70000,0.69000,,,,,,,,,,,,,,,,
2024-12-31,262.63000,48.61900,214.01100,40.01000,151.20100,-2.48600,200.39600,13.61500,1.49100,15.10600,4.08500,11.02100,11.02100,11.02100,24.65300,13.61500,43.88900,45.18400,0.25000,0.24000,1.12700,81.48760,5.18410,5.18410,5.75180,4.19640,0.25650,0.96780,92.99270,3.82870,13.85750,1.07650,3.82870,6.53880,0.6638,0.6581
2024-09-30,233.27800,42.86200,190.41600,33.83900,136.12000,-2.91000,175.44800,14.96800,1.69200,16.66000,1.09500,15.56500,15.56500,15.56500,25.02900,14.96800,43.77000,45.11400,0.36000,0.35000,1.20210,81.62620,6.41640,6.41640,7.14170,6.67230,0.24340,1.19700,75.18550,5.60320,12.70410,1.62390,5.60320,6.35100,1.2293,1.1884
2024-06-30,224.67200,39.78800,184.88400,33.10400,126.74500,,166.45600,18.42800,2.22600,20.65400,2.12700,18.52700,18.52700,18.52700,27.84300,18.42800,43.67800,44.98600,0.42000,0.41000,1.23420,82.29060,8.20220,8.20220,9.19300,8.24620,0.24030,1.10580,81.38910,6.57430,14.70770,1.98160,6.57430,6.43860,0.99350,0.97430
2024-03-31,223.29200,39.14600,184.14600,35.24400,124.39600,,165.95600,18.19000,4.86500,23.05500,-103.06500,126.12000,126.12000,126.12000,26.97300,18.19010,43.88500,45.10000,2.87000,2.80000,1.22720,82.46870,8.14630,8.14630,10.32500,56.48210,0.23660,1.00270,89.75450,45.35300,84.49520,13.36140,45.35310,6.38570,1.7551,1.7365
2023-12-31,216.80800,39.06100,177.74700,34.39200,120.79500,,156.69600,21.05100,1.26500,22.31600,5.17600,17.14000,17.14000,17.14000,29.38400,21.05100,43.86200,44.79900,0.39000,0.38000,1.30900,81.98360,9.70950,9.70950,10.29300,7.90560,0.26960,0.96910,92.86510,9.81660,37.69600,2.13160,9.81660,3.99060,0.996,0.9555
2023-09-30,200.99700,37.85300,163.14400,31.26100,112.71400,,145.51000,17.63400,1.10300,18.73700,5.72000,13.01700,13.01700,13.01700,25.62800,17.63400,43.94900,44.90300,0.30000,0.29000,1.33740,81.16740,8.77330,8.77330,9.32200,6.47620,0.26010,1.02320,87.95680,7.17100,24.99620,1.68460,7.17100,4.13320,0.8997,0.8937
2023-06-30,198.15000,35.55000,162.60000,31.43100,111.08600,,144.12000,18.48000,1.02500,19.50500,6.87600,12.62900,12.62900,12.62900,26.43100,18.48000,44.05700,44.97500,0.29000,0.28000,1.31800,82.05910,9.32630,9.32630,9.84360,6.37350,0.26710,1.12260,80.17200,7.34180,29.88620,1.70260,7.34180,3.91190,0.86800,0.84250
2023-03-31,203.47800,34.80500,168.67300,32.17600,114.95000,,206.33810,-37.66510,0.03400,-37.63100,5.86200,-43.49300,-43.49300,-43.49300,-29.90510,-37.66500,44.66400,44.66400,-0.97000,-0.97000,1.34340,82.89500,-18.51060,-18.51060,-18.49390,-21.37480,0.26000,0.96690,93.07980,-23.37100,-77.63010,-5.55770,-23.37100,4.21610,1.5212,1.4975
2022-12-31,195.07400,34.53800,160.53600,32.50500,111.32600,,155.51800,5.01800,0.38200,5.40000,5.71000,-0.31000,-0.31000,-0.31000,13.59600,5.01800,44.71200,44.71200,-0.01000,-0.01000,1.29530,82.29490,2.57240,2.57240,2.76820,-0.15890,0.23500,0.90540,99.40720,-0.11920,-0.23910,-0.03740,-0.11920,5.80890,0.7043,0.6858
