Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,115.83700,52.66600,63.17100,25.82900,25.76000,,51.58900,11.58200,2.75000,14.33200,0.04100,14.29100,14.29100,14.29100,19.90100,11.58200,56.81700,57.00400,0.25000,0.25000,10.00600,54.53440,9.99850,9.99850,12.37260,12.33720,0.14040,0.31410,6.96390,12.92390,1.90750,2.21340,1.73230,1.90750,13.18110,0.5773,0.4768
2024-06-30,106.19800,49.66500,56.53300,26.04700,28.52800,,54.57500,1.95800,3.18900,5.14700,0.29800,4.84900,4.84900,4.84900,10.25600,1.95800,56.78000,56.98400,0.09000,0.09000,9.95210,53.23360,1.84370,1.84370,4.84660,4.56600,0.13200,0.29230,6.48660,13.87480,0.66360,0.76320,0.60250,0.66360,12.87020,0.3101,0.2368
2024-03-31,91.68800,43.90800,47.78000,23.22500,24.08500,,47.31000,0.47000,3.50200,3.97200,0.01800,3.95400,3.95400,3.95400,9.23200,0.47000,56.83300,57.13200,0.07000,0.07000,10.14360,52.11150,0.51260,0.51260,4.33210,4.31250,0.11380,0.26160,7.46710,12.05290,0.53560,0.61550,0.49070,0.53560,13.00550,0.27840,0.20240
2023-12-31,89.50700,43.29900,46.20800,23.50500,23.75400,,47.25900,-1.05100,3.28200,2.23100,-12.04000,14.27100,14.27100,14.27100,7.88200,-1.05100,57.19500,57.62200,0.25000,0.25000,10.46920,51.62500,-1.17420,-1.17420,2.49250,15.94400,0.10920,0.26540,6.09970,14.75480,1.89710,2.17560,1.74060,1.89710,13.25820,0.2841,0.177
2023-09-30,125.51100,59.56600,65.94500,24.06400,24.16900,,48.23300,17.71200,3.13800,20.85000,1.05400,19.79600,19.79600,19.79600,26.64600,17.71200,57.38300,57.74100,0.34000,0.34000,10.41010,52.54120,14.11190,14.11190,16.61210,15.77230,0.14500,0.39650,4.39790,20.46440,2.52160,2.87630,2.28730,2.52160,13.68030,0.4623,0.3321
2023-06-30,123.22300,60.37700,62.84600,24.51700,25.68800,,50.20500,12.64100,2.71400,15.35500,0.56200,14.79300,14.79300,14.79300,21.89100,12.64100,57.35500,57.66900,0.26000,0.26000,8.50040,51.00180,10.25860,10.25860,12.46120,12.00510,0.14340,0.40320,3.84150,23.42850,1.92640,2.20600,1.72120,1.92640,13.39000,0.1068,0.0526
2023-03-31,106.29700,52.34000,53.95700,23.98100,24.21900,,48.20000,5.75700,1.71400,7.47100,0.59600,6.87500,6.87500,6.87500,15.66500,5.75700,57.10500,57.57900,0.12000,0.12000,8.55020,50.76060,5.41600,5.41600,7.02840,6.46770,0.12480,0.36740,5.16380,17.42900,0.90190,1.03480,0.80750,0.90190,13.32560,0.28800,0.21710
2022-12-31,124.77000,57.41600,67.35400,23.50400,22.95800,,46.46200,20.89200,0.78500,21.67700,-1.13800,22.81500,22.81500,22.81500,30.96500,20.89200,57.80100,58.37100,0.41000,0.40000,8.99470,53.98250,16.74440,16.74440,17.37360,18.28560,0.14850,0.42400,5.98820,15.02960,3.02100,3.47380,2.71580,3.02100,13.25850,0.3691,0.2778
2022-09-30,160.23300,68.19800,92.03500,23.20500,20.45900,,43.66400,48.37100,1.00100,49.37200,3.40800,45.96400,45.96400,45.96400,58.56600,48.37100,57.17200,57.60300,0.80000,0.80000,8.69920,57.43820,30.18790,30.18790,30.81260,28.68570,0.19120,0.56790,9.96780,9.02900,6.12620,7.05740,5.48520,6.12620,13.11730,0.8946,0.7935
2022-06-30,183.98600,77.14300,106.84300,23.50700,22.10400,-1.13000,46.74100,60.10200,0.67400,60.77600,4.95200,55.82400,55.82400,55.82400,70.40200,60.10200,57.73100,58.30500,0.97000,0.96000,6.85950,58.07130,32.66660,32.66660,33.03300,30.34140,0.22740,0.69340,6.57560,13.68690,7.85980,9.14080,6.90030,7.85980,12.43120,1.1844,0.9503
2022-03-31,182.14900,81.47400,100.67500,23.67800,25.95000,,49.62800,51.04700,0.55400,51.60100,5.35300,46.24800,46.24800,46.24800,61.11600,51.04700,59.23800,60.10700,0.78000,0.77000,8.55790,55.27070,28.02490,28.02490,28.32900,25.39020,0.19820,0.79010,5.94130,15.14820,5.63610,6.41940,5.03140,5.63610,13.96060,1.24110,1.01650
2021-12-31,172.65400,79.47800,93.17600,22.02800,26.84400,,48.87200,44.30400,0.10100,44.40500,3.70500,40.70000,40.70000,40.70000,53.96800,44.30400,60.32700,61.46700,0.68000,0.65000,9.49680,53.96690,25.66060,25.66060,25.71910,23.57320,0.17020,0.80070,4.17110,21.57710,4.46260,5.01740,4.01190,4.46260,15.22260,0.7623,0.4871
2021-09-30,176.77600,85.03700,91.73900,21.13700,25.01000,,46.14700,45.59200,0.20600,45.79800,3.76400,42.03400,42.03400,42.03400,54.98700,45.59200,60.31900,61.36300,0.70000,0.69000,10.64680,51.89560,25.79080,25.79080,25.90740,23.77810,0.17590,0.92620,4.54760,19.79050,4.62750,5.21060,4.18250,4.62750,15.05700,0.9605,0.7806
2021-06-30,180.11000,88.79700,91.31300,21.74100,24.59600,,46.33700,44.97600,0.17300,45.14900,3.26800,41.88100,41.88100,41.88100,53.79400,44.97600,60.54400,61.46600,0.69000,0.68000,9.77860,50.69850,24.97140,24.97140,25.06750,23.25300,0.18610,0.99060,4.35550,20.66340,4.81200,5.45400,4.32720,4.81200,14.42300,1.0874,0.9534
2021-03-31,173.73700,89.32600,84.41100,20.02700,24.19800,,44.22500,40.18600,0.59700,40.78300,0.98500,39.79800,39.79800,39.79800,48.84700,40.18600,60.18400,61.45100,0.66000,0.65000,10.27260,48.58550,23.13040,23.13040,23.47400,22.90700,0.18390,0.98690,4.11140,21.89020,4.66120,5.30290,4.21270,4.66120,14.07670,0.94580,0.76640
2020-12-31,150.69300,76.68800,74.00500,21.92100,24.35700,,46.27800,27.72700,0.63000,28.35700,1.07900,27.27800,27.27800,27.27800,35.65500,27.72700,59.65700,60.84500,0.45000,0.45000,9.61570,49.10980,18.39970,18.39970,18.81770,18.10170,0.16680,0.74540,4.19640,21.44690,3.36590,3.86340,3.01970,3.36590,13.52710,0.7622,0.1944
