Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4.12900,1.92000,2.20900,0.77700,4.07100,,4.84800,-2.63900,0.56700,-2.07200,-2.07200,-2.07200,-2.07200,-2.23200,-2.63900,20.31000,20.31000,-0.10000,-0.10000,2.80660,0.21640,0.36020,53.49960,-63.91380,-63.91380,-50.18160,-50.18160,0.14140,0.38160,0.59290,151.79460,-13.93410,-21.19260,-7.09370,-10.91910,0.67600,-0.0775,-0.0779
2024-06-30,4.95000,2.31300,2.63700,1.11600,3.85600,,4.97200,-2.33500,-0.08100,-2.41600,-2.41600,-2.41600,-2.41600,-1.93800,-2.33500,18.22400,18.22400,-0.13000,-0.13000,2.41980,0.26520,0.46450,53.27270,-47.17170,-47.17170,-48.80810,-48.80810,0.18340,0.46500,0.75920,118.54550,-20.03480,-35.07040,-8.95350,-14.72180,0.65380,-0.1377,-0.1377
2024-03-31,3.75600,1.80500,1.95100,1.13600,4.07100,,5.20700,-3.25600,-0.17300,-3.42900,-3.42900,-3.42900,-3.42900,-2.85000,-3.25600,17.41900,17.41900,-0.20000,-0.20000,2.80580,0.24640,0.41590,51.94360,-86.68800,-86.68800,-91.29390,-91.29390,0.12970,0.35350,0.65060,138.33070,-24.40400,-38.94380,-11.84170,-18.39100,0.77650,-0.19900,-0.19940
2023-12-31,4.84700,2.47800,2.36900,1.31400,4.50400,,5.81800,-3.44900,0.23500,-3.21400,-3.21400,-3.21400,-3.21400,-3.01700,-3.44900,13.86700,13.86700,-0.22000,-0.22000,2.48960,0.27710,0.48250,48.87560,-71.15750,-71.15750,-66.30910,-66.30910,0.16760,0.49070,0.85860,104.81740,-25.49580,-44.13020,-11.11420,-18.43100,0.84900,-0.1253,-0.1285
2023-09-30,4.60700,2.15100,2.45600,1.15900,4.22800,,5.38700,-2.93100,-0.43400,-3.36500,-3.36500,-3.36500,-3.36500,-2.50700,-2.93100,14.07300,14.07300,-0.24000,-0.24000,2.85450,0.24930,0.41400,53.31020,-63.62060,-63.62060,-73.04100,-73.04100,0.14770,0.39200,0.78440,114.73190,-22.05550,-34.14860,-10.79110,-16.55760,1.07180,-0.2221,-0.2231
2023-06-30,4.70300,2.44900,2.25400,1.39800,5.14000,,6.53800,-4.28400,0.05400,-4.23000,-4.23000,-4.23000,-4.23000,-3.85600,-4.28400,13.63700,13.63700,-0.31000,-0.31000,2.44050,0.15640,0.35030,47.92690,-91.09080,-91.09080,-89.94260,-89.94260,0.13840,0.43720,0.93090,96.67870,-23.75470,-34.32610,-12.44630,-20.03980,1.28970,-0.205,-0.2089
2023-03-31,4.12200,2.12200,2.00000,1.15400,5.29400,,6.44800,-4.44800,0.05900,-4.38900,-4.38900,-4.38900,-4.38900,-4.03400,-4.44800,13.29600,13.29600,-0.33000,-0.33000,2.89370,0.14240,0.28930,48.52010,-107.90880,-107.90880,-106.47740,-106.47740,0.11110,0.37480,0.85390,105.39300,-20.62210,-27.92700,-11.82890,-17.68550,1.59520,-0.31690,-0.32010
2022-12-31,3.55100,1.87300,1.67800,0.94500,5.16900,,6.11400,-4.43600,1.25800,-3.17800,-3.17800,-3.17800,-3.17800,-4.18100,-4.43600,12.96200,12.96200,-0.24000,-0.24000,3.37320,0.12900,0.23890,47.25430,-124.92260,-124.92260,-89.49590,-89.49590,0.08680,0.36110,0.76780,117.22050,-12.49120,-16.05540,-7.76960,-10.88020,1.92700,-0.2883,-0.291
2022-09-30,3.32900,1.64300,1.68600,0.88700,4.45300,,5.34000,-3.65400,-0.65000,-4.30400,-4.30400,-4.30400,-4.30400,-3.48600,-3.65400,13.07100,13.07100,-0.33000,-0.33000,4.67730,,0.06980,50.64580,-109.76270,-109.76270,-129.28810,-129.28810,0.08470,0.46840,0.97970,91.86540,-15.04160,-15.04160,-10.94860,-15.04160,2.17980,-0.1887,-0.1995
2022-06-30,3.46500,1.82400,1.64100,0.87300,3.99700,,4.87000,-3.22900,0.25100,-2.97800,-2.97800,-2.97800,-2.97800,-2.99600,-3.22900,12.88400,12.88400,-0.23000,-0.23000,8.16000,0.05920,0.06290,47.35930,-93.18900,-93.18900,-85.94520,-85.94520,0.08550,0.55710,1.03710,86.77920,-9.38570,-9.38570,-7.34950,-8.83050,2.43880,-0.3257,-0.3257
